osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,tunnel,bridge
41121587,tertiary,False,True,78.056,"LINESTRING (141.9077988 43.4937546, 141.9079261 43.4937345, 141.9087443 43.4936053)",,,,,
682236096,trunk,False,False,94.33,"LINESTRING (141.9077988 43.4937546, 141.9080072 43.4944432, 141.9080495 43.4945832)",4,12,国道12号,,
682236096,trunk,False,True,25.344,"LINESTRING (141.9077988 43.4937546, 141.9077735 43.4936571, 141.9077329 43.4935318)",4,12,国道12号,,
"[925747848, 925747849, 925747850, 160672329]","['unclassified', 'tertiary']",False,True,92.349,"LINESTRING (141.9090914 43.4908169, 141.9089532 43.490838, 141.9086461 43.4908933, 141.9082602 43.4909589, 141.9080975 43.4909905, 141.9079793 43.4910134)",,,,yes,
"[160672128, 160672250, 160672509]",unclassified,False,False,239.28000000000003,"LINESTRING (141.9079793 43.4910134, 141.9079976 43.4910779, 141.9081031 43.4914507, 141.9081651 43.491648, 141.9082383 43.4918919, 141.9082964 43.4920853, 141.9084907 43.4927431, 141.9085689 43.493006, 141.908602 43.4931173)",,,,,yes
160672553,tertiary,False,False,76.07,"LINESTRING (141.9079793 43.4910134, 141.9078637 43.4910313, 141.9075908 43.4910736, 141.9071878 43.491136, 141.9070571 43.4911562)",,,,,
"[925747848, 160672329, 925747850, 925747849]","['unclassified', 'tertiary']",False,False,92.349,"LINESTRING (141.9079793 43.4910134, 141.9080975 43.4909905, 141.9082602 43.4909589, 141.9086461 43.4908933, 141.9089532 43.490838, 141.9090914 43.4908169)",,,,yes,
"[682236096, 682236095, 33995215]",trunk,False,False,240.046,"LINESTRING (141.9070571 43.4911562, 141.9070902 43.4912797, 141.9072611 43.491889, 141.9073065 43.4920615, 141.9073332 43.492135, 141.9074571 43.4925705, 141.9075389 43.4928579, 141.9076121 43.4931151, 141.9076563 43.4932706)",4,12,国道12号,,yes
160672111,tertiary,False,True,68.241,"LINESTRING (141.9070571 43.4911562, 141.9069113 43.4911791, 141.9062306 43.491287)",,,,,
160672553,tertiary,False,True,76.07,"LINESTRING (141.9070571 43.4911562, 141.9071878 43.491136, 141.9075908 43.4910736, 141.9078637 43.4910313, 141.9079793 43.4910134)",,,,,
160672111,tertiary,False,False,68.241,"LINESTRING (141.9062306 43.491287, 141.9069113 43.4911791, 141.9070571 43.4911562)",,,,,
