osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,tunnel,bridge
689340518,True,2,254,新座バイパス,trunk,50,yes,False,45.42,"LINESTRING (139.6112478 35.7826082, 139.6108193 35.7828227)",,
200094152,True,1,,,unclassified,,,False,53.818,"LINESTRING (139.6112478 35.7826082, 139.6111339 35.7824919, 139.6108766 35.7822293)",,
1058839193,False,,,,tertiary,30,,False,83.72999999999999,"LINESTRING (139.6093429 35.784215, 139.609357 35.7843149, 139.6094107 35.7845853, 139.6094821 35.7849594)",,
1058839193,False,,,,tertiary,30,,True,91.594,"LINESTRING (139.6093429 35.784215, 139.6092511 35.783806, 139.6091773 35.7834797, 139.6091604 35.7834047)",,
1185408994,False,2,109,旧川越街道,secondary,40,,False,160.233,"LINESTRING (139.6093429 35.784215, 139.6089195 35.7842826, 139.6087918 35.784303, 139.6087458 35.784311, 139.6081935 35.7844067, 139.6076046 35.7845113)",,
1185408994,False,2,109,旧川越街道,secondary,40,,True,107.22999999999999,"LINESTRING (139.6093429 35.784215, 139.6098108 35.7841315, 139.6099248 35.7841112, 139.6105067 35.7840188)",,
47807969,False,2,,,tertiary,40,,True,92.387,"LINESTRING (139.6035879 35.7852911, 139.6033006 35.7844936)",,
797394948,False,2,109,旧川越街道,secondary,40,,True,187.949,"LINESTRING (139.6035879 35.7852911, 139.6056145 35.7848984)",,
797394948,False,2,109,旧川越街道,secondary,40,,False,41.817,"LINESTRING (139.6035879 35.7852911, 139.6034583 35.7853143, 139.6031352 35.7853721)",,
106923477,False,,,,unclassified,,,False,68.87599999999999,"LINESTRING (139.6008812 35.7860613, 139.6008619 35.7860285, 139.6005701 35.7855316, 139.6005528 35.7855021)",,
797394948,False,2,109,旧川越街道,secondary,40,,True,108.64999999999999,"LINESTRING (139.6008812 35.7860613, 139.6009935 35.7860229, 139.601991 35.7856815)",,
26281321,True,2,88,和光インター線,primary,40,,False,10.172,"LINESTRING (139.6108193 35.7828227, 139.6108946 35.7828908)",,
689340517,True,2,254,新座バイパス,trunk,50,yes,False,162.284,"LINESTRING (139.6108193 35.7828227, 139.6106498 35.7829032, 139.610523 35.7829635, 139.6105114 35.7829681, 139.6104068 35.7830097, 139.6102256 35.7830818, 139.6100877 35.7831278, 139.6099306 35.7831668, 139.6097409 35.78322, 139.6091489 35.7833404)",,
"[28160341, 158461535]",True,1,,和光IC,motorway_link,,,False,251.337,"LINESTRING (139.6092426 35.7798989, 139.6092974 35.7802962, 139.6093662 35.7805852, 139.6094064 35.7807234, 139.6094771 35.780901, 139.6096067 35.7811612, 139.6098029 35.7815083, 139.6099896 35.7818145, 139.6100929 35.7820324)",yes,
48045951,True,1,,,unclassified,,,False,109.673,"LINESTRING (139.6100929 35.7820324, 139.6103089 35.7822915, 139.6103605 35.7823454, 139.6105121 35.7825037, 139.6107105 35.7827109, 139.6107166 35.7827172, 139.6108193 35.7828227)",,
32231785,False,,,,tertiary,40,,False,7.225,"LINESTRING (139.6091489 35.7833404, 139.6091604 35.7834047)",,
689340517,True,2,254,新座バイパス,trunk,50,yes,False,106.326,"LINESTRING (139.6091489 35.7833404, 139.6079996 35.7835527)",,
32231785,False,,,,tertiary,40,,True,192.054,"LINESTRING (139.6091489 35.7833404, 139.6091368 35.7832636, 139.6090713 35.782908, 139.6089866 35.7824073, 139.6089476 35.7821774, 139.6089248 35.7820432, 139.6088846 35.7818109, 139.6088467 35.7816308)",,
32231785,False,,,,tertiary,40,,False,103.782,"LINESTRING (139.605894 35.7779773, 139.6062096 35.7782547, 139.6064508 35.7784668, 139.6066742 35.7786632)",,
48045954,False,,,桃手通り,tertiary,40,,False,157.297,"LINESTRING (139.605894 35.7779773, 139.6057625 35.7781022, 139.6057019 35.7781598, 139.6054182 35.7784292, 139.6053238 35.7785245, 139.6053065 35.778542, 139.6052034 35.7786558, 139.6051229 35.7787627, 139.605051 35.7788738, 139.6050038 35.778966, 139.6049687 35.7790535, 139.6049443 35.7791431)",,
32231785,False,,,,tertiary,40,,False,192.054,"LINESTRING (139.6088467 35.7816308, 139.6088846 35.7818109, 139.6089248 35.7820432, 139.6089476 35.7821774, 139.6089866 35.7824073, 139.6090713 35.782908, 139.6091368 35.7832636, 139.6091489 35.7833404)",,
32231785,False,,,,tertiary,40,,True,198.783,"LINESTRING (139.6088467 35.7816308, 139.6088327 35.7815606, 139.6088237 35.7815155, 139.6088192 35.7814927, 139.6087675 35.7812329, 139.6087471 35.7811303, 139.6087154 35.7809634, 139.608691 35.7808348, 139.6086671 35.7807085, 139.6086499 35.7806005, 139.608643 35.7805588, 139.6086406 35.7805444, 139.608634 35.780505, 139.6086143 35.7804438, 139.608607 35.7804287, 139.6085877 35.7803888, 139.6085432 35.7803157, 139.6085322 35.780303, 139.6084857 35.7802494, 139.6084375 35.7801979, 139.6083837 35.7801465, 139.6083281 35.7800972, 139.6081909 35.7799756)",,
113972531,False,,,,unclassified,,,False,109.05699999999999,"LINESTRING (139.6088467 35.7816308, 139.6076843 35.7817962, 139.6076559 35.7818002)",,
55592703,False,,,,unclassified,,,True,89.218,"LINESTRING (139.6076046 35.7845113, 139.6073994 35.7837264)",,
223379652,False,,,,tertiary,,,False,76.08999999999999,"LINESTRING (139.6076046 35.7845113, 139.6076896 35.7848595, 139.6077254 35.7849431, 139.6077673 35.7850127, 139.6077842 35.7850408, 139.6078157 35.7851035, 139.6078315 35.7851666)",,
1185408994,False,2,109,旧川越街道,secondary,40,,False,184.603,"LINESTRING (139.6076046 35.7845113, 139.606067 35.7848109, 139.6058884 35.7848454, 139.6056145 35.7848984)",,
1185408994,False,2,109,旧川越街道,secondary,40,,True,160.233,"LINESTRING (139.6076046 35.7845113, 139.6081935 35.7844067, 139.6087458 35.784311, 139.6087918 35.784303, 139.6089195 35.7842826, 139.6093429 35.784215)",,
47807969,False,2,,,tertiary,40,,False,8.574,"LINESTRING (139.6032743 35.7844195, 139.6033006 35.7844936)",,
797394945,True,2,254,新座バイパス,trunk,50,yes,False,274.068,"LINESTRING (139.6032743 35.7844195, 139.6029978 35.7844847, 139.6027777 35.7845601, 139.6005145 35.7854433)",,
105891160,True,,,,residential,20,,False,112.25800000000001,"LINESTRING (139.6110072 35.78496, 139.6106355 35.7840799, 139.6106051 35.7840046)",,
105891166,False,,,,residential,,,False,136.39600000000002,"LINESTRING (139.6110072 35.78496, 139.6097859 35.7852376, 139.6095455 35.7852703)",,
1185408994,False,2,109,旧川越街道,secondary,40,,False,9.015,"LINESTRING (139.6106051 35.7840046, 139.6105067 35.7840188)",,
1058839193,False,,,,tertiary,30,,False,20.801,"LINESTRING (139.6095455 35.7852703, 139.6095857 35.7854545)",,
1058839193,False,,,,tertiary,30,,True,35.04,"LINESTRING (139.6095455 35.7852703, 139.6094821 35.7849594)",,
105891166,False,,,,residential,,,True,136.39600000000002,"LINESTRING (139.6095455 35.7852703, 139.6097859 35.7852376, 139.6110072 35.78496)",,
799062392,False,,,,unclassified,,,True,7.395,"LINESTRING (139.6005145 35.7854433, 139.6005528 35.7855021)",,
48045954,False,,,桃手通り,tertiary,40,,False,212.75900000000001,"LINESTRING (139.6054685 35.7820838, 139.6055273 35.7823756, 139.6055766 35.7826201, 139.605779 35.783624, 139.6058294 35.7838739, 139.6058075 35.7839718)",,
48045954,False,,,桃手通り,tertiary,40,,True,331.50800000000004,"LINESTRING (139.6054685 35.7820838, 139.6054023 35.7818086, 139.605331 35.7815334, 139.6052297 35.7811325, 139.6051831 35.7809149, 139.6051602 35.780796, 139.6050854 35.7804076, 139.6050212 35.7800743, 139.6049627 35.7797707, 139.6049371 35.779628, 139.6049172 35.7794821, 139.6049152 35.7793767, 139.6049215 35.779276, 139.6049304 35.7792046, 139.6049443 35.7791431)",,
113972531,False,,,,unclassified,,,True,199.822,"LINESTRING (139.6054685 35.7820838, 139.6061653 35.7819935, 139.6065376 35.7819452, 139.6075072 35.7818195, 139.6076559 35.7818002)",,
681864773,False,,,,unclassified,,,True,70.444,"LINESTRING (139.6031352 35.7853721, 139.6031082 35.7854152, 139.6030967 35.7854335, 139.6028594 35.7856158, 139.6026829 35.7857458, 139.6025724 35.7858026)",,
797394948,False,2,109,旧川越街道,secondary,40,,False,108.989,"LINESTRING (139.6031352 35.7853721, 139.6029066 35.7854205, 139.6028143 35.7854401, 139.6025744 35.7854928, 139.601991 35.7856815)",,
797394948,False,2,109,旧川越街道,secondary,40,,True,41.817,"LINESTRING (139.6031352 35.7853721, 139.6034583 35.7853143, 139.6035879 35.7852911)",,
681864773,False,,,,unclassified,,,False,70.44400000000002,"LINESTRING (139.6025724 35.7858026, 139.6026829 35.7857458, 139.6028594 35.7856158, 139.6030967 35.7854335, 139.6031082 35.7854152, 139.6031352 35.7853721)",,
