osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,bridge
107447354,13,上山七ヶ宿線,primary,False,False,133.347,,"LINESTRING (140.2729744 38.1487613, 140.2716232 38.1493172)",
107447357,,,tertiary,False,False,86.99,,"LINESTRING (140.2729744 38.1487613, 140.2734043 38.1494668)",
370735337,263,萱平河崎線,secondary,False,True,133.635,,"LINESTRING (140.2659042 38.1518483, 140.2672337 38.1512556)",
675624259,458,国道458号,trunk,False,True,119.921,2,"LINESTRING (140.2659042 38.1518483, 140.265475 38.150824)",
107464971,,,tertiary,False,False,338.54699999999997,,"LINESTRING (140.2659042 38.1518483, 140.2637423 38.1527467, 140.2633424 38.1530143, 140.2629068 38.1534564, 140.2627556 38.1535472)",
675624259,458,国道458号,trunk,False,False,220.116,2,"LINESTRING (140.2659042 38.1518483, 140.2664524 38.1533464, 140.2666156 38.153747)",
105671508,458,国道458号,trunk,False,False,183.184,2,"LINESTRING (140.2638115 38.1467389, 140.264465 38.1483041)",
227297763,,,tertiary,False,True,241.212,,"LINESTRING (140.2704825 38.1473421, 140.2716232 38.1493172)",
"[227296819, 227297831, 227297535]",,,unclassified,False,True,45.704,,"LINESTRING (140.2704825 38.1473421, 140.2704195 38.1473564, 140.2700444 38.1474577, 140.269987 38.1474727)",yes
227297803,,,unclassified,False,True,166.83,,"LINESTRING (140.2681821 38.1479393, 140.2663686 38.1484052)",
227297831,,,unclassified,False,False,166.141,,"LINESTRING (140.2681821 38.1479393, 140.269987 38.1474727)",
105671508,458,国道458号,trunk,False,False,75.414,2,"LINESTRING (140.264465 38.1483041, 140.2647493 38.1489444)",
105671508,458,国道458号,trunk,False,True,183.184,2,"LINESTRING (140.264465 38.1483041, 140.2638115 38.1467389)",
227297007,,,unclassified,False,False,104.667,,"LINESTRING (140.264465 38.1483041, 140.2641208 38.1483434, 140.2632853 38.1484626)",
227297803,,,unclassified,False,False,166.83,,"LINESTRING (140.2663686 38.1484052, 140.2681821 38.1479393)",
227298876,,,unclassified,False,True,153.07,,"LINESTRING (140.2663686 38.1484052, 140.266695 38.149167, 140.26671 38.149323, 140.266599 38.14973)",
227297007,,,unclassified,False,True,104.667,,"LINESTRING (140.2632853 38.1484626, 140.2641208 38.1483434, 140.264465 38.1483041)",
105671508,458,国道458号,trunk,False,True,75.414,2,"LINESTRING (140.2647493 38.1489444, 140.264465 38.1483041)",
675624259,458,国道458号,trunk,False,False,20.496,2,"LINESTRING (140.2647493 38.1489444, 140.2648125 38.1491219)",
227297282,,,tertiary,False,True,190.642,,"LINESTRING (140.2647493 38.1489444, 140.2648892 38.1488975, 140.2650421 38.1489091, 140.266599 38.14973)",
675624259,458,国道458号,trunk,False,False,197.933,2,"LINESTRING (140.2648125 38.1491219, 140.265475 38.150824)",
675624259,458,国道458号,trunk,False,True,20.496,2,"LINESTRING (140.2648125 38.1491219, 140.2647493 38.1489444)",
227299715,,,residential,False,False,308.43000000000006,,"LINESTRING (140.2648125 38.1491219, 140.264193 38.149323, 140.263762 38.149473, 140.263682 38.149565, 140.2638032 38.149818, 140.2637122 38.1499437, 140.2635083 38.1500388, 140.2633058 38.1502378, 140.2627171 38.1505778, 140.2626635 38.1506413, 140.2626666 38.1506928, 140.2627062 38.150741, 140.2627686 38.1507661, 140.2628874 38.1507596)",
