osmid,oneway,lanes,ref,name,highway,access,reversed,length,geometry,maxspeed,bridge
"[178604856, 178604554]",False,,,,"['residential', 'unclassified']",,False,208.116,"LINESTRING (137.0726791 35.1759886, 137.0726134 35.1759123, 137.072382 35.1756576, 137.0716775 35.1749088, 137.0715847 35.1747564, 137.0715229 35.174668, 137.0713919 35.1744483)",,
"[1064072049, 1064072050, 1064072051]",False,,,,tertiary,,False,121.77800000000002,"LINESTRING (137.0726791 35.1759886, 137.0731696 35.176359, 137.073178 35.1763657, 137.0732904 35.1764403, 137.0733324 35.1764703, 137.0736936 35.1767028)",,yes
"[178603980, 178605020]",False,,,,residential,,"[False, True]",200.675,"LINESTRING (137.0658294 35.1722275, 137.065823 35.172406, 137.0658158 35.1725319, 137.0658777 35.1727181, 137.066023 35.1728968, 137.0662148 35.1730594, 137.0666631 35.1733943, 137.0669429 35.1736855)",,
233399466,True,2,6,力石名古屋線,primary,,False,270.627,"LINESTRING (137.0658294 35.1722275, 137.0662519 35.1722428, 137.0666767 35.1722637, 137.0672197 35.1722856, 137.067697 35.1722992, 137.0688045 35.1723155)",60,
233399466,True,2,6,力石名古屋線,primary,,False,57.767,"LINESTRING (137.0705247 35.1723259, 137.0711602 35.1723322)",60,
178605294,False,,,,residential,,False,249.903,"LINESTRING (137.0705247 35.1723259, 137.070524 35.1723909, 137.0705589 35.1724604, 137.0707954 35.1729111, 137.0708702 35.1730409, 137.0709288 35.173144, 137.0709802 35.1732559, 137.0710282 35.1733909, 137.0711379 35.173795, 137.0711742 35.1738967, 137.0712532 35.174118, 137.0713304 35.1743019, 137.0713919 35.1744483)",,
178604567,False,,,,residential,,True,78.03999999999999,"LINESTRING (137.0647927 35.1729237, 137.0647403 35.1725295, 137.0647392 35.1723199, 137.064738 35.1722242)",,
"[178605201, 178605259]",False,,,,residential,,"[False, True]",259.973,"LINESTRING (137.0647927 35.1729237, 137.0648924 35.1729376, 137.0650438 35.1729594, 137.0650635 35.1730128, 137.0650506 35.1731314, 137.0650032 35.173432, 137.0650148 35.1736405, 137.0650157 35.174007, 137.0649825 35.1741111, 137.0649338 35.174259, 137.0649273 35.1744112, 137.0649675 35.1745915, 137.0650559 35.174732, 137.065136 35.174868, 137.0651968 35.1750319)",,
"[178603880, 233812898]",False,,,,residential,,"[False, True]",56.417,"LINESTRING (137.0673277 35.1740803, 137.0670281 35.1737417, 137.0669429 35.1736855)",,yes
178604159,False,,,,residential,,False,107.04599999999999,"LINESTRING (137.0673277 35.1740803, 137.067402 35.1741352, 137.0676181 35.174295, 137.0676884 35.1743124, 137.0678069 35.1743979, 137.0681959 35.1747211)",,
"[178604856, 178604554]",False,,,,"['unclassified', 'residential']",,True,208.11599999999999,"LINESTRING (137.0713919 35.1744483, 137.0715229 35.174668, 137.0715847 35.1747564, 137.0716775 35.1749088, 137.072382 35.1756576, 137.0726134 35.1759123, 137.0726791 35.1759886)",,
178605294,False,,,,residential,,True,249.90300000000002,"LINESTRING (137.0713919 35.1744483, 137.0713304 35.1743019, 137.0712532 35.174118, 137.0711742 35.1738967, 137.0711379 35.173795, 137.0710282 35.1733909, 137.0709802 35.1732559, 137.0709288 35.173144, 137.0708702 35.1730409, 137.0707954 35.1729111, 137.0705589 35.1724604, 137.070524 35.1723909, 137.0705247 35.1723259)",,
178605309,False,,,,residential,,True,62.186,"LINESTRING (137.0713919 35.1744483, 137.0712393 35.1744702, 137.071023 35.1745072, 137.0707256 35.1745735)",,
178604691,False,,,,residential,,True,58.4,"LINESTRING (137.0707256 35.1745735, 137.0707992 35.1748253, 137.0705677 35.1750127)",,
178605309,False,,,,residential,,False,62.186,"LINESTRING (137.0707256 35.1745735, 137.071023 35.1745072, 137.0712393 35.1744702, 137.0713919 35.1744483)",,
178605309,False,,,,residential,,True,49.319,"LINESTRING (137.0707256 35.1745735, 137.0704915 35.1746169, 137.0701996 35.174682)",,
178604935,False,,,,residential,,False,49.715,"LINESTRING (137.0701996 35.174682, 137.0703698 35.1748349, 137.0705677 35.1750127)",,
178605309,False,,,,residential,,False,49.319,"LINESTRING (137.0701996 35.174682, 137.0704915 35.1746169, 137.0707256 35.1745735)",,
178605309,False,,,,residential,,True,39.763000000000005,"LINESTRING (137.0701996 35.174682, 137.0699914 35.1747156, 137.0697829 35.1747853)",,
178604159,False,,,,residential,,True,107.046,"LINESTRING (137.0681959 35.1747211, 137.0678069 35.1743979, 137.0676884 35.1743124, 137.0676181 35.174295, 137.067402 35.1741352, 137.0673277 35.1740803)",,
"[178604312, 178604226]",False,,,,unclassified,,False,412.96299999999997,"LINESTRING (137.0681959 35.1747211, 137.0666455 35.1760016, 137.0650028 35.1773632)",,
178604810,False,,,,residential,,False,106.036,"LINESTRING (137.0681959 35.1747211, 137.0683486 35.1748412, 137.0688447 35.1752315, 137.0689574 35.1753302, 137.0690253 35.1753913)",,
178604598,False,,,,residential,,False,68.153,"LINESTRING (137.0697829 35.1747853, 137.0699317 35.1749053, 137.0700677 35.1750151, 137.0701062 35.1750462, 137.0701946 35.1751175, 137.0703165 35.1752159)",,
178605309,False,,,,residential,,False,39.763000000000005,"LINESTRING (137.0697829 35.1747853, 137.0699914 35.1747156, 137.0701996 35.174682)",,
"[178604117, 178605309]",False,,,,"['residential', 'unclassified']",,True,96.372,"LINESTRING (137.0697829 35.1747853, 137.0695977 35.1749275, 137.0695725 35.1749502, 137.069411 35.1750767, 137.0693906 35.1750919, 137.0691844 35.1752542, 137.0690253 35.1753913)",,
178604691,False,,,,residential,,False,58.4,"LINESTRING (137.0705677 35.1750127, 137.0707992 35.1748253, 137.0707256 35.1745735)",,
178604935,False,,,,residential,,False,32.122,"LINESTRING (137.0705677 35.1750127, 137.0704667 35.1750944, 137.0703165 35.1752159)",,
178604935,False,,,,residential,,True,49.715,"LINESTRING (137.0705677 35.1750127, 137.0703698 35.1748349, 137.0701996 35.174682)",,
"[178605201, 178605259]",False,,,,residential,,"[False, True]",259.973,"LINESTRING (137.0651968 35.1750319, 137.065136 35.174868, 137.0650559 35.174732, 137.0649675 35.1745915, 137.0649273 35.1744112, 137.0649338 35.174259, 137.0649825 35.1741111, 137.0650157 35.174007, 137.0650148 35.1736405, 137.0650032 35.173432, 137.0650506 35.1731314, 137.0650635 35.1730128, 137.0650438 35.1729594, 137.0648924 35.1729376, 137.0647927 35.1729237)",,
233812245,False,,,,residential,,False,218.185,"LINESTRING (137.0651968 35.1750319, 137.0653184 35.1749325, 137.0669429 35.1736855)",,
"[178605216, 178604598]",False,,,,residential,,False,160.291,"LINESTRING (137.0703165 35.1752159, 137.0704728 35.1753405, 137.0706941 35.1755168, 137.0707367 35.1755508, 137.0704973 35.175609, 137.0704139 35.175743, 137.070321 35.1759029, 137.0702609 35.1760053, 137.0701568 35.1761507, 137.0700508 35.176271)",,
178604598,False,,,,residential,,True,68.15299999999999,"LINESTRING (137.0703165 35.1752159, 137.0701946 35.1751175, 137.0701062 35.1750462, 137.0700677 35.1750151, 137.0699317 35.1749053, 137.0697829 35.1747853)",,
178604935,False,,,,residential,,False,99.686,"LINESTRING (137.0703165 35.1752159, 137.0699841 35.1754998, 137.0697448 35.1757042, 137.0697078 35.1757358, 137.0695582 35.1758636)",,
178604935,False,,,,residential,,True,32.122,"LINESTRING (137.0703165 35.1752159, 137.0704667 35.1750944, 137.0705677 35.1750127)",,
178604348,False,,,,unclassified,,True,104.292,"LINESTRING (137.0690253 35.1753913, 137.0682099 35.1760512)",,
"[178605309, 178604117]",False,,,,"['unclassified', 'residential']",,False,96.372,"LINESTRING (137.0690253 35.1753913, 137.0691844 35.1752542, 137.0693906 35.1750919, 137.069411 35.1750767, 137.0695725 35.1749502, 137.0695977 35.1749275, 137.0697829 35.1747853)",,
178604810,False,,,,residential,,True,106.036,"LINESTRING (137.0690253 35.1753913, 137.0689574 35.1753302, 137.0688447 35.1752315, 137.0683486 35.1748412, 137.0681959 35.1747211)",,
178604990,False,,,,residential,,False,59.667,"LINESTRING (137.0690253 35.1753913, 137.0691742 35.1755203, 137.0693123 35.17564, 137.0694758 35.1757816)",,
178604951,False,,,,residential,,True,103.442,"LINESTRING (137.0694758 35.1757816, 137.0686827 35.1764488)",,
178604990,False,,,,residential,,False,11.799,"LINESTRING (137.0694758 35.1757816, 137.0695582 35.1758636)",,
178604990,False,,,,residential,,True,59.667,"LINESTRING (137.0694758 35.1757816, 137.0693123 35.17564, 137.0691742 35.1755203, 137.0690253 35.1753913)",,
178604990,False,,,,residential,,True,11.799,"LINESTRING (137.0695582 35.1758636, 137.0694758 35.1757816)",,
178604935,False,,,,residential,,True,99.68599999999999,"LINESTRING (137.0695582 35.1758636, 137.0697078 35.1757358, 137.0697448 35.1757042, 137.0699841 35.1754998, 137.0703165 35.1752159)",,
178604990,False,,,,residential,,False,63.727000000000004,"LINESTRING (137.0695582 35.1758636, 137.069738 35.1760252, 137.0698141 35.176085, 137.0700508 35.176271)",,
178603971,False,,,,unclassified,,True,96.334,"LINESTRING (137.0682099 35.1760512, 137.0674711 35.1766724)",,
178604348,False,,,,unclassified,,False,104.292,"LINESTRING (137.0682099 35.1760512, 137.0690253 35.1753913)",,
178605196,False,,,,residential,,False,61.654,"LINESTRING (137.0682099 35.1760512, 137.0686827 35.1764488)",,
178604949,False,,,,residential,,False,84.34299999999999,"LINESTRING (137.0700508 35.176271, 137.0699894 35.176363, 137.0699593 35.1764147, 137.0698333 35.1766646, 137.0698061 35.1767432, 137.0697535 35.1768947, 137.0697534 35.1769817)",,
178604990,False,,,,residential,,True,63.727000000000004,"LINESTRING (137.0700508 35.176271, 137.0698141 35.176085, 137.069738 35.1760252, 137.0695582 35.1758636)",,
"[178605216, 178604598]",False,,,,residential,,True,160.291,"LINESTRING (137.0700508 35.176271, 137.0701568 35.1761507, 137.0702609 35.1760053, 137.070321 35.1759029, 137.0704139 35.175743, 137.0704973 35.175609, 137.0707367 35.1755508, 137.0706941 35.1755168, 137.0704728 35.1753405, 137.0703165 35.1752159)",,
178604951,False,,,,residential,,False,103.442,"LINESTRING (137.0686827 35.1764488, 137.0694758 35.1757816)",,
178605196,False,,,,residential,,True,61.654,"LINESTRING (137.0686827 35.1764488, 137.0682099 35.1760512)",,
178604951,False,,,,residential,,True,127.98500000000001,"LINESTRING (137.0686827 35.1764488, 137.0680293 35.1769816, 137.0680071 35.1770224, 137.0678319 35.1773439)",,
178605196,False,,,,residential,,False,88.644,"LINESTRING (137.0686827 35.1764488, 137.0689865 35.1766882, 137.0691387 35.1768149, 137.0691854 35.1768423, 137.0693198 35.1769414, 137.0693923 35.1769948)",,
178603971,False,,,,unclassified,,False,96.334,"LINESTRING (137.0674711 35.1766724, 137.0682099 35.1760512)",,
178604622,False,,,,residential,,False,213.22799999999998,"LINESTRING (137.0674711 35.1766724, 137.0668834 35.1771488, 137.0661969 35.1777142, 137.0658854 35.1779725, 137.065815 35.1780306)",,
178604787,False,,,,residential,,True,81.624,"LINESTRING (137.0674711 35.1766724, 137.0675827 35.1768658, 137.0676038 35.1769112, 137.067715 35.1771498, 137.0678319 35.1773439)",,
178605196,False,,,,residential,,False,32.943999999999996,"LINESTRING (137.0693923 35.1769948, 137.069507 35.176998, 137.0696253 35.1769966, 137.0697534 35.1769817)",,
178605196,False,,,,residential,,True,88.644,"LINESTRING (137.0693923 35.1769948, 137.0693198 35.1769414, 137.0691854 35.1768423, 137.0691387 35.1768149, 137.0689865 35.1766882, 137.0686827 35.1764488)",,
233833200,False,,,,residential,,False,159.30599999999998,"LINESTRING (137.0693923 35.1769948, 137.0692914 35.1770707, 137.0691286 35.1771879, 137.069085 35.1772193, 137.0690457 35.1772515, 137.069026 35.1772957, 137.069026 35.1774282, 137.0690408 35.1776009, 137.0690604 35.1776973, 137.0691096 35.1778901, 137.0691391 35.1779503, 137.0692324 35.1780467, 137.069378 35.178226)",,
178604949,False,,,,residential,,True,84.34300000000002,"LINESTRING (137.0697534 35.1769817, 137.0697535 35.1768947, 137.0698061 35.1767432, 137.0698333 35.1766646, 137.0699593 35.1764147, 137.0699894 35.176363, 137.0700508 35.176271)",,
178605196,False,,,,residential,,True,32.943999999999996,"LINESTRING (137.0697534 35.1769817, 137.0696253 35.1769966, 137.069507 35.176998, 137.0693923 35.1769948)",,
178605222,False,,,,residential,,False,85.59100000000001,"LINESTRING (137.0697534 35.1769817, 137.0698986 35.1769962, 137.0700741 35.1770265, 137.0701315 35.1770627, 137.0702116 35.1771564, 137.0703593 35.177352, 137.0704447 35.1774238)",,
1064072049,False,,,,tertiary,,True,63.321,"LINESTRING (137.0742115 35.1770837, 137.0736936 35.1767028)",,
178604578,False,,,,residential,,False,144.089,"LINESTRING (137.0742115 35.1770837, 137.0733171 35.1779537, 137.0731855 35.1780714)",,
1064072049,False,,,,tertiary,,False,107.01700000000001,"LINESTRING (137.0742115 35.1770837, 137.0746259 35.1773643, 137.075048 35.1776654, 137.0750988 35.1776824, 137.075123 35.177683)",,
178604787,False,,,,residential,,False,81.624,"LINESTRING (137.0678319 35.1773439, 137.067715 35.1771498, 137.0676038 35.1769112, 137.0675827 35.1768658, 137.0674711 35.1766724)",,
178604787,False,,,,residential,,True,44.922,"LINESTRING (137.0678319 35.1773439, 137.067883 35.1774243, 137.06809 35.1776881)",,
178604951,False,,,,residential,,False,127.985,"LINESTRING (137.0678319 35.1773439, 137.0680071 35.1770224, 137.0680293 35.1769816, 137.0686827 35.1764488)",,
178604066,False,,,,unclassified,,True,104.674,"LINESTRING (137.0650028 35.1773632, 137.0654012 35.1776919, 137.065815 35.1780306)",,
"[178604312, 178604226]",False,,,,unclassified,,True,412.96299999999997,"LINESTRING (137.0650028 35.1773632, 137.0666455 35.1760016, 137.0681959 35.1747211)",,
65592659,False,1,215,田籾名古屋線,secondary,,False,131.85000000000002,"LINESTRING (137.0704447 35.1774238, 137.0703695 35.1774845, 137.0701532 35.1776306, 137.0699721 35.1777529, 137.0695518 35.1780831, 137.0695054 35.1781213, 137.069378 35.178226)",,
65592659,False,1,215,田籾名古屋線,secondary,,True,258.30999999999995,"LINESTRING (137.0704447 35.1774238, 137.0706059 35.1773181, 137.0707776 35.1772137, 137.0710033 35.1770765, 137.0711321 35.1769945, 137.0714022 35.1768227, 137.0714926 35.1767652, 137.0719319 35.1764738, 137.0721287 35.1763433, 137.0723487 35.1762011, 137.0724386 35.176143, 137.0726791 35.1759886)",,
178604601,False,,,,residential,,True,93.411,"LINESTRING (137.0704447 35.1774238, 137.0707039 35.1776758, 137.0710856 35.1780803)",,
178605222,False,,,,residential,,True,85.59100000000001,"LINESTRING (137.0704447 35.1774238, 137.0703593 35.177352, 137.0702116 35.1771564, 137.0701315 35.1770627, 137.0700741 35.1770265, 137.0698986 35.1769962, 137.0697534 35.1769817)",,
178604787,False,,,,residential,,False,44.922,"LINESTRING (137.06809 35.1776881, 137.067883 35.1774243, 137.0678319 35.1773439)",,
178604907,False,,,,residential,,False,45.551,"LINESTRING (137.06809 35.1776881, 137.0681949 35.1777755, 137.068294 35.177858, 137.0683788 35.1779438, 137.0684259 35.1779915)",,
70368778,False,,,,residential,,False,5.843,"LINESTRING (137.075123 35.177683, 137.075118 35.1777102, 137.0751259 35.1777344)",,
1064072049,False,,,,tertiary,,True,107.017,"LINESTRING (137.075123 35.177683, 137.0750988 35.1776824, 137.075048 35.1776654, 137.0746259 35.1773643, 137.0742115 35.1770837)",,
178604601,False,,,,residential,,False,93.411,"LINESTRING (137.0710856 35.1780803, 137.0707039 35.1776758, 137.0704447 35.1774238)",,
178604578,False,,,,residential,,True,144.089,"LINESTRING (137.0731855 35.1780714, 137.0733171 35.1779537, 137.0742115 35.1770837)",,
178604729,False,,,,residential,,True,110.82900000000001,"LINESTRING (137.0731855 35.1780714, 137.07361 35.1783699, 137.0741045 35.1787265)",,
"[178604009, 178604090]",False,,,,"['unclassified', 'tertiary']",,"[False, True]",93.137,"LINESTRING (137.065815 35.1780306, 137.0653236 35.1784514, 137.0651111 35.1786393)",,
178604066,False,,,,unclassified,,False,104.674,"LINESTRING (137.065815 35.1780306, 137.0654012 35.1776919, 137.0650028 35.1773632)",,
178604622,False,,,,residential,,True,213.228,"LINESTRING (137.065815 35.1780306, 137.0658854 35.1779725, 137.0661969 35.1777142, 137.0668834 35.1771488, 137.0674711 35.1766724)",,
178604907,False,,,,residential,,False,79.73,"LINESTRING (137.0684259 35.1779915, 137.0684654 35.1780322, 137.0689713 35.1785531)",,
178604907,False,,,,residential,,True,45.551,"LINESTRING (137.0684259 35.1779915, 137.0683788 35.1779438, 137.068294 35.177858, 137.0681949 35.1777755, 137.06809 35.1776881)",,
65592659,False,1,215,田籾名古屋線,secondary,,True,51.864,"LINESTRING (137.0689713 35.1785531, 137.0690994 35.178455, 137.069378 35.178226)",,
178604907,False,,,,residential,,True,79.73,"LINESTRING (137.0689713 35.1785531, 137.0684654 35.1780322, 137.0684259 35.1779915)",,
"[178604009, 178604090]",False,,,,"['unclassified', 'tertiary']",,"[False, True]",93.137,"LINESTRING (137.0651111 35.1786393, 137.0653236 35.1784514, 137.065815 35.1780306)",,
178604729,False,,,,residential,,False,110.82900000000001,"LINESTRING (137.0741045 35.1787265, 137.07361 35.1783699, 137.0731855 35.1780714)",,
235128606,False,,,,residential,,False,144.276,"LINESTRING (137.0741045 35.1787265, 137.0742427 35.1785945, 137.0743997 35.1784446, 137.0746741 35.1781825, 137.0750897 35.1777583, 137.0751259 35.1777344)",,
"[178605020, 178603980]",False,,,,residential,,"[False, True]",200.67499999999998,"LINESTRING (137.0669429 35.1736855, 137.0666631 35.1733943, 137.0662148 35.1730594, 137.066023 35.1728968, 137.0658777 35.1727181, 137.0658158 35.1725319, 137.065823 35.172406, 137.0658294 35.1722275)",,
"[598268116, 233812245]",False,,,,residential,,False,263.09,"LINESTRING (137.0669429 35.1736855, 137.0671041 35.17356, 137.0672522 35.1734858, 137.0674098 35.1734467, 137.0675532 35.1734311, 137.0677347 35.173435, 137.0679163 35.173435, 137.0680548 35.1734194, 137.0682125 35.1733764, 137.0683224 35.1733218, 137.0684227 35.1732632, 137.0684848 35.1732163, 137.0685612 35.1731499, 137.0686329 35.173064, 137.0686902 35.1729742, 137.068738 35.1728805, 137.0687667 35.1727672, 137.0687667 35.1726344, 137.0687714 35.172529, 137.0687851 35.1724497, 137.0688045 35.1723155)",,
233812245,False,,,,residential,,True,218.185,"LINESTRING (137.0669429 35.1736855, 137.0653184 35.1749325, 137.0651968 35.1750319)",,
"[178603880, 233812898]",False,,,,residential,,"[False, True]",56.417,"LINESTRING (137.0669429 35.1736855, 137.0670281 35.1737417, 137.0673277 35.1740803)",,yes
65592659,False,1,215,田籾名古屋線,secondary,,False,51.864,"LINESTRING (137.069378 35.178226, 137.0690994 35.178455, 137.0689713 35.1785531)",,
65592659,False,1,215,田籾名古屋線,secondary,,True,131.85,"LINESTRING (137.069378 35.178226, 137.0695054 35.1781213, 137.0695518 35.1780831, 137.0699721 35.1777529, 137.0701532 35.1776306, 137.0703695 35.1774845, 137.0704447 35.1774238)",,
233833200,False,,,,residential,,True,159.306,"LINESTRING (137.069378 35.178226, 137.0692324 35.1780467, 137.0691391 35.1779503, 137.0691096 35.1778901, 137.0690604 35.1776973, 137.0690408 35.1776009, 137.069026 35.1774282, 137.069026 35.1772957, 137.0690457 35.1772515, 137.069085 35.1772193, 137.0691286 35.1771879, 137.0692914 35.1770707, 137.0693923 35.1769948)",,
531602185,False,,,,tertiary,,False,61.212,"LINESTRING (137.0736936 35.1767028, 137.0741361 35.1762878)",,
1064072049,False,,,,tertiary,,False,63.321,"LINESTRING (137.0736936 35.1767028, 137.0742115 35.1770837)",,
"[1064072049, 1064072050, 1064072051]",False,,,,tertiary,,True,121.77799999999999,"LINESTRING (137.0736936 35.1767028, 137.0733324 35.1764703, 137.0732904 35.1764403, 137.073178 35.1763657, 137.0731696 35.176359, 137.0726791 35.1759886)",,yes
531602185,False,,,,tertiary,,False,123.202,"LINESTRING (137.0741361 35.1762878, 137.0750268 35.1754526)",,
898404652,False,,,,unclassified,,False,171.784,"LINESTRING (137.0741361 35.1762878, 137.0739884 35.1761939, 137.0742063 35.1759093, 137.0743874 35.1756064, 137.0747611 35.175284, 137.0750268 35.1754526)",,
531602185,False,,,,tertiary,,True,61.212,"LINESTRING (137.0741361 35.1762878, 137.0736936 35.1767028)",,
531602185,False,,,,tertiary,,True,123.202,"LINESTRING (137.0750268 35.1754526, 137.0741361 35.1762878)",,
898404652,False,,,,unclassified,,True,171.784,"LINESTRING (137.0750268 35.1754526, 137.0747611 35.175284, 137.0743874 35.1756064, 137.0742063 35.1759093, 137.0739884 35.1761939, 137.0741361 35.1762878)",,
70368778,False,,,,residential,,False,29.187,"LINESTRING (137.0751259 35.1777344, 137.0752314 35.1778314, 137.0753124 35.1779464)",,
70368778,False,,,,residential,,True,5.843,"LINESTRING (137.0751259 35.1777344, 137.075118 35.1777102, 137.075123 35.177683)",,
235128606,False,,,,residential,,True,144.276,"LINESTRING (137.0751259 35.1777344, 137.0750897 35.1777583, 137.0746741 35.1781825, 137.0743997 35.1784446, 137.0742427 35.1785945, 137.0741045 35.1787265)",,
