osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,geometry,bridge,tunnel
127847912,False,,,unclassified,True,32.571,,,"LINESTRING (137.4220727 36.8184733, 137.4217676 36.818635)",,
127849979,False,,,residential,True,106.828,,,"LINESTRING (137.4220727 36.8184733, 137.4216487 36.8181964, 137.421571 36.8181364, 137.4212654 36.8177752)",,
127848357,False,,,unclassified,False,6.26,,,"LINESTRING (137.4152013 36.8185581, 137.4151408 36.8185294)",,
127848357,False,,,unclassified,True,34.533,,,"LINESTRING (137.4152013 36.8185581, 137.4152911 36.8185555, 137.4155693 36.8184698)",,
127849768,False,,,unclassified,False,140.25799999999998,,,"LINESTRING (137.4152013 36.8185581, 137.4151825 36.8188104, 137.4151251 36.8189726, 137.4150505 36.8191273, 137.4148703 36.8197859)",,
127850222,False,,,unclassified,False,148.288,,,"LINESTRING (137.4152013 36.8185581, 137.4152482 36.8181929, 137.415262 36.8181103, 137.4152541 36.8174207, 137.4152556 36.8172272)",,
127850256,False,,,unclassified,True,75.73400000000001,,,"LINESTRING (137.4167639 36.8185999, 137.41687 36.818551, 137.4170325 36.8184324, 137.4170016 36.8183709, 137.4168546 36.8180511)",,
127850412,False,,,unclassified,False,141.316,,,"LINESTRING (137.4167639 36.8185999, 137.4166624 36.8181361, 137.4165136 36.817345)",,
127850723,False,,,unclassified,False,153.977,,,"LINESTRING (137.4167639 36.8185999, 137.4168373 36.8188472, 137.4170752 36.8192442, 137.4171783 36.8196167, 137.4172614 36.8197104, 137.4174465 36.8198139, 137.4174601 36.8198211)",,
127849714,False,,,unclassified,False,70.069,,,"LINESTRING (137.4194089 36.8187995, 137.4187594 36.8191555)",,
127849714,False,,,unclassified,True,50.267,,,"LINESTRING (137.4194089 36.8187995, 137.4198854 36.8185569)",,
730289283,False,,,residential,True,27.318,,,"LINESTRING (137.4194089 36.8187995, 137.4192379 36.8185955)",,
127847912,False,,,unclassified,False,45.703,,,"LINESTRING (137.4213395 36.8188619, 137.4217676 36.818635)",,
127848417,False,,,unclassified,False,47.058,,,"LINESTRING (137.4213395 36.8188619, 137.4208882 36.8190823)",,
127850535,False,,,unclassified,True,225.61699999999996,,,"LINESTRING (137.4213395 36.8188619, 137.421792 36.8193747, 137.421878 36.819394, 137.4222069 36.8193883, 137.422302 36.8194462, 137.422345 36.8195204, 137.4223581 36.8198087, 137.4223639 36.8199367, 137.4223705 36.8200809, 137.4223854 36.8204087)",,
127849751,False,,,residential,True,60.756,,,"LINESTRING (137.4234555 36.8190002, 137.4233816 36.8188513, 137.4230418 36.8185772)",,
127849885,False,,,residential,False,56.118,,,"LINESTRING (137.4234555 36.8190002, 137.4237699 36.8192984, 137.4238515 36.8193924)",,
127850760,False,,,residential,False,114.348,,,"LINESTRING (137.4234555 36.8190002, 137.4233035 36.8191109, 137.4231813 36.8192332, 137.4229515 36.8193762, 137.4229306 36.8194103, 137.4229484 36.8194468, 137.4229832 36.8194725, 137.423112 36.8195077, 137.4231695 36.8195291, 137.4231949 36.8195596, 137.4231978 36.81961, 137.4232342 36.8197185)",,
127849714,False,,,unclassified,True,70.069,,,"LINESTRING (137.4187594 36.8191555, 137.4194089 36.8187995)",,
127849714,False,,,unclassified,False,29.841,,,"LINESTRING (137.4187594 36.8191555, 137.4187733 36.8192429, 137.4188263 36.8194181)",,
730289283,False,,,residential,False,94.783,,,"LINESTRING (137.4187594 36.8191555, 137.4186152 36.8189338, 137.4192379 36.8185955)",,
127848417,False,,,unclassified,True,47.058,,,"LINESTRING (137.4208882 36.8190823, 137.4213395 36.8188619)",,
127848693,False,,,unclassified,True,26.064,,,"LINESTRING (137.4208882 36.8190823, 137.4207303 36.8188849)",,
127849962,False,,,unclassified,False,109.58500000000001,,,"LINESTRING (137.4208882 36.8190823, 137.4202611 36.8194312, 137.419977 36.8195906, 137.4198757 36.8196428)",,
127847798,False,,,unclassified,False,79.776,,,"LINESTRING (137.4198757 36.8196428, 137.4189889 36.8197465)",,
127849962,False,,,unclassified,True,109.58500000000001,,,"LINESTRING (137.4198757 36.8196428, 137.419977 36.8195906, 137.4202611 36.8194312, 137.4208882 36.8190823)",,
398628150,False,,,residential,False,60.985,,,"LINESTRING (137.4198757 36.8196428, 137.4199219 36.8197002, 137.4200347 36.8201718)",,
127847798,False,,,unclassified,True,79.776,,,"LINESTRING (137.4189889 36.8197465, 137.4198757 36.8196428)",,
127848380,False,,,unclassified,False,67.829,,,"LINESTRING (137.4189889 36.8197465, 137.4182511 36.819899)",,
127849714,False,,,unclassified,True,39.335,,,"LINESTRING (137.4189889 36.8197465, 137.4188772 36.8195455, 137.4188263 36.8194181)",,
127847905,False,,,unclassified,False,62.182,,,"LINESTRING (137.4148703 36.8197859, 137.4147299 36.8203337)",,
127849768,False,,,unclassified,True,140.25799999999998,,,"LINESTRING (137.4148703 36.8197859, 137.4150505 36.8191273, 137.4151251 36.8189726, 137.4151825 36.8188104, 137.4152013 36.8185581)",,
127850692,False,,,residential,True,81.092,,,"LINESTRING (137.4148703 36.8197859, 137.415148 36.819821, 137.4157664 36.8199167)",,
127850760,False,,,residential,False,77.584,,,"LINESTRING (137.4232342 36.8197185, 137.423315 36.820086, 137.4233774 36.8202385, 137.4234741 36.8203832)",,
127850760,False,,,residential,True,114.348,,,"LINESTRING (137.4232342 36.8197185, 137.4231978 36.81961, 137.4231949 36.8195596, 137.4231695 36.8195291, 137.423112 36.8195077, 137.4229832 36.8194725, 137.4229484 36.8194468, 137.4229306 36.8194103, 137.4229515 36.8193762, 137.4231813 36.8192332, 137.4233035 36.8191109, 137.4234555 36.8190002)",,
398129262,False,,,residential,False,99.488,,,"LINESTRING (137.4232342 36.8197185, 137.4234821 36.8196951, 137.4237021 36.8203673)",,
477638525,False,,,residential,True,45.994,,,"LINESTRING (137.4232342 36.8197185, 137.4229388 36.8197466, 137.422721 36.8197266)",,
127848380,False,,,unclassified,True,51.914,,,"LINESTRING (137.4176864 36.8200157, 137.4182511 36.819899)",,
127848189,False,,,unclassified,True,50.289,2,40,"LINESTRING (137.4176864 36.8200157, 137.4174261 36.8200829, 137.4172888 36.8200937, 137.4171363 36.8201077)",,
127850723,False,,,unclassified,True,30.183,,,"LINESTRING (137.4176864 36.8200157, 137.4175802 36.8198847, 137.4174601 36.8198211)",,
127847432,False,,,residential,False,37.1,,,"LINESTRING (137.4200347 36.8201718, 137.4201295 36.8204967)",,
398628150,False,,,residential,False,170.616,,,"LINESTRING (137.4200347 36.8201718, 137.4189281 36.8201259, 137.4184225 36.8200915, 137.4183273 36.820025, 137.4182511 36.819899)",,
398628150,False,,,residential,True,60.985,,,"LINESTRING (137.4200347 36.8201718, 137.4199219 36.8197002, 137.4198757 36.8196428)",,
731825996,False,,,residential,False,35.421,,,"LINESTRING (137.4158115 36.8202332, 137.4157664 36.8199167)",,
127849937,False,,,unclassified,False,96.93100000000001,,,"LINESTRING (137.4158115 36.8202332, 137.4151193 36.8203026, 137.4147299 36.8203337)",,
"[127849937, 127848189]",False,,,unclassified,"[False, True]",98.362,2,40,"LINESTRING (137.4158115 36.8202332, 137.4168373 36.8201262, 137.4169077 36.8201225)",,
127847696,False,,,residential,True,19.572,,,"LINESTRING (137.4147299 36.8203337, 137.4147101 36.820509)",,
127847905,False,,,unclassified,True,62.182,,,"LINESTRING (137.4147299 36.8203337, 137.4148703 36.8197859)",,
127849810,False,,,unclassified,True,9.875,,,"LINESTRING (137.4147299 36.8203337, 137.4146191 36.8203381)",,
127849937,False,,,unclassified,True,96.93100000000001,,,"LINESTRING (137.4147299 36.8203337, 137.4151193 36.8203026, 137.4158115 36.8202332)",,
127849305,False,,,residential,True,20.372,,,"LINESTRING (137.4234741 36.8203832, 137.4237021 36.8203673)",,
127849995,False,,,residential,False,42.493,,,"LINESTRING (137.4234741 36.8203832, 137.4229968 36.8203902)",,
127850760,False,,,residential,True,77.584,,,"LINESTRING (137.4234741 36.8203832, 137.4233774 36.8202385, 137.423315 36.820086, 137.4232342 36.8197185)",,
127850851,False,,,residential,True,43.516,,,"LINESTRING (137.4234741 36.8203832, 137.4236 36.820587, 137.42365 36.820688, 137.4236628 36.8207424)",,
127849995,False,,,residential,False,54.462,,,"LINESTRING (137.4229968 36.8203902, 137.4223854 36.8204087)",,
127849995,False,,,residential,True,42.493,,,"LINESTRING (137.4229968 36.8203902, 137.4234741 36.8203832)",,
477638536,False,,,residential,True,21.906,,,"LINESTRING (137.4229968 36.8203902, 137.4229122 36.8202052)",,
398129280,False,,,residential,False,77.616,,,"LINESTRING (137.4229968 36.8203902, 137.423015 36.8204951, 137.4230191 36.8206777, 137.4230089 36.8208049, 137.4229844 36.8209386, 137.4229233 36.8210771)",,
127849995,False,,,residential,True,54.462,,,"LINESTRING (137.4223854 36.8204087, 137.4229968 36.8203902)",,
398129223,False,,,residential,True,27.307,,,"LINESTRING (137.4223854 36.8204087, 137.4220789 36.8204191)",,
127850535,False,,,unclassified,False,225.61700000000002,,,"LINESTRING (137.4223854 36.8204087, 137.4223705 36.8200809, 137.4223639 36.8199367, 137.4223581 36.8198087, 137.422345 36.8195204, 137.422302 36.8194462, 137.4222069 36.8193883, 137.421878 36.819394, 137.421792 36.8193747, 137.4213395 36.8188619)",,
127847696,False,,,residential,False,19.572,,,"LINESTRING (137.4147101 36.820509, 137.4147299 36.8203337)",,
127847394,False,,,residential,False,126.054,,,"LINESTRING (137.4147101 36.820509, 137.414879 36.820546, 137.41505 36.820609, 137.415143 36.820636, 137.4154 36.820711, 137.415673 36.820823, 137.415708 36.820848, 137.415862 36.820958, 137.415897 36.820992, 137.4159294 36.8210373)",,
