osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,geometry,bridge,tunnel
57038440,True,52,島尻魚津インター線,primary,False,138.326,,,"LINESTRING (137.4170101 36.8160685, 137.4184397 36.815581)",,
127848081,False,,,unclassified,False,117.087,,,"LINESTRING (137.4170101 36.8160685, 137.4174764 36.8170531)",,
117790160,False,52,島尻魚津インター線,primary,False,163.418,2,40,"LINESTRING (137.415051 36.8166521, 137.4140281 36.8169189, 137.4135587 36.8170584, 137.4133102 36.8171176)",,
117790160,False,52,島尻魚津インター線,primary,True,79.249,2,40,"LINESTRING (137.415051 36.8166521, 137.4156923 36.8164608, 137.4158828 36.8163983)",,
127850222,False,,,unclassified,True,67.343,,,"LINESTRING (137.415051 36.8166521, 137.4151001 36.8167347, 137.415241 36.817067, 137.4152666 36.8171486, 137.4152556 36.8172272)",,
127850498,False,,,unclassified,True,147.016,,,"LINESTRING (137.415051 36.8166521, 137.4149872 36.8164642, 137.4149314 36.8162533, 137.4148289 36.8158623, 137.4146882 36.8153625)",,
57038440,True,52,島尻魚津インター線,primary,False,61.301,,,"LINESTRING (137.4228049 36.8141048, 137.4234362 36.8138846)",,
57038440,True,52,島尻魚津インター線,primary,False,84.446,,,"LINESTRING (137.4212393 36.8146403, 137.4221154 36.8143491)",,
652854297,False,,,residential,False,13.165,,,"LINESTRING (137.4212393 36.8146403, 137.421312 36.8147434)",,
398267681,True,,,motorway_link,False,101.66600000000001,1,,"LINESTRING (137.4212393 36.8146403, 137.4215045 36.814587, 137.4216004 36.8145771, 137.4216971 36.8145779, 137.421781 36.8145922, 137.4218669 36.8146184, 137.4219481 36.8146548, 137.4220179 36.8147024, 137.4220923 36.8147755, 137.4222096 36.8149002)",,
127850294,False,,,residential,False,8.958,,,"LINESTRING (137.4234362 36.8138846, 137.4233896 36.8138132)",,
127850294,False,,,residential,True,16.801,,,"LINESTRING (137.4234362 36.8138846, 137.4235122 36.8140229)",,
127850254,False,,,residential,True,8.986,,,"LINESTRING (137.4188703 36.8154318, 137.4188343 36.8153563)",,
57038440,True,52,島尻魚津インター線,primary,False,158.563,,,"LINESTRING (137.4188703 36.8154318, 137.4191895 36.8153246, 137.4200099 36.8150491, 137.420513 36.8148805)",,
117790070,True,,,trunk_link,False,211.43699999999998,2,50,"LINESTRING (137.4150977 36.8139292, 137.4151691 36.8141238, 137.4152546 36.8143629, 137.4153793 36.8146272, 137.415685 36.815332, 137.4157709 36.8157477)",,
420801113,True,8,国道8号,trunk,False,596.0029999999999,2,50,"LINESTRING (137.4150977 36.8139292, 137.4152382 36.8141405, 137.4154411 36.8145017, 137.4156376 36.8149795, 137.415822 36.8154545, 137.4159977 36.8161555, 137.4161104 36.8167502, 137.4162795 36.8177464, 137.4164281 36.8184606, 137.4165666 36.8190117, 137.4166066 36.8191233)",,
117790070,True,,,trunk_link,False,73.04,2,50,"LINESTRING (137.4157709 36.8157477, 137.4157903 36.8158934, 137.4158686 36.8163064, 137.4158828 36.8163983)",,
127850337,False,,,unclassified,False,119.14500000000001,,,"LINESTRING (137.4157709 36.8157477, 137.4157162 36.8157273, 137.4156814 36.8156949, 137.4155724 36.8152978, 137.4153505 36.8147521)",,
117790066,True,,,trunk_link,False,36.009,1,,"LINESTRING (137.4158828 36.8163983, 137.415933 36.8165372, 137.4159831 36.8167119)",,
117790160,False,52,島尻魚津インター線,primary,False,79.249,2,40,"LINESTRING (137.4158828 36.8163983, 137.4156923 36.8164608, 137.415051 36.8166521)",,
"[117790160, 397763166, 117790158]",False,52,島尻魚津インター線,primary,True,41.328,2,40,"LINESTRING (137.4158828 36.8163983, 137.4159656 36.8163742, 137.4160732 36.8163404, 137.4162244 36.816298, 137.4163188 36.8162707)",yes,
117790067,True,,,trunk_link,False,253.13600000000002,2,50,"LINESTRING (137.4161398 36.8157787, 137.4160957 36.8156282, 137.4159531 36.8151927, 137.4156359 36.8145052, 137.4154189 36.8141297, 137.4152402 36.8138799, 137.415075 36.813683)",,
127850233,False,,,unclassified,False,51.566,,,"LINESTRING (137.4161398 36.8157787, 137.4161746 36.8157315, 137.4161919 36.8156737, 137.4160973 36.8153325)",,
372258724,True,52,島尻魚津インター線,primary,False,65.517,,,"LINESTRING (137.4163188 36.8162707, 137.4170101 36.8160685)",,
117790050,True,,,trunk_link,False,56.994,,,"LINESTRING (137.4163188 36.8162707, 137.4162913 36.8161804, 137.4161398 36.8157787)",,
"[117790160, 117790158, 397763166]",False,52,島尻魚津インター線,primary,False,41.328,2,40,"LINESTRING (137.4163188 36.8162707, 137.4162244 36.816298, 137.4160732 36.8163404, 137.4159656 36.8163742, 137.4158828 36.8163983)",yes,
117790061,True,,,trunk_link,False,49.198,1,,"LINESTRING (137.4163833 36.816709, 137.4163572 36.8164096, 137.4163325 36.816312, 137.4163188 36.8162707)",,
127850412,False,,,unclassified,True,49.917,,,"LINESTRING (137.4163833 36.816709, 137.4164449 36.8167715, 137.4164814 36.8169486, 137.4164968 36.817138)",,
127847403,False,,,unclassified,True,283.80400000000003,,,"LINESTRING (137.4130986 36.8129481, 137.4131921 36.8130289, 137.4132532 36.8130384, 137.4133261 36.8130097, 137.4135408 36.8128369, 137.413638 36.8128061, 137.4137176 36.812818, 137.4140147 36.8129344, 137.4140728 36.8129739, 137.4141008 36.8131816, 137.4141715 36.813427, 137.414305 36.8139873, 137.4143925 36.8143515, 137.4144694 36.8145493)",,
127850339,False,,,unclassified,True,217.653,,40,"LINESTRING (137.4145494 36.8130095, 137.4146378 36.8129971, 137.4147057 36.8130142, 137.4149884 36.8134016, 137.4153048 36.8137941, 137.4155153 36.8141149, 137.415669 36.8143291, 137.4158077 36.8146114)",,
127850277,False,,,unclassified,False,178.61200000000002,,40,"LINESTRING (137.4143453 36.8129403, 137.4143221 36.8129939, 137.4143309 36.8130488, 137.4143688 36.8131008, 137.4148308 36.8136842, 137.4150191 36.8140127, 137.4151783 36.8143726)",,
420801113,True,8,国道8号,trunk,False,128.897,2,50,"LINESTRING (137.4143453 36.8129403, 137.4146243 36.813263, 137.4148845 36.8136085, 137.4150977 36.8139292)",,
127850254,False,,,residential,True,45.007,,,"LINESTRING (137.4183331 36.814119, 137.4178376 36.8141994)",,
398267676,False,,,residential,False,52.706,,,"LINESTRING (137.4183331 36.814119, 137.4181689 36.8136636)",,
127850254,False,,,residential,False,144.63600000000002,,,"LINESTRING (137.4183331 36.814119, 137.4185718 36.8147111, 137.4188343 36.8153563)",,
398267676,False,,,residential,True,39.947,,,"LINESTRING (137.4183331 36.814119, 137.4184326 36.8140997, 137.4187526 36.8139936)",,
127850277,False,,,unclassified,False,44.897,,40,"LINESTRING (137.4151783 36.8143726, 137.4153505 36.8147521)",,
127850277,False,,,unclassified,True,178.612,,40,"LINESTRING (137.4151783 36.8143726, 137.4150191 36.8140127, 137.4148308 36.8136842, 137.4143688 36.8131008, 137.4143309 36.8130488, 137.4143221 36.8129939, 137.4143453 36.8129403)",,
127850811,False,,,residential,True,66.107,,,"LINESTRING (137.4151783 36.8143726, 137.4146587 36.8144968, 137.4144694 36.8145493)",,
127850254,False,,,residential,False,45.007,,,"LINESTRING (137.4178376 36.8141994, 137.4183331 36.814119)",,
127850254,False,,,residential,True,20.15,,,"LINESTRING (137.4178376 36.8141994, 137.4176151 36.8142327)",,
398267673,False,,,residential,True,20.185,,,"LINESTRING (137.4178376 36.8141994, 137.4177769 36.8140245)",,
127848043,False,,,residential,True,86.157,,,"LINESTRING (137.4168862 36.8143732, 137.4171117 36.8151267)",,
127850254,False,,,residential,False,39.875,,,"LINESTRING (137.4168862 36.8143732, 137.4173194 36.814282)",,
127848426,False,,,unclassified,False,99.725,,,"LINESTRING (137.4168862 36.8143732, 137.4160052 36.8145492, 137.4158077 36.8146114)",,
127850233,False,,,unclassified,True,84.225,,,"LINESTRING (137.4158077 36.8146114, 137.4160973 36.8153325)",,
127848426,False,,,unclassified,True,99.725,,,"LINESTRING (137.4158077 36.8146114, 137.4160052 36.8145492, 137.4168862 36.8143732)",,
"[127848690, 127848011, 127848879]",False,,,unclassified,True,43.608000000000004,,,"LINESTRING (137.4158077 36.8146114, 137.4157799 36.814619, 137.4153867 36.8147421, 137.4153505 36.8147521)",yes,
127850339,False,,,unclassified,False,217.653,,40,"LINESTRING (137.4158077 36.8146114, 137.415669 36.8143291, 137.4155153 36.8141149, 137.4153048 36.8137941, 137.4149884 36.8134016, 137.4147057 36.8130142, 137.4146378 36.8129971, 137.4145494 36.8130095)",,
127847403,False,,,unclassified,False,283.80400000000003,,,"LINESTRING (137.4144694 36.8145493, 137.4143925 36.8143515, 137.414305 36.8139873, 137.4141715 36.813427, 137.4141008 36.8131816, 137.4140728 36.8129739, 137.4140147 36.8129344, 137.4137176 36.812818, 137.413638 36.8128061, 137.4135408 36.8128369, 137.4133261 36.8130097, 137.4132532 36.8130384, 137.4131921 36.8130289, 137.4130986 36.8129481)",,
127848429,False,,,unclassified,False,28.327999999999996,,,"LINESTRING (137.4144694 36.8145493, 137.4144925 36.8146042, 137.4145012 36.8147047, 137.4145323 36.8147975)",,
127850811,False,,,residential,False,66.107,,,"LINESTRING (137.4144694 36.8145493, 137.4146587 36.8144968, 137.4151783 36.8143726)",,
127850811,False,,,residential,True,89.908,,,"LINESTRING (137.4144694 36.8145493, 137.4142909 36.8145817, 137.414148 36.8146, 137.4138894 36.8147058, 137.4137251 36.8147531, 137.4135082 36.8147438)",,
127848397,False,,,unclassified,True,71.877,,,"LINESTRING (137.4153505 36.8147521, 137.4145894 36.8149679)",,
127850277,False,,,unclassified,True,44.897,,40,"LINESTRING (137.4153505 36.8147521, 137.4151783 36.8143726)",,
"[127848690, 127848011, 127848879]",False,,,unclassified,False,43.608000000000004,,,"LINESTRING (137.4153505 36.8147521, 137.4153867 36.8147421, 137.4157799 36.814619, 137.4158077 36.8146114)",yes,
127850337,False,,,unclassified,True,119.14500000000001,,,"LINESTRING (137.4153505 36.8147521, 137.4155724 36.8152978, 137.4156814 36.8156949, 137.4157162 36.8157273, 137.4157709 36.8157477)",,
127850811,False,,,residential,False,44.754000000000005,,,"LINESTRING (137.4130103 36.8147242, 137.4131499 36.8147106, 137.4133015 36.8147119, 137.4135082 36.8147438)",,
127850811,False,,,residential,False,89.90799999999999,,,"LINESTRING (137.4135082 36.8147438, 137.4137251 36.8147531, 137.4138894 36.8147058, 137.414148 36.8146, 137.4142909 36.8145817, 137.4144694 36.8145493)",,
127850811,False,,,residential,True,44.754,,,"LINESTRING (137.4135082 36.8147438, 137.4133015 36.8147119, 137.4131499 36.8147106, 137.4130103 36.8147242)",,
398628146,False,,,residential,False,30.443,,,"LINESTRING (137.4135082 36.8147438, 137.413508 36.8147889, 137.413563 36.8150133)",,
127848397,False,,,unclassified,False,71.877,,,"LINESTRING (137.4145894 36.8149679, 137.4153505 36.8147521)",,
127848429,False,,,unclassified,True,19.618,,,"LINESTRING (137.4145894 36.8149679, 137.4145323 36.8147975)",,
127850498,False,,,unclassified,False,44.75,,,"LINESTRING (137.4145894 36.8149679, 137.4146882 36.8153625)",,
127850498,False,,,unclassified,True,44.75,,,"LINESTRING (137.4146882 36.8153625, 137.4145894 36.8149679)",,
127850498,False,,,unclassified,False,147.01600000000002,,,"LINESTRING (137.4146882 36.8153625, 137.4148289 36.8158623, 137.4149314 36.8162533, 137.4149872 36.8164642, 137.415051 36.8166521)",,
398628151,False,,,residential,True,91.201,,,"LINESTRING (137.4146882 36.8153625, 137.4145561 36.815388, 137.4142933 36.8154052, 137.4139473 36.8154889, 137.4136918 36.8155405)",,
127850233,False,,,unclassified,False,84.225,,,"LINESTRING (137.4160973 36.8153325, 137.4158077 36.8146114)",,
398267689,False,,,residential,True,93.156,,,"LINESTRING (137.4160973 36.8153325, 137.4171117 36.8151267)",,
127850233,False,,,unclassified,True,51.566,,,"LINESTRING (137.4160973 36.8153325, 137.4161919 36.8156737, 137.4161746 36.8157315, 137.4161398 36.8157787)",,
57038440,True,52,島尻魚津インター線,primary,False,41.768,,,"LINESTRING (137.4184397 36.815581, 137.4188703 36.8154318)",,
127848278,False,,,unclassified,False,117.81,,,"LINESTRING (137.4184397 36.815581, 137.4189726 36.8165508)",,
127848278,False,,,unclassified,True,12.085,,,"LINESTRING (137.4184397 36.815581, 137.4183167 36.815535)",,
127847412,False,,,residential,True,111.84899999999999,,,"LINESTRING (137.4232949 36.816064, 137.4231022 36.8160135, 137.4229067 36.8158978, 137.4226358 36.815707, 137.4225157 36.8156108, 137.422369 36.81542)",,
127848936,False,,,residential,True,57.980000000000004,,,"LINESTRING (137.4232949 36.816064, 137.4232855 36.8161216, 137.4236145 36.8165028)",,
127849164,False,,,residential,False,52.247,,,"LINESTRING (137.4232949 36.816064, 137.4234036 36.8160951, 137.4235583 36.8161311, 137.4238659 36.8161643)",,
127849428,False,,,residential,True,252.478,,,"LINESTRING (137.4236145 36.8165028, 137.4212654 36.8177752)",,
127848936,False,,,residential,False,57.980000000000004,,,"LINESTRING (137.4236145 36.8165028, 137.4232855 36.8161216, 137.4232949 36.816064)",,
127848164,False,,,residential,False,144.426,,,"LINESTRING (137.4189726 36.8165508, 137.4174764 36.8170531)",,
127848278,False,,,unclassified,True,117.81,,,"LINESTRING (137.4189726 36.8165508, 137.4184397 36.815581)",,
127849944,False,,,unclassified,False,141.15699999999998,,,"LINESTRING (137.4189726 36.8165508, 137.4192335 36.8170781, 137.419723 36.8176609)",,
127850470,False,,,residential,True,105.541,,,"LINESTRING (137.4189726 36.8165508, 137.4195249 36.8163692, 137.419802 36.8163425, 137.4199377 36.8163182, 137.4201063 36.8163379)",,
127850470,False,,,residential,False,105.541,,,"LINESTRING (137.4201063 36.8163379, 137.4199377 36.8163182, 137.419802 36.8163425, 137.4195249 36.8163692, 137.4189726 36.8165508)",,
127850470,False,,,residential,True,246.94299999999993,,,"LINESTRING (137.4201063 36.8163379, 137.4208715 36.8163529, 137.421007 36.8163321, 137.4212606 36.8162236, 137.4213615 36.8161475, 137.4215229 36.8159398, 137.4216123 36.8158637, 137.4217016 36.815776, 137.421791 36.8156191, 137.4218428 36.815573, 137.4219293 36.815543, 137.4220936 36.8155406, 137.4221945 36.8155107, 137.422369 36.81542)",,
398267675,False,,,residential,True,190.79299999999998,,,"LINESTRING (137.4201063 36.8163379, 137.4201164 36.8163921, 137.4212654 36.8177752)",,
127848081,False,,,unclassified,True,117.087,,,"LINESTRING (137.4174764 36.8170531, 137.4170101 36.8160685)",,
127848164,False,,,residential,True,144.426,,,"LINESTRING (137.4174764 36.8170531, 137.4189726 36.8165508)",,
127850575,False,,,unclassified,False,43.27,,,"LINESTRING (137.4174764 36.8170531, 137.4176752 36.8174082)",,
757078188,False,,,residential,True,51.208,,,"LINESTRING (137.4174764 36.8170531, 137.4169552 36.817248)",,
127850412,False,,,unclassified,False,23.066,,,"LINESTRING (137.4165136 36.817345, 137.4164968 36.817138)",,
757078187,False,,,residential,False,40.763,,,"LINESTRING (137.4165136 36.817345, 137.4169552 36.817248)",,
127850412,False,,,unclassified,True,141.316,,,"LINESTRING (137.4165136 36.817345, 137.4166624 36.8181361, 137.4167639 36.8185999)",,
127850575,False,,,unclassified,False,84.054,,,"LINESTRING (137.4177154 36.8177405, 137.4175934 36.8177875, 137.4168546 36.8180511)",,
127850575,False,,,unclassified,True,37.803,,,"LINESTRING (137.4177154 36.8177405, 137.4177267 36.8175213, 137.417699 36.8174507, 137.4176752 36.8174082)",,
757078190,False,,,residential,False,44.125,,,"LINESTRING (137.4177154 36.8177405, 137.4179631 36.8176799, 137.4181896 36.8176249)",,
127849428,False,,,residential,False,252.478,,,"LINESTRING (137.4212654 36.8177752, 137.4236145 36.8165028)",,
127849587,False,,,residential,True,106.844,,,"LINESTRING (137.4212654 36.8177752, 137.4202644 36.8183054)",,
127849979,False,,,residential,False,106.828,,,"LINESTRING (137.4212654 36.8177752, 137.421571 36.8181364, 137.4216487 36.8181964, 137.4220727 36.8184733)",,
398267675,False,,,residential,False,190.79299999999998,,,"LINESTRING (137.4212654 36.8177752, 137.4201164 36.8163921, 137.4201063 36.8163379)",,
127849587,False,,,residential,False,106.844,,,"LINESTRING (137.4202644 36.8183054, 137.4212654 36.8177752)",,
127849944,False,,,unclassified,False,5.499,,,"LINESTRING (137.4202644 36.8183054, 137.4202993 36.8183462)",,
127849944,False,,,unclassified,True,86.363,,,"LINESTRING (137.4202644 36.8183054, 137.419723 36.8176609)",,
"[127848657, 127848650, 127848547]",False,,,unclassified,True,123.52699999999999,,,"LINESTRING (137.4168546 36.8180511, 137.4167387 36.8180861, 137.4160457 36.8183115, 137.4155693 36.8184698)",,yes
127850256,False,,,unclassified,False,75.734,,,"LINESTRING (137.4168546 36.8180511, 137.4170016 36.8183709, 137.4170325 36.8184324, 137.41687 36.818551, 137.4167639 36.8185999)",,
127850575,False,,,unclassified,True,84.054,,,"LINESTRING (137.4168546 36.8180511, 137.4175934 36.8177875, 137.4177154 36.8177405)",,
127847637,False,,,unclassified,True,32.267,,,"LINESTRING (137.4226092 36.818182, 137.4223105 36.8183464)",,
127849751,False,,,residential,False,58.429,,,"LINESTRING (137.4226092 36.818182, 137.4230418 36.8185772)",,
127848357,False,,,unclassified,False,34.533,,,"LINESTRING (137.4155693 36.8184698, 137.4152911 36.8185555, 137.4152013 36.8185581)",,
"[127848657, 127848650, 127848547]",False,,,unclassified,False,123.527,,,"LINESTRING (137.4155693 36.8184698, 137.4160457 36.8183115, 137.4167387 36.8180861, 137.4168546 36.8180511)",,yes
127850287,False,,,unclassified,True,180.24599999999998,,,"LINESTRING (137.4155693 36.8184698, 137.4155768 36.8184221, 137.4161817 36.8182232, 137.4160677 36.8176018, 137.4159959 36.8171844)",,
127848693,False,,,unclassified,False,23.518,,,"LINESTRING (137.4202993 36.8183462, 137.4204418 36.8185243)",,
127849714,False,,,unclassified,False,43.662,,,"LINESTRING (137.4202993 36.8183462, 137.4198854 36.8185569)",,
127849944,False,,,unclassified,True,5.499,,,"LINESTRING (137.4202993 36.8183462, 137.4202644 36.8183054)",,
127847637,False,,,unclassified,False,25.44,,,"LINESTRING (137.4220727 36.8184733, 137.4223105 36.8183464)",,
