osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,tunnel
112780084,residential,False,True,147.855,"LINESTRING (132.535407 34.6725442, 132.5354561 34.6725456, 132.5370232 34.6725806)",,,,,
112780606,residential,False,False,73.912,"LINESTRING (132.535407 34.6725442, 132.5353516 34.6725384, 132.5346052 34.6724605)",,,,,
712992210,trunk,False,False,122.58500000000001,"LINESTRING (132.535407 34.6725442, 132.5353653 34.6728266, 132.5352031 34.6735644, 132.5351883 34.6736315)",2,261,八重バイパス,,
712992210,trunk,False,True,123.32,"LINESTRING (132.535407 34.6725442, 132.5353843 34.6722538, 132.5353432 34.6720144, 132.5352211 34.6716605, 132.535134 34.6714648)",2,261,八重バイパス,,
112780343,tertiary,False,False,112.279,"LINESTRING (132.5347522 34.6755329, 132.5345939 34.6755321, 132.5335244 34.6755265)",,,,,
387440277,primary,False,False,194.604,"LINESTRING (132.5347522 34.6755329, 132.5350097 34.6754852, 132.5368738 34.6754749)",,5,浜田八重可部線,,
712992210,trunk,False,True,215.155,"LINESTRING (132.5347522 34.6755329, 132.5348037 34.6753085, 132.5351883 34.6736315)",2,261,八重バイパス,,
"[322898569, 322898572, 809014799]",trunk,False,False,356.34799999999996,"LINESTRING (132.5347522 34.6755329, 132.5347102 34.6757081, 132.5345579 34.6763431, 132.5343979 34.6770639, 132.5340245 34.6786812)",2,261,八重バイパス,yes,
387440277,primary,False,True,34.086,"LINESTRING (132.5398508 34.6754464, 132.5394781 34.6754513)",,5,浜田八重可部線,,
112779739,unclassified,False,True,80.72299999999998,"LINESTRING (132.5398508 34.6754464, 132.5398586 34.6753619, 132.5398611 34.6753345, 132.5398818 34.6752937, 132.5399579 34.6752557, 132.5400552 34.6751749, 132.540126 34.6750892, 132.5401832 34.6749762, 132.5402142 34.6748217)",,,,,
387440277,primary,False,False,47.324,"LINESTRING (132.5398508 34.6754464, 132.5401162 34.6754474, 132.5403683 34.6754483)",,5,浜田八重可部線,,
112764132,tertiary,False,True,35.911,"LINESTRING (132.5423502 34.6754374, 132.5423488 34.6755102, 132.5423449 34.6757069, 132.5423734 34.6757549)",,,,,
900270979,primary,False,False,50.067,"LINESTRING (132.5423502 34.6754374, 132.542438 34.6754227, 132.5428867 34.6753476)",,5,浜田八重可部線,,
"[24357930, 900270979, 1034995462]",primary,False,True,91.951,"LINESTRING (132.5423502 34.6754374, 132.5422976 34.6754355, 132.5414668 34.6754459, 132.5413449 34.6754425)",,5,浜田八重可部線,yes,
112764615,residential,False,True,209.32500000000002,"LINESTRING (132.5418299 34.6724929, 132.5419459 34.6724155, 132.5420675 34.6723673, 132.5421917 34.6723454, 132.5423407 34.6723381, 132.5424689 34.6723545, 132.5426426 34.6724084, 132.5428439 34.6724881, 132.5431029 34.6726291, 132.5435583 34.6728723, 132.5438409 34.6730217)",,,,,
"[400357105, 400357107, 400357109]",unclassified,False,True,51.591,"LINESTRING (132.5418299 34.6724929, 132.5418061 34.672455, 132.5416674 34.6723134, 132.5414878 34.6722077, 132.5414223 34.6721866)",,,,,yes
