osmid,lanes,highway,oneway,reversed,length,geometry,tunnel,ref,name,bridge
100635418,2,tertiary,False,False,189.41899999999998,"LINESTRING (137.4951084 35.4905304, 137.4951404 35.4905123, 137.4951839 35.490479, 137.496002 35.4899322, 137.4963973 35.4896709, 137.4965953 35.489551, 137.4967546 35.4894843)",,,,
115037759,,unclassified,False,False,120.28099999999999,"LINESTRING (137.4951084 35.4905304, 137.495311 35.4908791, 137.4953436 35.4909839, 137.4953596 35.491049, 137.4953455 35.491239, 137.4953325 35.4913988, 137.4953099 35.4915039, 137.4953015 35.4915678)",,,,
115030530,,unclassified,False,True,30.988,"LINESTRING (137.4967546 35.4894843, 137.4968045 35.4892086)",,,,
100635418,2,tertiary,False,False,181.01300000000003,"LINESTRING (137.4967546 35.4894843, 137.4969054 35.4894545, 137.497203 35.489452, 137.4974986 35.4895182, 137.4978185 35.4896431, 137.4986016 35.4899791)",,,,
100635418,2,tertiary,False,True,189.41899999999998,"LINESTRING (137.4967546 35.4894843, 137.4965953 35.489551, 137.4963973 35.4896709, 137.496002 35.4899322, 137.4951839 35.490479, 137.4951404 35.4905123, 137.4951084 35.4905304)",,,,
115037947,,unclassified,False,True,258.95,"LINESTRING (137.4967546 35.4894843, 137.4967334 35.4896033, 137.4965777 35.4918082)",,,,
745419110,2,tertiary,False,False,7.266,"LINESTRING (137.5031747 35.4882023, 137.5031453 35.4882631)",,,,
115031909,,unclassified,False,False,50.758,"LINESTRING (137.5031747 35.4882023, 137.5032212 35.4882459, 137.5032275 35.4886446)",,,,
745419110,2,tertiary,False,True,156.161,"LINESTRING (137.5031747 35.4882023, 137.5032971 35.4879263, 137.5033686 35.4876808, 137.5036055 35.4868441)",,,,
745419110,2,tertiary,False,True,33.106,"LINESTRING (137.501434 35.491952, 137.5015958 35.491685)",,,,
115037591,2,tertiary,False,True,34.102000000000004,"LINESTRING (137.501434 35.491952, 137.5013846 35.4918392, 137.5013277 35.4916581)",,,,
