osmid,oneway,lanes,ref,name,highway,access,reversed,length,maxspeed,geometry
29507028,False,2,356,印西バイパス,trunk,yes,False,122.16,,"LINESTRING (140.14336 35.8343024, 140.1420156 35.8344403)"
228736498,False,2,4,県道4号千葉竜ヶ崎線,primary,,True,36.313,40,"LINESTRING (140.14336 35.8343024, 140.1432451 35.8339894)"
1141343250,False,2,356,印西バイパス,trunk,yes,True,23.535,,"LINESTRING (140.14336 35.8343024, 140.1436203 35.8342861)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,False,85.108,30,"LINESTRING (140.14336 35.8343024, 140.1435783 35.8349336, 140.1435898 35.8349921, 140.143591 35.8350427)"
228736498,False,2,4,県道4号千葉竜ヶ崎線,primary,,False,214.16400000000002,40,"LINESTRING (140.1414953 35.829043, 140.1415306 35.829112, 140.1415755 35.829184, 140.1416323 35.8292439, 140.1416952 35.8292968, 140.1418617 35.8294042, 140.1422321 35.8296619, 140.1423465 35.8297589, 140.1423838 35.8297982, 140.142417 35.8298454, 140.1425665 35.8301342, 140.1427957 35.8306006)"
228736498,False,2,4,県道4号千葉竜ヶ崎線,primary,,True,5.034,40,"LINESTRING (140.1427487 35.8325748, 140.1427536 35.8325297)"
40667814,False,,,,unclassified,,True,210.394,,"LINESTRING (140.1427487 35.8325748, 140.1426928 35.832573, 140.142575 35.832534, 140.1424952 35.8324847, 140.142428 35.8324348, 140.1423799 35.8323466, 140.1423521 35.8319707, 140.1423313 35.8317734, 140.1422365 35.8314589, 140.142182 35.8313166, 140.1420124 35.8308938)"
228736498,False,2,4,県道4号千葉竜ヶ崎線,primary,,False,113.987,40,"LINESTRING (140.1427487 35.8325748, 140.14275 35.8326324, 140.1427642 35.8327237, 140.1428388 35.8329155, 140.143084 35.8335599)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,False,65.41499999999999,30,"LINESTRING (140.143591 35.8350427, 140.1435438 35.8352253, 140.1434945 35.8354234, 140.1434795 35.8355239, 140.1434718 35.8356221)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,True,85.108,30,"LINESTRING (140.143591 35.8350427, 140.1435898 35.8349921, 140.1435783 35.8349336, 140.14336 35.8343024)"
937726842,False,,,,residential,,False,50.814,,"LINESTRING (140.143591 35.8350427, 140.1438863 35.8350687, 140.1441411 35.8351324)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,False,98.607,30,"LINESTRING (140.1435126 35.8358487, 140.1436714 35.8367261)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,True,25.464,30,"LINESTRING (140.1435126 35.8358487, 140.1434718 35.8356221)"
30971360,False,2,,,tertiary,,False,177.198,30,"LINESTRING (140.1435126 35.8358487, 140.1439552 35.8358263, 140.1441939 35.8358187, 140.1444165 35.835823, 140.1446018 35.8358292, 140.1448214 35.8358151, 140.1453821 35.8357338, 140.1454674 35.8357358)"
30971360,False,2,,,tertiary,,True,3.968,30,"LINESTRING (140.1455114 35.8357367, 140.1454674 35.8357358)"
32804660,False,,,,residential,,False,43.284,,"LINESTRING (140.1455114 35.8357367, 140.145734 35.8360816)"
30971360,False,2,,,tertiary,,False,43.971999999999994,30,"LINESTRING (140.1455114 35.8357367, 140.1457598 35.8357535, 140.1458824 35.8357741, 140.1459909 35.8358006)"
30971360,False,2,,,tertiary,,False,93.044,30,"LINESTRING (140.1479169 35.8363339, 140.1489416 35.8364343)"
30971360,False,2,,,tertiary,,True,101.075,30,"LINESTRING (140.1479169 35.8363339, 140.1474503 35.8362728, 140.1471824 35.8361912, 140.1468459 35.8360821)"
36721915,False,,,,residential,,False,164.478,,"LINESTRING (140.1479169 35.8363339, 140.1482783 35.8349516, 140.1482857 35.8348857)"
30971360,False,2,,,tertiary,,False,56.888,30,"LINESTRING (140.1499528 35.8365254, 140.1505807 35.8365766)"
30971360,False,2,,,tertiary,,True,91.716,30,"LINESTRING (140.1499528 35.8365254, 140.1489416 35.8364343)"
457010906,False,,,,residential,,False,38.387,,"LINESTRING (140.1499528 35.8365254, 140.1499953 35.8361819)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,True,98.607,30,"LINESTRING (140.1436714 35.8367261, 140.1435126 35.8358487)"
37871592,False,,,,residential,,True,43.327,,"LINESTRING (140.1436714 35.8367261, 140.1435102 35.8367329, 140.1432023 35.8366646)"
34943470,False,,,,residential,,False,9.845,,"LINESTRING (140.1419257 35.8350463, 140.1420299 35.8350198)"
31342314,False,,,,residential,,False,269.368,,"LINESTRING (140.1419257 35.8350463, 140.1410754 35.8351488, 140.1408862 35.8351686, 140.1408505 35.8351871, 140.1404229 35.8360171, 140.1401633 35.8366184)"
34943470,False,,,,residential,,True,141.56799999999998,,"LINESTRING (140.1419257 35.8350463, 140.1418847 35.8354085, 140.1415704 35.8362815)"
34943470,False,,,,residential,,True,9.845,,"LINESTRING (140.1420299 35.8350198, 140.1419257 35.8350463)"
32357060,False,,,,residential,,False,162.82999999999998,,"LINESTRING (140.1420299 35.8350198, 140.1424408 35.8350297, 140.1425583 35.8350668, 140.1426077 35.8351781, 140.1426077 35.8353017, 140.1427128 35.8353944, 140.1428303 35.8354624, 140.1434718 35.8356221)"
34943470,False,,,,residential,,False,64.794,,"LINESTRING (140.1420299 35.8350198, 140.1420552 35.8349226, 140.1420156 35.8344403)"
29507028,False,2,356,印西バイパス,trunk,yes,True,122.16,,"LINESTRING (140.1420156 35.8344403, 140.14336 35.8343024)"
29507028,False,2,356,印西バイパス,trunk,yes,False,160.667,,"LINESTRING (140.1420156 35.8344403, 140.1407433 35.8345694, 140.1403367 35.8346208, 140.1402501 35.8346357)"
34943470,False,,,,residential,,True,64.794,,"LINESTRING (140.1420156 35.8344403, 140.1420552 35.8349226, 140.1420299 35.8350198)"
228736489,False,,,,residential,,True,100.351,,"LINESTRING (140.1420156 35.8344403, 140.1420286 35.8343683, 140.1420578 35.8342833, 140.1424433 35.8336109)"
31342314,False,,,,residential,,True,269.368,,"LINESTRING (140.1401633 35.8366184, 140.1404229 35.8360171, 140.1408505 35.8351871, 140.1408862 35.8351686, 140.1410754 35.8351488, 140.1419257 35.8350463)"
31852633,False,2,,千葉竜ヶ崎線旧道,tertiary,,False,25.464,30,"LINESTRING (140.1434718 35.8356221, 140.1435126 35.8358487)"
