osmid,highway,oneway,reversed,length,tunnel,geometry,ref,name,lanes
"[136469007, 505536308, 505536303, 136469351]",residential,False,False,759.8060000000003,yes,"LINESTRING (131.162821 33.573985, 131.163072 33.574195, 131.163401 33.57446, 131.163496 33.574505, 131.16363 33.574495, 131.163745 33.574415, 131.163915 33.574287, 131.164059 33.574217, 131.164204 33.574157, 131.164341 33.574115, 131.164429 33.574082, 131.164479 33.574042, 131.1645293 33.5740025, 131.1646056 33.573972, 131.1646762 33.5739903, 131.1649126 33.5741425, 131.1650011 33.5742269, 131.1651237 33.5743072, 131.1652487 33.5744002, 131.1653221 33.5744726, 131.165447 33.5746722, 131.1654867 33.5747535, 131.165533 33.5748256, 131.1656793 33.5749889, 131.1657682 33.5750833, 131.1658505 33.5751743, 131.1659025 33.5752678, 131.1660248 33.5755245, 131.1661238 33.5756774, 131.1663151 33.5760517, 131.1663554 33.5760953, 131.1664179 33.5761186, 131.1664751 33.5761565, 131.1664867 33.5762256, 131.1664792 33.5763684, 131.1664915 33.5765084, 131.1665376 33.5766701, 131.1666014 33.5768321, 131.1666586 33.5769652, 131.1666674 33.5770785, 131.1666622 33.577181, 131.1666322 33.5773185, 131.1666493 33.5773774, 131.1666965 33.5774581, 131.1667424 33.5775874, 131.166816 33.5777639, 131.1667987 33.5779405, 131.1668121 33.5780523, 131.1667865 33.5781269, 131.1667315 33.5781788, 131.166636 33.5782206, 131.166592 33.5782288)",,,
375260728,secondary,False,True,103.91,,"LINESTRING (131.1594753 33.5743028, 131.1597749 33.5746054, 131.1600621 33.5748401, 131.1602282 33.5749941)",109,福土吉富線,
136469699,unclassified,False,True,84.524,,"LINESTRING (131.16168 33.574444, 131.161706 33.574568, 131.161746 33.574658, 131.161766 33.574737, 131.161794 33.574793, 131.161841 33.574968, 131.161888 33.575182)",,,
136469774,residential,False,False,152.105,,"LINESTRING (131.16168 33.574444, 131.161633 33.574449, 131.161464 33.574472, 131.161376 33.574494, 131.161048 33.574562, 131.160784 33.574635, 131.160562 33.574714, 131.1602282 33.5749941)",,,
136469267,unclassified,False,True,31.025,,"LINESTRING (131.1602282 33.5749941, 131.160071 33.575013, 131.159915 33.575081)",,,
136469774,residential,False,True,152.105,,"LINESTRING (131.1602282 33.5749941, 131.160562 33.574714, 131.160784 33.574635, 131.161048 33.574562, 131.161376 33.574494, 131.161464 33.574472, 131.161633 33.574449, 131.16168 33.574444)",,,
375260728,secondary,False,False,103.91,,"LINESTRING (131.1602282 33.5749941, 131.1600621 33.5748401, 131.1597749 33.5746054, 131.1594753 33.5743028)",109,福土吉富線,
375260728,secondary,False,True,86.123,,"LINESTRING (131.1602282 33.5749941, 131.1603935 33.5751277, 131.1606766 33.5753601, 131.1608837 33.5755431)",109,福土吉富線,
136469267,unclassified,False,False,31.025,,"LINESTRING (131.159915 33.575081, 131.160071 33.575013, 131.1602282 33.5749941)",,,
136468839,unclassified,False,True,189.1,,"LINESTRING (131.161888 33.575182, 131.161962 33.575525, 131.161989 33.575695, 131.162023 33.575868, 131.16211 33.576043, 131.162211 33.576167, 131.162312 33.57628, 131.162433 33.576432, 131.162433 33.576483, 131.16242 33.576505, 131.162332 33.576573, 131.1621624 33.5766625)",,,
136469669,residential,False,False,102.113,,"LINESTRING (131.161888 33.575182, 131.161848 33.575188, 131.161774 33.575199, 131.16135 33.575323, 131.161148 33.575402, 131.1608837 33.5755431)",,,
136469699,unclassified,False,False,84.524,,"LINESTRING (131.161888 33.575182, 131.161841 33.574968, 131.161794 33.574793, 131.161766 33.574737, 131.161746 33.574658, 131.161706 33.574568, 131.16168 33.574444)",,,
"[136468792, 136469571, 136469043, 136469831]",residential,False,"[False, True]",468.7839999999999,,"LINESTRING (131.1608837 33.5755431, 131.160548 33.575756, 131.160462 33.575827, 131.160405 33.575911, 131.16036 33.576036, 131.16029 33.576291, 131.160183 33.576555, 131.16013 33.576664, 131.160081 33.576744, 131.1598872 33.5769006, 131.1602372 33.5772406, 131.1603932 33.5773666, 131.1605302 33.5774716, 131.1606314 33.5775714, 131.1606785 33.5776615, 131.1607725 33.5778695, 131.1608465 33.5781125, 131.1609275 33.5782425, 131.1610285 33.5783145, 131.1611865 33.5784045, 131.1613135 33.5785015, 131.1614225 33.5786015, 131.1615115 33.5787075, 131.1615858 33.5789532)",,,
136469669,residential,False,True,102.113,,"LINESTRING (131.1608837 33.5755431, 131.161148 33.575402, 131.16135 33.575323, 131.161774 33.575199, 131.161848 33.575188, 131.161888 33.575182)",,,
375260728,secondary,False,False,86.123,,"LINESTRING (131.1608837 33.5755431, 131.1606766 33.5753601, 131.1603935 33.5751277, 131.1602282 33.5749941)",109,福土吉富線,
375260728,secondary,False,True,171.853,,"LINESTRING (131.1608837 33.5755431, 131.1612593 33.575856, 131.1621624 33.5766625)",109,福土吉富線,
136469694,residential,False,True,11.516,,"LINESTRING (131.1633601 33.5760536, 131.1632645 33.5759874)",,,
136468835,unclassified,False,False,217.889,,"LINESTRING (131.1633601 33.5760536, 131.16361 33.57615, 131.163671 33.576185, 131.164121 33.576286, 131.164215 33.57632, 131.164236 33.576336, 131.164316 33.576411, 131.164592 33.576704, 131.164679 33.576749, 131.164922 33.576805, 131.165049 33.576856, 131.165325 33.577025)",,,
136468839,unclassified,False,False,189.10000000000002,,"LINESTRING (131.1621624 33.5766625, 131.162332 33.576573, 131.16242 33.576505, 131.162433 33.576483, 131.162433 33.576432, 131.162312 33.57628, 131.162211 33.576167, 131.16211 33.576043, 131.162023 33.575868, 131.161989 33.575695, 131.161962 33.575525, 131.161888 33.575182)",,,
375260728,secondary,False,False,171.853,,"LINESTRING (131.1621624 33.5766625, 131.1612593 33.575856, 131.1608837 33.5755431)",109,福土吉富線,
375260728,secondary,False,True,48.967000000000006,,"LINESTRING (131.1621624 33.5766625, 131.1622317 33.5767406, 131.16238 33.5769059, 131.1624803 33.5770143)",109,福土吉富線,
375260728,secondary,False,False,15.693,,"LINESTRING (131.162564 33.577137, 131.1624803 33.5770143)",109,福土吉富線,
375260728,secondary,False,True,34.863,,"LINESTRING (131.162564 33.577137, 131.1627811 33.5773931)",109,福土吉富線,
136468553,trunk,True,False,141.333,,"LINESTRING (131.162564 33.577137, 131.1627866 33.5767981, 131.1630503 33.5764466, 131.1632355 33.5762091, 131.1633601 33.5760536)",10,豊前バイパス,2
136468796,unclassified,False,True,245.387,,"LINESTRING (131.165325 33.577025, 131.165009 33.577188, 131.164747 33.577279, 131.164606 33.577295, 131.16435 33.577301, 131.164259 33.577286, 131.164148 33.577267, 131.163939 33.577256, 131.163415 33.577305, 131.163005 33.577317, 131.1627811 33.5773931)",,,
136468835,unclassified,False,True,217.88899999999998,,"LINESTRING (131.165325 33.577025, 131.165049 33.576856, 131.164922 33.576805, 131.164679 33.576749, 131.164592 33.576704, 131.164316 33.576411, 131.164236 33.576336, 131.164215 33.57632, 131.164121 33.576286, 131.163671 33.576185, 131.16361 33.57615, 131.1633601 33.5760536)",,,
136469790,unclassified,False,False,179.58700000000002,,"LINESTRING (131.165325 33.577025, 131.165453 33.577115, 131.165836 33.577481, 131.165944 33.577589, 131.166287 33.57787, 131.166334 33.577893, 131.166448 33.577989, 131.166592 33.5782288)",,,
375260728,secondary,False,False,34.863,,"LINESTRING (131.1627811 33.5773931, 131.162564 33.577137)",109,福土吉富線,
136468796,unclassified,False,False,245.387,,"LINESTRING (131.1627811 33.5773931, 131.163005 33.577317, 131.163415 33.577305, 131.163939 33.577256, 131.164148 33.577267, 131.164259 33.577286, 131.16435 33.577301, 131.164606 33.577295, 131.164747 33.577279, 131.165009 33.577188, 131.165325 33.577025)",,,
375260728,secondary,False,True,125.51599999999999,,"LINESTRING (131.1627811 33.5773931, 131.1628653 33.577508, 131.1631981 33.5779809, 131.1632754 33.5781005, 131.1634636 33.5783681)",109,福土吉富線,
136468744,residential,False,False,256.047,,"LINESTRING (131.166592 33.5782288, 131.166166 33.578316, 131.165944 33.578423, 131.165762 33.578507, 131.165332 33.578608, 131.165056 33.578704, 131.164881 33.578772, 131.164659 33.578856, 131.164599 33.578884, 131.1641496 33.5792266)",,,
"[136469351, 505536308, 505536303, 136469007]",residential,False,True,759.8060000000003,yes,"LINESTRING (131.166592 33.5782288, 131.166636 33.5782206, 131.1667315 33.5781788, 131.1667865 33.5781269, 131.1668121 33.5780523, 131.1667987 33.5779405, 131.166816 33.5777639, 131.1667424 33.5775874, 131.1666965 33.5774581, 131.1666493 33.5773774, 131.1666322 33.5773185, 131.1666622 33.577181, 131.1666674 33.5770785, 131.1666586 33.5769652, 131.1666014 33.5768321, 131.1665376 33.5766701, 131.1664915 33.5765084, 131.1664792 33.5763684, 131.1664867 33.5762256, 131.1664751 33.5761565, 131.1664179 33.5761186, 131.1663554 33.5760953, 131.1663151 33.5760517, 131.1661238 33.5756774, 131.1660248 33.5755245, 131.1659025 33.5752678, 131.1658505 33.5751743, 131.1657682 33.5750833, 131.1656793 33.5749889, 131.165533 33.5748256, 131.1654867 33.5747535, 131.165447 33.5746722, 131.1653221 33.5744726, 131.1652487 33.5744002, 131.1651237 33.5743072, 131.1650011 33.5742269, 131.1649126 33.5741425, 131.1646762 33.5739903, 131.1646056 33.573972, 131.1645293 33.5740025, 131.164479 33.574042, 131.164429 33.574082, 131.164341 33.574115, 131.164204 33.574157, 131.164059 33.574217, 131.163915 33.574287, 131.163745 33.574415, 131.16363 33.574495, 131.163496 33.574505, 131.163401 33.57446, 131.163072 33.574195, 131.162821 33.573985)",,,
136469575,unclassified,False,False,149.04000000000002,,"LINESTRING (131.166592 33.5782288, 131.166912 33.578699, 131.166946 33.578733, 131.1672968 33.579354, 131.1673397 33.5794133)",,,
136469790,unclassified,False,True,179.587,,"LINESTRING (131.166592 33.5782288, 131.166448 33.577989, 131.166334 33.577893, 131.166287 33.57787, 131.165944 33.577589, 131.165836 33.577481, 131.165453 33.577115, 131.165325 33.577025)",,,
136469272,tertiary,False,False,162.578,,"LINESTRING (131.1634636 33.5783681, 131.163112 33.578524, 131.162769 33.578664, 131.1621415 33.5788328, 131.161833 33.5788871)",,,
375260728,secondary,False,False,125.51599999999999,,"LINESTRING (131.1634636 33.5783681, 131.1632754 33.5781005, 131.1631981 33.5779809, 131.1628653 33.577508, 131.1627811 33.5773931)",109,福土吉富線,
375260728,secondary,False,True,114.729,,"LINESTRING (131.1634636 33.5783681, 131.1639238 33.578918, 131.1641496 33.5792266)",109,福土吉富線,
136469272,tertiary,False,False,12.138,,"LINESTRING (131.161833 33.5788871, 131.1617083 33.5789206)",,,
136468553,trunk,True,False,207.86,,"LINESTRING (131.161833 33.5788871, 131.1618662 33.5787075, 131.1619745 33.5782795, 131.1621118 33.5779125, 131.1622484 33.5776114, 131.162416 33.5773187, 131.162564 33.577137)",10,豊前バイパス,2
