osmid,ref,name,highway,access,oneway,reversed,length,geometry,tunnel,bridge
167641344,139,富士みち,trunk,yes,False,True,24.317,"LINESTRING (138.8463965 35.5237262, 138.8461478 35.5236434)",,
167641344,139,富士みち,trunk,yes,False,False,75.025,"LINESTRING (138.8463965 35.5237262, 138.846991 35.5239128, 138.8471652 35.5239782)",,
264702405,,,unclassified,,False,False,185.97199999999998,"LINESTRING (138.8463965 35.5237262, 138.8461993 35.523868, 138.8455395 35.5240143, 138.8451398 35.523844, 138.8451881 35.523748, 138.8454709 35.5233838)",,
147907945,,,residential,,False,True,127.806,"LINESTRING (138.8428397 35.519831, 138.8427274 35.5198746, 138.8426072 35.5199794, 138.8424839 35.5199638, 138.8423082 35.5199255, 138.8422042 35.5200105, 138.8418852 35.5199823, 138.8417224 35.5200158, 138.8415583 35.5199838)",,
147908340,,,unclassified,,False,False,125.411,"LINESTRING (138.8428397 35.519831, 138.842872 35.5198606, 138.8430105 35.5198885, 138.8431512 35.519934, 138.8432807 35.5199973, 138.843689 35.520272, 138.843869 35.520402, 138.8439525 35.5204739)",,
147908912,,,residential,,False,False,215.216,"LINESTRING (138.851228 35.519699, 138.8509132 35.5193604, 138.8507237 35.5194773, 138.8504421 35.5198287, 138.8503034 35.5200683, 138.8504049 35.5204991, 138.850438 35.5206915)",,
147902378,718,富士吉田西桂線,secondary,,False,False,36.062,"LINESTRING (138.8489938 35.5198334, 138.8492567 35.5200771)",,
"[147898113, 147898685]",,,residential,,False,True,47.03,"LINESTRING (138.8489938 35.5198334, 138.8489143 35.5198936, 138.8489529 35.5202267)",,
147902378,718,富士吉田西桂線,secondary,,False,True,36.062,"LINESTRING (138.8492567 35.5200771, 138.8489938 35.5198334)",,
147902377,,,unclassified,,False,True,32.614,"LINESTRING (138.8492567 35.5200771, 138.8491617 35.5200979, 138.8489529 35.5202267)",,
147902378,718,富士吉田西桂線,secondary,,False,False,125.686,"LINESTRING (138.8492567 35.5200771, 138.8497788 35.5205833, 138.8501247 35.5209589)",,
"[154415144, 154415147, 154415143]",,,residential,,False,False,47.181,"LINESTRING (138.8492567 35.5200771, 138.849361 35.5200045, 138.8495983 35.5198669, 138.8496672 35.5198164)",yes,
147896640,,,residential,,False,True,129.9,"LINESTRING (138.8415583 35.5199838, 138.842173 35.5202499, 138.8421969 35.5203086, 138.8420717 35.520525, 138.842199 35.520632, 138.8423536 35.5207165)",,
147907945,,,residential,,False,False,127.80600000000001,"LINESTRING (138.8415583 35.5199838, 138.8417224 35.5200158, 138.8418852 35.5199823, 138.8422042 35.5200105, 138.8423082 35.5199255, 138.8424839 35.5199638, 138.8426072 35.5199794, 138.8427274 35.5198746, 138.8428397 35.519831)",,
"[147898113, 147898685]",,,residential,,False,False,47.03,"LINESTRING (138.8489529 35.5202267, 138.8489143 35.5198936, 138.8489938 35.5198334)",,
147902377,,,unclassified,,False,False,32.614,"LINESTRING (138.8489529 35.5202267, 138.8491617 35.5200979, 138.8492567 35.5200771)",,
147902377,,,unclassified,,False,True,61.822,"LINESTRING (138.8489529 35.5202267, 138.8488491 35.5206734, 138.8487502 35.520735)",,
"[147898248, 147898620]",,,residential,,False,False,47.354,"LINESTRING (138.850438 35.5206915, 138.8502713 35.5210217, 138.8502174 35.5210748)",yes,
147908912,,,residential,,False,True,215.21600000000004,"LINESTRING (138.850438 35.5206915, 138.8504049 35.5204991, 138.8503034 35.5200683, 138.8504421 35.5198287, 138.8507237 35.5194773, 138.8509132 35.5193604, 138.851228 35.519699)",,
"[154415146, 154415147]",,,residential,,False,True,119.729,"LINESTRING (138.850438 35.5206915, 138.849863 35.5200369, 138.8496672 35.5198164)",,
276890348,,,residential,,False,False,66.89099999999999,"LINESTRING (138.850438 35.5206915, 138.850449 35.5206191, 138.8504924 35.5206291, 138.8505543 35.520696, 138.8508516 35.5210247)",,
147896640,,,residential,,False,False,129.9,"LINESTRING (138.8423536 35.5207165, 138.842199 35.520632, 138.8420717 35.520525, 138.8421969 35.5203086, 138.842173 35.5202499, 138.8415583 35.5199838)",,
147896640,,,residential,,False,True,177.279,"LINESTRING (138.8423536 35.5207165, 138.84278 35.521027, 138.8429675 35.5211253, 138.8431947 35.5212269, 138.8435565 35.5214263, 138.8436085 35.5214603, 138.8437116 35.5215278, 138.8439344 35.5216497)",,
276424405,,,residential,,False,True,84.499,"LINESTRING (138.8423536 35.5207165, 138.8422862 35.5207232, 138.8414465 35.5208948)",,
147895130,,,unclassified,,False,False,46.189,"LINESTRING (138.8486977 35.521043, 138.8482361 35.5208658)",,
