osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,tunnel
114120481,1,residential,False,False,32.182,"LINESTRING (136.6281829 35.4668983, 136.6282022 35.4667554, 136.6281969 35.4666679, 136.6282211 35.4666133)",,,,,
114123073,,residential,False,True,110.433,"LINESTRING (136.6281829 35.4668983, 136.6281831 35.4674273, 136.6281997 35.4677089, 136.6282091 35.4678334, 136.6282207 35.4678901)",,,,,
440933861,2,trunk,False,False,121.63,"LINESTRING (136.6281829 35.4668983, 136.6277577 35.4670836, 136.6270119 35.4674337)",303,国道303号,50,,
114121915,,tertiary,False,True,25.72,"LINESTRING (136.6270119 35.4674337, 136.6270034 35.4672025)",,,,,
114121915,,tertiary,False,False,49.870000000000005,"LINESTRING (136.6270119 35.4674337, 136.6270075 35.46764, 136.6270237 35.4678818)",,,,,
440933861,2,trunk,False,False,84.45,"LINESTRING (136.6270119 35.4674337, 136.626432 35.4676683, 136.6261645 35.4677484)",303,国道303号,50,,
440933861,2,trunk,False,True,121.63,"LINESTRING (136.6270119 35.4674337, 136.6277577 35.4670836, 136.6281829 35.4668983)",303,国道303号,50,,
114120771,1,unclassified,True,False,40.301,"LINESTRING (136.6256756 35.467838, 136.6259112 35.4678524, 136.6261195 35.4678636)",,,,,
440933861,2,trunk,False,False,95.52,"LINESTRING (136.6256756 35.467838, 136.6254777 35.4678441, 136.6246212 35.4678595)",303,国道303号,50,,
440933861,2,trunk,False,True,38.275999999999996,"LINESTRING (136.6256756 35.467838, 136.6258842 35.4678074, 136.6260887 35.4677661)",303,国道303号,50,,
114120489,,unclassified,False,False,59.514,"LINESTRING (136.6311532 35.4679032, 136.6313943 35.4678714, 136.631793 35.4677839)",,,,,
114121920,,unclassified,False,False,107.743,"LINESTRING (136.6311532 35.4679032, 136.630902 35.4679382, 136.6299673 35.4679238)",,,,,
114122002,,unclassified,False,False,134.477,"LINESTRING (136.6311532 35.4679032, 136.631158 35.468209, 136.6311533 35.4684413, 136.6317889 35.4685727, 136.6317929 35.4686666, 136.631803 35.468709)",,,,,
114122319,,tertiary,False,True,115.574,"LINESTRING (136.6270237 35.4678818, 136.6269997 35.468921)",,,,,
440776934,,unclassified,False,True,58.737,"LINESTRING (136.6270237 35.4678818, 136.6263753 35.4678692)",,,,,
114121915,,tertiary,False,True,49.870000000000005,"LINESTRING (136.6270237 35.4678818, 136.6270075 35.46764, 136.6270119 35.4674337)",,,,,
114122209,,unclassified,False,True,108.40899999999999,"LINESTRING (136.6270237 35.4678818, 136.6276432 35.467889, 136.6282207 35.4678901)",,,,,
114121483,,tertiary,False,False,105.075,"LINESTRING (136.6269136 35.4718377, 136.6269457 35.4708931)",,,,,
114123137,,tertiary,False,False,222.42,"LINESTRING (136.6269136 35.4718377, 136.6244575 35.4718301)",,,,,
114121491,,residential,False,True,222.036,"LINESTRING (136.6269136 35.4718377, 136.62698 35.471887, 136.6269691 35.4733336, 136.6269655 35.4738106)",,,,,
114123137,,tertiary,False,True,114.60900000000001,"LINESTRING (136.6269136 35.4718377, 136.6274982 35.4718406, 136.6277207 35.4718506, 136.6279011 35.4718835, 136.6281593 35.4719564)",,,,,
114120602,1,unclassified,False,False,11.65,"LINESTRING (136.6245064 35.4660712, 136.6246323 35.4660497)",,,,,
114120602,1,unclassified,False,True,263.175,"LINESTRING (136.6245064 35.4660712, 136.6223765 35.4663283, 136.6222931 35.4663539, 136.6222683 35.4663939, 136.622264 35.4668896)",,,,,
440759303,1,unclassified,False,False,95.483,"LINESTRING (136.6245064 35.4660712, 136.6245142 35.4662037, 136.6245518 35.4668525, 136.6245572 35.4669289)",,,,,
114120547,,residential,False,True,211.746,"LINESTRING (136.6293819 35.4653436, 136.6270693 35.4656239)",,,,,
114122363,,unclassified,False,True,18.884,"LINESTRING (136.6293819 35.4653436, 136.6293824 35.4654434, 136.6293892 35.465474, 136.629371 35.46551)",,,,,
114122859,,unclassified,False,False,142.623,"LINESTRING (136.630201 35.469139, 136.630786 35.469201, 136.631295 35.469218, 136.631467 35.469229, 136.63177 35.469229)",,,,,
