osmid,lanes,ref,name,highway,maxspeed,est_width,oneway,reversed,length,geometry
141781342,2,233,保谷街道,secondary,40,5.5m〜13.0m,False,False,86.534,"LINESTRING (139.5479332 35.7316153, 139.5485216 35.7322297)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,False,242.17800000000003,"LINESTRING (139.5479332 35.7316153, 139.5473874 35.7315593, 139.5471178 35.731533, 139.5465122 35.7314685, 139.5462336 35.7314385, 139.5460018 35.7314135, 139.5456402 35.7313872, 139.5452676 35.7313863)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,True,77.983,"LINESTRING (139.5479332 35.7316153, 139.5483561 35.7316549, 139.54879 35.7317048)"
36504137,,,,tertiary,,5.5m〜13.0m,False,True,61.603,"LINESTRING (139.5535039 35.737373, 139.5535494 35.7373308, 139.5536391 35.7372234, 139.5538212 35.7368862)"
43956526,2,36,保谷志木線,primary,40,5.5m〜13.0m,False,False,78.751,"LINESTRING (139.5535039 35.737373, 139.5534017 35.7374761, 139.5532461 35.7376428, 139.5529939 35.7379471)"
141781342,2,233,保谷街道,secondary,40,5.5m〜13.0m,False,True,96.24099999999999,"LINESTRING (139.5535039 35.737373, 139.5534416 35.7373112, 139.5532482 35.7371204, 139.5529983 35.7368612, 139.5528381 35.736697)"
863286639,2,233,保谷街道,secondary,40,5.5m〜13.0m,False,False,160.735,"LINESTRING (139.5535039 35.737373, 139.5535851 35.7374639, 139.5545791 35.7385253)"
867164435,,,,residential,,,False,True,59.873999999999995,"LINESTRING (139.5535039 35.737373, 139.5533621 35.7374259, 139.5531982 35.7375146, 139.5530505 35.7375831, 139.552921 35.7376267)"
141952357,,,,unclassified,,,False,True,67.519,"LINESTRING (139.5471673 35.7390833, 139.5477284 35.7394849)"
141955785,,,,unclassified,,,False,False,42.628,"LINESTRING (139.5471673 35.7390833, 139.5471875 35.7387806, 139.5471929 35.7387005)"
141955847,,,,unclassified,,,False,False,24.154,"LINESTRING (139.5471673 35.7390833, 139.5470461 35.7390806, 139.5469002 35.7390711)"
141952357,,,,unclassified,,,False,False,67.519,"LINESTRING (139.5477284 35.7394849, 139.5471673 35.7390833)"
141955798,,,,unclassified,,,False,False,36.839,"LINESTRING (139.5477284 35.7394849, 139.547541 35.739708, 139.5474891 35.7397525)"
282899431,,,,residential,,,False,False,155.45000000000002,"LINESTRING (139.5477284 35.7394849, 139.5478155 35.7392807, 139.5478504 35.739187, 139.5478985 35.7390579, 139.5482729 35.7390701, 139.5482828 35.7388603, 139.5481825 35.7384792, 139.5481676 35.7384355)"
141955847,,,,unclassified,,,False,True,31.605,"LINESTRING (139.5463142 35.7389556, 139.5466534 35.7390262)"
141964180,,,,unclassified,,,False,True,23.778,"LINESTRING (139.5463142 35.7389556, 139.5462973 35.739169)"
144970768,,,,unclassified,,,False,False,7.821,"LINESTRING (139.5463142 35.7389556, 139.5462299 35.7389393)"
141955847,,,,unclassified,,,False,False,31.605,"LINESTRING (139.5466534 35.7390262, 139.5463142 35.7389556)"
282899366,,,,residential,,,False,False,38.923,"LINESTRING (139.5466534 35.7390262, 139.5467604 35.7386871)"
141955847,,,,unclassified,,,False,True,22.927,"LINESTRING (139.5466534 35.7390262, 139.5468232 35.7390661, 139.5469002 35.7390711)"
239955267,,,,unclassified,,,False,True,27.335,"LINESTRING (139.5556211 35.7311408, 139.5556459 35.7313858)"
141781087,,,,unclassified,,3.0m〜5.5m,False,True,54.749,"LINESTRING (139.5556211 35.7311408, 139.555218 35.731162, 139.5550158 35.7311722)"
141781048,,,伏見稲荷通り,unclassified,,3.0m〜5.5m,False,True,51.026,"LINESTRING (139.5546483 35.7311908, 139.5547009 35.7316477)"
141781076,,,,unclassified,,3.0m〜5.5m,False,True,12.844,"LINESTRING (139.5546483 35.7311908, 139.5545067 35.7312022)"
141781087,,,,unclassified,,3.0m〜5.5m,False,False,33.237,"LINESTRING (139.5546483 35.7311908, 139.5550158 35.7311722)"
141781076,,,,unclassified,,3.0m〜5.5m,False,True,35.408,"LINESTRING (139.5535299 35.73127, 139.5531381 35.7312855)"
239955262,,,,unclassified,,,False,True,30.791,"LINESTRING (139.5535299 35.73127, 139.5535432 35.7315467)"
141781076,,,,unclassified,,3.0m〜5.5m,False,False,67.705,"LINESTRING (139.5535299 35.73127, 139.5542475 35.731223, 139.5542775 35.7312206)"
141781076,,,,unclassified,,3.0m〜5.5m,False,False,35.408,"LINESTRING (139.5531381 35.7312855, 139.5535299 35.73127)"
141781076,,,,unclassified,,3.0m〜5.5m,False,True,30.126,"LINESTRING (139.5531381 35.7312855, 139.5528055 35.731308)"
141781066,,,,unclassified,,3.0m〜5.5m,False,False,36.21,"LINESTRING (139.5528055 35.731308, 139.552775 35.7309833)"
141781076,,,,unclassified,,3.0m〜5.5m,False,False,30.126,"LINESTRING (139.5528055 35.731308, 139.5531381 35.7312855)"
141781076,,,,unclassified,,3.0m〜5.5m,False,True,16.218,"LINESTRING (139.5528055 35.731308, 139.5526261 35.731316)"
141781066,,,,unclassified,,3.0m〜5.5m,False,True,48.109,"LINESTRING (139.5528055 35.731308, 139.55283 35.731629, 139.5528179 35.7317396)"
239955254,,,,unclassified,,,False,False,51.626,"LINESTRING (139.5503661 35.7314015, 139.5497994 35.7314642)"
141780823,,,,unclassified,,3.0m〜5.5m,False,False,50.87,"LINESTRING (139.5503661 35.7314015, 139.5504143 35.7316486, 139.5504989 35.7318442)"
141780823,,,,unclassified,,3.0m〜5.5m,False,True,23.345999999999997,"LINESTRING (139.5503661 35.7314015, 139.5503437 35.7312139, 139.5503471 35.7311926)"
141781239,,,,unclassified,,3.0m〜5.5m,False,False,20.705,"LINESTRING (139.5452676 35.7313863, 139.5452698 35.7312001)"
141781028,,,,unclassified,,3.0m〜5.5m,False,False,54.26,"LINESTRING (139.5452676 35.7313863, 139.5452728 35.7316284, 139.5452782 35.7318742)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,True,242.178,"LINESTRING (139.5452676 35.7313863, 139.5456402 35.7313872, 139.5460018 35.7314135, 139.5462336 35.7314385, 139.5465122 35.7314685, 139.5471178 35.731533, 139.5473874 35.7315593, 139.5479332 35.7316153)"
141781135,,,,unclassified,,3.0m〜5.5m,False,False,44.782,"LINESTRING (139.54879 35.7317048, 139.5487925 35.7315878, 139.5487891 35.7313021)"
141781164,,,,unclassified,,3.0m〜5.5m,True,False,100.05499999999999,"LINESTRING (139.54879 35.7317048, 139.548805 35.7318174, 139.5488918 35.7325381, 139.5488829 35.7326001)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,False,77.983,"LINESTRING (139.54879 35.7317048, 139.5483561 35.7316549, 139.5479332 35.7316153)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,True,155.058,"LINESTRING (139.54879 35.7317048, 139.5496462 35.7317851, 139.5499439 35.7318117, 139.5504989 35.7318442)"
141780920,,,,unclassified,,3.0m〜5.5m,False,False,46.062,"LINESTRING (139.5504989 35.7318442, 139.5505495 35.7322564)"
141780823,,,,unclassified,,3.0m〜5.5m,False,True,50.87,"LINESTRING (139.5504989 35.7318442, 139.5504143 35.7316486, 139.5503661 35.7314015)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,False,155.058,"LINESTRING (139.5504989 35.7318442, 139.5499439 35.7318117, 139.5496462 35.7317851, 139.54879 35.7317048)"
141781317,,245,新青梅街道,secondary,40,5.5m〜13.0m,False,True,105.273,"LINESTRING (139.5504989 35.7318442, 139.5506611 35.7318568, 139.5511555 35.7318772, 139.5516629 35.7319018)"
141780933,,,,unclassified,,3.0m〜5.5m,False,True,20.349,"LINESTRING (139.5452782 35.7318742, 139.5452707 35.7320571)"
141781028,,,,unclassified,,3.0m〜5.5m,False,True,54.26,"LINESTRING (139.5452782 35.7318742, 139.5452728 35.7316284, 139.5452676 35.7313863)"
