osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed,bridge
98396697,unclassified,False,True,56.085,,,,"LINESTRING (130.4504054 31.9086557, 130.4509243 31.9089014)",,
189632784,trunk,False,False,71.666,2,328,国道328号,"LINESTRING (130.4504054 31.9086557, 130.4504596 31.9085381, 130.4505211 31.9084287, 130.45075 31.9080825)",,
189632784,trunk,False,True,100.15899999999999,2,328,国道328号,"LINESTRING (130.4504054 31.9086557, 130.450332 31.9088433, 130.4502967 31.9089629, 130.4502557 31.9091634, 130.4502341 31.9093467, 130.4502184 31.9095383)",,
209103548,tertiary,False,False,45.198,,,,"LINESTRING (130.4504054 31.9086557, 130.4502355 31.9085776, 130.4499751 31.908478)",,
209103548,tertiary,False,False,45.493,,,,"LINESTRING (130.44975 31.9083972, 130.4492833 31.9082951)",,
209103548,tertiary,False,True,23.069,,,,"LINESTRING (130.44975 31.9083972, 130.4499751 31.908478)",,
884735363,residential,False,False,128.53199999999998,,,,"LINESTRING (130.44975 31.9083972, 130.4494535 31.908899, 130.4492991 31.9091378, 130.449202 31.9094492)",,
188820687,unclassified,False,False,81.652,,,,"LINESTRING (130.4526647 31.905268, 130.4527162 31.9053082, 130.4527467 31.9053557, 130.4527501 31.9055277, 130.4527638 31.9055664, 130.4527908 31.905602, 130.4531733 31.905771)",,
189600280,trunk,False,False,56.125,2,328,国道328号,"LINESTRING (130.4526647 31.905268, 130.4527171 31.9051746, 130.452757 31.9050607, 130.4527911 31.9049001, 130.4528071 31.9047816)",40,
"[189600280, 189632784, 189600267]",trunk,False,True,207.554,2,328,国道328号,"LINESTRING (130.4526647 31.905268, 130.4525918 31.9053614, 130.4523025 31.9056917, 130.4522057 31.9058295, 130.4515576 31.9068195, 130.4515299 31.9068635)",40,yes
98396697,unclassified,False,False,72.647,,,,"LINESTRING (130.4515945 31.9092226, 130.4509243 31.9089014)",,
98396697,unclassified,False,True,75.212,,,,"LINESTRING (130.4515945 31.9092226, 130.4523269 31.909489)",,
194477090,unclassified,False,False,59.067,,,,"LINESTRING (130.4515945 31.9092226, 130.4518718 31.9087464)",,
194477798,unclassified,False,True,56.325,,,,"LINESTRING (130.4515945 31.9092226, 130.4515514 31.9093948, 130.4514706 31.9097181)",,
