osmid,lanes,ref,name,highway,oneway,reversed,length,tunnel,geometry,maxspeed,width
"[175684651, 47420981, 47420982]",2,9;312,和田山バイパス,trunk,False,True,458.1170000000001,yes,"LINESTRING (134.8504819 35.3385488, 134.8508562 35.3384155, 134.8513937 35.3381383, 134.8544695 35.3366285, 134.8548324 35.3364619)",,
175690322,,,,tertiary,False,False,133.302,,"LINESTRING (134.8504819 35.3385488, 134.8505149 35.338709, 134.8504885 35.3388046, 134.8503593 35.3389289, 134.84982 35.3392041, 134.8497032 35.3392842, 134.8496156 35.3393952)",,
175685458,,104,物部藪崎線,secondary,False,True,104.405,,"LINESTRING (134.8565578 35.3356864, 134.8565679 35.3358966, 134.8565409 35.3360869, 134.8563809 35.3366078)",,
175688095,,,,tertiary,False,False,181.88799999999998,,"LINESTRING (134.8565578 35.3356864, 134.856205 35.335878, 134.855939 35.3360899, 134.8550715 35.3364426, 134.8548324 35.3364619)",,
1011217134,,,,residential,False,False,79.865,,"LINESTRING (134.8573607 35.3363878, 134.8581995 35.3366061)",,
175690733,,,,unclassified,False,True,54.940999999999995,,"LINESTRING (134.8573607 35.3363878, 134.857319 35.3365214, 134.8571927 35.3368624)",,
175685458,,104,物部藪崎線,secondary,False,True,16.041,,"LINESTRING (134.8563809 35.3366078, 134.8563306 35.3367461)",,
175690360,,,,unclassified,False,True,78.892,,"LINESTRING (134.8563809 35.3366078, 134.8571927 35.3368624)",,
175685458,,104,物部藪崎線,secondary,False,False,104.405,,"LINESTRING (134.8563809 35.3366078, 134.8565409 35.3360869, 134.8565679 35.3358966, 134.8565578 35.3356864)",,
175690360,,,,unclassified,False,False,78.892,,"LINESTRING (134.8571927 35.3368624, 134.8563809 35.3366078)",,
175690360,,,,unclassified,False,True,50.129,,"LINESTRING (134.8571927 35.3368624, 134.8577237 35.3369873)",,
175690733,,,,unclassified,False,False,54.940999999999995,,"LINESTRING (134.8571927 35.3368624, 134.857319 35.3365214, 134.8573607 35.3363878)",,
175690733,,,,unclassified,False,True,139.11399999999998,,"LINESTRING (134.8571927 35.3368624, 134.857109 35.3369987, 134.857008 35.337163, 134.8568243 35.3373685, 134.8566207 35.3376165, 134.8563379 35.3378955)",,
175690733,,,,unclassified,False,False,139.114,,"LINESTRING (134.8563379 35.3378955, 134.8566207 35.3376165, 134.8568243 35.3373685, 134.857008 35.337163, 134.857109 35.3369987, 134.8571927 35.3368624)",,
175690733,,,,unclassified,False,True,22.513,,"LINESTRING (134.8563379 35.3378955, 134.8563035 35.3379295, 134.8562239 35.3379882, 134.8561491 35.3380242)",,
558001103,,,,unclassified,False,False,119.562,,"LINESTRING (134.8563379 35.3378955, 134.8566391 35.3380595, 134.8568819 35.3381395, 134.8570015 35.3381621, 134.857043 35.33817, 134.8572111 35.3381586, 134.8573606 35.3381376, 134.857433 35.3381433, 134.857561 35.3381798)",,
175691031,,273,金浦和田山線,secondary,False,False,53.370999999999995,,"LINESTRING (134.8577316 35.3394916, 134.8576754 35.3393522, 134.8576625 35.3393265, 134.8576226 35.3392475, 134.8575436 35.3390906, 134.8575065 35.3390503)",,
175691031,,273,金浦和田山線,secondary,False,True,24.17,,"LINESTRING (134.8577316 35.3394916, 134.8577838 35.3396164, 134.8578147 35.3396981)",,
175687508,2,104,物部藪崎線,secondary,False,False,59.083,,"LINESTRING (134.8571744 35.3388486, 134.8568966 35.3393292)",40,6
175691068,2,104,物部藪崎線,secondary,False,False,9.686,,"LINESTRING (134.8571744 35.3388486, 134.8572199 35.3387698)",40,6
175691031,,273,金浦和田山線,secondary,False,True,38.239,,"LINESTRING (134.8571744 35.3388486, 134.8574289 35.3389661, 134.8575065 35.3390503)",,
175689181,1,,,unclassified,False,False,18.121,,"LINESTRING (134.8555979 35.3390048, 134.8556536 35.3388483)",,
175689181,1,,,unclassified,False,True,69.199,,"LINESTRING (134.8555979 35.3390048, 134.855605 35.33948, 134.8555876 35.3396264)",,
175689885,,,,unclassified,False,False,70.094,,"LINESTRING (134.8555979 35.3390048, 134.8555054 35.3389899, 134.8554093 35.3389865, 134.8552004 35.339026, 134.8550032 35.3390628, 134.8548443 35.3391007)",,
175689885,,,,unclassified,False,False,12.92,,"LINESTRING (134.8548443 35.3391007, 134.8547032 35.3391166)",,
175689885,,,,unclassified,False,True,70.094,,"LINESTRING (134.8548443 35.3391007, 134.8550032 35.3390628, 134.8552004 35.339026, 134.8554093 35.3389865, 134.8555054 35.3389899, 134.8555979 35.3390048)",,
175690631,,,,unclassified,False,False,135.405,,"LINESTRING (134.8548443 35.3391007, 134.8546649 35.3394225, 134.8544286 35.3398661, 134.854177 35.339952, 134.8539937 35.3400032)",,
175685479,2,104,物部藪崎線,secondary,False,False,7.693,,"LINESTRING (134.8568966 35.3393292, 134.8568605 35.3393918)",40,6
175687508,2,104,物部藪崎線,secondary,False,True,59.083,,"LINESTRING (134.8568966 35.3393292, 134.8571744 35.3388486)",40,6
175685458,,104,物部藪崎線,secondary,False,False,159.84500000000003,,"LINESTRING (134.8568966 35.3393292, 134.8566116 35.338916, 134.8562058 35.3384242, 134.8560392 35.3382101, 134.8559958 35.3380986)",,
"[175685665, 175686630]",,,,"['residential', 'unclassified']",False,"[False, True]",281.284,,"LINESTRING (134.8496156 35.3393952, 134.8498426 35.3394757, 134.8499621 35.3394869, 134.8501362 35.3394935, 134.8504067 35.3394715, 134.8505697 35.3394434, 134.8506932 35.3392275, 134.8509031 35.3392056, 134.8512332 35.3391143, 134.8514453 35.3391369, 134.8516349 35.3391731, 134.851893 35.339242, 134.852166 35.3394401, 134.8522432 35.3396105)",,
175688959,,,,tertiary,False,False,81.681,,"LINESTRING (134.8496156 35.3393952, 134.8495906 35.3394644, 134.849594 35.3395513, 134.8496658 35.3401238)",,
175690322,,,,tertiary,False,True,133.302,,"LINESTRING (134.8496156 35.3393952, 134.8497032 35.3392842, 134.84982 35.3392041, 134.8503593 35.3389289, 134.8504885 35.3388046, 134.8505149 35.338709, 134.8504819 35.3385488)",,
175688088,,,,residential,False,True,46.976,,"LINESTRING (134.8490453 35.3394588, 134.8491646 35.3398699)",,
175688163,,,,residential,False,False,95.945,,"LINESTRING (134.8490453 35.3394588, 134.8480226 35.3396791)",,
1011217201,,,,residential,False,False,24.347,,"LINESTRING (134.8490453 35.3394588, 134.8489801 35.3392464)",,
