osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,bridge
209892348,tertiary,False,False,39.248,,"LINESTRING (139.9684941 36.688001, 139.9689265 36.688067)",,,,
88226975,unclassified,False,False,66.086,旧大田原氏家線,"LINESTRING (139.9684941 36.688001, 139.9685616 36.6884301, 139.9686023 36.6885886)",,,,
88226975,unclassified,False,True,92.916,旧大田原氏家線,"LINESTRING (139.9684941 36.688001, 139.9684267 36.687751, 139.9683003 36.687528, 139.9681022 36.6872332)",,,,
88307995,unclassified,False,True,77.047,,"LINESTRING (139.9658102 36.6835332, 139.9649901 36.6833151)",,,,
43906246,secondary,False,True,73.507,上高根沢氏家線,"LINESTRING (139.9658102 36.6835332, 139.9657487 36.683747, 139.9656609 36.684183)",2,181,40,
374781467,secondary,False,False,133.901,旧陸羽街道,"LINESTRING (139.9658102 36.6835332, 139.9659331 36.6832086, 139.9662833 36.6823905)",2,181,40,
88382422,primary,False,True,127.235,さくら東通り,"LINESTRING (139.9705277 36.6843437, 139.9704927 36.6844706, 139.9701611 36.6854494)",,48,,
374691432,tertiary,False,True,66.91,旧奥州街道,"LINESTRING (139.9705277 36.6843437, 139.9706889 36.6843707, 139.9712633 36.6844624)",,,,
374788371,tertiary,True,False,158.959,旧奥州街道,"LINESTRING (139.9705277 36.6843437, 139.9703522 36.6843173, 139.9687758 36.6840795)",,,,
374788377,primary,False,False,120.808,さくら東通り,"LINESTRING (139.9705277 36.6843437, 139.9705666 36.6842202, 139.970877 36.683294)",,48,,
88307995,unclassified,False,True,32.058,,"LINESTRING (139.9640034 36.6820478, 139.9636538 36.6819806)",,,,
88317002,unclassified,False,False,43.845,,"LINESTRING (139.9640034 36.6820478, 139.9640542 36.6816556)",,,,
88307995,unclassified,False,False,35.208,,"LINESTRING (139.9640034 36.6820478, 139.9641171 36.6820883, 139.9642316 36.6822163, 139.9642574 36.6822719)",,,,
88307993,unclassified,False,False,120.159,,"LINESTRING (139.9637758 36.6827371, 139.9635826 36.6827871, 139.963502 36.682808, 139.9630385 36.682977, 139.9628868 36.6830074, 139.9626762 36.6830209, 139.962495 36.6830006)",,,,
88307993,unclassified,False,True,33.862,,"LINESTRING (139.9637758 36.6827371, 139.9639107 36.6827134, 139.964016 36.6827202, 139.9641466 36.6827506)",,,,
689441466,residential,False,False,103.418,,"LINESTRING (139.9637758 36.6827371, 139.9633801 36.6823478, 139.9636538 36.6819806)",,,,
43906246,secondary,False,False,73.507,上高根沢氏家線,"LINESTRING (139.9656609 36.684183, 139.9657487 36.683747, 139.9658102 36.6835332)",2,181,40,
43906246,secondary,False,True,53.705,上高根沢氏家線,"LINESTRING (139.9656609 36.684183, 139.9655808 36.6845662, 139.9655634 36.6846596)",2,181,40,
209892404,unclassified,False,True,83.293,,"LINESTRING (139.9656609 36.684183, 139.965328 36.684136, 139.965251 36.684119, 139.965027 36.684063, 139.964761 36.683989)",,,,
88307993,unclassified,False,False,43.106,,"LINESTRING (139.962495 36.6830006, 139.9620273 36.6829026)",,,,
88307993,unclassified,False,True,120.15900000000002,,"LINESTRING (139.962495 36.6830006, 139.9626762 36.6830209, 139.9628868 36.6830074, 139.9630385 36.682977, 139.963502 36.682808, 139.9635826 36.6827871, 139.9637758 36.6827371)",,,,
209892322,unclassified,False,False,72.51299999999999,,"LINESTRING (139.962495 36.6830006, 139.9625028 36.6830989, 139.962571 36.6831864, 139.9627108 36.6832656, 139.9628437 36.6833203, 139.9630414 36.683431)",,,,
88307995,unclassified,False,False,10.579,,"LINESTRING (139.9641466 36.6827506, 139.9641592 36.6828452)",,,,
88307993,unclassified,False,False,33.862,,"LINESTRING (139.9641466 36.6827506, 139.964016 36.6827202, 139.9639107 36.6827134, 139.9637758 36.6827371)",,,,
88307995,unclassified,False,True,54.161,,"LINESTRING (139.9641466 36.6827506, 139.9641835 36.6825989, 139.9642519 36.6823181, 139.9642574 36.6822719)",,,,
88307996,unclassified,False,False,93.635,,"LINESTRING (139.9635483 36.6836865, 139.9628725 36.684331)",,,,
88307996,unclassified,False,True,108.651,,"LINESTRING (139.9635483 36.6836865, 139.9637276 36.6834778, 139.9638652 36.6832291, 139.9639757 36.6830561, 139.9640431 36.6829739, 139.9641592 36.6828452)",,,,
209892322,unclassified,False,False,67.43,,"LINESTRING (139.9635483 36.6836865, 139.963705 36.683736, 139.9639551 36.6837989, 139.9642688 36.683869)",,,,
209892322,unclassified,False,True,53.449,,"LINESTRING (139.9635483 36.6836865, 139.9634113 36.6836293, 139.9630414 36.683431)",,,,
88307996,unclassified,False,True,22.535,,"LINESTRING (139.9617349 36.6855061, 139.9618832 36.685342)",,,,
543768813,residential,False,False,45.739,,"LINESTRING (139.9617349 36.6855061, 139.9613007 36.6852871)",,,,
88307996,unclassified,False,False,40.516,,"LINESTRING (139.9617349 36.6855061, 139.9616082 36.6856056, 139.9613851 36.6857373)",,,,
88307999,tertiary,False,False,16.273,,"LINESTRING (139.9627409 36.6817238, 139.9627814 36.6815811)",,,,
88307995,unclassified,False,False,87.564,,"LINESTRING (139.9627409 36.6817238, 139.962929 36.6817606, 139.9630343 36.6818383, 139.9632997 36.6819126, 139.9636247 36.681975, 139.9636538 36.6819806)",,,,
88307999,tertiary,False,True,36.473,,"LINESTRING (139.9627409 36.6817238, 139.9627041 36.6818125, 139.9626917 36.6818371, 139.9626681 36.6818665, 139.962635 36.6818995, 139.9626152 36.6819226, 139.9626024 36.6819475, 139.9625756 36.6820201)",,,,
88307993,unclassified,False,True,130.058,,"LINESTRING (139.9625756 36.6820201, 139.9624023 36.6826019, 139.9621579 36.6825512, 139.9621158 36.6826087, 139.9620273 36.6829026)",,,,
88307999,tertiary,False,False,36.473,,"LINESTRING (139.9625756 36.6820201, 139.9626024 36.6819475, 139.9626152 36.6819226, 139.962635 36.6818995, 139.9626681 36.6818665, 139.9626917 36.6818371, 139.9627041 36.6818125, 139.9627409 36.6817238)",,,,
88307995,unclassified,False,False,34.825,,"LINESTRING (139.9646269 36.6832, 139.9649901 36.6833151)",,,,
88307995,unclassified,False,True,57.978,,"LINESTRING (139.9646269 36.6832, 139.9644373 36.6830783, 139.9642267 36.6829364, 139.9641592 36.6828452)",,,,
88317010,unclassified,False,False,81.07300000000001,,"LINESTRING (139.9646269 36.6832, 139.9643828 36.6836073, 139.9642688 36.683869)",,,,
88307993,unclassified,False,True,43.106,,"LINESTRING (139.9620273 36.6829026, 139.962495 36.6830006)",,,,
88307993,unclassified,False,False,130.058,,"LINESTRING (139.9620273 36.6829026, 139.9621158 36.6826087, 139.9621579 36.6825512, 139.9624023 36.6826019, 139.9625756 36.6820201)",,,,
543768810,residential,False,True,193.282,,"LINESTRING (139.9620273 36.6829026, 139.9619779 36.6829039, 139.9618733 36.6831857, 139.9615139 36.6838245, 139.9615246 36.6839063, 139.9617365 36.6838912, 139.9620181 36.6839192, 139.9622944 36.6838912)",,,,
374781467,secondary,False,True,52.165,旧陸羽街道,"LINESTRING (139.96647 36.6819459, 139.9662833 36.6823905)",2,181,40,
374783204,secondary,False,False,14.35,旧奥州街道,"LINESTRING (139.96647 36.6819459, 139.9665276 36.6818254)",2,181,40,
88307988,secondary,False,False,105.72999999999999,氏家停車場線,"LINESTRING (139.96647 36.6819459, 139.9661186 36.6818562, 139.9658572 36.6818011, 139.9656814 36.6817755, 139.965478 36.6817471, 139.9653182 36.6817285)",1.5,107,30,
88307995,unclassified,False,True,10.579,,"LINESTRING (139.9641592 36.6828452, 139.9641466 36.6827506)",,,,
