osmid,highway,oneway,reversed,length,geometry,tunnel,bridge,lanes,ref,name
140640248,unclassified,False,False,90.758,"LINESTRING (130.803067 33.634441, 130.8031 33.634458, 130.803592 33.63492, 130.803733 33.635038)",,,,,
140640248,unclassified,False,True,90.758,"LINESTRING (130.803733 33.635038, 130.803592 33.63492, 130.8031 33.634458, 130.803067 33.634441)",,,,,
140640830,unclassified,False,False,117.94200000000001,"LINESTRING (130.803733 33.635038, 130.80378 33.635084, 130.803922 33.635163, 130.804003 33.635197, 130.804056 33.635213, 130.804676 33.635281, 130.804932 33.635309)",,,,,
"[140639977, 140639930, 140639460]",unclassified,False,False,209.391,"LINESTRING (130.803147 33.635146, 130.803245 33.635304, 130.803312 33.635494, 130.803113 33.635937, 130.802696 33.636775, 130.802642 33.636894)",yes,,,,
140640657,unclassified,False,False,176.88400000000001,"LINESTRING (130.803147 33.635146, 130.803497 33.635344, 130.803794 33.635444, 130.804541 33.635433, 130.804615 33.635422, 130.804932 33.635309)",,,,,
140640657,unclassified,False,True,176.88400000000001,"LINESTRING (130.804932 33.635309, 130.804615 33.635422, 130.804541 33.635433, 130.803794 33.635444, 130.803497 33.635344, 130.803147 33.635146)",,,,,
140640830,unclassified,False,True,117.94200000000001,"LINESTRING (130.804932 33.635309, 130.804676 33.635281, 130.804056 33.635213, 130.804003 33.635197, 130.803922 33.635163, 130.80378 33.635084, 130.803733 33.635038)",,,,,
140640972,unclassified,False,False,189.774,"LINESTRING (130.804932 33.635309, 130.805442 33.635377, 130.8059 33.635427, 130.805961 33.63545, 130.806048 33.635535, 130.806244 33.63582, 130.806392 33.636135, 130.80644 33.636177)",,,,,
140640841,tertiary,False,False,135.574,"LINESTRING (130.8091 33.6354483, 130.8076557 33.6356497)",,,,,
140640821,tertiary,False,False,93.214,"LINESTRING (130.8091 33.6354483, 130.8093378 33.6356941, 130.8097633 33.6360784)",,,,,
140640841,tertiary,False,True,135.574,"LINESTRING (130.8076557 33.6356497, 130.8091 33.6354483)",,,,,
"[140640841, 140639340, 140640951]",tertiary,False,False,287.06,"LINESTRING (130.8076557 33.6356497, 130.8073524 33.6356865, 130.8067824 33.6357692, 130.8064803 33.6359105, 130.8062843 33.6360957, 130.806144 33.6362787, 130.8060725 33.6366601, 130.806046 33.6370701, 130.8060055 33.6373638)",,yes,,,
140638175,trunk,False,True,115.55,"LINESTRING (130.8032656 33.6358304, 130.8027292 33.6348921)",,,2,322,国道322号
140638175,trunk,False,False,126.942,"LINESTRING (130.8032656 33.6358304, 130.803579 33.6363332, 130.8036944 33.6365158, 130.8038243 33.6366539, 130.8039997 33.6367807)",,,2,322,国道322号
140640127,unclassified,False,True,135.738,"LINESTRING (130.8032656 33.6358304, 130.8031892 33.6360749, 130.802858 33.636775, 130.802642 33.636894)",,,,,
140638653,unclassified,False,False,370.252,"LINESTRING (130.8097633 33.6360784, 130.809335 33.636104, 130.809234 33.636149, 130.808365 33.636894, 130.808175 33.637054, 130.808122 33.63707, 130.80806 33.637057, 130.808002 33.637001, 130.807664 33.636601, 130.80755 33.636466, 130.80726 33.636256, 130.806964 33.636487, 130.80685 33.636572)",,,,,
140640821,tertiary,False,False,154.52,"LINESTRING (130.8097633 33.6360784, 130.8100943 33.6362421, 130.8104126 33.6363138, 130.8113637 33.6363793)",,,,,
