osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width
572530956,2,新四郎小路,tertiary,False,True,40.419,"LINESTRING (136.9032447 37.393775, 136.9032609 37.3938444, 136.9033186 37.3941337)",,,,
"[1237261145, 1237261146]",2,国道249号,trunk,False,False,123.59,"LINESTRING (136.9032447 37.393775, 136.9034172 37.3937617, 136.9035186 37.3937244, 136.9036447 37.3937257, 136.9037241 37.3937264, 136.904044 37.3937235, 136.9043838 37.3937109, 136.9044926 37.3937069, 136.9046318 37.393701)",249,,,
1237261145,2,国道249号,trunk,False,True,101.77000000000001,"LINESTRING (136.9032447 37.393775, 136.9030856 37.3937777, 136.9025642 37.3937931, 136.9020933 37.3938041)",249,,,
1237668309,2,本町宅田線,tertiary,False,False,40.864000000000004,"LINESTRING (136.9032447 37.393775, 136.9032308 37.3937165, 136.9031804 37.3935556, 136.9031345 37.3934182)",,,,
127878764,2,,tertiary,False,False,40.52,"LINESTRING (136.8992467 37.3937429, 136.8991131 37.3940915)",,,,
1184926759,2,国道249号,trunk,False,True,67.471,"LINESTRING (136.8992467 37.3937429, 136.8984938 37.393641)",249,40,,
"[127879010, 127881091]",,,unclassified,False,True,77.535,"LINESTRING (136.8992467 37.3937429, 136.8992725 37.3936858, 136.8993406 37.3934033, 136.8993582 37.3932648, 136.8993653 37.3930551)",,,,
"[127875410, 1184926759]",2,国道249号,trunk,False,False,69.44099999999999,"LINESTRING (136.8992467 37.3937429, 136.8992803 37.3937471, 136.8999726 37.3938349, 136.9000235 37.3938368)",249,40,yes,
1184926759,2,国道249号,trunk,False,True,18.025,"LINESTRING (136.8975403 37.3935295, 136.8973385 37.3935534)",249,40,,
127877101,,,residential,False,False,17.115000000000002,"LINESTRING (136.8975403 37.3935295, 136.897541 37.3934888, 136.8975431 37.3933756)",,,,
1184926759,2,国道249号,trunk,False,False,85.193,"LINESTRING (136.8975403 37.3935295, 136.8978472 37.3935564, 136.8984038 37.3936239, 136.8984938 37.393641)",249,40,,
41410146,2,国道249号旧道,tertiary,False,False,20.542,"LINESTRING (136.8954223 37.3937441, 136.8953301 37.3937451, 136.8952955 37.3937458, 136.8951898 37.3937464)",,40,,
127875374,2,国道249号,trunk,False,True,71.128,"LINESTRING (136.8954223 37.3937441, 136.8954223 37.3936754, 136.8954203 37.3935754, 136.895411 37.3931045)",249,40,,
127875990,2,輪島浦上線,primary,False,False,54.823,"LINESTRING (136.8954223 37.3937441, 136.8954248 37.3938258, 136.8954252 37.393843, 136.8954368 37.394237)",38,,,
