osmid,highway,oneway,reversed,length,geometry,bridge,ref,name,maxspeed
169098498,tertiary,False,True,110.792,"LINESTRING (130.6787978 32.6506041, 130.6792869 32.6503686, 130.6798515 32.650153)",,,,
804612508,tertiary,False,False,112.035,"LINESTRING (130.6821641 32.6463123, 130.6814777 32.645487)",,,,
169229372,residential,False,True,53.301,"LINESTRING (130.6821641 32.6463123, 130.6819169 32.6463926, 130.6816373 32.6464938)",,,,
804612508,tertiary,False,True,81.643,"LINESTRING (130.6821641 32.6463123, 130.6822531 32.6464124, 130.6826647 32.6469134)",,,,
804612509,unclassified,False,False,78.845,"LINESTRING (130.6821641 32.6463123, 130.6822432 32.6462917, 130.6829564 32.6460723)",,,,
169229371,residential,False,False,46.167,"LINESTRING (130.6814777 32.645487, 130.6818553 32.64522)",,,,
169229372,residential,False,False,42.007,"LINESTRING (130.6814777 32.645487, 130.6811406 32.6457363)",,,,
804612508,tertiary,False,True,112.035,"LINESTRING (130.6814777 32.645487, 130.6821641 32.6463123)",,,,
804612508,tertiary,False,False,189.306,"LINESTRING (130.6814777 32.645487, 130.6812613 32.6452273, 130.6811122 32.64509, 130.6810819 32.645069, 130.6810057 32.6450163, 130.6808782 32.6449359, 130.6807459 32.644863, 130.6805898 32.6448045, 130.6805617 32.644794, 130.6804205 32.6447582, 130.6803001 32.6447335, 130.6801333 32.6447164, 130.6799714 32.6447128, 130.679806 32.6447239)",,,,
169098498,tertiary,False,False,121.374,"LINESTRING (130.6852736 32.6491471, 130.6840038 32.649367)",,,,
"[169098498, 375935452, 169098510]",tertiary,False,True,173.21,"LINESTRING (130.6852736 32.6491471, 130.6853054 32.6491426, 130.685577 32.64909, 130.6870807 32.6488137)",yes,,,
