osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,bridge
69229125,2,9;186,国道9号,trunk,False,False,133.453,"LINESTRING (132.2237868 35.0135198, 132.2234763 35.0133967, 132.2224764 35.0129827)",,
69229125,2,9;186,国道9号,trunk,False,True,141.454,"LINESTRING (132.2237868 35.0135198, 132.2245683 35.0138395, 132.2249096 35.0139625, 132.225192 35.0140607)",,
117094991,,,,unclassified,False,False,93.061,"LINESTRING (132.2237868 35.0135198, 132.2236923 35.0136922, 132.223198 35.0141981)",,
69229125,2,9;186,国道9号,trunk,False,False,79.949,"LINESTRING (132.2224764 35.0129827, 132.2218803 35.0127398, 132.221683 35.0126761)",,
69229125,2,9;186,国道9号,trunk,False,True,133.453,"LINESTRING (132.2224764 35.0129827, 132.2234763 35.0133967, 132.2237868 35.0135198)",,
117094748,,,,unclassified,False,True,69.459,"LINESTRING (132.2224764 35.0129827, 132.2222525 35.013364, 132.222143 35.0135445)",,
117095076,,112,三次江津線,secondary,False,False,29.079,"LINESTRING (132.2252773 35.0069972, 132.2249603 35.0070284)",,
117094673,,,,unclassified,False,True,104.63300000000001,"LINESTRING (132.2240442 35.0148637, 132.2237502 35.0146154, 132.2237219 35.0145927, 132.2231807 35.0142461)",,
117094899,,,,residential,False,False,87.255,"LINESTRING (132.2240442 35.0148637, 132.223813 35.0150985, 132.2236503 35.0152628, 132.2234415 35.0154737)",,
117095530,,,,unclassified,False,True,55.876999999999995,"LINESTRING (132.2240442 35.0148637, 132.2243404 35.0151133, 132.2244009 35.0151543, 132.224436 35.0151652, 132.2245074 35.0151756)",,
117095634,,,,unclassified,False,False,45.368,"LINESTRING (132.221856 35.0140194, 132.2220729 35.0136521)",,
117095417,,238,江津港線,secondary,False,False,134.462,"LINESTRING (132.221856 35.0140194, 132.2216432 35.0138819, 132.2213767 35.0136907, 132.2211662 35.0135414, 132.2209878 35.013404, 132.2207815 35.0131954)",,
117095417,,238,江津港線,secondary,False,True,110.417,"LINESTRING (132.221856 35.0140194, 132.222541 35.0144564, 132.2227925 35.0146488)",,
69229175,2,9,江津バイパス,trunk,False,True,93.649,"LINESTRING (132.2228024 35.0086586, 132.2219697 35.0081645)",,
