osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge,tunnel
197660930,unclassified,False,True,20.201,,,,,"LINESTRING (135.3058738 34.7322583, 135.3057209 34.7321271)",,
536877804,trunk,True,False,97.76,2,2;171,国道2号,50,"LINESTRING (135.3058738 34.7322583, 135.3069087 34.732481)",,
197660930,unclassified,False,False,58.272999999999996,,,,,"LINESTRING (135.3058738 34.7322583, 135.3058208 34.7323452, 135.3054568 34.7326497)",,
536877802,secondary,False,False,14.373,2,344,奥山精道線,,"LINESTRING (135.303117 34.731682, 135.3030647 34.7315601)",,
536877804,trunk,True,False,113.367,2,2;171,国道2号,50,"LINESTRING (135.303117 34.731682, 135.3040806 34.731894, 135.3043162 34.731943)",,
536877810,secondary,False,True,150.848,2,344,奥山精道線,,"LINESTRING (135.303117 34.731682, 135.3031499 34.7317641, 135.302953 34.7324004, 135.3027375 34.7329879)",,
952865260,secondary,False,True,25.438,2,344,奥山精道線,,"LINESTRING (135.3021639 34.7343753, 135.3021104 34.7345998)",,
952865260,secondary,False,False,17.876,2,344,奥山精道線,,"LINESTRING (135.3021639 34.7343753, 135.3021725 34.7343495, 135.3022158 34.7342203)",,
952865261,secondary,False,False,21.948,2,344,奥山精道線,,"LINESTRING (135.3016269 34.7369029, 135.3016633 34.7367078)",,
539473762,tertiary,False,True,77.191,,,業平さくら通り,,"LINESTRING (135.3016753 34.733444, 135.3019144 34.7327782)",,
"[951391449, 951391450, 197660941]",tertiary,False,False,38.266,,,大正橋,,"LINESTRING (135.3016753 34.733444, 135.3017437 34.7334585, 135.3019894 34.7335105, 135.3020808 34.7335299)",yes,
69284300,unclassified,True,False,104.90599999999999,,,,,"LINESTRING (135.3044623 34.7349983, 135.3044935 34.7349199, 135.3048188 34.7341015)",,
532181535,tertiary,False,False,102.55799999999999,2,,山手幹線,,"LINESTRING (135.3044623 34.7349983, 135.3043662 34.7349774, 135.3034868 34.7347859, 135.3033774 34.7347621)",,
532181535,tertiary,False,True,58.159,2,,山手幹線,,"LINESTRING (135.3044623 34.7349983, 135.3045504 34.7350261, 135.3050565 34.7351857)",,
539473762,tertiary,False,False,77.191,,,業平さくら通り,,"LINESTRING (135.3019144 34.7327782, 135.3016753 34.733444)",,
"[1265790746, 1265790747, 197661084]",tertiary,False,False,148.18699999999998,,,業平さくら通り,,"LINESTRING (135.3019144 34.7327782, 135.3019201 34.7327628, 135.3019491 34.7326845, 135.3023863 34.7315032)",yes,
532181535,tertiary,False,False,41.846,2,,山手幹線,,"LINESTRING (135.309738 34.7367077, 135.3093145 34.7365645)",,
532181535,tertiary,False,True,26.917,2,,山手幹線,,"LINESTRING (135.309738 34.7367077, 135.3100144 34.7367914)",,
197660966,unclassified,True,False,34.174,,,,,"LINESTRING (135.3089737 34.7364492, 135.3089957 34.7363687, 135.3090822 34.7361554)",,
532181535,tertiary,False,False,88.305,2,,山手幹線,,"LINESTRING (135.3089737 34.7364492, 135.3088525 34.7364111, 135.3080712 34.7361653)",,
532181535,tertiary,False,True,33.677,2,,山手幹線,,"LINESTRING (135.3089737 34.7364492, 135.3090653 34.7364802, 135.3093145 34.7365645)",,
536877809,tertiary,False,True,80.206,,,,,"LINESTRING (135.3048188 34.7341015, 135.3039682 34.7339236)",,
536877809,tertiary,False,False,115.79499999999999,,,,,"LINESTRING (135.3048188 34.7341015, 135.305338 34.7342106, 135.3056283 34.7342862, 135.3060243 34.7344169)",,
536877802,secondary,False,False,41.296,2,344,奥山精道線,,"LINESTRING (135.3040728 34.7285206, 135.3041562 34.7281556)",,
538794900,tertiary,False,True,17.151,2,,鳴尾御影線,,"LINESTRING (135.3040728 34.7285206, 135.3042571 34.7285497)",,
536877802,secondary,False,True,109.45200000000001,2,344,奥山精道線,,"LINESTRING (135.3040728 34.7285206, 135.303926 34.7291329, 135.3038916 34.7292403, 135.3038145 34.7294813)",,
538794900,tertiary,False,False,55.453,2,,鳴尾御影線,,"LINESTRING (135.3040728 34.7285206, 135.3035186 34.7284426, 135.303475 34.7284352)",,
69730560,tertiary,False,True,52.481,2,,茶屋さくら通り,,"LINESTRING (135.3080162 34.7297879, 135.3078434 34.730238)",,
538794900,tertiary,False,False,99.757,2,,鳴尾御影線,,"LINESTRING (135.3080162 34.7297879, 135.306993 34.7294753)",,
537231884,tertiary,False,True,115.698,2,,鳴尾御影線,,"LINESTRING (135.3080162 34.7297879, 135.3084709 34.7299243, 135.3085465 34.729947, 135.3086885 34.7299896, 135.3087257 34.7300008, 135.3092055 34.7301447)",,
983782728,tertiary,False,True,38.876,,,,,"LINESTRING (135.3080162 34.7297879, 135.3080825 34.7296259, 135.3081636 34.7295216, 135.3081907 34.7294714)",,
374399798,tertiary,False,False,108.02799999999999,,,,,"LINESTRING (135.3064977 34.7345934, 135.3064599 34.7346703, 135.3063827 34.7348277, 135.3063674 34.7348618, 135.3061105 34.7353933, 135.3060607 34.7354961)",,
536877809,tertiary,False,True,47.504000000000005,,,,,"LINESTRING (135.3064977 34.7345934, 135.3064005 34.7345572, 135.3060243 34.7344169)",,
538067872,primary,False,False,157.90099999999998,,45,芦屋停車場線,30,"LINESTRING (135.3064977 34.7345934, 135.3066244 34.7346273, 135.3070007 34.7347279, 135.3075738 34.7348176, 135.3080339 34.7349281, 135.3081647 34.7349595)",,
374399798,tertiary,False,True,108.02799999999999,,,,,"LINESTRING (135.3060607 34.7354961, 135.3061105 34.7353933, 135.3063674 34.7348618, 135.3063827 34.7348277, 135.3064599 34.7346703, 135.3064977 34.7345934)",,
532181535,tertiary,False,False,49.224000000000004,2,,山手幹線,,"LINESTRING (135.3060607 34.7354961, 135.3056851 34.7353769, 135.3055582 34.7353366)",,
532181535,tertiary,False,True,63.329,2,,山手幹線,,"LINESTRING (135.3060607 34.7354961, 135.3061993 34.7355421, 135.3066599 34.735695, 135.3067033 34.7357094)",,
69730560,tertiary,False,False,12.392,2,,茶屋さくら通り,,"LINESTRING (135.3069087 34.732481, 135.3069693 34.7323813)",,
197661272,tertiary,False,False,66.093,2,,,,"LINESTRING (135.3069087 34.732481, 135.3066423 34.7330336)",,
536877804,trunk,True,False,109.143,2,2;171,国道2号,50,"LINESTRING (135.3069087 34.732481, 135.3076327 34.7326177, 135.3080708 34.7327074)",,
680670171,tertiary,False,True,11.392,,,,,"LINESTRING (135.311455 34.7333913, 135.3114857 34.733292)",,
538067865,trunk,True,False,36.927,2,2;171,国道2号,50,"LINESTRING (135.311455 34.7333913, 135.3115776 34.7334164, 135.3118471 34.7334716)",,
69886883,tertiary,False,False,51.521,,,,,"LINESTRING (135.3102556 34.7304779, 135.3102218 34.7305511, 135.3101168 34.7307785, 135.3100556 34.7309111)",,
449476731,tertiary,False,True,91.412,2,,鳴尾御影線,,"LINESTRING (135.3102556 34.7304779, 135.3103614 34.7305086, 135.3111988 34.7307517)",,
537231884,tertiary,False,False,102.86699999999999,2,,鳴尾御影線,,"LINESTRING (135.3102556 34.7304779, 135.3101464 34.7304433, 135.3092055 34.7301447)",,
"[983782720, 983782741]",tertiary,False,True,58.054,,,,,"LINESTRING (135.3102556 34.7304779, 135.310291 34.7303957, 135.3103933 34.7301585, 135.3104678 34.7299858)",,
538067863,tertiary,False,True,8.846,,,,,"LINESTRING (135.3091441 34.7329108, 135.3091834 34.7328381)",,
538067871,tertiary,False,False,51.762,,,,,"LINESTRING (135.3091441 34.7329108, 135.3089405 34.7333452)",,
538067865,trunk,True,False,109.41199999999999,2,2;171,国道2号,50,"LINESTRING (135.3091441 34.7329108, 135.3093158 34.7329496, 135.3103054 34.7331501)",,
952865260,secondary,False,False,25.438,2,344,奥山精道線,,"LINESTRING (135.3021104 34.7345998, 135.3021639 34.7343753)",,
69980257,unclassified,True,False,107.911,,,,,"LINESTRING (135.3021104 34.7345998, 135.3022204 34.734623, 135.3031267 34.7348145, 135.3032579 34.7348225)",,
952865260,secondary,False,True,57.592,2,344,奥山精道線,,"LINESTRING (135.3021104 34.7345998, 135.3021016 34.734649, 135.3020185 34.7351122)",,
197660836,unclassified,False,True,33.223,,,,,"LINESTRING (135.3020185 34.7351122, 135.3016638 34.7350466)",,
952865260,secondary,False,True,27.954,2,344,奥山精道線,,"LINESTRING (135.3020185 34.7351122, 135.3019722 34.7353607)",,
952865260,secondary,False,False,57.592,2,344,奥山精道線,,"LINESTRING (135.3020185 34.7351122, 135.3021016 34.734649, 135.3021104 34.7345998)",,
197661218,tertiary,False,True,2.892,,,,,"LINESTRING (135.3103053 34.7354485, 135.3103046 34.7354745)",,
"[197660770, 983782743]",primary,False,False,89.999,,45,"['芦屋停車場線', '芦屋停車場線;県あしやJRアンダー']",40,"LINESTRING (135.3103053 34.7354485, 135.3104645 34.7350008, 135.3105815 34.7346716)",,
981464772,primary,False,True,79.476,,45,芦屋停車場線,30,"LINESTRING (135.3103053 34.7354485, 135.3098489 34.7353404, 135.3096072 34.7352832, 135.3094696 34.7352505)",,
443542180,unclassified,False,False,103.549,,,,,"LINESTRING (135.3118384 34.7349193, 135.3107343 34.7347097)",,
197661305,tertiary,False,False,67.699,,,,,"LINESTRING (135.3118384 34.7349193, 135.3118038 34.7348621, 135.3120299 34.7343498)",,
