osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,maxspeed,tunnel
110026559,unclassified,False,False,45.944,,,,"LINESTRING (139.8368457 38.9161143, 139.8373397 38.9159627)",,,
629883980,trunk,False,False,39.74,2,112,国道112号,"LINESTRING (139.8368457 38.9161143, 139.8370098 38.9164481)",,,
629883980,trunk,False,True,108.015,2,112,国道112号,"LINESTRING (139.8368457 38.9161143, 139.8366941 38.915806, 139.8363885 38.9152104)",,,
110029160,tertiary,False,False,75.542,,,,"LINESTRING (139.833807 38.9174374, 139.8329942 38.9176856)",,,
110029160,tertiary,False,True,90.589,,,,"LINESTRING (139.833807 38.9174374, 139.8347803 38.917137)",,,
110029613,unclassified,False,False,88.466,,,,"LINESTRING (139.833807 38.9174374, 139.8341809 38.9181779)",,,
110029613,unclassified,False,True,74.701,,,,"LINESTRING (139.833807 38.9174374, 139.8334894 38.9168127)",,,
110038013,unclassified,False,True,24.164,,,,"LINESTRING (139.841827 38.9140174, 139.8415928 38.9141358)",,,
110027667,primary,False,False,74.229,,42,酒田港線,"LINESTRING (139.8331639 38.9161955, 139.832361 38.9164308)",,,
110027667,primary,False,True,91.61,,42,酒田港線,"LINESTRING (139.8331639 38.9161955, 139.8341451 38.9158858)",,,
110029613,unclassified,False,False,74.183,,,,"LINESTRING (139.8331639 38.9161955, 139.8334894 38.9168127)",,,
110047325,unclassified,False,True,147.344,,,,"LINESTRING (139.8331639 38.9161955, 139.8324869 38.9149796)",,,
110038080,tertiary,False,False,53.743,,,,"LINESTRING (139.8340174 38.9135524, 139.8346179 38.9134288)",,,
110042562,unclassified,False,False,39.493,,,,"LINESTRING (139.8340174 38.9135524, 139.8342489 38.9138585)",,,
"[110039967, 110035611, 110030271]",tertiary,False,True,137.577,,,,"LINESTRING (139.8340174 38.9135524, 139.8339305 38.913447, 139.8335429 38.9129855, 139.8333332 38.9127975, 139.8330296 38.912594)",yes,,
110036336,tertiary,False,False,115.475,,,,"LINESTRING (139.8340174 38.9135524, 139.8336652 38.9136755, 139.8333556 38.9138183, 139.8329212 38.9141274)",,,
110041456,unclassified,False,False,100.218,,,,"LINESTRING (139.8401183 38.9104854, 139.8401226 38.9105676, 139.8402331 38.9107321, 139.8403291 38.9108579, 139.8406563 38.9111459, 139.8407154 38.9112377)",,,
"[110040411, 110042571]",tertiary,False,False,226.914,,,,"LINESTRING (139.8401183 38.9104854, 139.8399998 38.9104223, 139.8397239 38.9102615, 139.8393911 38.9101396, 139.8390985 38.9100768, 139.8388767 38.910102, 139.8387286 38.9101635, 139.8386205 38.910254, 139.838553 38.9103552, 139.8385321 38.910497, 139.8385282 38.9106619, 139.8385208 38.9107511, 139.8384817 38.9108305, 139.8384206 38.9109337)",,,
110034061,tertiary,False,True,85.0,,,,"LINESTRING (139.8314085 38.9149965, 139.8321948 38.9145382)",,,
110046321,unclassified,False,False,36.096,,,,"LINESTRING (139.8314085 38.9149965, 139.8316049 38.9152829)",,,
110046388,tertiary,False,False,46.547,,,,"LINESTRING (139.8314085 38.9149965, 139.8309747 38.9152441)",,,
110034048,tertiary,False,True,80.25800000000001,,,,"LINESTRING (139.8314085 38.9149965, 139.8310364 38.9145024, 139.8308921 38.9144043)",,,
110027542,unclassified,False,False,45.503,,,,"LINESTRING (139.8366143 38.9129947, 139.8368088 38.9133749)",,,
110038760,tertiary,False,True,55.985,,,,"LINESTRING (139.8366143 38.9129947, 139.8359906 38.9131288)",,,
110038760,tertiary,False,False,83.13,,,,"LINESTRING (139.8366143 38.9129947, 139.8369103 38.9128797, 139.8371867 38.9127471, 139.837346 38.9126249, 139.8374015 38.9125784)",,,
110039847,unclassified,False,False,52.467,,,,"LINESTRING (139.8309002 38.9183368, 139.8311267 38.9187745)",,,
110045773,tertiary,False,True,76.26,,,,"LINESTRING (139.8309002 38.9183368, 139.8317101 38.9180661)",,,
110038856,unclassified,False,False,13.632,,,,"LINESTRING (139.8396692 38.912335, 139.839818 38.9122947)",,,
110046114,unclassified,False,True,48.31,,,,"LINESTRING (139.8396692 38.912335, 139.839143 38.9124803)",,,
"[110044212, 1107367774]",secondary,True,False,103.983,2,353,吹浦酒田線,"LINESTRING (139.8396692 38.912335, 139.8398201 38.912486, 139.8399112 38.9126039, 139.8400238 38.9127799, 139.8401204 38.912981, 139.8401865 38.9131691)",,40,
110035961,tertiary,False,False,46.261,,,,"LINESTRING (139.8414875 38.9151058, 139.8409742 38.9152223)",,,
110035961,tertiary,False,True,36.65,,,,"LINESTRING (139.8414875 38.9151058, 139.8418942 38.9150136)",,,
110039729,unclassified,False,True,37.156,,,,"LINESTRING (139.8414875 38.9151058, 139.8415985 38.9154286)",,,
110042169,unclassified,False,False,101.722,,,,"LINESTRING (139.8414875 38.9151058, 139.8411778 38.9142233)",,,
110027542,unclassified,False,True,45.503,,,,"LINESTRING (139.8368088 38.9133749, 139.8366143 38.9129947)",,,
110032605,unclassified,False,False,1.344,,,,"LINESTRING (139.8368088 38.9133749, 139.8368143 38.9133862)",,,
110041517,unclassified,False,True,54.788,,,,"LINESTRING (139.8368088 38.9133749, 139.8362205 38.9135572)",,,
110038013,unclassified,False,False,24.164,,,,"LINESTRING (139.8415928 38.9141358, 139.841827 38.9140174)",,,
110046841,unclassified,False,True,37.2,,,,"LINESTRING (139.8415928 38.9141358, 139.8411778 38.9142233)",,,
285894385,unclassified,False,False,101.03,,,,"LINESTRING (139.8415928 38.9141358, 139.8418942 38.9150136)",,,
110041456,unclassified,False,True,100.218,,,,"LINESTRING (139.8407154 38.9112377, 139.8406563 38.9111459, 139.8403291 38.9108579, 139.8402331 38.9107321, 139.8401226 38.9105676, 139.8401183 38.9104854)",,,
110042213,unclassified,False,False,119.87199999999999,,,,"LINESTRING (139.8407154 38.9112377, 139.8400591 38.9117373, 139.840035 38.9117835, 139.8400535 38.9118264, 139.8402602 38.9120414)",,,
110049322,unclassified,False,False,171.075,,,,"LINESTRING (139.8407154 38.9112377, 139.841508 38.911796, 139.841683 38.911929, 139.84182 38.912052, 139.8420865 38.9123383)",,,
110037278,unclassified,False,False,108.309,,,,"LINESTRING (139.8371813 38.9168075, 139.8383446 38.9164476)",,,
110037278,unclassified,False,True,107.539,,,,"LINESTRING (139.8371813 38.9168075, 139.8360263 38.9171649)",,,
629883980,trunk,False,False,41.699,2,112,国道112号,"LINESTRING (139.8371813 38.9168075, 139.837358 38.9171564)",,,
629883980,trunk,False,True,42.629,2,112,国道112号,"LINESTRING (139.8371813 38.9168075, 139.8370098 38.9164481)",,,
110038689,secondary,False,False,82.507,,353,吹浦酒田線,"LINESTRING (139.8333996 38.9184291, 139.8337513 38.9191188)",,,
110038689,secondary,False,True,89.806,,353,吹浦酒田線,"LINESTRING (139.8333996 38.9184291, 139.8329942 38.9176856)",,,
110038833,unclassified,False,False,73.138,,,,"LINESTRING (139.8333996 38.9184291, 139.8341809 38.9181779)",,,
110039706,unclassified,False,True,120.971,,,,"LINESTRING (139.8333996 38.9184291, 139.8320986 38.9188278)",,,
110038649,unclassified,False,False,105.309,,,,"LINESTRING (139.8312667 38.9171841, 139.8317101 38.9180661)",,,
110039014,unclassified,False,True,71.347,,,,"LINESTRING (139.8312667 38.9171841, 139.8308203 38.9166446)",,,
110046154,unclassified,False,False,119.123,,,,"LINESTRING (139.8312667 38.9171841, 139.8325514 38.9167987)",,,
110042562,unclassified,False,False,42.64,,,,"LINESTRING (139.8342489 38.9138585, 139.8344843 38.9141954)",,,
110042562,unclassified,False,True,39.493,,,,"LINESTRING (139.8342489 38.9138585, 139.8340174 38.9135524)",,,
110029277,unclassified,False,False,112.358,,,,"LINESTRING (139.8342489 38.9138585, 139.8339606 38.9140754, 139.8333016 38.9145496)",,,
110037278,unclassified,False,True,108.309,,,,"LINESTRING (139.8383446 38.9164476, 139.8371813 38.9168075)",,,
110032689,unclassified,False,False,43.251,,,,"LINESTRING (139.8383446 38.9164476, 139.838188 38.9161435, 139.8381588 38.9160865)",,,
110032689,unclassified,False,True,40.461000000000006,,,,"LINESTRING (139.8383446 38.9164476, 139.8385038 38.9167584, 139.8385178 38.9167856)",,,
"[110028331, 110037278, 110046230]",unclassified,False,False,246.438,,,,"LINESTRING (139.8383446 38.9164476, 139.8387859 38.9163111, 139.838961 38.9162569, 139.8393658 38.9161278, 139.8402444 38.9158521, 139.8409865 38.9156191)",,,yes
110029160,tertiary,False,True,75.542,,,,"LINESTRING (139.8329942 38.9176856, 139.833807 38.9174374)",,,
110038689,secondary,False,False,89.806,,353,吹浦酒田線,"LINESTRING (139.8329942 38.9176856, 139.8333996 38.9184291)",,,
110038689,secondary,False,True,105.798,,353,吹浦酒田線,"LINESTRING (139.8329942 38.9176856, 139.8325514 38.9167987)",,,
110041427,tertiary,False,False,118.878,,,,"LINESTRING (139.8329942 38.9176856, 139.8317101 38.9180661)",,,
110040639,unclassified,False,True,120.931,,,,"LINESTRING (139.8353035 38.9105747, 139.8343018 38.9104442, 139.8339271 38.9103863)",,,
110040748,trunk,False,False,206.46800000000002,2,112,国道112号,"LINESTRING (139.8353035 38.9105747, 139.8350481 38.9114169, 139.8349296 38.9118075, 139.8348708 38.9121581, 139.8349213 38.9123362, 139.8349413 38.9123881)",,,
110031088,tertiary,False,True,217.655,,,,"LINESTRING (139.8330296 38.912594, 139.8326602 38.9123932, 139.8325575 38.9123351, 139.832413 38.912244, 139.832323 38.91212, 139.832302 38.9119784, 139.8322967 38.9117739, 139.8323342 38.9115568, 139.8324974 38.9109145)",,,
"[110030271, 110035611, 110039967]",tertiary,False,False,137.577,,,,"LINESTRING (139.8330296 38.912594, 139.8333332 38.9127975, 139.8335429 38.9129855, 139.8339305 38.913447, 139.8340174 38.9135524)",yes,,
"[110041561, 110038716, 110044396]","['unclassified', 'tertiary']",False,"[False, True]",201.35,,,,"LINESTRING (139.8330296 38.912594, 139.833092 38.912527, 139.833296 38.912535, 139.833453 38.912592, 139.833584 38.912679, 139.833716 38.912803, 139.833785 38.912913, 139.834043 38.912862, 139.8350479 38.9126516)",,,
110029613,unclassified,False,False,84.663,,,,"LINESTRING (139.8341809 38.9181779, 139.8345733 38.9188754)",,,
110029613,unclassified,False,True,88.466,,,,"LINESTRING (139.8341809 38.9181779, 139.833807 38.9174374)",,,
110038833,unclassified,False,False,90.759,,,,"LINESTRING (139.8341809 38.9181779, 139.8351505 38.9178663)",,,
110038833,unclassified,False,True,73.138,,,,"LINESTRING (139.8341809 38.9181779, 139.8333996 38.9184291)",,,
110030180,primary,False,False,106.866,,42,酒田港線,"LINESTRING (139.8375351 38.914853, 139.8363885 38.9152104)",,,
110030180,primary,False,True,92.637,,42,酒田港線,"LINESTRING (139.8375351 38.914853, 139.8385296 38.9145443)",,,
110032689,unclassified,False,True,57.314,,,,"LINESTRING (139.8375351 38.914853, 139.8377725 38.9153342)",,,
110032605,unclassified,False,True,174.61599999999999,,,,"LINESTRING (139.8375351 38.914853, 139.8372161 38.9142037, 139.8371934 38.9141576, 139.8371681 38.9141061, 139.8371055 38.9139787, 139.8368143 38.9133862)",,,
110028960,unclassified,False,False,83.988,,,,"LINESTRING (139.8332914 38.9145569, 139.8324869 38.9149796)",,,
110029104,unclassified,False,True,57.504,,,,"LINESTRING (139.8332914 38.9145569, 139.8329212 38.9141274)",,,
110029277,unclassified,False,True,1.199,,,,"LINESTRING (139.8332914 38.9145569, 139.8333016 38.9145496)",,,
