osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,bridge,maxspeed
112925499,unclassified,False,True,91.052,,,"LINESTRING (136.123723 35.978376, 136.123625 35.979191)",,,
112923747,secondary,False,False,56.021,184,別所朝日線,"LINESTRING (136.123723 35.978376, 136.12382 35.977901, 136.123825 35.977879)",,,
"[112924113, 112925115]",secondary,False,"[False, True]",212.77700000000002,184,別所朝日線,"LINESTRING (136.123723 35.978376, 136.123412 35.978408, 136.12292 35.978481, 136.122622 35.978509, 136.122359 35.978498, 136.122245 35.978485, 136.12211 35.978476, 136.121583 35.978479, 136.121473 35.978496, 136.121375 35.978496)",,,
112925499,unclassified,False,False,91.052,,,"LINESTRING (136.123625 35.979191, 136.123723 35.978376)",,,
112925154,unclassified,False,True,119.82,,,"LINESTRING (136.1257803 35.9705512, 136.125947 35.970554, 136.127111 35.970587)",,,
112925189,secondary,False,False,88.296,187,寺朝日線,"LINESTRING (136.1257803 35.9705512, 136.1257592 35.9706496, 136.1256467 35.9713378)",,,
112925472,residential,False,False,86.44999999999999,,,"LINESTRING (136.1257803 35.9705512, 136.125282 35.970509, 136.125213 35.970492, 136.12504 35.970475, 136.124991 35.970459, 136.124832 35.970442)",,,
112923693,unclassified,False,True,78.093,,,"LINESTRING (136.123703 35.972724, 136.123294 35.972701, 136.122837 35.972679)",,,
112925416,trunk,False,False,179.331,417,国道417号,"LINESTRING (136.123703 35.972724, 136.123731 35.972251, 136.123758 35.971112)",2,,
112926009,trunk,False,True,101.635,417,国道417号,"LINESTRING (136.123703 35.972724, 136.123724 35.973113, 136.123765 35.973225, 136.123821 35.973298, 136.12389 35.973355, 136.124036 35.973439, 136.1241236 35.9734682, 136.124147 35.973476)",2,,
112923351,unclassified,False,False,72.134,,,"LINESTRING (136.127033 35.971454, 136.127484 35.971473, 136.1278323 35.9715005)",,,
112923713,unclassified,False,True,74.263,,,"LINESTRING (136.127033 35.971454, 136.126965 35.97145, 136.126307 35.971428, 136.126245 35.971417, 136.12621 35.971417)",,,
112924745,residential,False,True,120.815,,,"LINESTRING (136.127033 35.971454, 136.127006 35.97172, 136.12695 35.972476, 136.126943 35.972538)",,,
112925462,residential,False,False,96.774,,,"LINESTRING (136.127033 35.971454, 136.127097 35.970842, 136.127111 35.970785, 136.127111 35.970627, 136.127111 35.970587)",,,
112922167,residential,False,False,39.73,,,"LINESTRING (136.124193 35.977404, 136.12463 35.977353)",,,
112922239,unclassified,False,True,70.256,,,"LINESTRING (136.127852 35.975039, 136.127892 35.974408)",,,
112922905,residential,False,True,103.29299999999999,,,"LINESTRING (136.127852 35.975039, 136.127775 35.975045, 136.127152 35.975107, 136.126743 35.975163, 136.126715 35.975163)",,,
