osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
41844187,2,27,国道27号,trunk,False,False,64.243,"LINESTRING (135.6155968 35.4831513, 135.6148917 35.4830869)",,
39890218,,1,,primary,False,True,40.697,"LINESTRING (135.6155968 35.4831513, 135.6155445 35.4833267, 135.6154718 35.4835025)",,
723697000,2,27,国道27号,trunk,False,True,368.459,"LINESTRING (135.6155968 35.4831513, 135.6161865 35.4831983, 135.6164214 35.483214, 135.6166515 35.4832295, 135.6169448 35.4832423, 135.6171297 35.4832425, 135.6173117 35.4832407, 135.617596 35.4832231, 135.6182465 35.483179, 135.6190329 35.4831286, 135.6193077 35.4831105, 135.6194715 35.483096, 135.6196521 35.4830747)",,
162325156,,1,小浜綾部線,primary,False,False,99.961,"LINESTRING (135.618082 35.4774439, 135.6180104 35.477569, 135.6177392 35.4782972)",,
162325526,1,,,residential,False,True,94.684,"LINESTRING (135.618082 35.4774439, 135.6181318 35.4774719, 135.6183076 35.4776186, 135.6185283 35.4778238, 135.6186318 35.477961, 135.6187089 35.4781119)",,
162325156,,1,小浜綾部線,primary,False,False,134.84,"LINESTRING (135.6173307 35.4794541, 135.6169225 35.4806203)",,
162325156,,1,小浜綾部線,primary,False,True,133.854,"LINESTRING (135.6173307 35.4794541, 135.6177392 35.4782972)",,
162326113,1,,,residential,False,False,75.321,"LINESTRING (135.6173307 35.4794541, 135.6181307 35.4796397)",,
477391827,1,,,residential,False,True,43.934,"LINESTRING (135.6173307 35.4794541, 135.6168653 35.4793424)",,
162325156,,1,小浜綾部線,primary,False,True,134.84,"LINESTRING (135.6169225 35.4806203, 135.6173307 35.4794541)",,
477391851,1,,,residential,False,True,44.169,"LINESTRING (135.6169225 35.4806203, 135.6164542 35.4805091)",,
791352794,2,,,tertiary,False,False,8.463,"LINESTRING (135.6169225 35.4806203, 135.6170116 35.4806433)",,
162325156,,1,小浜綾部線,primary,False,False,248.544,"LINESTRING (135.6169225 35.4806203, 135.6168194 35.4808795, 135.6167392 35.4810231, 135.6166721 35.4811186, 135.6166038 35.4811991, 135.6164986 35.4813031, 135.616388 35.4813934, 135.6163103 35.4814523, 135.6162097 35.4815287, 135.6159886 35.4816829, 135.6159032 35.4817583, 135.6157911 35.481873, 135.6155808 35.482108, 135.6153493 35.482414)",,
39890218,,1,,primary,False,False,28.252000000000002,"LINESTRING (135.6149062 35.4839088, 135.6149831 35.483905, 135.6150536 35.4838908, 135.6151205 35.4838681, 135.6151997 35.4838335)",,
"[39890218, 39890219, 162325156]",,1,小浜綾部線,primary,False,True,205.59700000000004,"LINESTRING (135.6149062 35.4839088, 135.6148485 35.4838999, 135.6147964 35.4838842, 135.6147255 35.4838502, 135.6146515 35.4837961, 135.6145902 35.4837301, 135.6145523 35.4836671, 135.6145267 35.4835906, 135.6145227 35.4835107, 135.6145316 35.4834522, 135.6145559 35.4833901, 135.6145951 35.483323, 135.614692 35.4831902, 135.615033 35.4827808, 135.6153493 35.482414)",yes,
477391855,,,,primary_link,True,False,45.341,"LINESTRING (135.6149062 35.4839088, 135.6149724 35.4839591, 135.6150901 35.4839859, 135.6151438 35.4840092, 135.6152071 35.4840429, 135.6153255 35.4841199)",,
162326475,2,,,tertiary,False,False,33.822,"LINESTRING (135.6151997 35.4838335, 135.6153255 35.4841199)",,
39890218,,1,,primary,False,False,44.918,"LINESTRING (135.6151997 35.4838335, 135.6152971 35.4837614, 135.6153717 35.4836767, 135.6154246 35.4835955, 135.6154718 35.4835025)",,
39890218,,1,,primary,False,True,28.252,"LINESTRING (135.6151997 35.4838335, 135.6151205 35.4838681, 135.6150536 35.4838908, 135.6149831 35.483905, 135.6149062 35.4839088)",,
1263089828,2,27,国道27号,trunk,False,False,32.122,"LINESTRING (135.6242816 35.4821541, 135.6239945 35.4823238)",,
162325185,2,241,赤礁崎公園線,secondary,False,True,12.287,"LINESTRING (135.6239945 35.4823238, 135.6240634 35.482419)",,
1263089828,2,27,国道27号,trunk,False,True,32.122,"LINESTRING (135.6239945 35.4823238, 135.6242816 35.4821541)",,
162325041,2,27,国道27号,trunk,False,False,36.535,"LINESTRING (135.6239945 35.4823238, 135.6238331 35.4823932, 135.6236328 35.4824692)",,
162325041,2,27,国道27号,trunk,False,False,16.275,"LINESTRING (135.6220248 35.4827384, 135.6218453 35.4827461)",,
162325041,2,27,国道27号,trunk,False,True,9.494,"LINESTRING (135.6220248 35.4827384, 135.6221295 35.4827337)",,
"[162325506, 162325651]",1,,,"['unclassified', 'residential']",False,True,46.961,"LINESTRING (135.6220248 35.4827384, 135.622007 35.4825561, 135.6219725 35.4823183)",,
162326813,1,,,residential,False,True,165.51099999999997,"LINESTRING (135.6196521 35.4830747, 135.6196453 35.4831273, 135.6195444 35.4833487, 135.6193074 35.4838367, 135.6192994 35.4838867, 135.6193043 35.4839408, 135.6193222 35.4840005, 135.619322 35.4840494, 135.6192765 35.4842277, 135.619213 35.4844756, 135.6192254 35.4844977)",,
723697000,2,27,国道27号,trunk,False,False,368.459,"LINESTRING (135.6196521 35.4830747, 135.6194715 35.483096, 135.6193077 35.4831105, 135.6190329 35.4831286, 135.6182465 35.483179, 135.617596 35.4832231, 135.6173117 35.4832407, 135.6171297 35.4832425, 135.6169448 35.4832423, 135.6166515 35.4832295, 135.6164214 35.483214, 135.6161865 35.4831983, 135.6155968 35.4831513)",,
723697000,2,27,国道27号,trunk,False,True,82.78800000000001,"LINESTRING (135.6196521 35.4830747, 135.6197905 35.4830542, 135.6199845 35.4830228, 135.6205425 35.4829069)",,
162326391,1,,,residential,False,False,56.694,"LINESTRING (135.6207498 35.4774596, 135.6207784 35.4774504, 135.6210531 35.4773573, 135.621329 35.477266)",,
162326595,1,,,residential,False,False,138.37500000000003,"LINESTRING (135.6207498 35.4774596, 135.6207634 35.4774947, 135.6208428 35.4776456, 135.620894 35.4777425, 135.6209057 35.4777647, 135.6210106 35.4778812, 135.6210951 35.4779877, 135.6211928 35.4780863, 135.6213105 35.4782004, 135.6213688 35.4782519, 135.6214357 35.4783257, 135.6214873 35.4783743, 135.6215567 35.4784302, 135.6216157 35.4784683)",,
162326627,1,,,residential,False,True,61.022999999999996,"LINESTRING (135.6207498 35.4774596, 135.6204082 35.477569, 135.6203848 35.4775767, 135.6203274 35.4775955, 135.6201245 35.4776642)",,
162326372,,,,unclassified,False,False,32.409,"LINESTRING (135.624254 35.477713, 135.6242144 35.4778557, 135.6242061 35.4780007)",,
162326627,1,,,residential,False,True,51.851,"LINESTRING (135.6195636 35.4778478, 135.6190301 35.4780172)",,
162326627,1,,,residential,False,False,54.742000000000004,"LINESTRING (135.6195636 35.4778478, 135.619938 35.4777274, 135.6201245 35.4776642)",,
477391809,2,,,tertiary,False,False,53.49499999999999,"LINESTRING (135.6195636 35.4778478, 135.6196562 35.4780406, 135.6196957 35.478147, 135.6197327 35.4783071)",,
162325526,1,,,residential,False,False,94.68400000000001,"LINESTRING (135.6187089 35.4781119, 135.6186318 35.477961, 135.6185283 35.4778238, 135.6183076 35.4776186, 135.6181318 35.4774719, 135.618082 35.4774439)",,
162325526,1,,,residential,False,True,53.489999999999995,"LINESTRING (135.6187089 35.4781119, 135.6187713 35.4782611, 135.618889 35.47857)",,
162326518,1,,,residential,False,False,44.876000000000005,"LINESTRING (135.6187089 35.4781119, 135.6186623 35.4781599, 135.6185446 35.4784886)",,
162326627,1,,,residential,False,False,30.993,"LINESTRING (135.6187089 35.4781119, 135.6187646 35.4781024, 135.6189835 35.478032, 135.6190301 35.4780172)",,
162326372,,,,unclassified,False,False,52.86,"LINESTRING (135.6242061 35.4780007, 135.6242029 35.478112, 135.6241901 35.4782274, 135.6241732 35.4784752)",,
162326372,,,,unclassified,False,True,32.409,"LINESTRING (135.6242061 35.4780007, 135.6242144 35.4778557, 135.624254 35.477713)",,
162325526,1,,,residential,False,True,47.182,"LINESTRING (135.618889 35.47857, 135.6190452 35.4789748)",,
477391825,1,,,residential,False,False,32.472,"LINESTRING (135.618889 35.47857, 135.6185446 35.4784886)",,
162325526,1,,,residential,False,False,53.489999999999995,"LINESTRING (135.618889 35.47857, 135.6187713 35.4782611, 135.6187089 35.4781119)",,
162325268,1,,,residential,False,True,110.756,"LINESTRING (135.6235348 35.4783933, 135.6235258 35.4784891, 135.623533 35.4787318, 135.6235418 35.4790011, 135.623565 35.479156, 135.6235932 35.4792808, 135.6236412 35.4793781)",,
"[162325610, 162325605, 162325589]",1,,,residential,False,False,58.544,"LINESTRING (135.6235348 35.4783933, 135.6235818 35.478403, 135.6241224 35.4784671, 135.6241732 35.4784752)",yes,
162326462,1,,,residential,False,False,90.75200000000001,"LINESTRING (135.6235348 35.4783933, 135.6234578 35.4783773, 135.6233957 35.4783791, 135.6233396 35.478389, 135.6232875 35.47841, 135.6232462 35.4784405, 135.6232094 35.4784796, 135.623055 35.478727, 135.6229821 35.4788462, 135.6229345 35.4789399)",,
162325259,1,,,residential,False,True,85.664,"LINESTRING (135.622742 35.4782872, 135.6227678 35.4784157, 135.6227166 35.4784756, 135.622632 35.4785926, 135.622688 35.4786867, 135.6228477 35.478886, 135.6229345 35.4789399)",,
788130644,1,,,residential,False,True,32.502,"LINESTRING (135.622742 35.4782872, 135.6226216 35.4782713, 135.6224855 35.4782204, 135.6224044 35.4781943)",,
162326519,1,,,residential,False,True,18.482,"LINESTRING (135.6216157 35.4784683, 135.621521 35.4785783, 135.6215004 35.4786054)",,
162326595,1,,,residential,False,True,138.37500000000003,"LINESTRING (135.6216157 35.4784683, 135.6215567 35.4784302, 135.6214873 35.4783743, 135.6214357 35.4783257, 135.6213688 35.4782519, 135.6213105 35.4782004, 135.6211928 35.4780863, 135.6210951 35.4779877, 135.6210106 35.4778812, 135.6209057 35.4777647, 135.620894 35.4777425, 135.6208428 35.4776456, 135.6207634 35.4774947, 135.6207498 35.4774596)",,
788130647,1,,,residential,False,False,65.597,"LINESTRING (135.6216157 35.4784683, 135.6216535 35.4784196, 135.6216705 35.4783797, 135.6216835 35.4783475, 135.6217226 35.4782681, 135.6217726 35.47822, 135.6218421 35.4781613, 135.6218892 35.478099, 135.6220097 35.4779817)",,
"[162325577, 162326034]",,,,unclassified,False,False,7.766,"LINESTRING (135.6241732 35.4784752, 135.6242048 35.4784842, 135.6242536 35.4784995)",,
"[162325610, 162325589, 162325605]",1,,,residential,False,True,58.544,"LINESTRING (135.6241732 35.4784752, 135.6241224 35.4784671, 135.6235818 35.478403, 135.6235348 35.4783933)",yes,
