osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,lanes
135352253,unclassified,False,False,73.64,"LINESTRING (130.660386 32.683685, 130.6598564 32.6841748)",,,,,
135351664,unclassified,False,False,65.61,"LINESTRING (130.660386 32.683685, 130.6605417 32.6838122, 130.660889 32.684096)",,,,,
135351629,unclassified,False,True,71.391,"LINESTRING (130.660889 32.684096, 130.6603701 32.6845666)",,,,,
135351664,unclassified,False,True,65.61,"LINESTRING (130.660889 32.684096, 130.6605417 32.6838122, 130.660386 32.683685)",,,,,
135351794,unclassified,False,False,64.46799999999999,"LINESTRING (130.660889 32.684096, 130.6613347 32.6844285, 130.6614055 32.6844796)",,,,,
135351958,unclassified,False,False,76.447,"LINESTRING (130.6580323 32.6841401, 130.6586434 32.6845963)",,,,,
135352009,unclassified,False,True,109.881,"LINESTRING (130.6580323 32.6841401, 130.6572816 32.6848999)",,,,,
135351111,secondary,False,False,3.79,"LINESTRING (130.6598564 32.6841748, 130.6598864 32.6841977)",297,川尻宇土線,50,,
135352253,unclassified,False,True,73.64,"LINESTRING (130.6598564 32.6841748, 130.660386 32.683685)",,,,,
135351794,unclassified,False,True,64.46799999999999,"LINESTRING (130.6614055 32.6844796, 130.6613347 32.6844285, 130.660889 32.684096)",,,,,
135352511,unclassified,False,False,38.314,"LINESTRING (130.6614055 32.6844796, 130.6614577 32.6845221, 130.661704 32.6847154)",,,,,
135353678,tertiary,False,False,72.26400000000001,"LINESTRING (130.6614055 32.6844796, 130.6609539 32.6849052, 130.6608914 32.6849645)",,,,,
135351629,unclassified,False,False,71.391,"LINESTRING (130.6603701 32.6845666, 130.660889 32.684096)",,,,,
135351111,secondary,False,False,65.863,"LINESTRING (130.6603701 32.6845666, 130.6604104 32.6845982, 130.6608137 32.6849065, 130.6608914 32.6849645)",297,川尻宇土線,50,,
135351111,secondary,False,True,61.089,"LINESTRING (130.6603701 32.6845666, 130.6599188 32.6842224, 130.6598864 32.6841977)",297,川尻宇土線,50,,
135351629,unclassified,False,True,111.113,"LINESTRING (130.6603701 32.6845666, 130.6601213 32.6847955, 130.6597941 32.6849716, 130.6595202 32.6852509)",,,,,
412948559,unclassified,False,False,29.57,"LINESTRING (130.663462 32.684804, 130.663332 32.6849162, 130.6632322 32.684986)",,,,,
