osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
175529785,300,基山公園線,secondary,False,True,41.527,"LINESTRING (130.5224649 33.4262694, 130.522909 33.4263152)",,
159630646,,,tertiary,False,False,554.906,"LINESTRING (130.5224649 33.4262694, 130.5224181 33.4268813, 130.5223695 33.4274497, 130.5223542 33.4276268, 130.5223348 33.4278503, 130.5223593 33.4280102, 130.5224182 33.4281424, 130.522555 33.4282893, 130.5226904 33.4283598, 130.522868 33.4284523, 130.5229975 33.4285392, 130.5231104 33.4286959, 130.5231213 33.4287406, 130.5231472 33.4288468, 130.5232316 33.4293212, 130.5232238 33.4294296, 130.5230666 33.4300689, 130.5230851 33.4302407, 130.5231535 33.4303962, 130.5235563 33.4308379)",,
175434453,300,基山公園線,secondary,False,True,196.633,"LINESTRING (130.5224649 33.4262694, 130.5217421 33.4262105, 130.5213626 33.4261343, 130.5204293 33.4258294)",,
159630646,,,tertiary,False,True,122.334,"LINESTRING (130.5243584 33.431711, 130.5235563 33.4308379)",,
175435648,,,unclassified,False,True,38.52,"LINESTRING (130.5243584 33.431711, 130.5240764 33.4319652)",,
175437006,,,tertiary,False,False,205.696,"LINESTRING (130.5203275 33.4234084, 130.520438 33.4246551, 130.5203915 33.4252536)",,
175437929,,,residential,False,True,51.408,"LINESTRING (130.5174459 33.4235692, 130.5174798 33.4236, 130.5178202 33.42391)",,
175439515,,,residential,False,True,154.74499999999998,"LINESTRING (130.5174459 33.4235692, 130.5170229 33.423724, 130.5167668 33.4238348, 130.5166125 33.4238953, 130.5164723 33.4239154, 130.5163742 33.423927, 130.5162781 33.4239391, 130.5162071 33.423983, 130.5160166 33.4241973)",,
175434222,,,unclassified,False,True,177.788,"LINESTRING (130.5245175 33.423628, 130.5240654 33.4237728, 130.5239044 33.423876, 130.5237307 33.4239972, 130.5235725 33.4241052, 130.5234117 33.4242499, 130.5230968 33.4246376)",,
175437929,,,residential,False,False,51.408,"LINESTRING (130.5178202 33.42391, 130.5174798 33.4236, 130.5174459 33.4235692)",,
"[175437960, 175439796]",,,"['unclassified', 'residential']",False,True,146.045,"LINESTRING (130.5178202 33.42391, 130.5177448 33.4239396, 130.517563 33.4239658, 130.5173994 33.4240026, 130.517267 33.42408, 130.5171546 33.424178, 130.5170578 33.424287, 130.5170005 33.4243309, 130.5168875 33.4243833, 130.5167941 33.4244346, 130.516642 33.4244885, 130.5165165 33.4245786)",,
