osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,bridge,tunnel
66691422,unclassified,False,True,26.713,,,,"LINESTRING (135.957554 34.5288871, 135.957374 34.5286981)",,
1183809462,trunk,False,True,43.782,2,370,国道370号,"LINESTRING (135.957554 34.5288871, 135.9578977 34.5291607)",,
461566665,trunk,False,False,26.088,2,370,国道370号,"LINESTRING (135.957554 34.5288871, 135.9573548 34.5289052, 135.9572725 34.5289205)",,
1183809352,trunk,False,False,45.328,2,370,国道370号,"LINESTRING (135.9483855 34.5262569, 135.9478908 34.5262488)",,
66690391,secondary,False,False,54.179,2,198,粟原榛原線,"LINESTRING (135.9483855 34.5262569, 135.9486335 34.5262612, 135.948805 34.5262707, 135.9489758 34.5262831)",,
461566665,trunk,False,True,14.791,2,370,国道370号,"LINESTRING (135.9483855 34.5262569, 135.9483862 34.5263234, 135.9484286 34.52638)",,
73856193,primary,False,False,49.09,2,31,榛原菟田野御杖線,"LINESTRING (135.9517394 34.5261624, 135.9519093 34.5257437)",,
73856192,unclassified,False,True,121.318,,,,"LINESTRING (135.9517394 34.5261624, 135.9519535 34.5262647, 135.9522673 34.5263431, 135.9529749 34.5265451)",,
"[380599448, 73856193, 380599447]",primary,False,True,63.162000000000006,2,31,榛原菟田野御杖線,"LINESTRING (135.9517394 34.5261624, 135.9517165 34.5262033, 135.9515626 34.526633, 135.9515356 34.5267046)",yes,
66690400,unclassified,False,True,55.535,,,,"LINESTRING (135.9572149 34.5284381, 135.9570426 34.5282585, 135.956721 34.5282039)",,
66690403,unclassified,False,True,149.496,,,,"LINESTRING (135.9572149 34.5284381, 135.9560079 34.5287187, 135.9556417 34.5286422)",,
"[66691422, 66691421, 461566662]",unclassified,False,False,32.433,,,,"LINESTRING (135.9572149 34.5284381, 135.9573082 34.5285757, 135.957344 34.5286334, 135.957374 34.5286981)",yes,
380599447,primary,False,False,12.458,2,31,榛原菟田野御杖線,"LINESTRING (135.9555946 34.5293442, 135.9556079 34.5292327)",,
461566665,trunk,False,True,123.178,2,370,国道370号,"LINESTRING (135.9555946 34.5293442, 135.9568777 34.5290129)",,
461566665,trunk,False,False,70.71000000000001,2,370,国道370号,"LINESTRING (135.9555946 34.5293442, 135.9552618 34.529432, 135.9550622 34.5294707, 135.954845 34.5294782)",,
66690400,unclassified,False,False,121.292,,,,"LINESTRING (135.9556417 34.5286422, 135.9557372 34.5283987, 135.9562054 34.5282818, 135.956721 34.5282039)",,
66690403,unclassified,False,False,149.496,,,,"LINESTRING (135.9556417 34.5286422, 135.9560079 34.5287187, 135.9572149 34.5284381)",,
380599447,primary,False,False,64.016,2,31,榛原菟田野御杖線,"LINESTRING (135.9556417 34.5286422, 135.955552 34.5286152, 135.9549642 34.5285032)",,
380599447,primary,False,True,66.308,2,31,榛原菟田野御杖線,"LINESTRING (135.9556417 34.5286422, 135.9556693 34.5287178, 135.9556079 34.5292327)",,
66690391,secondary,False,True,25.992,2,198,粟原榛原線,"LINESTRING (135.9515356 34.5267046, 135.9512632 34.5266392)",,
"[380599448, 73856193, 380599447]",primary,False,False,63.162,2,31,榛原菟田野御杖線,"LINESTRING (135.9515356 34.5267046, 135.9515626 34.526633, 135.9517165 34.5262033, 135.9517394 34.5261624)",yes,
380599447,primary,False,True,211.161,2,31,榛原菟田野御杖線,"LINESTRING (135.9515356 34.5267046, 135.9518075 34.5267801, 135.9519763 34.5268692, 135.9524537 34.527303, 135.9526889 34.5275538, 135.9529355 34.527732, 135.953263 34.5279127)",,
66690400,unclassified,False,False,55.535,,,,"LINESTRING (135.956721 34.5282039, 135.9570426 34.5282585, 135.9572149 34.5284381)",,
66690400,unclassified,False,True,121.292,,,,"LINESTRING (135.956721 34.5282039, 135.9562054 34.5282818, 135.9557372 34.5283987, 135.9556417 34.5286422)",,
"[73856176, 598006945, 1257487940]",unclassified,False,"[False, True]",74.409,,,,"LINESTRING (135.956721 34.5282039, 135.956678 34.5279768, 135.9566831 34.5275833, 135.9566837 34.5275375)",yes,
380599447,primary,False,True,8.512,2,31,榛原菟田野御杖線,"LINESTRING (135.953263 34.5279127, 135.9533431 34.5279515)",,
67493698,tertiary,False,True,151.89600000000004,2,,,"LINESTRING (135.953263 34.5279127, 135.9529576 34.5284362, 135.9528113 34.5286422, 135.9527889 34.5286638, 135.9527605 34.5286799, 135.9527324 34.5286887, 135.9527027 34.528692, 135.952548 34.528645, 135.9525273 34.5286434, 135.9525069 34.5286467, 135.9524885 34.5286547, 135.9524739 34.5286661, 135.9524638 34.5286804, 135.9524587 34.5286965, 135.9524181 34.528897)",,
380599447,primary,False,False,211.16100000000003,2,31,榛原菟田野御杖線,"LINESTRING (135.953263 34.5279127, 135.9529355 34.527732, 135.9526889 34.5275538, 135.9524537 34.527303, 135.9519763 34.5268692, 135.9518075 34.5267801, 135.9515356 34.5267046)",,
67504842,unclassified,False,False,109.86799999999998,,,,"LINESTRING (135.9526543 34.5301129, 135.9526574 34.530038, 135.9526636 34.5298929, 135.9526318 34.5298688, 135.9518811 34.5298566, 135.951743 34.5298577)",,
67504851,tertiary,False,True,71.302,2,,,"LINESTRING (135.9526543 34.5301129, 135.9523221 34.5301028, 135.9518764 34.5300908)",,
"[75626505, 435126371, 435011398]",tertiary,False,False,375.509,2,,,"LINESTRING (135.9526543 34.5301129, 135.9529547 34.5301254, 135.9532016 34.5301268, 135.953652 34.5301272, 135.9539252 34.5301274, 135.9542066 34.5301207, 135.9542723 34.5301197, 135.9545086 34.5301324, 135.9549305 34.5301779, 135.955254 34.5302323, 135.9556134 34.5302886, 135.9559363 34.5303212, 135.9563925 34.5303682, 135.9567237 34.5304208)",,
67504842,unclassified,False,False,84.66799999999999,,,,"LINESTRING (135.951743 34.5298577, 135.9517403 34.529776, 135.9516381 34.5295167, 135.9516355 34.529457, 135.9516346 34.5294256, 135.9516645 34.5293221, 135.9516807 34.5292893, 135.9516936 34.5292476, 135.9517554 34.5291268)",,
67504842,unclassified,False,True,109.868,,,,"LINESTRING (135.951743 34.5298577, 135.9518811 34.5298566, 135.9526318 34.5298688, 135.9526636 34.5298929, 135.9526574 34.530038, 135.9526543 34.5301129)",,
175417853,unclassified,False,False,83.38499999999999,,,,"LINESTRING (135.951743 34.5298577, 135.9512491 34.5298485, 135.950833 34.5298401)",,
67493686,tertiary,False,True,46.552,2,,,"LINESTRING (135.9518764 34.5300908, 135.9518633 34.530448, 135.9518522 34.5305086)",,
67504851,tertiary,False,False,71.302,2,,,"LINESTRING (135.9518764 34.5300908, 135.9523221 34.5301028, 135.9526543 34.5301129)",,
75626534,tertiary,False,False,152.265,2,,,"LINESTRING (135.9518764 34.5300908, 135.9517316 34.5300893, 135.95153 34.5300974, 135.9507662 34.5300976, 135.9502145 34.5300934)",,
67493698,tertiary,False,False,43.306,2,,,"LINESTRING (135.952358 34.5292833, 135.9524181 34.528897)",,
