osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,tunnel,bridge
123970992,unclassified,False,False,35.883,,,,"LINESTRING (136.9626687 35.7483612, 136.9624029 35.7486012)",,
124074654,trunk,False,False,96.223,2,256;472,国道256号,"LINESTRING (136.9626687 35.7483612, 136.9627878 35.7486162, 136.9629477 35.7488884, 136.9631435 35.7491323)",,
"[289160394, 123960674, 124074654]",trunk,False,True,193.01,2,256;472,国道256号,"LINESTRING (136.9626687 35.7483612, 136.9625459 35.7481291, 136.9622889 35.7478599, 136.9619877 35.7476864, 136.961463 35.7474478, 136.9610705 35.7472917)",yes,yes
123967294,unclassified,False,True,41.628,,,,"LINESTRING (136.9642198 35.7502313, 136.9638264 35.7504268)",,
124074654,trunk,False,False,66.743,2,256;472,国道256号,"LINESTRING (136.9642198 35.7502313, 136.9644188 35.7508094)",,
124074654,trunk,False,True,106.10499999999999,2,256;472,国道256号,"LINESTRING (136.9642198 35.7502313, 136.9640463 35.7499512, 136.96377 35.7496637, 136.9635348 35.7494642)",,
"[123977873, 123960778, 904934390]",trunk,False,True,99.225,2,472,国道472号,"LINESTRING (136.9650498 35.7516439, 136.9649851 35.7518747, 136.9647611 35.7523557, 136.96468 35.7524809)",,yes
124074654,trunk,False,True,31.852,2,256;472,国道256号,"LINESTRING (136.9650498 35.7516439, 136.9648769 35.7516075, 136.9647343 35.7515261)",,
286283330,trunk,False,False,57.862,2,256,国道256号,"LINESTRING (136.9650498 35.7516439, 136.9655271 35.7516469, 136.965689 35.7516263)",,
"[123972880, 123974588]",unclassified,False,False,100.134,,,,"LINESTRING (136.96468 35.7524809, 136.964341 35.7523024, 136.9640472 35.7521672, 136.9637306 35.7520153)",,
123974775,unclassified,False,False,93.39,,,,"LINESTRING (136.96468 35.7524809, 136.9648013 35.7525678, 136.965241 35.752746, 136.965358 35.752791, 136.965531 35.752859, 136.96558 35.752887)",,
"[123977873, 123960778, 904934390]",trunk,False,False,99.225,2,472,国道472号,"LINESTRING (136.96468 35.7524809, 136.9647611 35.7523557, 136.9649851 35.7518747, 136.9650498 35.7516439)",,yes
123967294,unclassified,False,False,41.628,,,,"LINESTRING (136.9638264 35.7504268, 136.9642198 35.7502313)",,
123968240,unclassified,False,False,34.781,,,,"LINESTRING (136.9638264 35.7504268, 136.9635118 35.7506075)",,
327719141,secondary,False,True,97.515,1,320,有穂中坪線,"LINESTRING (136.9638264 35.7504268, 136.9631133 35.7497679)",,
327719141,secondary,False,False,73.325,1,320,有穂中坪線,"LINESTRING (136.9638264 35.7504268, 136.9642246 35.7508107, 136.9644188 35.7508094)",,
56445669,secondary,False,False,64.254,,320,有穂中坪線,"LINESTRING (136.9618569 35.7491196, 136.9612385 35.7488332)",,
123977872,secondary,False,True,12.66,,320,有穂中坪線,"LINESTRING (136.9618569 35.7491196, 136.9619713 35.7491855)",,
123970992,unclassified,False,True,75.91400000000002,,,,"LINESTRING (136.9618569 35.7491196, 136.961998 35.749005, 136.96235 35.748649, 136.9624029 35.7486012)",,
56445669,secondary,False,False,80.496,,320,有穂中坪線,"LINESTRING (136.9612385 35.7488332, 136.9604042 35.7485771)",,
56445669,secondary,False,True,64.254,,320,有穂中坪線,"LINESTRING (136.9612385 35.7488332, 136.9618569 35.7491196)",,
123967021,unclassified,False,True,62.971,,,,"LINESTRING (136.9612385 35.7488332, 136.9610387 35.7493758)",,
56445669,secondary,False,False,60.629,,320,有穂中坪線,"LINESTRING (136.9594584 35.7484089, 136.9587985 35.7483066)",,
56445669,secondary,False,True,30.776,,320,有穂中坪線,"LINESTRING (136.9594584 35.7484089, 136.959798 35.7484342)",,
123971206,unclassified,False,True,60.074,,,,"LINESTRING (136.9594584 35.7484089, 136.9595824 35.7478781)",,
56445669,secondary,False,True,60.629,,320,有穂中坪線,"LINESTRING (136.9587985 35.7483066, 136.9594584 35.7484089)",,
123964815,unclassified,False,False,64.606,,,,"LINESTRING (136.9587985 35.7483066, 136.9590185 35.7477537)",,
"[327719144, 327719145, 327719142]",unclassified,False,False,35.403,,,,"LINESTRING (136.9672994 35.7509992, 136.967337 35.7510984, 136.9673765 35.7512107, 136.9674014 35.7513064)",,yes
364227963,trunk,False,False,66.19,2,256,国道256号,"LINESTRING (136.9672994 35.7509992, 136.9671546 35.7510533, 136.9666191 35.7512212)",,
123972515,residential,False,False,82.183,,,,"LINESTRING (136.9666191 35.7512212, 136.966781 35.751405, 136.967285 35.751321, 136.9674014 35.7513064)",,
364227963,trunk,False,False,95.42,2,256,国道256号,"LINESTRING (136.9666191 35.7512212, 136.9665244 35.7512586, 136.9658519 35.751575, 136.965689 35.7516263)",,
364227963,trunk,False,True,66.19,2,256,国道256号,"LINESTRING (136.9666191 35.7512212, 136.9671546 35.7510533, 136.9672994 35.7509992)",,
123961223,secondary,False,True,239.443,,320,有穂中坪線,"LINESTRING (136.965689 35.7516263, 136.9657201 35.7517073, 136.9658009 35.7518091, 136.9662061 35.7520961, 136.9663424 35.752205, 136.9665166 35.7522892, 136.9670763 35.7524543, 136.9676735 35.7526217, 136.967891 35.7527049)",,
286283330,trunk,False,True,57.862,2,256,国道256号,"LINESTRING (136.965689 35.7516263, 136.9655271 35.7516469, 136.9650498 35.7516439)",,
364227963,trunk,False,True,95.42,2,256,国道256号,"LINESTRING (136.965689 35.7516263, 136.9658519 35.751575, 136.9665244 35.7512586, 136.9666191 35.7512212)",,
123967446,residential,False,False,369.18600000000004,,,,"LINESTRING (136.96134 35.74423, 136.961329 35.744278, 136.961265 35.744379, 136.961142 35.744532, 136.961025 35.744672, 136.961025 35.744779, 136.9611 35.744813, 136.961245 35.744779, 136.9613 35.745371, 136.961335 35.745517, 136.96141 35.745715, 136.961439 35.745986, 136.961494 35.746137, 136.961632 35.746414, 136.961681 35.746566, 136.961694 35.746752, 136.961681 35.746825, 136.961605 35.747011, 136.9614868 35.7472042)",,
123966537,unclassified,False,False,82.852,,,,"LINESTRING (136.9591009 35.7470116, 136.9590185 35.7477537)",,
123974564,unclassified,False,False,62.891,,,,"LINESTRING (136.9609308 35.7474304, 136.9605804 35.7479193)",,
123974564,unclassified,False,True,77.78399999999999,,,,"LINESTRING (136.9609308 35.7474304, 136.960788 35.7474701, 136.9606223 35.7475203, 136.9604566 35.7476045, 136.9603329 35.7477139, 136.9602316 35.7478098)",,
