osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge
61291281,2,三本松通り,tertiary,False,False,69.864,,"LINESTRING (130.5105089 33.3195541, 130.5102738 33.3189573)",
61291281,2,三本松通り,tertiary,False,True,53.816,,"LINESTRING (130.5105089 33.3195541, 130.5106882 33.3200143)",
151016027,2,,tertiary,False,True,117.092,,"LINESTRING (130.5105089 33.3195541, 130.5093302 33.3199266)",
61291281,2,三本松通り,tertiary,False,True,80.404,,"LINESTRING (130.5099276 33.3182946, 130.5102738 33.3189573)",
151012617,4,久留米停車場線,primary,False,False,49.516,46,"LINESTRING (130.5099276 33.3182946, 130.5094386 33.3184716)",
915642402,4,久留米停車場線,primary,False,True,120.185,46,"LINESTRING (130.5099276 33.3182946, 130.5111613 33.3179699)",
915642403,2,三本松通り,tertiary,True,False,69.986,,"LINESTRING (130.5099276 33.3182946, 130.5099684 33.3181419, 130.5097564 33.3177034)",
61579138,2,,tertiary,False,False,95.58,,"LINESTRING (130.5033467 33.3205308, 130.5031928 33.3213807)",
61579138,2,,tertiary,False,True,79.933,,"LINESTRING (130.5033467 33.3205308, 130.5034635 33.3198186)",
151012617,4,久留米停車場線,primary,False,True,67.301,46,"LINESTRING (130.5033467 33.3205308, 130.5040266 33.3203221)",
61579137,2,明治通り,trunk,True,False,13.127,264,"LINESTRING (130.508647 33.3156009, 130.5087837 33.3155711)",
425620612,,三本松通り,tertiary,True,False,66.462,,"LINESTRING (130.508647 33.3156009, 130.5088928 33.3161622)",
750403108,,一丁田久留米停車場線,secondary,False,True,16.851,753,"LINESTRING (130.508647 33.3156009, 130.5087526 33.3154777)",
750403109,2,明治通り,secondary,True,False,8.51,753,"LINESTRING (130.5040042 33.3167408, 130.5040921 33.3167193)",
915642444,2,,tertiary,True,False,28.856,,"LINESTRING (130.5040042 33.3167408, 130.5039423 33.3169951)",
61851287,2,,tertiary,False,False,12.325,,"LINESTRING (130.5062194 33.3162067, 130.5061672 33.3161048)",
61851287,2,,tertiary,False,True,63.87,,"LINESTRING (130.5062194 33.3162067, 130.506448 33.3167484)",
750403109,2,明治通り,secondary,True,False,121.154,753,"LINESTRING (130.5062194 33.3162067, 130.507462 33.3158767)",
61579137,2,明治通り,trunk,True,False,13.485,264,"LINESTRING (130.510243 33.3151998, 130.5103807 33.3151615)",
151014031,,,unclassified,False,False,63.75,,"LINESTRING (130.510243 33.3151998, 130.5104387 33.3157493)",
61579138,2,,tertiary,False,True,95.58,,"LINESTRING (130.5031928 33.3213807, 130.5033467 33.3205308)",
151018263,,,tertiary,False,False,80.05000000000001,,"LINESTRING (130.5031928 33.3213807, 130.5033076 33.3213349, 130.5039881 33.3211043)",
452290221,2,ブリヂストン通り,tertiary,False,True,167.15800000000002,,"LINESTRING (130.5031928 33.3213807, 130.5037023 33.3222966, 130.503959 33.3227408)",
915642445,2,,tertiary,True,False,12.394,,"LINESTRING (130.5037465 33.3179577, 130.5037216 33.3180672)",yes
915642448,,,unclassified,False,False,13.32,,"LINESTRING (130.5037465 33.3179577, 130.5038885 33.3179741)",
151019729,,,unclassified,False,True,174.343,,"LINESTRING (130.5037465 33.3179577, 130.5030712 33.3178544, 130.5030803 33.3178083, 130.5031671 33.3173828, 130.503263 33.3168732)",
61851287,2,,tertiary,False,False,81.453,,"LINESTRING (130.5072673 33.3185392, 130.5069486 33.3178568)",
61851287,2,,tertiary,False,True,68.167,,"LINESTRING (130.5072673 33.3185392, 130.5075265 33.3191127)",
151015415,,,tertiary,False,False,116.387,,"LINESTRING (130.5072673 33.3185392, 130.5084208 33.3181312)",
151015415,,,tertiary,False,True,53.532,,"LINESTRING (130.5072673 33.3185392, 130.5067449 33.3187422)",
61851282,2,県道17号医大通り,primary,False,True,82.082,17,"LINESTRING (130.5075265 33.3191127, 130.5078205 33.3198088)",
61851287,2,,tertiary,False,False,68.167,,"LINESTRING (130.5075265 33.3191127, 130.5072673 33.3185392)",
151012617,4,久留米停車場線,primary,False,False,51.719,46,"LINESTRING (130.5075265 33.3191127, 130.5070077 33.3192812)",
151012617,4,久留米停車場線,primary,False,True,115.377,46,"LINESTRING (130.5075265 33.3191127, 130.5086758 33.3187199)",
151016048,,,unclassified,False,False,70.793,,"LINESTRING (130.5121458 33.3176931, 130.5118975 33.3170912)",
387473437,,,unclassified,False,True,58.324,,"LINESTRING (130.5121458 33.3176931, 130.5123534 33.3181881)",
915642402,4,久留米停車場線,primary,False,False,96.518,46,"LINESTRING (130.5121458 33.3176931, 130.5111613 33.3179699)",
151012617,4,久留米停車場線,primary,False,False,67.301,46,"LINESTRING (130.5040266 33.3203221, 130.5033467 33.3205308)",
