osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,est_width,bridge
473030085,False,2,29,奥多摩街道,primary,40,True,41.969,"LINESTRING (139.348952 35.7038697, 139.3493918 35.7037476)",,,
651913927,False,2,29,奥多摩街道,primary,40,True,10.829,"LINESTRING (139.348952 35.7038697, 139.3488367 35.7038965)",,,
"[651915949, 837285918]",True,"['2', '3']",16,東京環状,trunk,60,False,381.099,"LINESTRING (139.348952 35.7038697, 139.3488591 35.7036507, 139.3486985 35.7032746, 139.3485414 35.7028955, 139.3483909 35.7024999, 139.3482903 35.7022435, 139.3481958 35.701982, 139.3480955 35.7017307, 139.3480013 35.7014687, 139.347867 35.7011033, 139.3477768 35.7008485, 139.3476875 35.7006005)",,,
651915390,False,1,,,tertiary,,False,78.15,"LINESTRING (139.3476875 35.7006005, 139.3483875 35.7001872)",,,
651915392,False,1,,,tertiary,,True,14.251,"LINESTRING (139.3476875 35.7006005, 139.3475706 35.7006866)",,,
102980597,False,,,,residential,,True,75.02,"LINESTRING (139.3539097 35.7021568, 139.3534547 35.7015923)",,,
120126590,False,,,,unclassified,,False,169.77,"LINESTRING (139.3539097 35.7021568, 139.3540832 35.7025174, 139.3541856 35.7027113, 139.3542396 35.7027925, 139.3542997 35.7028686, 139.3543569 35.7029311, 139.3544161 35.7029887, 139.3545457 35.7031063, 139.3546794 35.7032206, 139.3548029 35.7033497, 139.3548869 35.7034412)",,,
848169582,False,2,29,奥多摩街道,primary,40,False,100.96300000000001,"LINESTRING (139.3539097 35.7021568, 139.3535058 35.7023367, 139.3529552 35.702582, 139.3529294 35.7025935)",,,
848169582,False,2,29,奥多摩街道,primary,40,True,55.492000000000004,"LINESTRING (139.3539097 35.7021568, 139.3542849 35.7019674, 139.3544356 35.7018988)",,,
651915392,False,1,,,tertiary,,False,14.251,"LINESTRING (139.3475706 35.7006866, 139.3476875 35.7006005)",,,
25666588,False,1,,,tertiary,,True,296.35200000000003,"LINESTRING (139.3475706 35.7006866, 139.347272 35.7008632, 139.3467147 35.7011327, 139.3456758 35.701495, 139.3447143 35.7019821)",,,
651915391,True,2,16,東京環状,trunk,60,False,132.03799999999998,"LINESTRING (139.3475706 35.7006866, 139.347655 35.7008894, 139.3476934 35.7010046, 139.3477375 35.7011477, 139.3478238 35.7014143, 139.3479686 35.7018288)",,,
25666391,True,2,29,新奥多摩街道 (Shin Okutama kaido),primary,60,False,113.722,"LINESTRING (139.3545488 35.7036027, 139.3543082 35.7037175, 139.353915 35.7038992, 139.3536158 35.7040447, 139.3534644 35.7041226)",,,
"[25666579, 473030054]",False,,,,unclassified,,False,79.535,"LINESTRING (139.3545488 35.7036027, 139.3545267 35.7035748, 139.354497 35.7035506, 139.3544656 35.7035435, 139.3544265 35.7035401, 139.3543584 35.7035427, 139.354189 35.7035558, 139.3537086 35.7036238)",,,
238296586,False,,,,tertiary,,False,8.647,"LINESTRING (139.3534794 35.7041994, 139.3534644 35.7041226)",,,
238296586,False,,,,tertiary,,True,55.559,"LINESTRING (139.3534794 35.7041994, 139.3537516 35.7046475)",,,
473030067,True,2,29,新奥多摩街道 (Shin Okutama kaido),primary,60,False,152.359,"LINESTRING (139.3534794 35.7041994, 139.3539305 35.7039801, 139.3549272 35.7034957)",,,
100583909,False,,,,residential,,False,64.937,"LINESTRING (139.3451989 35.7043393, 139.3456971 35.7042158, 139.345873 35.7041415)",,,
765204222,False,,,,residential,,False,65.293,"LINESTRING (139.3451989 35.7043393, 139.3450351 35.704134, 139.3453892 35.7039478)",,,
100583909,False,,,,residential,,True,25.013,"LINESTRING (139.3475028 35.703573, 139.3472586 35.7036792)",,,
120126549,False,,,,residential,,False,71.832,"LINESTRING (139.3475028 35.703573, 139.3475359 35.7036204, 139.3476055 35.7037936, 139.3476468 35.7038834, 139.3476815 35.7039541, 139.3477798 35.7041082, 139.3478156 35.704165)",,,
120126549,False,,,,residential,,True,53.679,"LINESTRING (139.3475028 35.703573, 139.3474099 35.7033702, 139.3474193 35.7032553, 139.3474118 35.7031042)",,,
1245738696,True,,,,residential,,False,30.294,"LINESTRING (139.3476392 35.7018805, 139.3479686 35.7018288)",,3.0m〜5.5m,
120126549,False,,,,residential,,False,158.667,"LINESTRING (139.3476392 35.7018805, 139.3476613 35.7021886, 139.3476227 35.7023417, 139.3476569 35.702623, 139.3473033 35.7027493, 139.3474118 35.7031042)",,,
725465724,False,,,,residential,,True,249.61900000000006,"LINESTRING (139.3476392 35.7018805, 139.3474689 35.7019586, 139.3470939 35.702136, 139.3468865 35.7022053, 139.346447 35.702308, 139.3462316 35.7023634, 139.3461249 35.7024174, 139.3456543 35.7026539, 139.3452648 35.7029671)",,3.0m〜5.5m,
651915391,True,2,16,東京環状,trunk,60,False,128.579,"LINESTRING (139.3479686 35.7018288, 139.3481023 35.7021856, 139.3482466 35.7025733, 139.3482696 35.7026348, 139.348298 35.7026993, 139.348356 35.7028169, 139.3484104 35.7029273)",,,
120126590,False,,,,unclassified,,False,38.162,"LINESTRING (139.3549272 35.7034957, 139.3551854 35.7037674)",,,
120126590,False,,,,unclassified,,True,7.069,"LINESTRING (139.3549272 35.7034957, 139.3548869 35.7034412)",,,
473030067,True,2,29,新奥多摩街道 (Shin Okutama kaido),primary,60,False,24.215,"LINESTRING (139.3549272 35.7034957, 139.3549866 35.7034675, 139.3551595 35.7033869)",,,
120126590,False,,,,unclassified,,True,38.162,"LINESTRING (139.3551854 35.7037674, 139.3549272 35.7034957)",,,
194429176,False,,,,residential,,False,38.477,"LINESTRING (139.3551854 35.7037674, 139.3553439 35.7034462)",,,
"[473030066, 119108722]",False,,,,residential,,False,169.96699999999998,"LINESTRING (139.3551854 35.7037674, 139.3551397 35.7038637, 139.3550445 35.7040074, 139.3550024 35.7040578, 139.3549197 35.7041416, 139.3548042 35.7042348, 139.3546107 35.7043692, 139.354516 35.7044127, 139.3542489 35.704464, 139.3541626 35.7044997, 139.3537516 35.7046475)",,1.5m〜3.0m,
25666391,True,2,29,新奥多摩街道 (Shin Okutama kaido),primary,60,False,35.419,"LINESTRING (139.3548869 35.7034412, 139.3545488 35.7036027)",,,
120126590,False,,,,unclassified,,False,7.069,"LINESTRING (139.3548869 35.7034412, 139.3549272 35.7034957)",,,
120126590,False,,,,unclassified,,True,169.77,"LINESTRING (139.3548869 35.7034412, 139.3548029 35.7033497, 139.3546794 35.7032206, 139.3545457 35.7031063, 139.3544161 35.7029887, 139.3543569 35.7029311, 139.3542997 35.7028686, 139.3542396 35.7027925, 139.3541856 35.7027113, 139.3540832 35.7025174, 139.3539097 35.7021568)",,,
119108729,False,,,,residential,,False,46.406000000000006,"LINESTRING (139.3551781 35.7066389, 139.354805 35.7068589, 139.354764 35.706886)",,1.5m〜3.0m,
238296586,False,,,,tertiary,,False,86.41900000000001,"LINESTRING (139.3551781 35.7066389, 139.3550052 35.7064789, 139.3545699 35.706039)",,,
119108695,False,,,,tertiary,,True,25.232,"LINESTRING (139.353109 35.7055828, 139.3533678 35.7054972)",,5.5m〜13.0m,
119108716,False,,,,unclassified,,False,89.674,"LINESTRING (139.353109 35.7055828, 139.352683 35.7048543)",,3.0m〜5.5m,
119108688,False,,,,tertiary,,False,46.373999999999995,"LINESTRING (139.353109 35.7055828, 139.3528711 35.7056615, 139.3528045 35.7056791, 139.352738 35.7056967, 139.3526231 35.7057134)",,5.5m〜13.0m,
119108712,False,,,,residential,,False,34.672,"LINESTRING (139.3522647 35.7058242, 139.3520328 35.7059795, 139.3519798 35.7060318)",,1.5m〜3.0m,
119108726,False,,,,residential,,False,112.851,"LINESTRING (139.3522647 35.7058242, 139.3524685 35.7059497, 139.3526407 35.7061328, 139.3529429 35.7066548)",,1.5m〜3.0m,
119108730,False,,,,unclassified,,False,34.650000000000006,"LINESTRING (139.3522647 35.7058242, 139.3525171 35.7057407, 139.3526231 35.7057134)",,3.0m〜5.5m,
260047448,False,,,,unclassified,,True,111.16999999999999,"LINESTRING (139.3522647 35.7058242, 139.3521606 35.7058181, 139.3520167 35.7057879, 139.3519364 35.7057556, 139.3518455 35.7057118, 139.3518019 35.7056811, 139.3517618 35.7056418, 139.3516855 35.7055179, 139.3516091 35.7054084, 139.3514281 35.7051778)",,3.0m〜5.5m,
119108699,False,,,,residential,,True,7.626,"LINESTRING (139.3515051 35.7066026, 139.3514449 35.7066507)",,1.5m〜3.0m,
119108703,False,,,,residential,,False,39.027,"LINESTRING (139.3515051 35.7066026, 139.3517045 35.706914)",,1.5m〜3.0m,
119108712,False,,,,residential,,True,76.72999999999999,"LINESTRING (139.3515051 35.7066026, 139.3518224 35.7061869, 139.3519798 35.7060318)",,1.5m〜3.0m,
238296586,False,,,,tertiary,,False,55.559,"LINESTRING (139.3537516 35.7046475, 139.3534794 35.7041994)",,,
238296586,False,,,,tertiary,,True,66.709,"LINESTRING (139.3537516 35.7046475, 139.3540709 35.7051885)",,,
119108713,False,,,,unclassified,,False,59.814,"LINESTRING (139.3537516 35.7046475, 139.3535181 35.7047004, 139.3533364 35.704701, 139.3531051 35.7047476)",,3.0m〜5.5m,
"[473030066, 119108722]",False,,,,residential,,True,169.967,"LINESTRING (139.3537516 35.7046475, 139.3541626 35.7044997, 139.3542489 35.704464, 139.354516 35.7044127, 139.3546107 35.7043692, 139.3548042 35.7042348, 139.3549197 35.7041416, 139.3550024 35.7040578, 139.3550445 35.7040074, 139.3551397 35.7038637, 139.3551854 35.7037674)",,1.5m〜3.0m,
119108716,False,,,,unclassified,,True,26.941,"LINESTRING (139.3525399 35.7046417, 139.352683 35.7048543)",,3.0m〜5.5m,
25666297,True,2,29,新奥多摩街道,primary,60,False,98.06599999999999,"LINESTRING (139.3525399 35.7046417, 139.353085 35.704383, 139.3532537 35.7043003, 139.3534794 35.7041994)",,,
119108680,False,,,,tertiary,,False,105.634,"LINESTRING (139.3531172 35.7065745, 139.3526231 35.7057134)",,5.5m〜13.0m,
119108697,False,,,,tertiary,,True,11.947,"LINESTRING (139.3531172 35.7065745, 139.3532397 35.7065339)",,5.5m〜13.0m,
127347246,False,,,,unclassified,,False,18.228,"LINESTRING (139.3531172 35.7065745, 139.353064 35.7066098, 139.3529429 35.7066548)",,,
119108680,False,,,,tertiary,,True,105.634,"LINESTRING (139.3526231 35.7057134, 139.3531172 35.7065745)",,5.5m〜13.0m,
119108688,False,,,,tertiary,,True,46.374,"LINESTRING (139.3526231 35.7057134, 139.352738 35.7056967, 139.3528045 35.7056791, 139.3528711 35.7056615, 139.353109 35.7055828)",,5.5m〜13.0m,
119108692,False,,,,tertiary,,True,106.888,"LINESTRING (139.3526231 35.7057134, 139.3522394 35.7051129, 139.3520759 35.704861)",,5.5m〜13.0m,
119108730,False,,,,unclassified,,True,34.650000000000006,"LINESTRING (139.3526231 35.7057134, 139.3525171 35.7057407, 139.3522647 35.7058242)",,3.0m〜5.5m,
119108733,False,,,,residential,,True,135.349,"LINESTRING (139.3529294 35.7025935, 139.3530611 35.7027671, 139.3533428 35.703024, 139.3537086 35.7036238)",,1.5m〜3.0m,
848169582,False,2,29,奥多摩街道,primary,40,False,42.061,"LINESTRING (139.3529294 35.7025935, 139.3526246 35.7027426, 139.3525304 35.7027887)",,,
848169582,False,2,29,奥多摩街道,primary,40,True,100.963,"LINESTRING (139.3529294 35.7025935, 139.3529552 35.702582, 139.3535058 35.7023367, 139.3539097 35.7021568)",,,
25666297,True,2,29,新奥多摩街道,primary,60,False,68.281,"LINESTRING (139.3514281 35.7051778, 139.3519151 35.7049398, 139.3520759 35.704861)",,,
260047448,False,,,,unclassified,,False,111.16999999999999,"LINESTRING (139.3514281 35.7051778, 139.3516091 35.7054084, 139.3516855 35.7055179, 139.3517618 35.7056418, 139.3518019 35.7056811, 139.3518455 35.7057118, 139.3519364 35.7057556, 139.3520167 35.7057879, 139.3521606 35.7058181, 139.3522647 35.7058242)",,3.0m〜5.5m,
119108713,False,,,,unclassified,,False,39.917,"LINESTRING (139.3531051 35.7047476, 139.352683 35.7048543)",,3.0m〜5.5m,
119108713,False,,,,unclassified,,True,59.81399999999999,"LINESTRING (139.3531051 35.7047476, 139.3533364 35.704701, 139.3535181 35.7047004, 139.3537516 35.7046475)",,3.0m〜5.5m,
706270094,False,,,,residential,,True,86.71600000000001,"LINESTRING (139.3531051 35.7047476, 139.3532387 35.705179, 139.3533678 35.7054972)",,,
119108697,False,,,,tertiary,,False,50.246,"LINESTRING (139.3545699 35.706039, 139.3540632 35.7062258)",,5.5m〜13.0m,
238296586,False,,,,tertiary,,False,48.906,"LINESTRING (139.3545699 35.706039, 139.3543282 35.7056454)",,,
238296586,False,,,,tertiary,,True,86.41900000000001,"LINESTRING (139.3545699 35.706039, 139.3550052 35.7064789, 139.3551781 35.7066389)",,,
25666297,True,2,29,新奥多摩街道,primary,60,False,48.476,"LINESTRING (139.3520759 35.704861, 139.3525399 35.7046417)",,,
119108692,False,,,,tertiary,,True,6.801,"LINESTRING (139.3520759 35.704861, 139.3520394 35.7048075)",,5.5m〜13.0m,
119108692,False,,,,tertiary,,False,106.888,"LINESTRING (139.3520759 35.704861, 139.3522394 35.7051129, 139.3526231 35.7057134)",,5.5m〜13.0m,
119108713,False,,,,unclassified,,True,39.917,"LINESTRING (139.352683 35.7048543, 139.3531051 35.7047476)",,3.0m〜5.5m,
119108716,False,,,,unclassified,,False,26.941,"LINESTRING (139.352683 35.7048543, 139.3525399 35.7046417)",,3.0m〜5.5m,
119108716,False,,,,unclassified,,True,89.674,"LINESTRING (139.352683 35.7048543, 139.353109 35.7055828)",,3.0m〜5.5m,
119108689,False,,,,unclassified,,False,68.605,"LINESTRING (139.3518228 35.7033347, 139.3514416 35.7038684)",,3.0m〜5.5m,
473030071,False,,,,unclassified,30,False,32.208,"LINESTRING (139.3518228 35.7033347, 139.3516361 35.7032098, 139.3515516 35.7031467)",,,
473030071,False,,,,unclassified,30,True,99.45400000000001,"LINESTRING (139.3518228 35.7033347, 139.3519961 35.7034132, 139.3520453 35.7034355, 139.3522721 35.7035136, 139.3525351 35.7035874, 139.3528495 35.703644)",,,
119108692,False,,,,tertiary,,False,6.801,"LINESTRING (139.3520394 35.7048075, 139.3520759 35.704861)",,5.5m〜13.0m,
"[651912140, 848178647]",True,"['2', '3']",29,"['新奥多摩街道 (Shin Okutama kaido)', '新奥多摩街道']",primary,60,False,176.08700000000002,"LINESTRING (139.3520394 35.7048075, 139.3518776 35.7048883, 139.3517335 35.7049541, 139.3513038 35.7051646, 139.3510277 35.7052975, 139.3506004 35.7055001, 139.3503586 35.7056103)",,,
119159924,False,,,,residential,,False,156.959,"LINESTRING (139.3482243 35.7062074, 139.3480251 35.7057197, 139.3473826 35.7058688, 139.3470855 35.7059859, 139.3469925 35.706029)",,3.0m〜5.5m,
119159940,False,,,,residential,,False,56.249,"LINESTRING (139.3482243 35.7062074, 139.3479256 35.7063264, 139.3476622 35.7064254)",,3.0m〜5.5m,
119159940,False,,,,residential,,True,55.638999999999996,"LINESTRING (139.3482243 35.7062074, 139.348673 35.7059215, 139.348712 35.7059019)",,3.0m〜5.5m,
119159976,False,,,,unclassified,,False,12.018,"LINESTRING (139.3483061 35.7065858, 139.3484214 35.7066398)",,3.0m〜5.5m,
159833188,True,2,16,東京環状,trunk,60,False,38.695,"LINESTRING (139.3483061 35.7065858, 139.3479337 35.706758)",yes,,
119159976,False,,,,unclassified,,True,63.089,"LINESTRING (139.3483061 35.7065858, 139.3479511 35.7064325, 139.3478382 35.7064032, 139.3476622 35.7064254)",,3.0m〜5.5m,
119160114,False,,,,unclassified,,False,26.709,"LINESTRING (139.3476622 35.7064254, 139.3473807 35.7064992)",,3.0m〜5.5m,
119159940,False,,,,residential,,True,56.249,"LINESTRING (139.3476622 35.7064254, 139.3479256 35.7063264, 139.3482243 35.7062074)",,3.0m〜5.5m,
119159976,False,,,,unclassified,,False,63.089,"LINESTRING (139.3476622 35.7064254, 139.3478382 35.7064032, 139.3479511 35.7064325, 139.3483061 35.7065858)",,3.0m〜5.5m,
119160054,False,,,,unclassified,,False,78.66,"LINESTRING (139.3472888 35.7065066, 139.346543 35.7068722)",,3.0m〜5.5m,
119160114,False,,,,unclassified,,True,8.339,"LINESTRING (139.3472888 35.7065066, 139.3473807 35.7064992)",,3.0m〜5.5m,
120126546,False,,,,residential,,True,45.957,"LINESTRING (139.3472888 35.7065066, 139.3471241 35.7062394, 139.3470248 35.7061581)",,3.0m〜5.5m,
119159955,False,,,,residential,,False,60.703,"LINESTRING (139.3479337 35.706758, 139.3478262 35.706649, 139.3477599 35.7066036, 139.3476676 35.7065386, 139.347531 35.7065133, 139.3473807 35.7064992)",,,
390159914,False,,,,residential,,True,35.466,"LINESTRING (139.3460587 35.7048063, 139.346118 35.7051216)",,,
120126546,False,,,,residential,,False,48.91,"LINESTRING (139.3460587 35.7048063, 139.3461905 35.7049461, 139.3463858 35.7051569)",,3.0m〜5.5m,
120126546,False,,,,residential,,True,21.547,"LINESTRING (139.3460587 35.7048063, 139.346031 35.704679, 139.3460123 35.7046163)",,3.0m〜5.5m,
119159928,False,,,,unclassified,,True,64.568,"LINESTRING (139.3484214 35.7066398, 139.3490443 35.706925)",,3.0m〜5.5m,
119159976,False,,,,unclassified,,True,12.018,"LINESTRING (139.3484214 35.7066398, 139.3483061 35.7065858)",,3.0m〜5.5m,
651911712,True,4,16,東京環状,trunk,60,False,153.896,"LINESTRING (139.3484214 35.7066398, 139.3498908 35.7059385)",yes,,
120126546,False,,,,residential,,True,14.649,"LINESTRING (139.3470248 35.7061581, 139.3469925 35.706029)",,3.0m〜5.5m,
119159939,False,,,,residential,,True,69.816,"LINESTRING (139.3470248 35.7061581, 139.3468686 35.7062577, 139.346399 35.7065266)",,3.0m〜5.5m,
120126546,False,,,,residential,,False,45.957,"LINESTRING (139.3470248 35.7061581, 139.3471241 35.7062394, 139.3472888 35.7065066)",,3.0m〜5.5m,
120126584,False,,,旧日光脇往還,unclassified,,True,54.273,"LINESTRING (139.3460123 35.7046163, 139.345873 35.7041415)",,3.0m〜5.5m,
120126546,False,,,,residential,,False,21.547,"LINESTRING (139.3460123 35.7046163, 139.346031 35.704679, 139.3460587 35.7048063)",,3.0m〜5.5m,
837285920,False,2,29,奥多摩街道,primary,40,False,91.231,"LINESTRING (139.3460123 35.7046163, 139.3464956 35.704514, 139.3469843 35.704393)",,,
837285920,False,2,29,奥多摩街道,primary,40,True,58.306,"LINESTRING (139.3460123 35.7046163, 139.3457469 35.704667, 139.3453883 35.7047506)",,,
119159939,False,,,,residential,,False,6.343,"LINESTRING (139.3456871 35.7065664, 139.3457572 35.7065701)",,3.0m〜5.5m,
119159952,False,,,,residential,,False,98.77199999999999,"LINESTRING (139.3456871 35.7065664, 139.345287 35.706568, 139.3452593 35.7065711, 139.34508 35.706591, 139.3449564 35.7066043, 139.344661 35.706636, 139.3446054 35.7066587)",,3.0m〜5.5m,
651911714,True,3,16,東京環状,trunk,60,False,42.208,"LINESTRING (139.3480225 35.7068377, 139.3484214 35.7066398)",,,
119160128,False,,,,residential,,True,136.916,"LINESTRING (139.347816 35.7047478, 139.3463858 35.7051569)",,3.0m〜5.5m,
119160128,False,,,,residential,,False,43.399,"LINESTRING (139.347816 35.7047478, 139.3479888 35.7047086, 139.3481786 35.7047235, 139.3482809 35.7046895)",,3.0m〜5.5m,
208691658,False,,,,residential,,False,54.725,"LINESTRING (139.347816 35.7047478, 139.34803 35.705154, 139.348067 35.7051944)",,3.0m〜5.5m,
127347261,False,,,,unclassified,,False,29.711,"LINESTRING (139.3496471 35.7056049, 139.3493404 35.7057017)",,3.0m〜5.5m,
651912477,True,4,16,東京環状,trunk,60,False,32.983,"LINESTRING (139.3496471 35.7056049, 139.3497911 35.7058775)",,,
119159940,False,,,,residential,,False,17.769,"LINESTRING (139.3490452 35.7057824, 139.3488587 35.7058334)",,3.0m〜5.5m,
119159940,False,,,,residential,,True,28.125,"LINESTRING (139.3490452 35.7057824, 139.3493404 35.7057017)",,3.0m〜5.5m,
185774561,False,,,,residential,,True,69.413,"LINESTRING (139.3490452 35.7057824, 139.3489764 35.7055626, 139.3488128 35.705188)",,,
119159952,False,,,,residential,,True,98.77199999999999,"LINESTRING (139.3446054 35.7066587, 139.344661 35.706636, 139.3449564 35.7066043, 139.34508 35.706591, 139.3452593 35.7065711, 139.345287 35.706568, 139.3456871 35.7065664)",,3.0m〜5.5m,
185774555,False,,,,residential,,True,40.569,"LINESTRING (139.346399 35.7065266, 139.346543 35.7068722)",,,
119159939,False,,,,residential,,False,69.816,"LINESTRING (139.346399 35.7065266, 139.3468686 35.7062577, 139.3470248 35.7061581)",,3.0m〜5.5m,
119159939,False,,,,residential,,True,58.934,"LINESTRING (139.346399 35.7065266, 139.3461741 35.7065833, 139.3457572 35.7065701)",,3.0m〜5.5m,
119160128,False,,,,residential,,False,136.916,"LINESTRING (139.3463858 35.7051569, 139.347816 35.7047478)",,3.0m〜5.5m,
120126546,False,,,,residential,,False,119.134,"LINESTRING (139.3463858 35.7051569, 139.3464468 35.7052785, 139.3464868 35.7054244, 139.3465476 35.7057443, 139.346602 35.7058088, 139.3467157 35.7058638, 139.346912 35.7059597, 139.3469925 35.706029)",,3.0m〜5.5m,
120126546,False,,,,residential,,True,48.91,"LINESTRING (139.3463858 35.7051569, 139.3461905 35.7049461, 139.3460587 35.7048063)",,3.0m〜5.5m,
119160112,False,,,,residential,,False,176.305,"LINESTRING (139.344614 35.7057138, 139.3455424 35.705759, 139.3455867 35.7058711, 139.3457572 35.7065701)",,3.0m〜5.5m,
120126584,False,,,旧日光脇往還,unclassified,,False,54.273,"LINESTRING (139.345873 35.7041415, 139.3460123 35.7046163)",,3.0m〜5.5m,
120126584,False,,,旧日光脇往還,unclassified,,True,63.234,"LINESTRING (139.345873 35.7041415, 139.3456015 35.7036173)",,3.0m〜5.5m,
100583909,False,,,,residential,,False,90.305,"LINESTRING (139.345873 35.7041415, 139.3465385 35.7038846, 139.3467867 35.7038134)",,,
100583909,False,,,,residential,,True,64.937,"LINESTRING (139.345873 35.7041415, 139.3456971 35.7042158, 139.3451989 35.7043393)",,,
120126574,False,,,,residential,,False,40.012,"LINESTRING (139.3466113 35.7034832, 139.3467069 35.703647, 139.3467867 35.7038134)",,3.0m〜5.5m,
120126574,False,,,,residential,,True,86.90700000000001,"LINESTRING (139.3466113 35.7034832, 139.3468452 35.7032889, 139.3469144 35.7032199, 139.34713 35.7031571, 139.3474118 35.7031042)",,3.0m〜5.5m,
1164982928,False,,,,residential,,True,54.496,"LINESTRING (139.3466113 35.7034832, 139.3465189 35.7033392, 139.34622 35.7035594)",,,
120126574,False,,,,residential,,False,92.29,"LINESTRING (139.3484104 35.7029273, 139.3474118 35.7031042)",,3.0m〜5.5m,
