osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,tunnel,bridge
124175087,unclassified,False,True,75.609,"LINESTRING (132.5000465 35.1905282, 132.4996222 35.1902603, 132.499399 35.1901016)",,,,,
1183800194,trunk,False,False,89.218,"LINESTRING (132.5000465 35.1905282, 132.5002352 35.1904447, 132.50041 35.1903941, 132.5005955 35.1903699, 132.5007927 35.1903783, 132.5009845 35.190413)",2,375,国道375号,,
1183800194,trunk,False,True,164.994,"LINESTRING (132.5000465 35.1905282, 132.4997955 35.1907345, 132.4993846 35.1911526, 132.4988606 35.1916504)",2,375,国道375号,,
107778837,tertiary,False,True,96.901,"LINESTRING (132.5040225 35.1913124, 132.5048925 35.1918163)",,,,,
"[107778813, 107778837, 107778886]",tertiary,False,"[False, True]",301.234,"LINESTRING (132.5040225 35.1913124, 132.5038587 35.1912239, 132.5037036 35.191145, 132.5029333 35.1907104, 132.5026082 35.1905842, 132.5021826 35.1905049, 132.5009845 35.190413)",,,,yes,
124175600,unclassified,False,True,137.709,"LINESTRING (132.5040225 35.1913124, 132.5039541 35.1913739, 132.5037908 35.1915732, 132.5035683 35.1919601, 132.5034295 35.1920692, 132.5031969 35.19222, 132.5031716 35.1923055)",,,,,
124174341,tertiary,False,True,69.6,"LINESTRING (132.4988606 35.1916504, 132.4982721 35.1912498)",,,,,
1183800194,trunk,False,True,65.503,"LINESTRING (132.4988606 35.1916504, 132.49841 35.1921102)",2,375,国道375号,,
124175106,unclassified,False,True,138.119,"LINESTRING (132.4988606 35.1916504, 132.4992499 35.1917708, 132.4996201 35.1918951, 132.5002604 35.1921332)",,,,,
1183800194,trunk,False,False,164.994,"LINESTRING (132.4988606 35.1916504, 132.4993846 35.1911526, 132.4997955 35.1907345, 132.5000465 35.1905282)",2,375,国道375号,,
107778837,tertiary,False,False,96.901,"LINESTRING (132.5048925 35.1918163, 132.5040225 35.1913124)",,,,,
79516879,unclassified,False,True,87.459,"LINESTRING (132.5048925 35.1918163, 132.5045949 35.192278, 132.5044394 35.1925102)",,,,,
124174019,unclassified,False,False,58.913,"LINESTRING (132.4970176 35.194482, 132.4976132 35.1946913)",,,,,
124174019,unclassified,False,True,66.275,"LINESTRING (132.4970176 35.194482, 132.4963476 35.1942465)",,,,,
1183800194,trunk,False,False,146.93,"LINESTRING (132.4970176 35.194482, 132.4976253 35.1932575)",2,375,国道375号,,
1183800194,trunk,False,True,86.701,"LINESTRING (132.4970176 35.194482, 132.4966637 35.1952061)",2,375,国道375号,,
124173525,tertiary,False,False,96.442,"LINESTRING (132.4966637 35.1952061, 132.4975678 35.1956604)",,,,,
1183800194,trunk,False,False,86.701,"LINESTRING (132.4966637 35.1952061, 132.4970176 35.194482)",2,375,国道375号,,
1183800194,trunk,False,True,67.471,"LINESTRING (132.4966637 35.1952061, 132.4963784 35.1957663)",2,375,国道375号,,
1183800194,trunk,False,False,65.503,"LINESTRING (132.49841 35.1921102, 132.4988606 35.1916504)",2,375,国道375号,,
1183800194,trunk,False,True,34.222,"LINESTRING (132.49841 35.1921102, 132.4981624 35.1923421)",2,375,国道375号,,
124175464,unclassified,False,False,177.811,"LINESTRING (132.49841 35.1921102, 132.4986303 35.1921802, 132.4993157 35.1923979, 132.4994744 35.1924519, 132.5000195 35.1924433, 132.5002874 35.1924461)",,,,,
107778900,trunk,False,True,189.525,"LINESTRING (132.502106 35.1879867, 132.5018023 35.1886101, 132.5013634 35.1895793)",2,375,国道375号,,
124173873,unclassified,False,False,73.34,"LINESTRING (132.4981624 35.1923421, 132.4975379 35.1919243)",,,,,
1183800194,trunk,False,False,34.222,"LINESTRING (132.4981624 35.1923421, 132.49841 35.1921102)",2,375,国道375号,,
1183800194,trunk,False,True,113.095,"LINESTRING (132.4981624 35.1923421, 132.4979517 35.192637, 132.4978079 35.1928903, 132.4976253 35.1932575)",2,375,国道375号,,
1183800194,trunk,False,False,67.471,"LINESTRING (132.4963784 35.1957663, 132.4966637 35.1952061)",2,375,国道375号,,
124175109,unclassified,False,False,137.352,"LINESTRING (132.4963784 35.1957663, 132.495715 35.1955144, 132.4959096 35.1951765, 132.4958776 35.1949138)",,,,,
1183800194,trunk,False,True,146.93,"LINESTRING (132.4976253 35.1932575, 132.4970176 35.194482)",2,375,国道375号,,
124174628,unclassified,False,False,78.297,"LINESTRING (132.4976253 35.1932575, 132.4973384 35.1932673, 132.4967776 35.1933692)",,,,,
124175611,unclassified,False,False,92.043,"LINESTRING (132.4976253 35.1932575, 132.4977964 35.1932566, 132.4986054 35.1932879, 132.498632 35.1933023)",,,,,
1183800194,trunk,False,False,113.095,"LINESTRING (132.4976253 35.1932575, 132.4978079 35.1928903, 132.4979517 35.192637, 132.4981624 35.1923421)",2,375,国道375号,,
107778821,tertiary,False,True,56.747,"LINESTRING (132.5009845 35.190413, 132.5007651 35.1908908)",2,,,,
"[107778837, 107778813, 107778886]",tertiary,False,"[False, True]",301.234,"LINESTRING (132.5009845 35.190413, 132.5021826 35.1905049, 132.5026082 35.1905842, 132.5029333 35.1907104, 132.5037036 35.191145, 132.5038587 35.1912239, 132.5040225 35.1913124)",,,,yes,
107778900,trunk,False,False,98.891,"LINESTRING (132.5009845 35.190413, 132.5013479 35.1896136, 132.5013634 35.1895793)",2,375,国道375号,,
1183800194,trunk,False,True,89.218,"LINESTRING (132.5009845 35.190413, 132.5007927 35.1903783, 132.5005955 35.1903699, 132.50041 35.1903941, 132.5002352 35.1904447, 132.5000465 35.1905282)",2,375,国道375号,,
107778821,tertiary,False,False,56.747,"LINESTRING (132.5007651 35.1908908, 132.5009845 35.190413)",2,,,,
107778821,tertiary,False,True,146.019,"LINESTRING (132.5007651 35.1908908, 132.5004641 35.1915269, 132.5002947 35.1919336, 132.5002604 35.1921332)",2,,,,
124173070,unclassified,False,False,198.711,"LINESTRING (132.5007651 35.1908908, 132.5008981 35.1909472, 132.501073 35.1910916, 132.501243 35.191251, 132.501353 35.19142, 132.501394 35.19151, 132.5014098 35.1916405, 132.5013927 35.1919308, 132.5013031 35.1920621, 132.5013056 35.1924525)",,,,,
79516879,unclassified,False,False,48.696,"LINESTRING (132.5041485 35.1932064, 132.5043342 35.1927956)",,,,,
79516879,unclassified,False,True,145.194,"LINESTRING (132.5041485 35.1932064, 132.5040527 35.1934204, 132.5039895 35.1936846, 132.5040365 35.1943766, 132.5040396 35.1944922)",,,,,
124173102,unclassified,False,True,281.818,"LINESTRING (132.5041485 35.1932064, 132.503637 35.193064, 132.503403 35.193002, 132.503232 35.192964, 132.50282 35.192896, 132.502512 35.192884, 132.502203 35.192907, 132.502086 35.192929, 132.501963 35.192936, 132.501558 35.193014, 132.501139 35.193122)",,,,,
124173371,residential,False,True,230.06599999999997,"LINESTRING (132.5014842 35.1885897, 132.5014252 35.1886018, 132.5012414 35.1886094, 132.5010902 35.1886595, 132.5009299 35.1886852, 132.5008046 35.1887631, 132.5007131 35.1888997, 132.500474 35.189258, 132.500406 35.189331, 132.50033 35.189393, 132.5002 35.189455, 132.500022 35.189506, 132.499795 35.189591, 132.499679 35.189619, 132.4995162 35.1896882)",,,,,
124175542,unclassified,False,True,117.572,"LINESTRING (132.5014842 35.1885897, 132.501584 35.1887081, 132.5015859 35.1887783, 132.5014169 35.1890151, 132.5013445 35.189425, 132.5013634 35.1895793)",,,,,
124174392,unclassified,False,False,47.186,"LINESTRING (132.4995162 35.1896882, 132.499399 35.1901016)",,,,,
124173371,residential,False,False,230.06599999999997,"LINESTRING (132.4995162 35.1896882, 132.499679 35.189619, 132.499795 35.189591, 132.500022 35.189506, 132.5002 35.189455, 132.50033 35.189393, 132.500406 35.189331, 132.500474 35.189258, 132.5007131 35.1888997, 132.5008046 35.1887631, 132.5009299 35.1886852, 132.5010902 35.1886595, 132.5012414 35.1886094, 132.5014252 35.1886018, 132.5014842 35.1885897)",,,,,
