osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry
975647050,2,12,伊勢南勢線,primary,False,False,9.986,,"LINESTRING (136.7112719 34.3631419, 136.7112449 34.3630549)"
"[115438884, 115437877, 115439639]",,,,residential,False,"[False, True]",345.01300000000003,yes,"LINESTRING (136.7112719 34.3631419, 136.711286 34.363107, 136.711612 34.363039, 136.711762 34.363017, 136.711816 34.363027, 136.712258 34.363428, 136.7123859 34.3634677, 136.7125325 34.3634766, 136.7129104 34.3634511, 136.7131258 34.3633842, 136.7134018 34.3634591, 136.7135799 34.3634478, 136.7136348 34.3633912, 136.713685 34.3632614, 136.713813 34.363032, 136.71403 34.3628468, 136.714256 34.3627098)"
"[380103513, 975647050, 115440829]",2,12,伊勢南勢線,primary,False,True,295.019,yes,"LINESTRING (136.7112719 34.3631419, 136.7113527 34.3633801, 136.7113593 34.3634056, 136.711371 34.3634513, 136.7114056 34.3635208, 136.7118251 34.3640826, 136.7119448 34.3642197, 136.7122447 34.3644298, 136.7125661 34.3646274, 136.7126998 34.364704, 136.7133198 34.3650868)"
"[115438884, 115437877, 115439639]",,,,residential,False,"[False, True]",345.0129999999999,yes,"LINESTRING (136.714256 34.3627098, 136.71403 34.3628468, 136.713813 34.363032, 136.713685 34.3632614, 136.7136348 34.3633912, 136.7135799 34.3634478, 136.7134018 34.3634591, 136.7131258 34.3633842, 136.7129104 34.3634511, 136.7125325 34.3634766, 136.7123859 34.3634677, 136.712258 34.363428, 136.711816 34.363027, 136.711762 34.363017, 136.711612 34.363039, 136.711286 34.363107, 136.7112719 34.3631419)"
"[115439296, 115439802, 115440389, 115440541]",,,,residential,False,"[False, True]",310.041,yes,"LINESTRING (136.714256 34.3627098, 136.7142994 34.3630369, 136.714323 34.363124, 136.7144317 34.3633648, 136.7144177 34.3634544, 136.7142877 34.3636274, 136.714271 34.3638435, 136.714243 34.3639714, 136.714182 34.3641206, 136.714025 34.3643239, 136.713983 34.364425, 136.7140063 34.3647548, 136.7139449 34.364947, 136.7137911 34.3650833, 136.7135973 34.3651823, 136.7135295 34.3652125)"
115440829,2,12,伊勢南勢線,primary,False,False,23.787,,"LINESTRING (136.7135295 34.3652125, 136.7133198 34.3650868)"
"[115439296, 115440389, 115439802, 115440541]",,,,residential,False,"[False, True]",310.041,yes,"LINESTRING (136.7135295 34.3652125, 136.7135973 34.3651823, 136.7137911 34.3650833, 136.7139449 34.364947, 136.7140063 34.3647548, 136.713983 34.364425, 136.714025 34.3643239, 136.714182 34.3641206, 136.714243 34.3639714, 136.714271 34.3638435, 136.7142877 34.3636274, 136.7144177 34.3634544, 136.7144317 34.3633648, 136.714323 34.363124, 136.7142994 34.3630369, 136.714256 34.3627098)"
115440829,2,12,伊勢南勢線,primary,False,True,214.392,,"LINESTRING (136.7135295 34.3652125, 136.713692 34.3655132, 136.7137665 34.3655854, 136.7143111 34.3658934, 136.7148035 34.366062, 136.7153815 34.3662663)"
115438338,,,,residential,False,True,163.899,,"LINESTRING (136.7120189 34.3660524, 136.7121708 34.3658022, 136.7123138 34.365699, 136.7124846 34.3655812, 136.7127906 34.3654547, 136.7133198 34.3650868)"
975647050,2,12,伊勢南勢線,primary,False,True,9.986,,"LINESTRING (136.7112449 34.3630549, 136.7112719 34.3631419)"
115440829,2,12,伊勢南勢線,primary,False,True,23.787,,"LINESTRING (136.7133198 34.3650868, 136.7135295 34.3652125)"
115438338,,,,residential,False,False,163.899,,"LINESTRING (136.7133198 34.3650868, 136.7127906 34.3654547, 136.7124846 34.3655812, 136.7123138 34.365699, 136.7121708 34.3658022, 136.7120189 34.3660524)"
"[380103513, 975647050, 115440829]",2,12,伊勢南勢線,primary,False,False,295.019,yes,"LINESTRING (136.7133198 34.3650868, 136.7126998 34.364704, 136.7125661 34.3646274, 136.7122447 34.3644298, 136.7119448 34.3642197, 136.7118251 34.3640826, 136.7114056 34.3635208, 136.711371 34.3634513, 136.7113593 34.3634056, 136.7113527 34.3633801, 136.7112719 34.3631419)"
115440829,2,12,伊勢南勢線,primary,False,False,214.392,,"LINESTRING (136.7153815 34.3662663, 136.7148035 34.366062, 136.7143111 34.3658934, 136.7137665 34.3655854, 136.713692 34.3655132, 136.7135295 34.3652125)"
