osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction
132892470,2,53;373,国道53号,trunk,False,False,55.595,"LINESTRING (134.2228848 35.4904472, 134.2228273 35.4903119, 134.2227521 35.490233, 134.2225585 35.4900301)",,,
132892470,2,53;373,国道53号,trunk,False,True,145.86100000000002,"LINESTRING (134.2228848 35.4904472, 134.2229089 35.4905935, 134.2229143 35.4907464, 134.2229143 35.4910456, 134.2229053 35.4915139, 134.2229022 35.4917575)",,,
132893883,,1507,富安4号線,tertiary,False,True,37.869,"LINESTRING (134.2228848 35.4904472, 134.223043 35.4904843, 134.2231208 35.4905302, 134.2231852 35.490587, 134.2232279 35.4906243)",,,
431480937,,26,秋里吉方線;鳥取環状道路,primary,False,False,125.708,"LINESTRING (134.2220901 35.4920191, 134.220814 35.4924647)",,,
132502038,,1481,天神町3号線,residential,False,True,130.085,"LINESTRING (134.2220901 35.4920191, 134.2219826 35.4917875, 134.2215412 35.4909381)",,,
431480937,,26,秋里吉方線;鳥取環状道路,primary,False,True,79.07,"LINESTRING (134.2220901 35.4920191, 134.2227331 35.4918103, 134.2229022 35.4917575)",,,
132892656,2,26,秋里吉方線;鳥取環状道路,primary,True,False,86.79400000000001,"LINESTRING (134.2191475 35.4935207, 134.2192435 35.4934129, 134.2193203 35.4933351, 134.2193987 35.4932626, 134.219492 35.4931831, 134.2196508 35.4930526, 134.2196601 35.4930443, 134.2197808 35.4929362)",,,
132502374,,,,tertiary,False,True,36.312,"LINESTRING (134.2197808 35.4929362, 134.2196825 35.492836, 134.2195304 35.4926811)",,,
132892667,,1594,行徳天神町線,tertiary,False,True,40.19799999999999,"LINESTRING (134.2197808 35.4929362, 134.2198746 35.4930712, 134.2199274 35.493148, 134.2199462 35.4931868, 134.2199578 35.4932241, 134.2199637 35.493262)",,,
244385644,2,26,秋里吉方線;鳥取環状道路,primary,True,False,109.21600000000001,"LINESTRING (134.2197808 35.4929362, 134.2196164 35.4930014, 134.2195903 35.4930117, 134.2194298 35.4931181, 134.2192973 35.493227, 134.2191948 35.4933212, 134.2190678 35.4934541, 134.2189289 35.4936113)",,,
431480937,,26,秋里吉方線;鳥取環状道路,primary,False,True,107.59899999999999,"LINESTRING (134.2197808 35.4929362, 134.2198957 35.4928632, 134.2200042 35.4928007, 134.2201246 35.4927391, 134.2202596 35.4926792, 134.2204157 35.4926153, 134.2205945 35.4925459, 134.220814 35.4924647)",,,
132502674,,,,residential,False,False,99.058,"LINESTRING (134.2194337 35.4903887, 134.2196595 35.4904006, 134.220525 35.4904526)",,,
132502722,,,,unclassified,False,True,54.318,"LINESTRING (134.2194337 35.4903887, 134.219459 35.490712, 134.219471 35.4908471, 134.219487 35.4908731)",,,
132502726,,,,unclassified,False,False,54.967,"LINESTRING (134.2194337 35.4903887, 134.219439 35.4900398, 134.2193912 35.4898997)",,,
132502851,,,,residential,False,True,32.016,"LINESTRING (134.2194337 35.4903887, 134.2192235 35.490406, 134.219086 35.490436)",,,
132502671,,,,residential,False,True,15.219,"LINESTRING (134.2185376 35.4905472, 134.2183695 35.4905475)",,,
132502211,,,,residential,False,False,86.299,"LINESTRING (134.2185376 35.4905472, 134.2185274 35.4906253, 134.2185354 35.4906699, 134.2185595 35.4907595, 134.2186365 35.4911051, 134.2186555 35.4912501, 134.2186568 35.4913138)",,,
132502811,,,,residential,False,False,47.54900000000001,"LINESTRING (134.2185376 35.4905472, 134.2185409 35.4904882, 134.2185368 35.490448, 134.2185224 35.4904178, 134.2185039 35.490396, 134.2184854 35.4903508, 134.218473 35.4903022, 134.2184648 35.4902636, 134.2184668 35.4902251, 134.218473 35.4901832, 134.2184792 35.4901313)",,,
132502851,,,,residential,False,False,51.69,"LINESTRING (134.2185376 35.4905472, 134.2187043 35.490536, 134.2187472 35.4905328, 134.2188009 35.4905258, 134.2189392 35.4904899, 134.219086 35.490436)",,,
132502627,,,,unclassified,False,True,31.011000000000003,"LINESTRING (134.217881 35.4906053, 134.2178816 35.4905417, 134.2178627 35.4904691, 134.2178194 35.4903325)",,,
132502671,,,,residential,False,False,44.799,"LINESTRING (134.217881 35.4906053, 134.2180537 35.4905714, 134.2183695 35.4905475)",,,
132502957,,,,residential,False,False,91.036,"LINESTRING (134.217881 35.4906053, 134.2177688 35.4906304, 134.2173999 35.4907596, 134.2171477 35.4908224, 134.2169329 35.4908737)",,,
400423072,,,,residential,False,True,41.882999999999996,"LINESTRING (134.217881 35.4906053, 134.2178729 35.4908171, 134.2178756 35.4908608, 134.2178944 35.4909067, 134.2178729 35.4909416, 134.2178381 35.4909596)",,,
132502957,,,,residential,False,True,91.036,"LINESTRING (134.2169329 35.4908737, 134.2171477 35.4908224, 134.2173999 35.4907596, 134.2177688 35.4906304, 134.217881 35.4906053)",,,
132501985,,,,unclassified,False,False,101.943,"LINESTRING (134.2197139 35.4910885, 134.220525 35.4904526)",,,
132502247,,,,unclassified,False,False,44.396,"LINESTRING (134.2197139 35.4910885, 134.2193664 35.4913702)",,,
132502722,,,,unclassified,False,False,31.763,"LINESTRING (134.2197139 35.4910885, 134.2195154 35.4909193, 134.219487 35.4908731)",,,
