osmid,highway,oneway,reversed,length,geometry,name,maxspeed,bridge,lanes,ref
125128646,tertiary,False,False,161.574,"LINESTRING (130.3196767 31.4121228, 130.3196206 31.4124227, 130.3195604 31.4127823, 130.3194892 31.4131366, 130.3193638 31.4135135, 130.3193526 31.413547)",,,,,
125128316,unclassified,False,False,49.426,"LINESTRING (130.322324 31.412229, 130.3221347 31.4126431)",,,,,
125130623,unclassified,False,True,149.55599999999998,"LINESTRING (130.322324 31.412229, 130.322379 31.412257, 130.322475 31.412313, 130.322534 31.412358, 130.322646 31.412471, 130.3227334 31.412552, 130.3228048 31.4126782, 130.3228606 31.412863, 130.3229255 31.4133946)",,,,,
125130023,unclassified,False,True,51.378,"LINESTRING (130.321347 31.4124073, 130.3213225 31.4124953, 130.3212525 31.412684, 130.3211547 31.4128363)",,,,,
585911385,unclassified,False,False,79.217,"LINESTRING (130.321347 31.4124073, 130.3216107 31.4124877, 130.3221347 31.4126431)",,,,,
589633143,residential,False,False,56.673,"LINESTRING (130.3234723 31.4126452, 130.3239655 31.4129326)",,,,,
125123008,tertiary,False,True,101.499,"LINESTRING (130.3234723 31.4126452, 130.323486 31.412764, 130.323513 31.412977, 130.3235246 31.4135561)",貝掛川畑線,40,,,
125129051,unclassified,False,False,27.746000000000002,"LINESTRING (130.3211547 31.4128363, 130.321325 31.412909, 130.3214208 31.4129388)",,,,,
125129567,unclassified,False,False,139.273,"LINESTRING (130.3211547 31.4128363, 130.3207876 31.4131113, 130.3207163 31.4131586, 130.3205376 31.4132659, 130.3203872 31.413646, 130.3203849 31.4138169)",,,,,
125130023,unclassified,False,False,51.378,"LINESTRING (130.3211547 31.4128363, 130.3212525 31.412684, 130.3213225 31.4124953, 130.321347 31.4124073)",,,,,
125129051,unclassified,False,False,50.256,"LINESTRING (130.3214208 31.4129388, 130.3215443 31.4129778, 130.321904 31.413123)",,,,,
125129051,unclassified,False,True,27.746000000000002,"LINESTRING (130.3214208 31.4129388, 130.321325 31.412909, 130.3211547 31.4128363)",,,,,
585911384,unclassified,False,True,117.65699999999998,"LINESTRING (130.3214208 31.4129388, 130.3212046 31.4132413, 130.3209941 31.4135237, 130.3208042 31.4138553)",,,,,
125124949,unclassified,False,False,69.768,"LINESTRING (130.321904 31.413123, 130.3223783 31.4132719, 130.3225758 31.4133722)",,,,,
125128276,unclassified,False,True,89.101,"LINESTRING (130.321904 31.413123, 130.321739 31.413495, 130.32172 31.413518, 130.321564 31.413869)",,,,,
125128316,unclassified,False,True,57.758,"LINESTRING (130.321904 31.413123, 130.321936 31.413078, 130.3221347 31.4126431)",,,,,
125129051,unclassified,False,True,50.256,"LINESTRING (130.321904 31.413123, 130.3215443 31.4129778, 130.3214208 31.4129388)",,,,,
"[125125709, 125126853, 125125006]","['unclassified', 'tertiary']",False,"[False, True]",59.65,"LINESTRING (130.3229255 31.4133946, 130.3229648 31.4134088, 130.3234756 31.4135458, 130.3235246 31.4135561)",麓川畑線,30,yes,,
125127263,unclassified,False,True,74.139,"LINESTRING (130.3229255 31.4133946, 130.3229615 31.4139228, 130.322957 31.4140604)",,,,,
125130124,unclassified,False,False,33.316,"LINESTRING (130.3229255 31.4133946, 130.3227749 31.413378, 130.3226567 31.4133754, 130.3225758 31.4133722)",麓川畑線,30,,,
125130623,unclassified,False,False,149.556,"LINESTRING (130.3229255 31.4133946, 130.3228606 31.412863, 130.3228048 31.4126782, 130.3227334 31.412552, 130.322646 31.412471, 130.322534 31.412358, 130.322475 31.412313, 130.322379 31.412257, 130.322324 31.412229)",,,,,
125124930,unclassified,False,True,77.08500000000001,"LINESTRING (130.3225758 31.4133722, 130.3223409 31.4135507, 130.322061 31.413902)",麓川畑線,30,,,
125124949,unclassified,False,True,69.768,"LINESTRING (130.3225758 31.4133722, 130.3223783 31.4132719, 130.321904 31.413123)",,,,,
125130124,unclassified,False,True,33.316,"LINESTRING (130.3225758 31.4133722, 130.3226567 31.4133754, 130.3227749 31.413378, 130.3229255 31.4133946)",麓川畑線,30,,,
125123008,tertiary,False,False,101.499,"LINESTRING (130.3235246 31.4135561, 130.323513 31.412977, 130.323486 31.412764, 130.3234723 31.4126452)",貝掛川畑線,40,,,
"[1052408992, 125123313]",unclassified,False,True,428.078,"LINESTRING (130.3235246 31.4135561, 130.323492 31.413924, 130.323585 31.414386, 130.323643 31.414619, 130.3237228 31.4148286, 130.323761 31.414929, 130.323873 31.415154, 130.324175 31.415408, 130.324307 31.415509, 130.324523 31.415639, 130.324859 31.415763, 130.325101 31.415819, 130.325404 31.415859, 130.325884 31.415853, 130.32604 31.415843, 130.326196 31.415833)",貝掛川畑線,40,,,
"[125126853, 125125709, 125125006]","['unclassified', 'tertiary']",False,"[False, True]",59.65,"LINESTRING (130.3235246 31.4135561, 130.3234756 31.4135458, 130.3229648 31.4134088, 130.3229255 31.4133946)",麓川畑線,30,yes,,
125130269,tertiary,False,True,67.352,"LINESTRING (130.3235246 31.4135561, 130.3237333 31.4132821, 130.3239054 31.413045)",,40,,,
902231374,unclassified,False,True,86.492,"LINESTRING (130.3235246 31.4135561, 130.3236589 31.4135778, 130.324162 31.413665, 130.324418 31.41371)",麓川畑線,30,,,
125122137,trunk,False,True,102.57900000000001,"LINESTRING (130.3193526 31.413547, 130.319493 31.413665, 130.319776 31.413873, 130.3200663 31.4141587, 130.3201104 31.4142021)",国道270号,40,,2,270
125128646,tertiary,False,True,161.574,"LINESTRING (130.3193526 31.413547, 130.3193638 31.4135135, 130.3194892 31.4131366, 130.3195604 31.4127823, 130.3196206 31.4124227, 130.3196767 31.4121228)",,,,,
125122466,primary,False,True,133.30700000000002,"LINESTRING (130.3262771 31.4135956, 130.3263647 31.41315, 130.3264625 31.4129388, 130.3265448 31.412842, 130.3268699 31.4125534)",石垣加世田線,40,,2,29
125122476,primary,False,True,55.435,"LINESTRING (130.3262771 31.4135956, 130.326247 31.4138228, 130.3262077 31.4140906)",石垣加世田線,40,,2,29
125128885,unclassified,False,True,44.358000000000004,"LINESTRING (130.3262771 31.4135956, 130.3265751 31.4136562, 130.3267349 31.4136736)",麓川畑線,30,,,
125130725,unclassified,False,False,142.148,"LINESTRING (130.3262771 31.4135956, 130.3256551 31.41357, 130.3254254 31.4135536, 130.3253507 31.4135585, 130.3250415 31.4136534, 130.3248082 31.4137056)",麓川畑線,30,,,
575246034,unclassified,False,False,61.467,"LINESTRING (130.324418 31.41371, 130.3244892 31.4133828, 130.3245343 31.4131662)",,,,,
902231374,unclassified,False,False,86.492,"LINESTRING (130.324418 31.41371, 130.324162 31.413665, 130.3236589 31.4135778, 130.3235246 31.4135561)",麓川畑線,30,,,
"[125130725, 902231374]",unclassified,False,True,37.337999999999994,"LINESTRING (130.324418 31.41371, 130.3245711 31.4137188, 130.3246688 31.4137276, 130.3248082 31.4137056)",麓川畑線,30,,,
585911448,residential,False,False,54.933,"LINESTRING (130.3282666 31.4138979, 130.3282979 31.4134046)",,,,,
125128885,unclassified,False,False,147.554,"LINESTRING (130.3282666 31.4138979, 130.3279676 31.4138678, 130.327047 31.413733, 130.3267349 31.4136736)",麓川畑線,30,,,
125126517,unclassified,False,False,52.065999999999995,"LINESTRING (130.3203849 31.4138169, 130.3203583 31.4139093, 130.3203389 31.4139799, 130.3202872 31.4140615, 130.3202188 31.414132, 130.32016 31.4141744, 130.3201104 31.4142021)",,,,,
125129470,unclassified,False,False,40.036,"LINESTRING (130.3203849 31.4138169, 130.320636 31.413845, 130.3208042 31.4138553)",,,,,
125129567,unclassified,False,True,139.27300000000002,"LINESTRING (130.3203849 31.4138169, 130.3203872 31.413646, 130.3205376 31.4132659, 130.3207163 31.4131586, 130.3207876 31.4131113, 130.3211547 31.4128363)",,,,,
800451212,unclassified,False,True,56.664,"LINESTRING (130.321564 31.413869, 130.3213882 31.414356)",,,,,
125126576,unclassified,False,False,47.32,"LINESTRING (130.321564 31.413869, 130.3217336 31.413885, 130.322061 31.413902)",,,,,
125128276,unclassified,False,False,89.101,"LINESTRING (130.321564 31.413869, 130.32172 31.413518, 130.321739 31.413495, 130.321904 31.413123)",,,,,
125129470,unclassified,False,True,72.26199999999999,"LINESTRING (130.321564 31.413869, 130.3214041 31.4138601, 130.3208341 31.4138481, 130.3208042 31.4138553)",,,,,
125128317,unclassified,False,True,71.383,"LINESTRING (130.322061 31.413902, 130.3216618 31.4144461)",麓川畑線,30,,,
125124930,unclassified,False,False,77.08500000000001,"LINESTRING (130.322061 31.413902, 130.3223409 31.4135507, 130.3225758 31.4133722)",麓川畑線,30,,,
125126576,unclassified,False,True,47.32,"LINESTRING (130.322061 31.413902, 130.3217336 31.413885, 130.321564 31.413869)",,,,,
125122476,primary,False,False,55.435,"LINESTRING (130.3262077 31.4140906, 130.326247 31.4138228, 130.3262771 31.4135956)",石垣加世田線,40,,2,29
125122476,primary,False,True,110.554,"LINESTRING (130.3262077 31.4140906, 130.3261613 31.4142312, 130.3260262 31.4144637, 130.3259281 31.4145773, 130.3257722 31.4147326, 130.3255595 31.4148942)",石垣加世田線,40,,2,29
575246033,residential,False,False,43.457,"LINESTRING (130.3262077 31.4140906, 130.3264484 31.4140818, 130.3266653 31.4140757)",,,,,
125122137,trunk,False,False,102.579,"LINESTRING (130.3201104 31.4142021, 130.3200663 31.4141587, 130.319776 31.413873, 130.319493 31.413665, 130.3193526 31.413547)",国道270号,40,,2,270
125122137,trunk,False,True,128.94099999999997,"LINESTRING (130.3201104 31.4142021, 130.3201478 31.4142545, 130.3202535 31.4144494, 130.3204291 31.4148783, 130.3204957 31.415031, 130.3205379 31.4151195, 130.3206062 31.4152799)",国道270号,40,,2,270
125126516,unclassified,False,True,71.00800000000001,"LINESTRING (130.3201104 31.4142021, 130.320056 31.4142348, 130.3194702 31.4145324)",,,,,
125126517,unclassified,False,True,52.066,"LINESTRING (130.3201104 31.4142021, 130.32016 31.4141744, 130.3202188 31.414132, 130.3202872 31.4140615, 130.3203389 31.4139799, 130.3203583 31.4139093, 130.3203849 31.4138169)",,,,,
125127263,unclassified,False,False,74.139,"LINESTRING (130.322957 31.4140604, 130.3229615 31.4139228, 130.3229255 31.4133946)",,,,,
125128636,unclassified,False,True,176.81300000000002,"LINESTRING (130.322957 31.4140604, 130.323026 31.414613, 130.32315 31.41503, 130.32323 31.415244, 130.3234279 31.4155839)",,,,,
125130404,unclassified,False,False,199.81599999999997,"LINESTRING (130.322957 31.4140604, 130.3227422 31.4142585, 130.3222463 31.4146936, 130.3220788 31.4149089, 130.3219656 31.4151828, 130.321544 31.4150914)",,,,,
125126516,unclassified,False,False,71.00800000000001,"LINESTRING (130.3194702 31.4145324, 130.320056 31.4142348, 130.3201104 31.4142021)",,,,,
125130127,unclassified,False,True,101.7,"LINESTRING (130.3194702 31.4145324, 130.3194995 31.4146584, 130.3195162 31.4147193, 130.3195318 31.4147827, 130.3195576 31.4149497, 130.3195582 31.4150496, 130.3195444 31.415141, 130.3195124 31.4152516, 130.3194364 31.4154242)",えびす通り,30,,,
125122475,primary,False,False,62.405,"LINESTRING (130.3255595 31.4148942, 130.3254509 31.4149411, 130.3253468 31.4149857, 130.3251939 31.4150455, 130.3249514 31.4151015)",石垣加世田線,40,,2,29
125122476,primary,False,False,110.55400000000002,"LINESTRING (130.3255595 31.4148942, 130.3257722 31.4147326, 130.3259281 31.4145773, 130.3260262 31.4144637, 130.3261613 31.4142312, 130.3262077 31.4140906)",石垣加世田線,40,,2,29
"[125124112, 125125453]",tertiary,False,True,120.667,"LINESTRING (130.3255595 31.4148942, 130.32614 31.415729, 130.326196 31.415833)",,40,,,
"[125122457, 125122475, 125122459]",primary,False,"[False, True]",154.218,"LINESTRING (130.3249514 31.4151015, 130.3247175 31.4151729, 130.3243213 31.4152954, 130.3242922 31.4153044, 130.3234498 31.4155747, 130.3234279 31.4155839)",石垣加世田線,40,yes,2,29
125122475,primary,False,True,62.405,"LINESTRING (130.3249514 31.4151015, 130.3251939 31.4150455, 130.3253468 31.4149857, 130.3254509 31.4149411, 130.3255595 31.4148942)",石垣加世田線,40,,2,29
"[585911379, 713643277]",residential,False,True,88.701,"LINESTRING (130.3249514 31.4151015, 130.3248607 31.4149779, 130.324879 31.4148799, 130.3246807 31.414595, 130.3249077 31.4144881)",,,,,
585911376,unclassified,False,False,25.61,"LINESTRING (130.321544 31.4150914, 130.3212969 31.4149988)",,,,,
125130404,unclassified,False,False,118.79,"LINESTRING (130.321544 31.4150914, 130.3215111 31.4151475, 130.3215327 31.4156816, 130.3215773 31.416099, 130.3215828 31.4161508)",,,,,
125130404,unclassified,False,True,199.816,"LINESTRING (130.321544 31.4150914, 130.3219656 31.4151828, 130.3220788 31.4149089, 130.3222463 31.4146936, 130.3227422 31.4142585, 130.322957 31.4140604)",,,,,
125127030,unclassified,False,True,53.967,"LINESTRING (130.3201339 31.4154469, 130.320296 31.4159121)",,,,,
610216216,residential,False,False,48.514,"LINESTRING (130.3201339 31.4154469, 130.3206062 31.4152799)",,,,,
610216216,residential,False,True,66.237,"LINESTRING (130.3201339 31.4154469, 130.3194364 31.4154242)",,,,,
"[125122457, 125122459, 125122475]",primary,False,"[False, True]",154.21800000000002,"LINESTRING (130.3234279 31.4155839, 130.3234498 31.4155747, 130.3242922 31.4153044, 130.3243213 31.4152954, 130.3247175 31.4151729, 130.3249514 31.4151015)",石垣加世田線,40,yes,2,29
125122472,primary,False,True,136.882,"LINESTRING (130.3234279 31.4155839, 130.3229534 31.4157334, 130.3226981 31.4158109, 130.3226186 31.4158351, 130.322308 31.4159266, 130.3220717 31.416003)",石垣加世田線,40,,2,29
125128636,unclassified,False,False,176.813,"LINESTRING (130.3234279 31.4155839, 130.32323 31.415244, 130.32315 31.41503, 130.323026 31.414613, 130.322957 31.4140604)",,,,,
125130677,unclassified,False,False,29.145000000000003,"LINESTRING (130.3234279 31.4155839, 130.323493 31.415623, 130.323643 31.415769)",,,,,
125122137,trunk,False,False,56.961,"LINESTRING (130.3208116 31.4157612, 130.3207376 31.4155795, 130.3206062 31.4152799)",国道270号,40,,2,270
125122137,trunk,False,True,65.25800000000001,"LINESTRING (130.3208116 31.4157612, 130.3209855 31.4162137, 130.3210239 31.4163194)",国道270号,40,,2,270
125126924,unclassified,False,True,51.725,"LINESTRING (130.3208116 31.4157612, 130.320751 31.415778, 130.320296 31.4159121)",,,,,
125128317,unclassified,False,False,96.49199999999999,"LINESTRING (130.3208116 31.4157612, 130.3208576 31.4156841, 130.3209679 31.4154996, 130.3212969 31.4149988)",麓川畑線,30,,,
125130677,unclassified,False,False,157.002,"LINESTRING (130.323643 31.415769, 130.32384 31.415921, 130.324003 31.416022, 130.32415 31.41609, 130.324365 31.416174, 130.324643 31.416253, 130.325115 31.4163678)",,,,,
125130677,unclassified,False,True,29.145000000000003,"LINESTRING (130.323643 31.415769, 130.323493 31.415623, 130.3234279 31.4155839)",,,,,
585911380,residential,False,True,129.286,"LINESTRING (130.323643 31.415769, 130.3237762 31.4160322, 130.3239412 31.4164025, 130.3241752 31.4168388)",,,,,
"[125124112, 125125453]",tertiary,False,False,120.667,"LINESTRING (130.326196 31.415833, 130.32614 31.415729, 130.3255595 31.4148942)",,40,,,
"[125125634, 125124252, 125125735]",tertiary,False,True,64.864,"LINESTRING (130.326196 31.415833, 130.326206 31.415852, 130.326407 31.416221, 130.3264966 31.4163565)",向江橋,40,yes,,
"[1052408992, 125123313]",unclassified,False,False,428.07800000000003,"LINESTRING (130.326196 31.415833, 130.32604 31.415843, 130.325884 31.415853, 130.325404 31.415859, 130.325101 31.415819, 130.324859 31.415763, 130.324523 31.415639, 130.324307 31.415509, 130.324175 31.415408, 130.323873 31.415154, 130.323761 31.414929, 130.3237228 31.4148286, 130.323643 31.414619, 130.323585 31.414386, 130.323492 31.413924, 130.3235246 31.4135561)",貝掛川畑線,40,,,
125126826,unclassified,False,False,52.494,"LINESTRING (130.3284829 31.4159377, 130.3282173 31.4159658, 130.3279347 31.4160007)",,,,,
"[125122464, 125122460, 125122462]",primary,False,"[False, True]",49.219,"LINESTRING (130.3220717 31.416003, 130.3220184 31.4160198, 130.321623 31.4161391, 130.3215828 31.4161508)",石垣加世田線,40,yes,2,29
125122472,primary,False,False,136.88199999999998,"LINESTRING (130.3220717 31.416003, 130.322308 31.4159266, 130.3226186 31.4158351, 130.3226981 31.4158109, 130.3229534 31.4157334, 130.3234279 31.4155839)",石垣加世田線,40,,2,29
125123773,unclassified,False,False,301.49600000000004,"LINESTRING (130.3220717 31.416003, 130.322072 31.416085, 130.322087 31.416207, 130.322115 31.41634, 130.322147 31.416455, 130.322192 31.416592, 130.32227 31.416772, 130.322357 31.416885, 130.322421 31.416953, 130.322552 31.417048, 130.322691 31.4171435, 130.3228928 31.4172275, 130.3230563 31.4172413, 130.3232288 31.4172537, 130.3233788 31.4172367, 130.3235213 31.4171813, 130.3237819 31.4170623, 130.3241752 31.4168388)",,,,,
125127030,unclassified,False,False,53.967,"LINESTRING (130.320296 31.4159121, 130.3201339 31.4154469)",,,,,
125128713,unclassified,False,True,84.184,"LINESTRING (130.320296 31.4159121, 130.3194109 31.4159633)",,,,,
125126553,unclassified,False,False,65.796,"LINESTRING (130.320296 31.4159121, 130.3204791 31.4164308, 130.3204918 31.4164796)",,,,,
125126924,unclassified,False,False,51.725,"LINESTRING (130.320296 31.4159121, 130.320751 31.415778, 130.3208116 31.4157612)",,,,,
125122464,primary,False,False,56.265,"LINESTRING (130.3215828 31.4161508, 130.3211511 31.4162763, 130.3210239 31.4163194)",石垣加世田線,40,,2,29
"[125122464, 125122460, 125122462]",primary,False,"[False, True]",49.219,"LINESTRING (130.3215828 31.4161508, 130.321623 31.4161391, 130.3220184 31.4160198, 130.3220717 31.416003)",石垣加世田線,40,yes,2,29
125123491,unclassified,False,False,94.422,"LINESTRING (130.3215828 31.4161508, 130.3215904 31.4162229, 130.321666 31.416716, 130.321745 31.416947, 130.3217623 31.4169829)",,,,,
125130404,unclassified,False,True,118.78999999999999,"LINESTRING (130.3215828 31.4161508, 130.3215773 31.416099, 130.3215327 31.4156816, 130.3215111 31.4151475, 130.321544 31.4150914)",,,,,
125124299,unclassified,False,True,48.03,"LINESTRING (130.327418 31.4161164, 130.3276321 31.4165078)",,,,,
125126826,unclassified,False,True,50.692,"LINESTRING (130.327418 31.4161164, 130.3279347 31.4160007)",,,,,
125126718,unclassified,False,True,91.43,"LINESTRING (130.327418 31.4161164, 130.32706 31.4162038, 130.3264966 31.4163565)",,,,,
125128713,unclassified,False,False,84.184,"LINESTRING (130.3194109 31.4159633, 130.320296 31.4159121)",,,,,
125125406,unclassified,False,False,95.141,"LINESTRING (130.3194109 31.4159633, 130.3194425 31.4164585, 130.3194797 31.4167117, 130.3194441 31.4168117)",えびす通り,30,,,
"[125125425, 125126559]",unclassified,False,False,60.306000000000004,"LINESTRING (130.3194109 31.4159633, 130.3194021 31.4156378, 130.3194019 31.41556, 130.3194364 31.4154242)",えびす通り,30,,,
125121905,trunk,False,True,53.543,"LINESTRING (130.3210239 31.4163194, 130.3208954 31.4163581, 130.3204918 31.4164796)",国道226号,40,,2,226
125122137,trunk,False,False,65.25800000000001,"LINESTRING (130.3210239 31.4163194, 130.3209855 31.4162137, 130.3208116 31.4157612)",国道270号,40,,2,270
125122188,trunk,False,True,55.997,"LINESTRING (130.3210239 31.4163194, 130.3210711 31.4164305, 130.3211362 31.4166046, 130.3212136 31.4167962)",国道270号,40,,2,270
125122464,primary,False,True,56.265,"LINESTRING (130.3210239 31.4163194, 130.3211511 31.4162763, 130.3215828 31.4161508)",石垣加世田線,40,,2,29
125126767,unclassified,False,False,50.688,"LINESTRING (130.3261362 31.4164536, 130.3256443 31.4166313)",,,,,
125127797,unclassified,False,False,35.864,"LINESTRING (130.3261362 31.4164536, 130.3264966 31.4163565)",,,,,
125122700,unclassified,False,True,97.92800000000001,"LINESTRING (130.3261362 31.4164536, 130.3259555 31.4164274, 130.3258133 31.4164218, 130.3257341 31.4164309, 130.3255284 31.416429, 130.3253535 31.4164148, 130.3252409 31.4163878, 130.325115 31.4163678)",,,,,
125126824,tertiary,False,True,66.994,"LINESTRING (130.3264966 31.4163565, 130.3268174 31.4168932)",,40,,,
125127797,unclassified,False,True,35.864,"LINESTRING (130.3264966 31.4163565, 130.3261362 31.4164536)",,,,,
"[125125634, 125124252, 125125735]",tertiary,False,False,64.864,"LINESTRING (130.3264966 31.4163565, 130.326407 31.416221, 130.326206 31.415852, 130.326196 31.415833)",向江橋,40,yes,,
125126718,unclassified,False,False,91.43,"LINESTRING (130.3264966 31.4163565, 130.32706 31.4162038, 130.327418 31.4161164)",,,,,
125122700,unclassified,False,False,97.928,"LINESTRING (130.325115 31.4163678, 130.3252409 31.4163878, 130.3253535 31.4164148, 130.3255284 31.416429, 130.3257341 31.4164309, 130.3258133 31.4164218, 130.3259555 31.4164274, 130.3261362 31.4164536)",,,,,
125127036,unclassified,False,True,103.423,"LINESTRING (130.325115 31.4163678, 130.32477 31.4165389, 130.3241752 31.4168388)",,,,,
125130677,unclassified,False,True,157.00199999999998,"LINESTRING (130.325115 31.4163678, 130.324643 31.416253, 130.324365 31.416174, 130.32415 31.41609, 130.324003 31.416022, 130.32384 31.415921, 130.323643 31.415769)",,,,,
125121905,trunk,False,True,32.706,"LINESTRING (130.3204918 31.4164796, 130.3201661 31.4165758)",国道226号,40,,2,226
125121905,trunk,False,False,53.543,"LINESTRING (130.3204918 31.4164796, 130.3208954 31.4163581, 130.3210239 31.4163194)",国道226号,40,,2,226
125126553,unclassified,False,True,65.796,"LINESTRING (130.3204918 31.4164796, 130.3204791 31.4164308, 130.320296 31.4159121)",,,,,
