osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,junction,bridge
114041653,residential,False,True,24.403,"LINESTRING (130.2697091 31.7169853, 130.2698605 31.717163)",,,,,,
114041709,residential,False,True,41.653,"LINESTRING (130.2697091 31.7169853, 130.2693106 31.7168259)",,,,,,
114043927,unclassified,False,False,111.602,"LINESTRING (130.2697091 31.7169853, 130.2702294 31.7160845)",,,,,,
114041995,tertiary,False,True,49.014,"LINESTRING (130.2720739 31.7108158, 130.271591 31.710656)",,,,,,
114042597,tertiary,False,True,48.532,"LINESTRING (130.2720739 31.7108158, 130.2725563 31.7109644)",,,,,,
114044688,residential,False,False,55.375,"LINESTRING (130.2720739 31.7108158, 130.2718111 31.7112608)",,,,,,
114042321,unclassified,False,True,67.848,"LINESTRING (130.276377 31.71794, 130.275744 31.717653)",,,,,,
114044942,unclassified,False,True,43.792,"LINESTRING (130.276377 31.71794, 130.276529 31.717568)",,,,,,
114044414,unclassified,False,True,55.568,"LINESTRING (130.276377 31.71794, 130.276285 31.718171, 130.276265 31.71825, 130.276179 31.718409)",,,,,,
114042500,residential,False,False,38.566,"LINESTRING (130.2748777 31.7144774, 130.2745088 31.7143297)",,,,,,
114045429,unclassified,False,True,52.186,"LINESTRING (130.2748777 31.7144774, 130.2745756 31.7148701)",,,,,,
114044199,unclassified,False,True,100.27400000000002,"LINESTRING (130.2748777 31.7144774, 130.2750325 31.7142674, 130.2750935 31.7140858, 130.2750742 31.7139784, 130.2750092 31.7138952, 130.274939 31.713812, 130.274853 31.713733, 130.2748078 31.713707)",,,,,,
114041743,unclassified,False,False,87.668,"LINESTRING (130.2705315 31.7145759, 130.2712623 31.7150608)",,,,,,
114042912,residential,False,False,77.276,"LINESTRING (130.2705315 31.7145759, 130.2698808 31.7141557)",,,,,,
114044200,tertiary,False,False,114.005,"LINESTRING (130.2705315 31.7145759, 130.27101 31.7136349)",,,,,,
114044200,tertiary,False,True,52.502,"LINESTRING (130.2705315 31.7145759, 130.2703038 31.7150065)",,,,,,
114042704,unclassified,False,False,50.203,"LINESTRING (130.275052 31.715127, 130.2754676 31.7154078)",,,,,,
114043979,unclassified,False,True,53.354,"LINESTRING (130.275052 31.715127, 130.2745756 31.7148701)",,,,,,
114042098,trunk,False,False,108.934,"LINESTRING (130.275052 31.715127, 130.275176 31.714962, 130.275268 31.714822, 130.275652 31.714291)",2,3,国道3号,50,,
114042098,trunk,False,True,86.206,"LINESTRING (130.275052 31.715127, 130.27492 31.715295, 130.2745694 31.7157845)",2,3,国道3号,50,,
114042153,residential,False,True,69.499,"LINESTRING (130.2723423 31.7152494, 130.2729173 31.7156385)",,,,,,
114044502,residential,False,True,44.793,"LINESTRING (130.2723423 31.7152494, 130.2720542 31.7155691)",,,,,,
"[114041864, 114043974]","['unclassified', 'tertiary']",False,True,123.83699999999999,"LINESTRING (130.2723423 31.7152494, 130.272157 31.715105, 130.2714325 31.7148693, 130.2712623 31.7150608)",,,,,,
114042657,tertiary,False,True,38.088,"LINESTRING (130.2723423 31.7152494, 130.272391 31.7151825, 130.2725067 31.7149377)",,,,,,
114042401,residential,False,False,49.741,"LINESTRING (130.2698808 31.7141557, 130.2695709 31.7145171)",,,,,,
114042401,residential,False,True,46.586,"LINESTRING (130.2698808 31.7141557, 130.270171 31.7138172)",,,,,,
114042912,residential,False,False,94.209,"LINESTRING (130.2698808 31.7141557, 130.2690897 31.713641)",,,,,,
114042912,residential,False,True,77.276,"LINESTRING (130.2698808 31.7141557, 130.2705315 31.7145759)",,,,,,
114043906,residential,False,False,12.015,"LINESTRING (130.2669024 31.7177533, 130.2669091 31.7176454)",,,,,,
114042890,residential,False,False,31.512,"LINESTRING (130.2690323 31.7155144, 130.2688909 31.715771)",,,,,,
114042890,residential,False,True,28.614,"LINESTRING (130.2690323 31.7155144, 130.2691607 31.7152814)",,,,,,
114043841,residential,False,False,114.916,"LINESTRING (130.2690323 31.7155144, 130.2679327 31.715075)",,,,,,
114043841,residential,False,True,41.316,"LINESTRING (130.2690323 31.7155144, 130.2694263 31.7156748)",,,,,,
114041225,residential,False,False,32.56,"LINESTRING (130.2690069 31.7162479, 130.2686838 31.7161469)",,,,,,
114041225,residential,False,True,13.278,"LINESTRING (130.2690069 31.7162479, 130.269139 31.7162883)",,,,,,
