osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,width,ref,name,bridge
115958613,unclassified,False,False,67.147,,,"LINESTRING (131.617769 33.4181664, 131.617064 33.418302)",,,,
115958613,unclassified,False,True,31.679,,,"LINESTRING (131.617769 33.4181664, 131.6181016 33.4181024)",,,,
561978842,residential,False,False,74.379,,,"LINESTRING (131.617769 33.4181664, 131.6176191 33.4175093)",,,,
115964774,tertiary,False,True,567.417,2,30,"LINESTRING (131.6171657 33.4124402, 131.6174757 33.4124283, 131.6177369 33.4124572, 131.6182693 33.4126292, 131.618622 33.412804, 131.6192404 33.4132627, 131.620326 33.414025, 131.6207595 33.4144385, 131.6209461 33.4147501, 131.6210257 33.4149673, 131.621085 33.415304, 131.6210567 33.4157684)",,,,
115961253,unclassified,False,True,157.356,,,"LINESTRING (131.621477 33.416532, 131.621166 33.416657, 131.620978 33.416725, 131.620602 33.416882, 131.619948 33.417143)",5,,,
115962319,unclassified,False,True,132.49200000000002,,,"LINESTRING (131.6231368 33.4170847, 131.6232344 33.4170885, 131.624564 33.4170682)",,,,
115965030,tertiary,False,False,65.288,,30,"LINESTRING (131.6231368 33.4170847, 131.6231257 33.4174842, 131.6230926 33.4176697)",,,,
115965030,tertiary,False,True,96.712,,30,"LINESTRING (131.6231368 33.4170847, 131.6231575 33.4166859, 131.6231315 33.4164873, 131.6230396 33.4162276)",,,,
115959639,unclassified,False,True,15.029,,,"LINESTRING (131.619896 33.417015, 131.619948 33.417143)",6,,,
115959310,primary,False,False,80.822,,,"LINESTRING (131.6232124 33.418697, 131.624018 33.418421)",,49,大田杵築線,
115965030,tertiary,False,True,33.472,,30,"LINESTRING (131.6232124 33.418697, 131.6231874 33.4183967)",,,,
115959310,primary,False,True,116.997,,,"LINESTRING (131.6232124 33.418697, 131.6226385 33.4189344, 131.6223611 33.419062, 131.6220993 33.4191899)",,49,大田杵築線,
561980749,residential,False,False,123.004,,,"LINESTRING (131.6189708 33.42005, 131.6183819 33.421041)",,,,
"[833486348, 115962582]",residential,False,False,286.226,,,"LINESTRING (131.6189708 33.42005, 131.618662 33.4199422, 131.6183991 33.4199297, 131.6183535 33.4198882, 131.61838 33.419772, 131.6184646 33.4195985, 131.618662 33.419192, 131.618675 33.419147, 131.6186643 33.419093, 131.6185951 33.4189668, 131.6184324 33.4188759, 131.6182588 33.4187937, 131.6182331 33.4187309, 131.618152 33.418381, 131.618125 33.418212, 131.6181016 33.4181024)",,,,
115962582,residential,False,True,367.363,,,"LINESTRING (131.6189708 33.42005, 131.619293 33.419536, 131.619642 33.41904, 131.619763 33.418938, 131.619904 33.418888, 131.6204816 33.4187129, 131.6220541 33.4183412)",,,,
"[115962251, 115959070, 115961571]",unclassified,False,"[False, True]",241.70800000000003,,30,"LINESTRING (131.6200687 33.4177184, 131.6201591 33.4178169, 131.6202702 33.4179965, 131.6203297 33.4180684, 131.6203879 33.4181153, 131.6204542 33.4181467, 131.6211023 33.4181784, 131.621179 33.4181939, 131.6215269 33.4183875, 131.6216819 33.4185034, 131.6221192 33.418843)",5,,,yes
115963069,unclassified,False,False,188.303,,30,"LINESTRING (131.6200687 33.4177184, 131.619993 33.4177076, 131.6198994 33.4177128, 131.6188204 33.4179704, 131.6181016 33.4181024)",5,,,
115963342,unclassified,False,False,60.52799999999999,,30,"LINESTRING (131.6200687 33.4177184, 131.6201031 33.4176416, 131.620004 33.417339, 131.6199627 33.4171944)",6,,,
115957877,secondary,False,False,16.777,,,"LINESTRING (131.6223029 33.4202785, 131.6223264 33.4204281)",,405,成仏杵築線,
115960721,unclassified,False,True,44.082,,,"LINESTRING (131.6223029 33.4202785, 131.621896 33.420483)",,,,
115957877,secondary,False,True,122.539,,,"LINESTRING (131.6223029 33.4202785, 131.6222059 33.4197405, 131.6221246 33.4192835, 131.6220993 33.4191899)",,405,成仏杵築線,
561980749,residential,False,True,123.004,,,"LINESTRING (131.6183819 33.421041, 131.6189708 33.42005)",,,,
115959310,primary,False,False,313.625,,,"LINESTRING (131.6183819 33.421041, 131.6193443 33.4205507, 131.619426 33.4205091, 131.621291 33.4196062)",,49,大田杵築線,
115959310,primary,False,False,88.151,,,"LINESTRING (131.621291 33.4196062, 131.6220993 33.4191899)",,49,大田杵築線,
115959310,primary,False,True,313.625,,,"LINESTRING (131.621291 33.4196062, 131.619426 33.4205091, 131.6193443 33.4205507, 131.6183819 33.421041)",,49,大田杵築線,
115965995,unclassified,False,False,112.655,,,"LINESTRING (131.621291 33.4196062, 131.6213227 33.4196796, 131.621896 33.420483)",,,,
115965030,tertiary,False,False,47.116,,30,"LINESTRING (131.6226925 33.4155619, 131.6228921 33.4159515)",,,,
115960413,unclassified,False,False,291.955,,30,"LINESTRING (131.6226925 33.4155619, 131.6228769 33.4154993, 131.6234214 33.4153269, 131.6236613 33.4152669, 131.6244188 33.4150757, 131.6244826 33.4150695, 131.6247502 33.4150759, 131.6250395 33.4151088, 131.6254808 33.4151262, 131.6257374 33.4151225)",4,,,
1157171523,tertiary,False,True,161.32199999999997,,30,"LINESTRING (131.6226925 33.4155619, 131.6218809 33.4158427, 131.6212391 33.415851, 131.6211146 33.4158253, 131.6210567 33.4157684)",5,,,
115959310,primary,False,True,80.822,,,"LINESTRING (131.624018 33.418421, 131.6232124 33.418697)",,49,大田杵築線,
115959310,primary,False,False,189.85999999999999,,,"LINESTRING (131.624018 33.418421, 131.6242148 33.4183764, 131.6248088 33.4182202, 131.6254032 33.4180743, 131.6255391 33.4180406, 131.6256837 33.4180093, 131.6259837 33.4179503)",,49,大田杵築線,
1003345060,residential,False,True,258.538,,,"LINESTRING (131.624018 33.418421, 131.6241271 33.4184828, 131.6243047 33.4188256, 131.6240531 33.4189306, 131.6241832 33.4205337)",,,,
1003345062,residential,False,False,51.121,,,"LINESTRING (131.622441 33.4211426, 131.6229886 33.4210929)",,,,
115957877,secondary,False,True,80.158,,,"LINESTRING (131.622441 33.4211426, 131.6224166 33.4209981, 131.6224077 33.420945, 131.6223264 33.4204281)",,405,成仏杵築線,
115965030,tertiary,False,False,33.615,,30,"LINESTRING (131.6228921 33.4159515, 131.6230396 33.4162276)",,,,
115965030,tertiary,False,True,47.116,,30,"LINESTRING (131.6228921 33.4159515, 131.6226925 33.4155619)",,,,
"[115964037, 115961095]",unclassified,False,"[False, True]",81.943,,,"LINESTRING (131.6228921 33.4159515, 131.622575 33.416075, 131.622102 33.41628)",4,,,
115962806,tertiary,False,True,359.46599999999995,2,30,"LINESTRING (131.6210567 33.4157684, 131.620826 33.4157934, 131.619568 33.4162689, 131.6191916 33.4164021, 131.618809 33.4164926, 131.6181841 33.4166138, 131.618041 33.4166435, 131.6174105 33.416817)",,,,
115964774,tertiary,False,False,567.4169999999999,2,30,"LINESTRING (131.6210567 33.4157684, 131.621085 33.415304, 131.6210257 33.4149673, 131.6209461 33.4147501, 131.6207595 33.4144385, 131.620326 33.414025, 131.6192404 33.4132627, 131.618622 33.412804, 131.6182693 33.4126292, 131.6177369 33.4124572, 131.6174757 33.4124283, 131.6171657 33.4124402)",,,,
1157171523,tertiary,False,False,161.322,,30,"LINESTRING (131.6210567 33.4157684, 131.6211146 33.4158253, 131.6212391 33.415851, 131.6218809 33.4158427, 131.6226925 33.4155619)",5,,,
"[115960302, 115964330, 115958558]",unclassified,False,"[False, True]",459.916,,,"LINESTRING (131.6271346 33.4157628, 131.6270772 33.4158051, 131.6269813 33.4158588, 131.6268958 33.4158869, 131.6267344 33.4159401, 131.6266501 33.4159786, 131.6264803 33.4160796, 131.6264569 33.4160876, 131.6263287 33.4160835, 131.6262983 33.4160786, 131.6257495 33.4158633, 131.6257187 33.4158493, 131.6254037 33.4156568, 131.6253621 33.4156291, 131.625229 33.4155404, 131.6249806 33.4153888, 131.6249514 33.4153803, 131.6245404 33.4153943, 131.6244091 33.4154166, 131.6242703 33.4154591, 131.6241785 33.4155109, 131.6241482 33.4155476, 131.624139 33.4155811, 131.6241463 33.4156114, 131.6241972 33.4157155, 131.6242011 33.4157487, 131.6241939 33.4157693, 131.6241549 33.4157893, 131.6239661 33.4158675, 131.6236357 33.4159922, 131.6235351 33.4160301, 131.6230396 33.4162276)",7,,,yes
