osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed
"[107920185, 107920177, 107919887]",tertiary,False,"[False, True]",173.05400000000003,yes,"LINESTRING (140.4433848 37.9937036, 140.4434332 37.993753, 140.4439682 37.994108, 140.4446065 37.9945233, 140.4448821 37.9947161)",,,,
107920348,tertiary,False,True,92.173,,"LINESTRING (140.4433848 37.9937036, 140.4433152 37.9936325, 140.4428324 37.9933408, 140.442713 37.9932324, 140.4426355 37.9931336)",,,,
108739355,trunk,False,False,321.098,,"LINESTRING (140.4433848 37.9937036, 140.4434332 37.993586, 140.4437864 37.9932006, 140.4451882 37.9918604, 140.4456497 37.9914454)",2,113,国道113号,60
108739355,trunk,False,True,235.24900000000002,,"LINESTRING (140.4433848 37.9937036, 140.4433466 37.993791, 140.4424416 37.994657, 140.4417035 37.9953455)",2,113,国道113号,60
"[107919536, 107920027, 107920268]",unclassified,False,False,253.043,yes,"LINESTRING (140.4417035 37.9953455, 140.4421645 37.9956533, 140.4421923 37.9957512, 140.4421822 37.9959072, 140.4418966 37.9963968, 140.4417559 37.9966, 140.4414521 37.9968625, 140.4414448 37.9969183, 140.4415165 37.9972225, 140.4415285 37.9972735)",,,,
108739355,trunk,False,False,235.249,,"LINESTRING (140.4417035 37.9953455, 140.4424416 37.994657, 140.4433466 37.993791, 140.4433848 37.9937036)",2,113,国道113号,60
108739355,trunk,False,True,367.98,,"LINESTRING (140.4417035 37.9953455, 140.4405812 37.996408, 140.4403072 37.996581, 140.4400831 37.9966763, 140.4398934 37.9967227, 140.4382622 37.9968621)",2,113,国道113号,60
107920314,unclassified,False,True,75.342,,"LINESTRING (140.4382622 37.9968621, 140.4382576 37.9967472, 140.4382592 37.9966784, 140.4383017 37.9966107, 140.4383907 37.9964903, 140.438498 37.996421, 140.4386777 37.9963277)",,,,
108739355,trunk,False,False,367.98,,"LINESTRING (140.4382622 37.9968621, 140.4398934 37.9967227, 140.4400831 37.9966763, 140.4403072 37.996581, 140.4405812 37.996408, 140.4417035 37.9953455)",2,113,国道113号,60
107919617,unclassified,False,False,48.043,,"LINESTRING (140.4420715 37.9972137, 140.4415285 37.9972735)",,,,
107919815,unclassified,False,True,373.991,,"LINESTRING (140.4420715 37.9972137, 140.44224 37.99703, 140.442586 37.996788, 140.442985 37.996433, 140.443475 37.996011, 140.443575 37.995943, 140.443816 37.995796, 140.443937 37.995734, 140.44408 37.995616, 140.4443389 37.995236, 140.4448821 37.9947161)",,,,
107919502,unclassified,False,False,158.18900000000002,,"LINESTRING (140.4439773 37.9921736, 140.4427037 37.9928546, 140.4426078 37.9930502)",,,,
107920068,unclassified,False,False,191.007,,"LINESTRING (140.4439773 37.9921736, 140.443713 37.9918463, 140.4435262 37.9916953, 140.4430353 37.9912656, 140.443006 37.9912515, 140.4429638 37.9912418, 140.4426583 37.991346, 140.4424394 37.9914771)",,,,
107920267,unclassified,False,True,93.938,,"LINESTRING (140.4439773 37.9921736, 140.4443157 37.9920239, 140.4444444 37.9919309, 140.4444766 37.9918696, 140.4448045 37.9916564)",,,,
107920348,tertiary,False,True,9.586,,"LINESTRING (140.4426355 37.9931336, 140.4426078 37.9930502)",,,,
107919648,unclassified,False,False,84.908,,"LINESTRING (140.4426355 37.9931336, 140.4422552 37.9933869, 140.4419404 37.993663)",,,,
107920348,tertiary,False,False,92.173,,"LINESTRING (140.4426355 37.9931336, 140.442713 37.9932324, 140.4428324 37.9933408, 140.4433152 37.9936325, 140.4433848 37.9937036)",,,,
107920177,tertiary,False,False,33.076,,"LINESTRING (140.4468906 37.9944404, 140.4465792 37.9946085)",,,,
107919532,unclassified,False,True,12.714,,"LINESTRING (140.4456497 37.9914454, 140.445523 37.9913897)",,,,
108739355,trunk,False,True,321.098,,"LINESTRING (140.4456497 37.9914454, 140.4451882 37.9918604, 140.4437864 37.9932006, 140.4434332 37.993586, 140.4433848 37.9937036)",2,113,国道113号,60
107919547,residential,False,False,76.538,,"LINESTRING (140.4446967 37.9909926, 140.4446485 37.9910752, 140.44464 37.9911332, 140.4448045 37.9916564)",,,,
107919532,unclassified,False,False,12.714,,"LINESTRING (140.445523 37.9913897, 140.4456497 37.9914454)",,,,
107919872,unclassified,False,False,69.83,,"LINESTRING (140.445523 37.9913897, 140.4453349 37.9914849, 140.4448045 37.9916564)",,,,
107919500,residential,False,False,134.21800000000002,,"LINESTRING (140.4419404 37.993663, 140.441797 37.993592, 140.4416036 37.9935261, 140.441394 37.9935752, 140.4413697 37.9935809, 140.4412573 37.9937483, 140.4412526 37.9940616, 140.4412 37.994148, 140.4410958 37.9942309)",,,,
107919648,unclassified,False,True,84.908,,"LINESTRING (140.4419404 37.993663, 140.4422552 37.9933869, 140.4426355 37.9931336)",,,,
107920314,unclassified,False,False,84.366,,"LINESTRING (140.4419404 37.993663, 140.441669 37.994044, 140.441477 37.994328)",,,,
107920068,unclassified,False,True,191.007,,"LINESTRING (140.4424394 37.9914771, 140.4426583 37.991346, 140.4429638 37.9912418, 140.443006 37.9912515, 140.4430353 37.9912656, 140.4435262 37.9916953, 140.443713 37.9918463, 140.4439773 37.9921736)",,,,
107920348,tertiary,False,False,177.546,,"LINESTRING (140.4424394 37.9914771, 140.4424864 37.9917618, 140.4424898 37.9919275, 140.4424254 37.9922473, 140.4424193 37.9924065, 140.4424542 37.9925566, 140.4426078 37.9930502)",,,,
107919547,residential,False,True,76.538,,"LINESTRING (140.4448045 37.9916564, 140.44464 37.9911332, 140.4446485 37.9910752, 140.4446967 37.9909926)",,,,
107919872,unclassified,False,True,69.83,,"LINESTRING (140.4448045 37.9916564, 140.4453349 37.9914849, 140.445523 37.9913897)",,,,
