osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,tunnel
37434539,tertiary,False,True,8.671,"LINESTRING (132.2216039 34.2421241, 132.221698 34.2421295)",,,,,,
102116668,tertiary,False,True,62.649,"LINESTRING (132.2216039 34.2421241, 132.2210871 34.2420795, 132.2210169 34.2420735, 132.2209276 34.2420575)",,,,,,
26205344,secondary,False,True,9.163,"LINESTRING (132.2195008 34.2354731, 132.2195853 34.2354294)",2,117,乙瀬小方線,40,,
"[168895096, 168895104, 152635167]",trunk,True,False,119.21400000000001,"LINESTRING (132.2195008 34.2354731, 132.2195542 34.2357399, 132.2196644 34.2360368, 132.2197556 34.23629, 132.2198271 34.2364696, 132.2198417 34.2365055)",2,2;433,国道2号,50,yes,
37434540,tertiary,False,True,7.546,"LINESTRING (132.2215382 34.2407018, 132.2216186 34.2406881)",,,,,,
168895101,trunk,True,False,83.987,"LINESTRING (132.2215382 34.2407018, 132.22161 34.2410172, 132.2216322 34.2412105, 132.2216338 34.2414507)",2,2;433,国道2号,50,,
26205361,tertiary,False,True,45.809999999999995,"LINESTRING (132.2177616 34.2369635, 132.2176966 34.2369431, 132.2174112 34.2368538, 132.2173176 34.2368259, 132.2172946 34.2368198)",,,,,,
102116714,residential,False,True,205.643,"LINESTRING (132.2177616 34.2369635, 132.2179064 34.2369592, 132.2182254 34.2369016, 132.218273 34.236905, 132.2182877 34.2369366, 132.2183024 34.2371259, 132.2183673 34.2374608, 132.2184114 34.2376598, 132.2184139 34.2377219, 132.2184245 34.2379494, 132.2184433 34.2381567, 132.2184559 34.2383138)",,,,,,
"[26250568, 398158785, 398158786]",tertiary,False,True,155.339,"LINESTRING (132.2177616 34.2369635, 132.217811 34.2369168, 132.218008 34.236764, 132.2181832 34.2366298, 132.2182523 34.2365511, 132.2183064 34.2364695, 132.2183482 34.2363859, 132.2183865 34.2361979, 132.2184317 34.2359622, 132.2184973 34.2357654)",,,,,yes,
398162944,unclassified,True,False,82.501,"LINESTRING (132.2177616 34.2369635, 132.2176524 34.2370379, 132.2173806 34.2373315, 132.2171988 34.2375378)",,,,,,
37434539,tertiary,False,False,8.671,"LINESTRING (132.221698 34.2421295, 132.2216039 34.2421241)",,,,,,
37434539,tertiary,False,True,92.00800000000001,"LINESTRING (132.221698 34.2421295, 132.2218413 34.242139, 132.2226937 34.2422137)",,,,,,
99659539,trunk,True,False,161.34799999999998,"LINESTRING (132.221698 34.2421295, 132.2217388 34.2416505, 132.2217418 34.2413832, 132.2217239 34.2411609, 132.2216186 34.2406881)",2,2;433,国道2号,50,,
37434540,tertiary,False,False,7.546,"LINESTRING (132.2216186 34.2406881, 132.2215382 34.2407018)",,,,,,
168895300,trunk,True,False,11.724,"LINESTRING (132.2216186 34.2406881, 132.221582 34.2405871)",2,2;433,国道2号,50,,
37434540,tertiary,False,True,87.104,"LINESTRING (132.2216186 34.2406881, 132.2217392 34.2406708, 132.2225621 34.2406202)",,,,,,
37434530,tertiary,False,True,7.824,"LINESTRING (132.2207582 34.238723, 132.2206824 34.238755)",,,,,,
