osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
107505580,2,252;400,国道252号,trunk,False,False,530.993,"LINESTRING (139.5242278 37.4548641, 139.5247259 37.4549206, 139.5250338 37.454964, 139.525256 37.4550148, 139.525512 37.4550712, 139.5259064 37.4552211, 139.526271 37.4553669, 139.5264288 37.4554223, 139.5265309 37.455448, 139.5266757 37.4554798, 139.5268671 37.4555147, 139.5273468 37.4555875, 139.5276365 37.4556317, 139.527864 37.4556738, 139.5281679 37.4557466, 139.5284187 37.4558236, 139.5289199 37.4560038, 139.5294549 37.4561973, 139.5298914 37.4563732)",,
107506018,2,252,国道252号,trunk,False,True,163.97000000000003,"LINESTRING (139.5242278 37.4548641, 139.5240191 37.4548083, 139.5237073 37.4546652, 139.5232566 37.4544236, 139.5226533 37.4540926)",,
365092681,,400,国道400号,trunk,False,True,185.132,"LINESTRING (139.5242278 37.4548641, 139.5240923 37.4546468, 139.5240136 37.4544988, 139.5239742 37.4543982, 139.5239066 37.4542218, 139.5238406 37.4540692, 139.5237798 37.4539374, 139.5236424 37.4537433, 139.523471 37.4535926, 139.5232685 37.4534081)",,
107505580,2,252;400,国道252号,trunk,False,True,530.993,"LINESTRING (139.5298914 37.4563732, 139.5294549 37.4561973, 139.5289199 37.4560038, 139.5284187 37.4558236, 139.5281679 37.4557466, 139.527864 37.4556738, 139.5276365 37.4556317, 139.5273468 37.4555875, 139.5268671 37.4555147, 139.5266757 37.4554798, 139.5265309 37.455448, 139.5264288 37.4554223, 139.526271 37.4553669, 139.5259064 37.4552211, 139.525512 37.4550712, 139.525256 37.4550148, 139.5250338 37.454964, 139.5247259 37.4549206, 139.5242278 37.4548641)",,
"[107506112, 107505528, 107505687]",,,,unclassified,False,False,398.55199999999996,"LINESTRING (139.5298914 37.4563732, 139.5297925 37.4564991, 139.5289019 37.4576913, 139.5288148 37.4578479, 139.5285119 37.4576913, 139.528076 37.457506, 139.5276495 37.4573629, 139.527206 37.457359, 139.526606 37.457303)",yes,
107505907,,,,unclassified,False,False,380.133,"LINESTRING (139.5185982 37.455831, 139.5189076 37.4557929, 139.5211305 37.4550983, 139.5212502 37.4550115, 139.5212898 37.4547642, 139.5211752 37.4544906, 139.5210544 37.4543382, 139.5210184 37.4542458, 139.5210209 37.454135, 139.5210382 37.4540162, 139.5210237 37.4539167)",,
"[107506748, 107505813, 107506055]",2,252,国道252号,trunk,False,False,302.718,"LINESTRING (139.5185982 37.455831, 139.5188791 37.4556425, 139.5192926 37.455292, 139.5208547 37.4539958, 139.5209352 37.4539499, 139.5210237 37.4539167)",,yes
"[107506011, 107506622]",,400,国道400号,trunk,False,True,130.36299999999997,"LINESTRING (139.5231753 37.4520271, 139.5232928 37.4517106, 139.5234173 37.4513253, 139.5234978 37.4512503, 139.523629 37.4511475, 139.5237936 37.4510379, 139.5238237 37.4510211)",,
107506646,,400,国道400号,trunk,False,False,158.47,"LINESTRING (139.5231753 37.4520271, 139.5231187 37.4522037, 139.5230842 37.4526696, 139.5230931 37.4529019, 139.523112 37.453179, 139.5231457 37.4532842, 139.5232253 37.4533688, 139.5232685 37.4534081)",,
244649797,,,,residential,False,True,96.757,"LINESTRING (139.5231753 37.4520271, 139.5235113 37.4520548, 139.5237288 37.4520538, 139.5238723 37.4520913, 139.524164 37.4521653, 139.5242431 37.4521865)",,
107505416,,,,unclassified,False,False,594.366,"LINESTRING (139.526606 37.457303, 139.526394 37.457286, 139.525857 37.457213, 139.525392 37.457111, 139.525045 37.457072, 139.524213 37.457033, 139.524086 37.457016, 139.523867 37.457004, 139.523768 37.456993, 139.523076 37.456993, 139.522553 37.457033, 139.522342 37.457044, 139.521904 37.457072, 139.521487 37.457078, 139.521056 37.457111, 139.520774 37.457151, 139.52047 37.457213, 139.519962 37.457364)",,
"[107505528, 107506112, 107505687]",,,,unclassified,False,True,398.552,"LINESTRING (139.526606 37.457303, 139.527206 37.457359, 139.5276495 37.4573629, 139.528076 37.457506, 139.5285119 37.4576913, 139.5288148 37.4578479, 139.5289019 37.4576913, 139.5297925 37.4564991, 139.5298914 37.4563732)",yes,
107505416,,,,unclassified,False,True,594.3660000000001,"LINESTRING (139.519962 37.457364, 139.52047 37.457213, 139.520774 37.457151, 139.521056 37.457111, 139.521487 37.457078, 139.521904 37.457072, 139.522342 37.457044, 139.522553 37.457033, 139.523076 37.456993, 139.523768 37.456993, 139.523867 37.457004, 139.524086 37.457016, 139.524213 37.457033, 139.525045 37.457072, 139.525392 37.457111, 139.525857 37.457213, 139.526394 37.457286, 139.526606 37.457303)",,
244649797,,,,residential,False,False,96.757,"LINESTRING (139.5242431 37.4521865, 139.524164 37.4521653, 139.5238723 37.4520913, 139.5237288 37.4520538, 139.5235113 37.4520548, 139.5231753 37.4520271)",,
