osmid,oneway,lanes,ref,name,highway,reversed,length,tunnel,geometry,bridge
1181250424,False,2,473,国道473号,trunk,True,105.263,,"LINESTRING (137.2285332 34.8309268, 137.2296591 34.8307218)",
160428872,False,,,,tertiary,True,83.366,,"LINESTRING (137.2285332 34.8309268, 137.2282567 34.8303682, 137.2282 34.830229)",
98456660,False,,,,tertiary,False,66.811,,"LINESTRING (137.2234492 34.8348663, 137.2234454 34.8349398, 137.223418 34.8354666)",
"[174470553, 98456660]",False,,,,tertiary,"[False, True]",24.414,,"LINESTRING (137.2234492 34.8348663, 137.2234487 34.834827, 137.2234579 34.8346469)",yes
174569714,False,,,,residential,False,210.747,,"LINESTRING (137.2234492 34.8348663, 137.2228682 34.8345031, 137.2225951 34.8343411, 137.2223565 34.8342563, 137.2221874 34.8342203, 137.2218995 34.8341482, 137.2215703 34.8340863, 137.2214068 34.8340533)",
"[683633816, 174473777]",False,,,,"['unclassified', 'residential']","[False, True]",185.011,,"LINESTRING (137.2234492 34.8348663, 137.2239967 34.8351738, 137.224541 34.8353727, 137.2250124 34.8355087, 137.224953 34.835294)",yes
98456633,False,,,,tertiary,False,110.879,,"LINESTRING (137.2232815 34.8383221, 137.2221066 34.8380683)",
98456660,False,,,,tertiary,True,190.281,,"LINESTRING (137.2232815 34.8383221, 137.2233018 34.8381008, 137.2233418 34.8371604, 137.2233651 34.8366124)",
171780288,True,2,247,国道247号,trunk,False,81.097,,"LINESTRING (137.2303434 34.8350236, 137.22947 34.8351577)",
554592172,False,2,473,国道473号,trunk,False,13.513,,"LINESTRING (137.2303434 34.8350236, 137.230402 34.8351352)",
554592172,False,2,473,国道473号,trunk,True,135.852,,"LINESTRING (137.2303434 34.8350236, 137.2298515 34.8338705)",
174473529,False,,,,unclassified,False,63.712,,"LINESTRING (137.223442 34.829514, 137.2227926 34.8297241)",
174476565,False,,,,unclassified,True,83.725,,"LINESTRING (137.223442 34.829514, 137.223593 34.830019, 137.2236425 34.8302484)",
160428872,False,,,,tertiary,False,71.495,,"LINESTRING (137.228117 34.8295897, 137.2281374 34.8297813, 137.2282 34.830229)",
174478715,False,,,,unclassified,False,51.656,,"LINESTRING (137.228117 34.8295897, 137.227823 34.829647, 137.227565 34.829692)",
174473529,False,,,,unclassified,True,63.712,,"LINESTRING (137.2227926 34.8297241, 137.223442 34.829514)",
376615301,False,,,,tertiary,True,22.991,,"LINESTRING (137.2227926 34.8297241, 137.2228804 34.8299179)",
376615283,False,,,,tertiary,False,47.023,,"LINESTRING (137.2210708 34.829659, 137.2215602 34.8295269)",
376615283,False,,,,tertiary,True,73.041,,"LINESTRING (137.2210708 34.829659, 137.2203271 34.8299015)",
376615291,False,,,,unclassified,True,43.913,,"LINESTRING (137.2210708 34.829659, 137.22125 34.8300255)",
174477938,False,,,,unclassified,False,94.015,,"LINESTRING (137.227565 34.829692, 137.2265435 34.8298005)",
174478715,False,,,,unclassified,True,51.656,,"LINESTRING (137.227565 34.829692, 137.227823 34.829647, 137.228117 34.8295897)",
174470794,False,,,,unclassified,False,39.022,,"LINESTRING (137.2259327 34.8299098, 137.2258627 34.8295636)",
174473753,False,,,,unclassified,False,44.827,,"LINESTRING (137.2259327 34.8299098, 137.2260378 34.8303036)",
174475698,False,,,,unclassified,True,71.165,,"LINESTRING (137.2259327 34.8299098, 137.2251656 34.8300243)",
174480201,False,,,,unclassified,True,57.06,,"LINESTRING (137.2259327 34.8299098, 137.2265435 34.8298005)",
174472773,False,,,,unclassified,False,42.022,,"LINESTRING (137.2203271 34.8299015, 137.2204809 34.8302577)",
174479559,False,,,,unclassified,True,54.797,,"LINESTRING (137.2203271 34.8299015, 137.2201242 34.8294377)",
376615283,False,,,,tertiary,False,73.041,,"LINESTRING (137.2203271 34.8299015, 137.2210708 34.829659)",
376615283,False,,,,tertiary,True,51.257,,"LINESTRING (137.2203271 34.8299015, 137.2197928 34.8300434)",
174471814,False,,,,unclassified,False,58.091,,"LINESTRING (137.2228804 34.8299179, 137.2222866 34.8301059)",
376615301,False,,,,tertiary,False,22.991,,"LINESTRING (137.2228804 34.8299179, 137.2227926 34.8297241)",
376615301,False,,,,tertiary,True,52.405,,"LINESTRING (137.2228804 34.8299179, 137.2230803 34.8303597)",
174470731,False,,,,unclassified,True,16.852,,"LINESTRING (137.2251656 34.8300243, 137.2249834 34.8300488)",
174473887,False,,,,unclassified,False,40.975,,"LINESTRING (137.2251656 34.8300243, 137.2250863 34.8296616)",
174475698,False,,,,unclassified,False,71.165,,"LINESTRING (137.2251656 34.8300243, 137.2259327 34.8299098)",
174569601,False,,,,unclassified,False,108.963,,"LINESTRING (137.229385 34.8301112, 137.229038 34.830149, 137.228813 34.830166, 137.228479 34.830199, 137.2282 34.830229)",
174569601,False,,,,unclassified,True,78.139,,"LINESTRING (137.229385 34.8301112, 137.2293909 34.8301584, 137.2295073 34.8301782, 137.2296591 34.8307218)",
174470731,False,,,,unclassified,False,16.852,,"LINESTRING (137.2249834 34.8300488, 137.2251656 34.8300243)",
174476598,False,,,,unclassified,True,78.93,,"LINESTRING (137.2249834 34.8300488, 137.2241328 34.8301767)",
376615303,False,,,,unclassified,True,46.068,,"LINESTRING (137.2249834 34.8300488, 137.2250839 34.8304548)",
683633248,False,,,,unclassified,True,68.074,,"LINESTRING (137.2282 34.830229, 137.2277274 34.8307026)",
160428872,False,,,,tertiary,False,83.366,,"LINESTRING (137.2282 34.830229, 137.2282567 34.8303682, 137.2285332 34.8309268)",
160428872,False,,,,tertiary,True,71.495,,"LINESTRING (137.2282 34.830229, 137.2281374 34.8297813, 137.228117 34.8295897)",
174569601,False,,,,unclassified,True,108.963,,"LINESTRING (137.2282 34.830229, 137.228479 34.830199, 137.228813 34.830166, 137.229038 34.830149, 137.229385 34.8301112)",
174469377,False,,,,unclassified,True,45.456,,"LINESTRING (137.2241328 34.8301767, 137.2236425 34.8302484)",
174474271,False,,,,unclassified,False,44.914,,"LINESTRING (137.2241328 34.8301767, 137.224207 34.830576)",
174476598,False,,,,unclassified,False,78.93,,"LINESTRING (137.2241328 34.8301767, 137.2249834 34.8300488)",
174568834,False,,,,unclassified,False,40.09,,"LINESTRING (137.2241328 34.8301767, 137.2241486 34.8298164)",
174469377,False,,,,unclassified,False,45.456,,"LINESTRING (137.2236425 34.8302484, 137.2241328 34.8301767)",
174476477,False,,,,unclassified,False,52.786,,"LINESTRING (137.2236425 34.8302484, 137.2230803 34.8303597)",
174476565,False,,,,unclassified,False,83.725,,"LINESTRING (137.2236425 34.8302484, 137.223593 34.830019, 137.223442 34.829514)",
174469658,False,,,,unclassified,False,51.29,,"LINESTRING (137.2214137 34.8303731, 137.2215744 34.8308151)",
174473842,False,,,,unclassified,False,76.418,,"LINESTRING (137.2214137 34.8303731, 137.2206294 34.8306136)",
174474263,False,,,,unclassified,False,41.439,,"LINESTRING (137.2214137 34.8303731, 137.22125 34.8300255)",
174471814,False,,,,unclassified,True,85.033,,"LINESTRING (137.2214137 34.8303731, 137.2220786 34.8301689, 137.2222866 34.8301059)",
174473842,False,,,,unclassified,True,76.418,,"LINESTRING (137.2206294 34.8306136, 137.2214137 34.8303731)",
174474197,False,,,,unclassified,False,46.933,,"LINESTRING (137.2206294 34.8306136, 137.220803 34.8310109)",
376615290,False,,,,unclassified,True,41.831,,"LINESTRING (137.2206294 34.8306136, 137.2204809 34.8302577)",
174472279,False,,,,unclassified,True,39.2,,"LINESTRING (137.224207 34.830576, 137.2243057 34.8309191)",
174474271,False,,,,unclassified,True,44.914,,"LINESTRING (137.224207 34.830576, 137.2241328 34.8301767)",
174475284,False,,,,unclassified,False,89.633,,"LINESTRING (137.224207 34.830576, 137.2232384 34.8307088)",
376615302,False,,,,residential,False,81.165,,"LINESTRING (137.224207 34.830576, 137.2250839 34.8304548)",
174473954,False,,,,unclassified,False,81.462,,"LINESTRING (137.2260373 34.830621, 137.2251644 34.8307737)",
174479917,False,,,,unclassified,True,39.486,,"LINESTRING (137.2260373 34.830621, 137.2260626 34.8309755)",
376615305,False,,,,unclassified,True,35.293,,"LINESTRING (137.2260373 34.830621, 137.2260378 34.8303036)",
174475284,False,,,,unclassified,True,89.633,,"LINESTRING (137.2232384 34.8307088, 137.224207 34.830576)",
376615301,False,,,,tertiary,False,41.414,,"LINESTRING (137.2232384 34.8307088, 137.2230803 34.8303597)",
376615301,False,,,,tertiary,True,11.201,,"LINESTRING (137.2232384 34.8307088, 137.2232785 34.830804)",
1181250424,False,2,473,国道473号,trunk,False,105.263,,"LINESTRING (137.2296591 34.8307218, 137.2285332 34.8309268)",
174569601,False,,,,unclassified,False,78.139,,"LINESTRING (137.2296591 34.8307218, 137.2295073 34.8301782, 137.2293909 34.8301584, 137.229385 34.8301112)",
174469459,False,,,,unclassified,True,38.25,,"LINESTRING (137.2219659 34.8306924, 137.2215744 34.8308151)",
174476586,False,,,,unclassified,False,50.586,,"LINESTRING (137.2219659 34.8306924, 137.2221458 34.8311227)",
174567576,False,,,,unclassified,True,108.234,,"LINESTRING (137.2219659 34.8306924, 137.2222211 34.8306162, 137.2230803 34.8303597)",
174475352,False,,,,unclassified,False,109.29,,"LINESTRING (137.2232785 34.830804, 137.2221458 34.8311227)",
376615301,False,,,,tertiary,False,11.201,,"LINESTRING (137.2232785 34.830804, 137.2232384 34.8307088)",
376615301,False,,,,tertiary,True,29.966,,"LINESTRING (137.2232785 34.830804, 137.2233955 34.8310558)",
174473717,False,,,,unclassified,True,80.027,,"LINESTRING (137.2251644 34.8307737, 137.2243057 34.8309191)",
174473954,False,,,,unclassified,True,81.462,,"LINESTRING (137.2251644 34.8307737, 137.2260373 34.830621)",
174479601,False,,,,unclassified,True,39.933,,"LINESTRING (137.2251644 34.8307737, 137.2252468 34.8311264)",
174568137,False,,,,unclassified,False,36.213,,"LINESTRING (137.2251644 34.8307737, 137.2250839 34.8304548)",
174469459,False,,,,unclassified,False,38.25,,"LINESTRING (137.2215744 34.8308151, 137.2219659 34.8306924)",
174469537,False,,,,unclassified,False,73.698,,"LINESTRING (137.2215744 34.8308151, 137.220803 34.8310109)",
174469658,False,,,,unclassified,True,51.29,,"LINESTRING (137.2215744 34.8308151, 137.2214137 34.8303731)",
174469513,False,,,,unclassified,False,42.76,,"LINESTRING (137.2243057 34.8309191, 137.224385 34.8312981)",
174472279,False,,,,unclassified,False,39.2,,"LINESTRING (137.2243057 34.8309191, 137.224207 34.830576)",
174473717,False,,,,unclassified,False,80.027,,"LINESTRING (137.2243057 34.8309191, 137.2251644 34.8307737)",
376615300,False,,,,residential,True,84.456,,"LINESTRING (137.2243057 34.8309191, 137.2233955 34.8310558)",
174469537,False,,,,unclassified,True,73.698,,"LINESTRING (137.220803 34.8310109, 137.2215744 34.8308151)",
174473040,False,,,,unclassified,False,50.94,,"LINESTRING (137.220803 34.8310109, 137.2202775 34.8311652)",
174474197,False,,,,unclassified,True,46.933,,"LINESTRING (137.220803 34.8310109, 137.2206294 34.8306136)",
174476419,False,,,,unclassified,False,50.529,,"LINESTRING (137.220803 34.8310109, 137.2209623 34.8314461)",
98456689,False,,,,tertiary,False,42.743,,"LINESTRING (137.2280763 34.8310111, 137.2285332 34.8309268)",
98456689,False,,,,tertiary,True,39.392,,"LINESTRING (137.2280763 34.8310111, 137.2276545 34.8310861)",
174568613,False,,,,unclassified,True,46.807,,"LINESTRING (137.2280763 34.8310111, 137.2277274 34.8307026)",
174479969,False,,,,unclassified,False,88.74799999999999,,"LINESTRING (137.2280763 34.8310111, 137.2286747 34.8314871, 137.2288038 34.8315295)",
98456689,False,,,,tertiary,False,39.392,,"LINESTRING (137.2276545 34.8310861, 137.2280763 34.8310111)",
98456689,False,,,,tertiary,True,87.572,,"LINESTRING (137.2276545 34.8310861, 137.2267136 34.8312402)",
174567591,False,,,,unclassified,True,122.753,,"LINESTRING (137.2276545 34.8310861, 137.2276762 34.8321899)",
174472348,False,,,,unclassified,True,45.943,,"LINESTRING (137.2221458 34.8311227, 137.2223263 34.8315084)",
174473352,False,,,,unclassified,False,113.85,,"LINESTRING (137.2221458 34.8311227, 137.2209623 34.8314461)",
174475352,False,,,,unclassified,True,109.29,,"LINESTRING (137.2221458 34.8311227, 137.2232785 34.830804)",
174476586,False,,,,unclassified,True,50.586,,"LINESTRING (137.2221458 34.8311227, 137.2219659 34.8306924)",
98456674,False,,,,tertiary,False,95.373,,"LINESTRING (137.219707 34.8313346, 137.2200586 34.8321423)",
376615285,False,,,,unclassified,True,55.374,,"LINESTRING (137.219707 34.8313346, 137.2202775 34.8311652)",
98456628,False,,,,tertiary,False,53.992,,"LINESTRING (137.2261341 34.8313377, 137.2267136 34.8312402)",
98456628,False,,,,tertiary,True,45.744,,"LINESTRING (137.2261341 34.8313377, 137.2256487 34.8314401)",
174479917,False,,,,unclassified,False,40.8,,"LINESTRING (137.2261341 34.8313377, 137.2260626 34.8309755)",
174473352,False,,,,unclassified,True,113.85,,"LINESTRING (137.2209623 34.8314461, 137.2221458 34.8311227)",
174473754,False,,,,unclassified,False,44.696,,"LINESTRING (137.2209623 34.8314461, 137.2211487 34.8318178)",
174476419,False,,,,unclassified,True,50.529,,"LINESTRING (137.2209623 34.8314461, 137.220803 34.8310109)",
98456628,False,,,,tertiary,False,45.744,,"LINESTRING (137.2256487 34.8314401, 137.2261341 34.8313377)",
98456628,False,,,,tertiary,True,29.272,,"LINESTRING (137.2256487 34.8314401, 137.2253353 34.831496)",
174470575,False,,,,unclassified,False,177.62,,"LINESTRING (137.2256487 34.8314401, 137.2260644 34.8330006)",
174472348,False,,,,unclassified,False,45.943,,"LINESTRING (137.2223263 34.8315084, 137.2221458 34.8311227)",
174472803,False,,,,unclassified,False,112.855,,"LINESTRING (137.2223263 34.8315084, 137.2211487 34.8318178)",
174473063,False,,,,unclassified,True,54.764,,"LINESTRING (137.2223263 34.8315084, 137.2224436 34.8319914)",
174471288,False,,,,unclassified,False,109.181,,"LINESTRING (137.2223263 34.8315084, 137.222821 34.8313828, 137.2234691 34.8312183)",
98456628,False,,,,tertiary,False,29.272,,"LINESTRING (137.2253353 34.831496, 137.2256487 34.8314401)",
98456628,False,,,,tertiary,True,58.745,,"LINESTRING (137.2253353 34.831496, 137.2247094 34.8316191)",
174479601,False,,,,unclassified,False,41.884,,"LINESTRING (137.2253353 34.831496, 137.2252468 34.8311264)",
98456628,False,,,,tertiary,False,58.745,,"LINESTRING (137.2247094 34.8316191, 137.2253353 34.831496)",
98456628,False,,,,tertiary,True,21.655,,"LINESTRING (137.2247094 34.8316191, 137.2244757 34.8316527)",
174479306,False,,,,unclassified,False,157.954,,"LINESTRING (137.2247094 34.8316191, 137.2250656 34.8330092)",
554592172,False,2,473,国道473号,trunk,False,91.621,,"LINESTRING (137.2288038 34.8315295, 137.2291611 34.8322995)",
554592172,False,2,473,国道473号,trunk,True,71.424,,"LINESTRING (137.2288038 34.8315295, 137.2285332 34.8309268)",
174479969,False,,,,unclassified,True,88.74799999999999,,"LINESTRING (137.2288038 34.8315295, 137.2286747 34.8314871, 137.2280763 34.8310111)",
98456628,False,,,,tertiary,False,21.655,,"LINESTRING (137.2244757 34.8316527, 137.2247094 34.8316191)",
174469513,False,,,,unclassified,True,40.289,,"LINESTRING (137.2244757 34.8316527, 137.224385 34.8312981)",
98456628,False,,,,tertiary,True,67.749,,"LINESTRING (137.2244757 34.8316527, 137.2241639 34.8317101, 137.223747 34.8317675)",
174470097,False,,,,unclassified,True,45.445,,"LINESTRING (137.2211487 34.8318178, 137.2212879 34.8322102)",
174472803,False,,,,unclassified,True,112.855,,"LINESTRING (137.2211487 34.8318178, 137.2223263 34.8315084)",
174473754,False,,,,unclassified,True,44.696,,"LINESTRING (137.2211487 34.8318178, 137.2209623 34.8314461)",
376615287,False,,,,unclassified,True,51.274,,"LINESTRING (137.2211487 34.8318178, 137.2206182 34.8319695)",
98456628,False,,,,tertiary,True,45.266,,"LINESTRING (137.2229305 34.831914, 137.2224436 34.8319914)",
98456628,False,,,,tertiary,False,76.284,,"LINESTRING (137.2229305 34.831914, 137.2229919 34.831903, 137.223747 34.8317675)",
174568598,False,,,,unclassified,True,141.30700000000002,,"LINESTRING (137.2229305 34.831914, 137.2230008 34.8321212, 137.2229761 34.8322986, 137.2229272 34.832552, 137.2228548 34.8329267, 137.2227606 34.8331552)",
98456628,False,,,,tertiary,False,45.266,,"LINESTRING (137.2224436 34.8319914, 137.2229305 34.831914)",
98456628,False,,,,tertiary,True,52.856,,"LINESTRING (137.2224436 34.8319914, 137.2218788 34.8320964)",
174473063,False,,,,unclassified,False,54.764,,"LINESTRING (137.2224436 34.8319914, 137.2223263 34.8315084)",
98456628,False,,,,tertiary,False,52.856,,"LINESTRING (137.2218788 34.8320964, 137.2224436 34.8319914)",
98456628,False,,,,tertiary,True,55.397,,"LINESTRING (137.2218788 34.8320964, 137.2212879 34.8322102)",
174569215,False,,,,unclassified,True,144.427,,"LINESTRING (137.2218788 34.8320964, 137.2220071 34.8322988, 137.222115 34.8324979, 137.222287 34.8327537, 137.2223107 34.8327889, 137.222395 34.8328616, 137.2225511 34.8329962, 137.2227606 34.8331552)",
174473357,False,,,,unclassified,True,48.402,,"LINESTRING (137.2268914 34.8321029, 137.2274175 34.8321576)",
922887942,False,,,,tertiary,False,81.155,,"LINESTRING (137.2268914 34.8321029, 137.2270448 34.8328218)",
922887942,False,,,,tertiary,True,97.291,,"LINESTRING (137.2268914 34.8321029, 137.2267136 34.8312402)",
98456674,False,,,,tertiary,False,49.544,,"LINESTRING (137.2200586 34.8321423, 137.2202405 34.8325621)",
98456674,False,,,,tertiary,True,95.373,,"LINESTRING (137.2200586 34.8321423, 137.219707 34.8313346)",
174476044,False,,,,unclassified,False,54.571,,"LINESTRING (137.2200586 34.8321423, 137.2206182 34.8319695)",
174473828,False,,,,unclassified,True,23.884,,"LINESTRING (137.2276762 34.8321899, 137.2274175 34.8321576)",
174567591,False,,,,unclassified,False,122.753,,"LINESTRING (137.2276762 34.8321899, 137.2276545 34.8310861)",
174568762,False,,,,unclassified,True,65.017,,"LINESTRING (137.2276762 34.8321899, 137.2281838 34.8322571, 137.2282228 34.8324166)",
174473357,False,,,,unclassified,False,48.402,,"LINESTRING (137.2274175 34.8321576, 137.2268914 34.8321029)",
174473828,False,,,,unclassified,False,23.884,,"LINESTRING (137.2274175 34.8321576, 137.2276762 34.8321899)",
174477042,False,,,,unclassified,True,101.259,,"LINESTRING (137.2274175 34.8321576, 137.2275381 34.8329271, 137.2275581 34.8330609)",
174480003,False,,,,unclassified,False,86.625,,"LINESTRING (137.2291611 34.8322995, 137.2282228 34.8324166)",
554592172,False,2,473,国道473号,trunk,False,98.421,,"LINESTRING (137.2291611 34.8322995, 137.2295287 34.8331316)",
554592172,False,2,473,国道473号,trunk,True,91.621,,"LINESTRING (137.2291611 34.8322995, 137.2288038 34.8315295)",
174480003,False,,,,unclassified,True,86.625,,"LINESTRING (137.2282228 34.8324166, 137.2291611 34.8322995)",
174568019,False,,,,unclassified,False,129.154,,"LINESTRING (137.2282228 34.8324166, 137.22841 34.8335679)",
174568762,False,,,,unclassified,False,65.017,,"LINESTRING (137.2282228 34.8324166, 137.2281838 34.8322571, 137.2276762 34.8321899)",
98456674,False,,,,tertiary,False,25.343,,"LINESTRING (137.2202405 34.8325621, 137.2203269 34.8327787)",
98456674,False,,,,tertiary,True,49.544,,"LINESTRING (137.2202405 34.8325621, 137.2200586 34.8321423)",
174480390,False,,,,unclassified,False,91.664,,"LINESTRING (137.2270448 34.8328218, 137.2260644 34.8330006)",
922887942,False,,,,tertiary,True,81.155,,"LINESTRING (137.2270448 34.8328218, 137.2268914 34.8321029)",
922887942,False,,,,tertiary,False,102.15899999999999,,"LINESTRING (137.2270448 34.8328218, 137.2270426 34.8328279, 137.2271211 34.833738)",
174470575,False,,,,unclassified,True,177.62,,"LINESTRING (137.2260644 34.8330006, 137.2256487 34.8314401)",
174480390,False,,,,unclassified,True,91.664,,"LINESTRING (137.2260644 34.8330006, 137.2270448 34.8328218)",
174568378,False,,,,unclassified,False,89.485,,"LINESTRING (137.2260644 34.8330006, 137.2251077 34.8331766)",
174477042,False,,,,unclassified,False,101.259,,"LINESTRING (137.2275581 34.8330609, 137.2275381 34.8329271, 137.2274175 34.8321576)",
"[174469563, 174471788]",False,,,,tertiary,True,23.412,,"LINESTRING (137.22004 34.8330536, 137.2200095 34.833078, 137.2198488 34.8331939)",yes
174474817,False,,,,residential,False,213.17999999999998,,"LINESTRING (137.22004 34.8330536, 137.2201803 34.833183, 137.2202622 34.8333116, 137.2203834 34.8334433, 137.2204859 34.8335456, 137.2206303 34.8336268, 137.220731 34.8336833, 137.2208272 34.8337289, 137.2209478 34.8337739, 137.221061 34.8338115, 137.2212286 34.8338639, 137.221398 34.833901, 137.221622 34.8339388, 137.22189 34.83398, 137.2219549 34.8339926)",
174477276,False,,,,tertiary,False,40.658,,"LINESTRING (137.22004 34.8330536, 137.2202679 34.832871, 137.2203269 34.8327787)",
174472615,False,,,,unclassified,True,95.867,,"LINESTRING (137.2251077 34.8331766, 137.2253301 34.8340192)",
174479306,False,,,,unclassified,True,19.007,,"LINESTRING (137.2251077 34.8331766, 137.2250656 34.8330092)",
174568378,False,,,,unclassified,True,89.485,,"LINESTRING (137.2251077 34.8331766, 137.2260644 34.8330006)",
174479595,False,,,,unclassified,True,113.044,,"LINESTRING (137.2295287 34.8331316, 137.22841 34.8335679)",
554592172,False,2,473,国道473号,trunk,False,20.209,,"LINESTRING (137.2295287 34.8331316, 137.2296086 34.8333011)",
554592172,False,2,473,国道473号,trunk,True,98.421,,"LINESTRING (137.2295287 34.8331316, 137.2291611 34.8322995)",
666228338,False,,,,residential,True,79.209,,"LINESTRING (137.2227606 34.8331552, 137.2236088 34.8330045)",
174480131,False,,,,unclassified,True,140.84,,"LINESTRING (137.2227606 34.8331552, 137.222869 34.833393, 137.2229549 34.8336893, 137.2230963 34.833872, 137.2231887 34.8339483, 137.2234099 34.8342237, 137.2234635 34.8342554)",
174568598,False,,,,unclassified,False,141.30700000000002,,"LINESTRING (137.2227606 34.8331552, 137.2228548 34.8329267, 137.2229272 34.832552, 137.2229761 34.8322986, 137.2230008 34.8321212, 137.2229305 34.831914)",
174569215,False,,,,unclassified,False,144.427,,"LINESTRING (137.2227606 34.8331552, 137.2225511 34.8329962, 137.222395 34.8328616, 137.2223107 34.8327889, 137.222287 34.8327537, 137.222115 34.8324979, 137.2220071 34.8322988, 137.2218788 34.8320964)",
174468877,False,,,,residential,True,175.204,,"LINESTRING (137.2198488 34.8331939, 137.2201262 34.8334267, 137.2202601 34.833545, 137.2204187 34.8336629, 137.2205085 34.8337381, 137.2206236 34.8338051, 137.2207312 34.8338541, 137.2208527 34.8339049, 137.2209541 34.8339389, 137.2212041 34.8339963, 137.2214068 34.8340533)",
"[174469563, 174471788]",False,,,,tertiary,False,23.412,,"LINESTRING (137.2198488 34.8331939, 137.2200095 34.833078, 137.22004 34.8330536)",yes
554592172,False,2,473,国道473号,trunk,False,67.084,,"LINESTRING (137.2296086 34.8333011, 137.2298515 34.8338705)",
554592172,False,2,473,国道473号,trunk,True,20.209,,"LINESTRING (137.2296086 34.8333011, 137.2295287 34.8331316)",
174479595,False,,,,unclassified,False,113.044,,"LINESTRING (137.22841 34.8335679, 137.2295287 34.8331316)",
174568019,False,,,,unclassified,True,129.154,,"LINESTRING (137.22841 34.8335679, 137.2282228 34.8324166)",
174569587,False,,,,unclassified,False,119.149,,"LINESTRING (137.22841 34.8335679, 137.2271211 34.833738)",
174569752,False,,,,unclassified,False,82.202,,"LINESTRING (137.22841 34.8335679, 137.2288591 34.8342087)",
174569587,False,,,,unclassified,True,119.149,,"LINESTRING (137.2271211 34.833738, 137.22841 34.8335679)",
"[174469370, 174477615]",False,,,,unclassified,False,127.636,,"LINESTRING (137.2271211 34.833738, 137.226776 34.8337893, 137.2257513 34.8339686)",
