osmid,highway,oneway,reversed,length,ref,name,geometry,bridge,lanes
219111485,tertiary,False,True,74.346,,,"LINESTRING (140.9739673 42.3161585, 140.9740558 42.3154931)",,
631039867,secondary,False,True,3.327,919,中央東線,"LINESTRING (140.9739673 42.3161585, 140.9740064 42.3161662)",,
236529802,secondary,False,True,62.887,919,中央東線,"LINESTRING (140.9739673 42.3161585, 140.9735349 42.3160891, 140.973213 42.3160762)",,
105921800,trunk,False,False,205.77499999999998,36;235,国道36号,"LINESTRING (140.9787276 42.3179702, 140.9783352 42.3180727, 140.9764845 42.3185013, 140.9763438 42.3185334)",yes,2
"[34169732, 105921823]",trunk,True,False,154.407,36;235,国道36号,"LINESTRING (140.9787276 42.3179702, 140.9788571 42.3179426, 140.97901 42.317863, 140.9791258 42.3177919, 140.9792889 42.3176409, 140.9793852 42.3174771, 140.9794123 42.3174144, 140.9795451 42.3169922, 140.9795768 42.3168256)",yes,1
105921800,trunk,False,True,205.77499999999998,36;235,国道36号,"LINESTRING (140.9763438 42.3185334, 140.9764845 42.3185013, 140.9783352 42.3180727, 140.9787276 42.3179702)",yes,2
209586203,tertiary,False,False,129.492,,,"LINESTRING (140.9763975 42.3124477, 140.9760876 42.3126752, 140.9759112 42.3128264, 140.9756645 42.3131041, 140.9754767 42.3133809)",,
219111480,unclassified,False,True,76.401,,,"LINESTRING (140.9763975 42.3124477, 140.976516 42.312486, 140.9765979 42.3125547, 140.9767176 42.3127035, 140.9768473 42.3128641, 140.9769808 42.3129399, 140.9770004 42.3129445)",,
236529813,unclassified,False,True,54.900000000000006,,,"LINESTRING (140.9763975 42.3124477, 140.976286 42.3123537, 140.9762492 42.3122936, 140.976257 42.31224, 140.9763796 42.3120083)",,
219111630,tertiary,False,True,55.716,,,"LINESTRING (140.9751474 42.3145814, 140.9758178 42.3146543)",,
461379355,tertiary,False,True,50.634,,,"LINESTRING (140.9751474 42.3145814, 140.9752305 42.3141302)",,
461380667,tertiary,False,False,63.008,,,"LINESTRING (140.9751474 42.3145814, 140.9743882 42.3145045)",,
461380668,tertiary,False,False,40.524,,,"LINESTRING (140.9751474 42.3145814, 140.9750839 42.3149428)",,4
236529802,secondary,False,False,30.295,919,中央東線,"LINESTRING (140.9719873 42.3163256, 140.9723225 42.3162125)",,
460663189,tertiary,False,True,38.634,,,"LINESTRING (140.9719873 42.3163256, 140.9716617 42.3165761)",,
219111622,unclassified,False,True,95.66600000000001,,,"LINESTRING (140.9719873 42.3163256, 140.9718304 42.3162899, 140.9708389 42.3161975)",,
236529793,secondary,False,True,57.051,919,中央東線,"LINESTRING (140.9719873 42.3163256, 140.9719336 42.3161292, 140.9719825 42.3158186)",,
219111459,unclassified,False,False,49.242,,,"LINESTRING (140.9681385 42.316427, 140.9682286 42.3159892)",,
334181074,secondary,False,False,29.451,844,祝津西小路中央線,"LINESTRING (140.9681385 42.316427, 140.9684118 42.3165982)",,
460663189,tertiary,False,False,72.574,,,"LINESTRING (140.9709322 42.3182956, 140.9710797 42.3176521)",,
470220079,tertiary,False,True,6.144,,,"LINESTRING (140.9709322 42.3182956, 140.9709207 42.3183502)",,
470220078,secondary,False,True,131.449,844,祝津西小路中央線,"LINESTRING (140.9709322 42.3182956, 140.970395 42.3178644, 140.9698167 42.3174494)",,
219111601,unclassified,False,False,66.287,,,"LINESTRING (140.9728374 42.3107854, 140.9736367 42.3108628)",,
236529793,secondary,False,False,54.063,919,中央東線,"LINESTRING (140.9728374 42.3107854, 140.9727543 42.3112677)",,
219111601,unclassified,False,True,66.287,,,"LINESTRING (140.9736367 42.3108628, 140.9728374 42.3107854)",,
219111428,unclassified,False,False,59.891999999999996,,,"LINESTRING (140.9736367 42.3108628, 140.9733309 42.3111524, 140.9732377 42.3113091)",,
