osmid,highway,oneway,reversed,length,geometry,lanes,name,bridge,ref,maxspeed
422264656,residential,False,True,242.731,"LINESTRING (140.6517888 35.7235189, 140.6516362 35.7234561, 140.6507869 35.7230293, 140.6504238 35.7230816, 140.64995 35.7230772, 140.6492854 35.7229754)",,,,,
1023518661,tertiary,False,False,67.38,"LINESTRING (140.6517888 35.7235189, 140.6519091 35.7229637, 140.6519181 35.7229221)",2,銀座通り,,,
422264664,unclassified,False,True,45.511,"LINESTRING (140.6519181 35.7229221, 140.6514237 35.722842)",,,,,
1023518661,tertiary,False,True,67.38,"LINESTRING (140.6519181 35.7229221, 140.6519091 35.7229637, 140.6517888 35.7235189)",2,銀座通り,,,
399142671,unclassified,False,False,39.863,"LINESTRING (140.651106 35.7202609, 140.6510644 35.7206178)",,,,,
27357175,tertiary,False,False,42.228,"LINESTRING (140.651106 35.7202609, 140.6510416 35.7202578, 140.6506384 35.7202525)",2,,,,
399142671,unclassified,False,True,93.59,"LINESTRING (140.651106 35.7202609, 140.651112 35.7202114, 140.6512079 35.7194233)",,,,,
27357175,tertiary,False,False,146.123,"LINESTRING (140.6506384 35.7202525, 140.6491352 35.7202284, 140.6490201 35.7202264)",2,,,,
27357175,tertiary,False,True,42.228,"LINESTRING (140.6506384 35.7202525, 140.6510416 35.7202578, 140.651106 35.7202609)",2,,,,
103997961,unclassified,False,False,58.586,"LINESTRING (140.6506384 35.7202525, 140.6506647 35.7199742, 140.6506811 35.7197268)",,,,,
27357179,unclassified,False,True,45.402,"LINESTRING (140.6507081 35.7193779, 140.6512079 35.7194233)",,,,,
103997961,unclassified,False,False,94.738,"LINESTRING (140.6507081 35.7193779, 140.6507242 35.718526)",,,,,
103997961,unclassified,False,True,38.872,"LINESTRING (140.6507081 35.7193779, 140.6506811 35.7197268)",,,,,
27357179,unclassified,False,False,161.99099999999999,"LINESTRING (140.6507081 35.7193779, 140.6503292 35.7193472, 140.6500113 35.7193214, 140.6492521 35.7192598, 140.6489338 35.7193339)",,,,,
27357179,unclassified,False,False,45.402,"LINESTRING (140.6512079 35.7194233, 140.6507081 35.7193779)",,,,,
399142671,unclassified,False,False,93.59,"LINESTRING (140.6512079 35.7194233, 140.651112 35.7202114, 140.651106 35.7202609)",,,,,
399142671,unclassified,False,True,95.98,"LINESTRING (140.6512079 35.7194233, 140.6512245 35.7192332, 140.6512832 35.7185623)",,,,,
"[104804570, 29473630, 1162676271]",tertiary,False,"[False, True]",259.678,"LINESTRING (140.6461575 35.7200149, 140.6462306 35.7200248, 140.6464519 35.7200547, 140.6466245 35.7200781, 140.6467626 35.7200909, 140.646844 35.7200984, 140.6469016 35.7201038, 140.6471292 35.7201249, 140.6472783 35.7201327, 140.6473359 35.7201355, 140.6477155 35.720156, 140.6478788 35.7201648, 140.6480504 35.7201741, 140.6482806 35.7201865, 140.6489037 35.7202201, 140.6490201 35.7202264)",2,,yes,,
29473630,tertiary,False,True,332.805,"LINESTRING (140.6461575 35.7200149, 140.6457165 35.719925, 140.6451288 35.7197949, 140.6443838 35.7196299, 140.6427075 35.7192587, 140.6425986 35.7192346)",2,,,,
220084984,unclassified,False,False,145.06900000000002,"LINESTRING (140.6461575 35.7200149, 140.6461735 35.7199498, 140.6462619 35.7196654, 140.6462954 35.7195249, 140.6463101 35.7194106, 140.6463028 35.7193072, 140.6462806 35.7191732, 140.6462619 35.7190938, 140.6462458 35.7189566, 140.6462526 35.7187272)",,,,,
"[220084984, 104804573]","['unclassified', 'tertiary']",False,True,195.768,"LINESTRING (140.6461575 35.7200149, 140.6461478 35.720063, 140.6460947 35.7203285, 140.6460749 35.7205798, 140.6460255 35.7207215, 140.6459762 35.720807, 140.6458872 35.7209086, 140.6457983 35.7210182, 140.6457325 35.7210904, 140.6457059 35.7211395, 140.6456732 35.7212, 140.6455744 35.7214914, 140.6455382 35.7216544, 140.6455359 35.7216704)",,,,,
104760500,secondary,False,False,5.373,"LINESTRING (140.6463137 35.7174768, 140.6463732 35.7174779)",2,八日市場井戸野旭線,,104,
104760500,secondary,False,True,188.108,"LINESTRING (140.6463137 35.7174768, 140.646268 35.7174756, 140.6457706 35.7175009, 140.6456079 35.7175064, 140.6451709 35.7175064, 140.6448444 35.7175205, 140.6447423 35.7175188, 140.644473 35.7174816, 140.6442396 35.7174463)",2,八日市場井戸野旭線,,104,
104763900,unclassified,False,True,108.922,"LINESTRING (140.6463137 35.7174768, 140.6462994 35.7172487, 140.6462587 35.7171615, 140.6460931 35.7169142, 140.6457331 35.716677)",,,,,
104760500,secondary,False,True,82.558,"LINESTRING (140.6488831 35.718266, 140.6487575 35.7181935, 140.6485458 35.7180637, 140.6484417 35.7180246, 140.6480965 35.7178949)",2,八日市場井戸野旭線,,104,
104803348,primary,False,True,119.03800000000001,"LINESTRING (140.6488831 35.718266, 140.6488689 35.7184074, 140.6488627 35.7184998, 140.6488899 35.7188719, 140.6489338 35.7193339)",2,旭小見川線,,28,
399142670,primary,False,True,173.65,"LINESTRING (140.6488831 35.718266, 140.6490259 35.718351, 140.6491145 35.7183967, 140.6492128 35.7184337, 140.6493111 35.7184707, 140.6495273 35.7185082, 140.6497926 35.7185537, 140.6498741 35.7185565, 140.6502103 35.7185421, 140.6507242 35.718526)",2,旭停車場線,,35,
1162674593,primary,False,True,56.282,"LINESTRING (140.6488831 35.718266, 140.6488983 35.7181478, 140.6489605 35.7177638)",2,旭停車場線,,35,40
376924915,trunk,False,True,191.346,"LINESTRING (140.6488269 35.7248497, 140.6486859 35.7248348, 140.6481344 35.7247759, 140.6478144 35.7247418, 140.6475484 35.7247134, 140.6475321 35.7247117, 140.6472912 35.7246866, 140.646725 35.7246275)",2,国道126号,,126,50
"[1162675003, 798440436, 798440437]",primary,False,False,213.86999999999998,"LINESTRING (140.6488269 35.7248497, 140.6488808 35.7247106, 140.6490741 35.7242119, 140.6491621 35.7239764, 140.6492115 35.723769, 140.6492246 35.7237054, 140.6492412 35.7236252, 140.6492451 35.7236061, 140.6492789 35.7233277, 140.6492889 35.7231215, 140.6492854 35.7229754)",2,旭小見川線,yes,28,
798440436,primary,False,False,43.467,"LINESTRING (140.6492854 35.7229754, 140.6492544 35.7225853)",2,旭小見川線,,28,
422264656,residential,False,False,242.73099999999997,"LINESTRING (140.6492854 35.7229754, 140.64995 35.7230772, 140.6504238 35.7230816, 140.6507869 35.7230293, 140.6516362 35.7234561, 140.6517888 35.7235189)",,,,,
