osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name
133488665,2,tertiary,40,False,False,129.188,"LINESTRING (138.3110478 36.6970762, 138.3122534 36.6964317)",,
25897506,2,tertiary,,False,False,180.83799999999997,"LINESTRING (138.3110478 36.6970762, 138.3114421 36.6975108, 138.311525 36.6975745, 138.3118782 36.6978522, 138.3121864 36.6980889, 138.3124157 36.6982699)",,
133488665,2,tertiary,40,False,True,89.679,"LINESTRING (138.3110478 36.6970762, 138.3109381 36.6971267, 138.3102226 36.6975366)",,
77998537,2,trunk,40,False,False,94.215,"LINESTRING (138.3161186 36.695894, 138.3163316 36.6967239)",403,国道403号
77992681,,tertiary,,False,False,91.439,"LINESTRING (138.3161186 36.695894, 138.316277 36.69585, 138.316538 36.695808, 138.3171292 36.6957877)",,
77998537,2,trunk,40,False,True,207.591,"LINESTRING (138.3161186 36.695894, 138.3159828 36.6954467, 138.3159648 36.6953875, 138.3158378 36.6949266, 138.3158227 36.6948591, 138.3156844 36.6943828, 138.3156562 36.6942857, 138.3155917 36.6940757)",403,国道403号
133488665,2,tertiary,40,False,True,90.065,"LINESTRING (138.3161186 36.695894, 138.3159377 36.6959651, 138.3156565 36.6960115, 138.3151357 36.6960348)",,
162861618,2,trunk,40,False,False,21.398,"LINESTRING (138.3172225 36.7004378, 138.3172903 36.7006224)",403,国道403号
77998537,2,trunk,40,False,True,100.72999999999999,"LINESTRING (138.3172225 36.7004378, 138.3170869 36.7001061, 138.316917 36.6995662)",403,国道403号
387806969,,residential,,False,True,103.229,"LINESTRING (138.3172225 36.7004378, 138.3171357 36.7004658, 138.3173038 36.7009741, 138.317411 36.7012901)",,
466929970,2,tertiary,40,False,True,124.594,"LINESTRING (138.31017 36.6975695, 138.3090038 36.6981869)",,
133488665,2,tertiary,40,False,False,5.954000000000001,"LINESTRING (138.31017 36.6975695, 138.3101977 36.6975537, 138.3102226 36.6975366)",,
