osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name,tunnel
114734722,unclassified,False,False,54.708,"LINESTRING (131.8622742 33.0746929, 131.8624699 33.0745903, 131.8627915 33.0744618)",,,,,
114734722,unclassified,False,True,86.937,"LINESTRING (131.8622742 33.0746929, 131.862077 33.0748222, 131.8617558 33.0750851, 131.8615462 33.0751716)",,,,,
1083735634,residential,False,True,46.314,"LINESTRING (131.8622742 33.0746929, 131.8625148 33.0750067, 131.8625204 33.075013, 131.862546 33.0750415)",,,,,
114734428,tertiary,False,False,24.195,"LINESTRING (131.8602753 33.0683757, 131.8602138 33.0685871)",,,,,
114735131,unclassified,False,False,53.146,"LINESTRING (131.8602753 33.0683757, 131.8608144 33.0685317)",,,,,
"[114734664, 114734781, 114735232]",unclassified,False,True,27.485,"LINESTRING (131.8602753 33.0683757, 131.860272 33.068339, 131.8603233 33.0681619, 131.8603309 33.0681345)",yes,,,,
114735629,tertiary,False,False,116.033,"LINESTRING (131.8602753 33.0683757, 131.860364 33.0685211, 131.8609544 33.0692491)",,,,,
114735114,trunk,False,False,64.892,"LINESTRING (131.8635209 33.0753228, 131.8633278 33.0753614, 131.8631333 33.0754175, 131.8629642 33.0755023, 131.8629251 33.0755219, 131.8628825 33.0755432)",,2,217,国道217号,
114735114,trunk,False,True,73.051,"LINESTRING (131.8635209 33.0753228, 131.863672 33.075297, 131.8641822 33.0752098, 131.8642891 33.0751915)",,2,217,国道217号,
114735286,unclassified,False,False,41.376000000000005,"LINESTRING (131.8635209 33.0753228, 131.8635047 33.0752604, 131.8635018 33.0752491, 131.8634641 33.0749541)",,,,,
114734380,unclassified,False,True,30.797,"LINESTRING (131.8596898 33.0703578, 131.8599871 33.0704788)",,,,,
114734817,tertiary,False,False,14.306,"LINESTRING (131.8596898 33.0703578, 131.8597294 33.0702335)",,,,,
114735135,tertiary,False,True,111.012,"LINESTRING (131.8596898 33.0703578, 131.8596321 33.0706501, 131.8596154 33.0708293, 131.8596274 33.0711866, 131.8596671 33.0713481)",,,,,
114734897,tertiary,False,False,113.341,"LINESTRING (131.8609544 33.0692491, 131.8616496 33.0700855)",,,,,
114735184,unclassified,False,True,34.47,"LINESTRING (131.8609544 33.0692491, 131.8612585 33.0690726)",,,,,
114735677,unclassified,False,True,48.368,"LINESTRING (131.8609544 33.0692491, 131.8605273 33.0694963)",,,,,
114735629,tertiary,False,True,116.033,"LINESTRING (131.8609544 33.0692491, 131.860364 33.0685211, 131.8602753 33.0683757)",,,,,
114734584,unclassified,False,False,82.846,"LINESTRING (131.860616 33.0707143, 131.8609511 33.0700242)",,,,,
114734754,unclassified,False,False,64.617,"LINESTRING (131.860616 33.0707143, 131.8611877 33.0710432)",,,,,
114734802,unclassified,False,True,32.816,"LINESTRING (131.860616 33.0707143, 131.860476 33.0709851)",,,,,
114735097,unclassified,False,False,37.106,"LINESTRING (131.860616 33.0707143, 131.8602447 33.0705937)",,,,,
114734311,tertiary,False,True,97.564,"LINESTRING (131.8629185 33.0718182, 131.862399 33.0710564)",,,,,
114734866,tertiary,False,True,98.866,"LINESTRING (131.8629185 33.0718182, 131.8634515 33.072587)",,,,,
114734967,tertiary,False,True,37.394,"LINESTRING (131.8629185 33.0718182, 131.8632147 33.0715913)",,,,,
114735089,tertiary,False,False,36.807,"LINESTRING (131.8629185 33.0718182, 131.8625747 33.0719812)",,,,,
114734623,unclassified,False,False,93.548,"LINESTRING (131.8627915 33.0744618, 131.863692 33.0740898)",,,,,
114734527,unclassified,False,False,45.034,"LINESTRING (131.8627915 33.0744618, 131.8630028 33.0747824, 131.8630252 33.0748163)",,,,,
114734722,unclassified,False,True,54.708,"LINESTRING (131.8627915 33.0744618, 131.8624699 33.0745903, 131.8622742 33.0746929)",,,,,
114734412,tertiary,False,True,63.1,"LINESTRING (131.8650448 33.0697026, 131.8655808 33.0700494)",,,,,
"[114735296, 114735714, 114734412]",tertiary,False,"[False, True]",178.616,"LINESTRING (131.8650448 33.0697026, 131.8646284 33.0694278, 131.8644177 33.0692955, 131.863633 33.0687764, 131.8635385 33.0687094)",yes,,,,
1083374196,unclassified,False,False,77.451,"LINESTRING (131.8650448 33.0697026, 131.8651002 33.0696288, 131.8651704 33.0690223)",,,,,
114735174,unclassified,False,True,97.15,"LINESTRING (131.8580608 33.0700264, 131.8584921 33.0700645, 131.8587892 33.0701554, 131.8590004 33.0701767, 131.8590791 33.0701652)",,,,,
114734792,unclassified,False,True,10.615,"LINESTRING (131.8594814 33.0692808, 131.8595907 33.0693077)",,,,,
114735454,unclassified,False,True,100.523,"LINESTRING (131.8594814 33.0692808, 131.8592767 33.0701684)",,,,,
114735222,unclassified,False,False,125.94699999999999,"LINESTRING (131.8594814 33.0692808, 131.8592894 33.0692473, 131.8592417 33.069276, 131.8590385 33.0697717, 131.8590791 33.0701652)",,,,,
114735296,tertiary,False,True,73.03,"LINESTRING (131.8635385 33.0687094, 131.8629999 33.0682323)",,,,,
114735644,primary,False,False,112.601,"LINESTRING (131.8635385 33.0687094, 131.8632104 33.069684)",,,36,佐伯津久見線,
"[114735296, 114735714, 114734412]",tertiary,False,"[False, True]",178.616,"LINESTRING (131.8635385 33.0687094, 131.863633 33.0687764, 131.8644177 33.0692955, 131.8646284 33.0694278, 131.8650448 33.0697026)",yes,,,,
114734826,unclassified,False,True,55.446,"LINESTRING (131.8660957 33.0728556, 131.8660156 33.0728997, 131.8659734 33.0729282, 131.8655957 33.0731254)",,,,,
114735400,unclassified,False,True,95.656,"LINESTRING (131.8660957 33.0728556, 131.8659089 33.0727648, 131.8652956 33.0725757, 131.8651391 33.0725638)",,,,,
"[114734586, 114735139, 114735583]",unclassified,False,False,60.234,"LINESTRING (131.8660957 33.0728556, 131.866134 33.0728297, 131.8665893 33.0725861, 131.866637 33.0725599)",yes,,,,
114734356,unclassified,False,False,38.062,"LINESTRING (131.8625422 33.0705294, 131.8628579 33.0707466)",,,,,
114735617,primary,False,False,41.81,"LINESTRING (131.8625422 33.0705294, 131.8621907 33.0707631)",,,36,佐伯津久見線,
"[114735617, 114735644, 114735422]",primary,False,True,64.763,"LINESTRING (131.8625422 33.0705294, 131.8625899 33.0704998, 131.8627614 33.0703599, 131.8628896 33.0702357, 131.8630071 33.0700997)",yes,,36,佐伯津久見線,
114735656,unclassified,False,True,89.104,"LINESTRING (131.8625422 33.0705294, 131.8622652 33.0702377, 131.8620448 33.069851)",,,,,
114734485,unclassified,False,False,40.663,"LINESTRING (131.8617289 33.0755037, 131.8615462 33.0751716)",,,,,
114734485,unclassified,False,True,26.915,"LINESTRING (131.8617289 33.0755037, 131.8618357 33.0757286)",,,,,
114735290,unclassified,False,True,30.68,"LINESTRING (131.8617289 33.0755037, 131.861875 33.0754389, 131.8620199 33.0753746)",,,,,
114734293,unclassified,False,False,37.391,"LINESTRING (131.8638372 33.0724942, 131.8634515 33.072587)",,,,,
114735612,unclassified,False,True,43.371,"LINESTRING (131.8638372 33.0724942, 131.8636043 33.0721565)",,,,,
114735190,unclassified,False,True,62.202,"LINESTRING (131.8638372 33.0724942, 131.8639987 33.0724717, 131.8642889 33.0724602, 131.8644999 33.0724864)",,,,,
114734628,tertiary,False,True,90.66,"LINESTRING (131.8616496 33.0700855, 131.8621907 33.0707631)",,,,,
114734897,tertiary,False,True,113.341,"LINESTRING (131.8616496 33.0700855, 131.8609544 33.0692491)",,,,,
114734978,unclassified,False,False,49.609,"LINESTRING (131.8616496 33.0700855, 131.8612064 33.0703327)",,,,,
