osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,ref,maxspeed
56133774,False,2,盛街道,tertiary,False,61.902,"LINESTRING (141.5788208 39.1407628, 141.5790228 39.141297)",,,
56133774,False,2,盛街道,tertiary,True,109.515,"LINESTRING (141.5788208 39.1407628, 141.5784613 39.1398182)",,,
296038304,False,,,unclassified,True,87.09700000000001,"LINESTRING (141.5788208 39.1407628, 141.5793446 39.1406584, 141.579548 39.1406081, 141.5797909 39.1405464)",,,
56133774,False,2,盛街道,tertiary,True,26.8,"LINESTRING (141.5790786 39.1438677, 141.579133 39.1436304)",,,
56133774,False,2,盛街道,tertiary,False,343.72799999999995,"LINESTRING (141.5790786 39.1438677, 141.578795 39.1447607, 141.5787175 39.1449304, 141.5786116 39.1450762, 141.5784726 39.1452323, 141.57832 39.145361, 141.5781412 39.1454806, 141.5779293 39.1455842, 141.5775802 39.1457053, 141.5766388 39.1459954)",,,
56133774,False,2,盛街道,tertiary,False,20.3,"LINESTRING (141.5778737 39.1382028, 141.5778995 39.1382765, 141.5779353 39.138379)",,,
105219755,False,,,unclassified,False,35.512,"LINESTRING (141.5778737 39.1382028, 141.5779723 39.1381296, 141.5781712 39.137982)",,,
106040720,False,,,tertiary,True,180.186,"LINESTRING (141.5708106 39.1453803, 141.5724693 39.1443949)",,,
107310675,False,,,tertiary,True,31.667,"LINESTRING (141.5708106 39.1453803, 141.5705771 39.1451605)",,,
107310675,False,,,tertiary,False,128.214,"LINESTRING (141.5708106 39.1453803, 141.5713527 39.1459031, 141.5714758 39.1460444, 141.5715395 39.146156, 141.5715919 39.1463412)",,,
106040719,False,,,unclassified,False,38.241,"LINESTRING (141.5761608 39.1390504, 141.5762627 39.1393851)",,,
106040719,False,,,unclassified,True,104.596,"LINESTRING (141.5761608 39.1390504, 141.5758689 39.1381374)",,,
107310669,False,,,residential,False,50.361,"LINESTRING (141.5761608 39.1390504, 141.575688 39.1391124, 141.5755836 39.1391142)",,,
105219755,False,,,unclassified,True,35.512,"LINESTRING (141.5781712 39.137982, 141.5779723 39.1381296, 141.5778737 39.1382028)",,,
296038299,False,,,unclassified,True,333.6909999999999,"LINESTRING (141.5781712 39.137982, 141.5782146 39.1380069, 141.5787084 39.1382855, 141.5787574 39.1383356, 141.5787824 39.1383857, 141.5788029 39.1384575, 141.5788075 39.1386215, 141.5788162 39.1390276, 141.5788217 39.1390618, 141.5788354 39.1390993, 141.5788701 39.1391306, 141.5789635 39.1391842, 141.5790547 39.1392377, 141.5790991 39.1392776, 141.5791879 39.1394416, 141.5792906 39.1395983, 141.5793724 39.1397468, 141.5794695 39.1399036, 141.5795535 39.1400979, 141.5796526 39.1402943, 141.5797909 39.1405464)",,,
1084254231,False,,,unclassified,False,49.432,"LINESTRING (141.5798913 39.1422069, 141.5793245 39.1421407)",,,
106040722,False,,,unclassified,False,187.731,"LINESTRING (141.5798913 39.1422069, 141.5799611 39.1418842, 141.5799801 39.1416989, 141.5799429 39.1414192, 141.5798989 39.1411652, 141.5799069 39.1407775, 141.5798625 39.1406457, 141.5797909 39.1405464)",,,
106040722,False,,,unclassified,True,175.289,"LINESTRING (141.5798913 39.1422069, 141.5798197 39.1424126, 141.5796889 39.1427094, 141.5795649 39.1429762, 141.5793645 39.1433187, 141.5792221 39.1436024, 141.5792096 39.1436217, 141.5791936 39.1436331, 141.579133 39.1436304)",,,
56133774,False,2,盛街道,tertiary,True,61.902,"LINESTRING (141.5790228 39.141297, 141.5788208 39.1407628)",,,
804910367,False,,,unclassified,True,61.681,"LINESTRING (141.5790228 39.141297, 141.578342 39.141467)",,,
