osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,tunnel
222975889,True,2,16,東京環状,trunk,50,yes,False,36.701,"LINESTRING (139.6351511 35.4451014, 139.6351717 35.4451211, 139.6352069 35.4451548, 139.6354107 35.4453548)",,
222976274,True,,,,residential,,,False,81.083,"LINESTRING (139.6351511 35.4451014, 139.6350752 35.4451709, 139.6346356 35.4456024, 139.6345646 35.4456508)",,
25997893,True,,,相生町通り,unclassified,,,False,109.857,"LINESTRING (139.6370594 35.4472909, 139.6371207 35.4472557, 139.638059 35.4467315)",,
180205027,True,,21,関内大通り,primary,,,False,68.76599999999999,"LINESTRING (139.6370594 35.4472909, 139.6370317 35.4472546, 139.6367034 35.4468241, 139.6366586 35.4467657)",,
26642966,True,,,太田町通り,unclassified,,,False,9.256,"LINESTRING (139.6373698 35.4476979, 139.6372826 35.4477413)",,
180205027,True,,21,関内大通り,primary,,,False,53.279999999999994,"LINESTRING (139.6373698 35.4476979, 139.6373299 35.4476454, 139.6370965 35.4473395, 139.6370594 35.4472909)",,
220880592,True,,133,本町通り,trunk,40,yes,False,8.499,"LINESTRING (139.6416053 35.4474589, 139.6416844 35.4474178)",,
301080221,True,2,,みなと大通り,tertiary,40,,False,44.864999999999995,"LINESTRING (139.6416053 35.4474589, 139.6416571 35.4475308, 139.6418629 35.4478035)",,
25758174,True,,,みなと大通り,tertiary,,,False,14.545,"LINESTRING (139.637662 35.4424274, 139.6377081 35.4425527)",,
26642995,False,,,,tertiary,40,,True,60.274,"LINESTRING (139.637662 35.4424274, 139.6375854 35.4423547, 139.6371438 35.4420907)",,
760711335,True,2,,新横浜通り,tertiary,50,,False,43.02,"LINESTRING (139.637662 35.4424274, 139.6375653 35.4425251, 139.6375211 35.4425756, 139.6373533 35.4427207)",,
220875952,True,2,,みなと大通り,tertiary,50,,False,58.337,"LINESTRING (139.6397238 35.4450464, 139.6399405 35.4453167, 139.6399985 35.4453845, 139.6400755 35.4454858)",,
881411087,True,,,入船通り,residential,,,False,117.26499999999999,"LINESTRING (139.6397238 35.4450464, 139.6396645 35.4450747, 139.6387073 35.4456063, 139.6386543 35.4456401)",,
25997872,False,,,博物館通り,unclassified,,,False,48.52,"LINESTRING (139.6350721 35.4484326, 139.6353235 35.4488179)",,
25997872,False,,,博物館通り,unclassified,,,True,59.635999999999996,"LINESTRING (139.6350721 35.4484326, 139.634917 35.4481941, 139.6347693 35.4479564)",,
25997893,True,,,相生町通り,unclassified,,,False,54.994,"LINESTRING (139.6350721 35.4484326, 139.6355303 35.4481706, 139.6355665 35.4481458)",,
25997893,True,,,相生町通り,unclassified,,,False,107.357,"LINESTRING (139.6360062 35.447893, 139.6360595 35.4478625, 139.6369262 35.4473701, 139.6369767 35.4473389)",,
26642983,True,1,,馬車道,unclassified,,,False,70.916,"LINESTRING (139.6360062 35.447893, 139.6358436 35.4476033, 139.635682 35.4473125)",,
25997893,True,,,相生町通り,unclassified,,,False,113.934,"LINESTRING (139.638059 35.4467315, 139.6390516 35.4461739, 139.6390966 35.4461526)",,
25997894,True,,,関内さくら通り,residential,,,False,69.78200000000001,"LINESTRING (139.638059 35.4467315, 139.6378412 35.4464858, 139.6376047 35.4462247)",,
26642967,True,,,入船通り,residential,,,False,26.782,"LINESTRING (139.6347693 35.4479564, 139.6345494 35.4481174)",,
25997872,False,,,博物館通り,unclassified,,,False,59.635999999999996,"LINESTRING (139.6347693 35.4479564, 139.634917 35.4481941, 139.6350721 35.4484326)",,
88383437,False,,,博物館通り,residential,,,True,30.999,"LINESTRING (139.6347693 35.4479564, 139.6347276 35.4479186, 139.6345059 35.4477795)",,
26642983,True,1,,馬車道,unclassified,,,False,35.649,"LINESTRING (139.635682 35.4473125, 139.6355137 35.4470227)",,
26642967,True,,,入船通り,residential,,,False,51.698,"LINESTRING (139.635682 35.4473125, 139.6356283 35.4473506, 139.6352519 35.4476181)",,
26642967,True,,,入船通り,residential,,,False,99.21000000000001,"LINESTRING (139.6365756 35.4468115, 139.6365135 35.4468489, 139.636383 35.446916, 139.6363383 35.4469197, 139.6358939 35.4471714, 139.6358581 35.4472142, 139.6357312 35.4472789, 139.635682 35.4473125)",,
180205031,True,,21,関内大通り,primary,,,False,68.988,"LINESTRING (139.6365756 35.4468115, 139.6366211 35.4468706, 139.6369483 35.4473016, 139.6369767 35.4473389)",,
25997894,True,,,関内さくら通り,residential,,,False,32.619,"LINESTRING (139.6376047 35.4462247, 139.637392 35.445988)",,
881411087,True,,,入船通り,residential,,,False,104.709,"LINESTRING (139.6376047 35.4462247, 139.636727 35.4467274, 139.6366586 35.4467657)",,
26642983,True,1,,馬車道,unclassified,,,False,50.65,"LINESTRING (139.6365155 35.4486898, 139.6362381 35.4482943)",,
881406143,True,,,弁天通り,residential,,,False,62.266999999999996,"LINESTRING (139.6365155 35.4486898, 139.6365744 35.4486587, 139.637096 35.4483899)",,
26489355,False,,,,residential,,,False,7.465,"LINESTRING (139.6403892 35.4457792, 139.6403138 35.4458063)",,
26489355,False,,,,residential,,,True,113.712,"LINESTRING (139.6403892 35.4457792, 139.6404628 35.4457539, 139.6413231 35.4453059, 139.6414519 35.4452366)",,
267976588,True,2,,みなと大通り,tertiary,50,,False,42.721000000000004,"LINESTRING (139.6403892 35.4457792, 139.6402382 35.4455794, 139.6401389 35.4454536)",,
283907956,True,2,16,東京環状,trunk,,yes,False,8.836,"LINESTRING (139.6358273 35.4458478, 139.6359077 35.4458028)",,
180205031,True,,21,関内大通り,primary,,,False,62.23500000000001,"LINESTRING (139.6358273 35.4458478, 139.6359178 35.4459584, 139.6360275 35.446098, 139.636163 35.4462704, 139.6362003 35.4463178)",,
88383437,False,,,博物館通り,residential,,,False,7.45,"LINESTRING (139.6337337 35.4473453, 139.6338036 35.4473806)",,
88383437,False,,,博物館通り,residential,,,True,49.197,"LINESTRING (139.6337337 35.4473453, 139.6336427 35.4472973, 139.6333428 35.447126, 139.6332866 35.4470942)",,
190400731,True,,16,東京環状,trunk,,yes,False,64.372,"LINESTRING (139.6337337 35.4473453, 139.6336822 35.4474037, 139.6335468 35.4475573, 139.6333256 35.4478192)",,
222975415,True,,,,tertiary,40,,False,63.81,"LINESTRING (139.639204 35.4408677, 139.6390853 35.4409429, 139.6387364 35.4412935)",,
760705975,False,2,,,tertiary,40,,False,60.685,"LINESTRING (139.639204 35.4408677, 139.6392976 35.4407704, 139.6396204 35.4404402)",,
760705976,False,2,,,tertiary,50,,False,50.295,"LINESTRING (139.639204 35.4408677, 139.6390976 35.4408066, 139.6387732 35.4405829)",,
760711341,True,,,,tertiary,,,False,20.587,"LINESTRING (139.639204 35.4408677, 139.6392534 35.4409731, 139.6393215 35.4410195)",,
94354245,False,,,,residential,,,True,55.673,"LINESTRING (139.6370376 35.4429441, 139.6369614 35.4428887, 139.636579 35.4426108)",,
760711335,True,2,,新横浜通り,tertiary,50,,False,59.745000000000005,"LINESTRING (139.6370376 35.4429441, 139.6369921 35.4429679, 139.6364824 35.4432341)",,
26642964,True,,,,residential,,,False,94.702,"LINESTRING (139.6364824 35.4432341, 139.6363974 35.4431726, 139.6357006 35.4426687)",,
760711335,True,2,,新横浜通り,tertiary,50,,False,51.791,"LINESTRING (139.6364824 35.4432341, 139.6362254 35.443373, 139.6360052 35.4434906)",,
26644386,False,,,,residential,,,True,27.719,"LINESTRING (139.6360052 35.4434906, 139.6362719 35.4436128)",,
760711335,True,2,,新横浜通り,tertiary,50,,False,48.429,"LINESTRING (139.6360052 35.4434906, 139.6356159 35.4437891)",,
"[222975888, 222975889, 301080219]",True,2,16,東京環状,trunk,50,yes,False,28.897,"LINESTRING (139.6346132 35.444694, 139.6346691 35.4447362, 139.6347682 35.4448111, 139.6348471 35.4448707)",yes,
301080220,True,2,,新横浜通り,tertiary,50,,False,47.263,"LINESTRING (139.6346132 35.444694, 139.6345432 35.4447708, 139.6343044 35.4450366)",,
26642987,True,,,,residential,,,False,60.31,"LINESTRING (139.6350151 35.4462298, 139.6349669 35.4461622, 139.6348448 35.44599, 139.634685 35.4457588)",,
190400731,True,,16,東京環状,trunk,,yes,False,87.74,"LINESTRING (139.6350151 35.4462298, 139.63495 35.4462704, 139.6345221 35.4465514, 139.6343865 35.4466435, 139.6342775 35.4467394)",,
26489352,False,,,,tertiary,40,,False,6.768,"LINESTRING (139.6400755 35.4454858, 139.6401389 35.4454536)",,
220875952,True,2,,みなと大通り,tertiary,50,,False,11.462,"LINESTRING (139.6400755 35.4454858, 139.6401422 35.4455734)",,
26489352,False,,,,tertiary,40,,True,6.768,"LINESTRING (139.6401389 35.4454536, 139.6400755 35.4454858)",,
26489352,False,,,,tertiary,40,,False,113.36500000000001,"LINESTRING (139.6401389 35.4454536, 139.6402205 35.4454122, 139.6410657 35.444983, 139.641201 35.4449144)",,
267976588,True,2,,みなと大通り,tertiary,50,,False,184.868,"LINESTRING (139.6401389 35.4454536, 139.6400576 35.4453506, 139.639087 35.4441334, 139.6390243 35.444061)",,
26489352,False,,,,tertiary,40,,False,114.611,"LINESTRING (139.641201 35.4449144, 139.6413456 35.444841, 139.6418707 35.4445744, 139.6421917 35.4444114, 139.6422747 35.4443692)",,
26489352,False,,,,tertiary,40,,True,113.36500000000001,"LINESTRING (139.641201 35.4449144, 139.6410657 35.444983, 139.6402205 35.4454122, 139.6401389 35.4454536)",,
26489353,False,,,日本大通り,tertiary,,,False,42.428,"LINESTRING (139.641201 35.4449144, 139.6412652 35.4449968, 139.6414519 35.4452366)",,
26489353,False,,,日本大通り,tertiary,,,False,42.637,"LINESTRING (139.6414519 35.4452366, 139.641704 35.4455604)",,
26489353,False,,,日本大通り,tertiary,,,True,42.428,"LINESTRING (139.6414519 35.4452366, 139.6412652 35.4449968, 139.641201 35.4449144)",,
26489355,False,,,,residential,,,False,113.712,"LINESTRING (139.6414519 35.4452366, 139.6413231 35.4453059, 139.6404628 35.4457539, 139.6403892 35.4457792)",,
26489353,False,,,日本大通り,tertiary,,,True,42.637,"LINESTRING (139.641704 35.4455604, 139.6414519 35.4452366)",,
26489353,False,,,日本大通り,tertiary,,,False,42.286,"LINESTRING (139.641704 35.4455604, 139.6417599 35.4456321, 139.6419541 35.4458815)",,
26489353,False,,,日本大通り,tertiary,,,False,33.737,"LINESTRING (139.6419541 35.4458815, 139.6421275 35.4461042, 139.6421536 35.4461377)",,
26489353,False,,,日本大通り,tertiary,,,True,42.286,"LINESTRING (139.6419541 35.4458815, 139.6417599 35.4456321, 139.641704 35.4455604)",,
26489354,True,,,,residential,,,False,112.89199999999998,"LINESTRING (139.6419541 35.4458815, 139.6418181 35.4459571, 139.641564 35.4460827, 139.6414346 35.4461897, 139.641132 35.4463441, 139.6409923 35.4464154, 139.6409251 35.4464478)",,
26489353,False,,,日本大通り,tertiary,,,True,33.737,"LINESTRING (139.6421536 35.4461377, 139.6421275 35.4461042, 139.6419541 35.4458815)",,
687931196,False,,,,residential,,,False,8.536,"LINESTRING (139.6409251 35.4464478, 139.6408424 35.4464846)",,
267976588,True,2,,みなと大通り,tertiary,50,,False,88.791,"LINESTRING (139.6409251 35.4464478, 139.6408776 35.446389, 139.6403892 35.4457792)",,
687931196,False,,,,residential,,,True,8.536,"LINESTRING (139.6408424 35.4464846, 139.6409251 35.4464478)",,
220875952,True,2,,みなと大通り,tertiary,50,,False,56.409000000000006,"LINESTRING (139.6408424 35.4464846, 139.6408839 35.4465347, 139.6411739 35.446914)",,
80675413,False,,,,tertiary,30,,False,12.129,"LINESTRING (139.6313313 35.4468464, 139.6313982 35.4468114, 139.631444 35.4467875)",,
217857930,False,4,80,,primary,,,True,9.994,"LINESTRING (139.6314216 35.442267, 139.6314917 35.4421976)",,
401499286,True,2,16,東京環状,trunk,50,yes,False,79.453,"LINESTRING (139.6314216 35.442267, 139.6315263 35.4423493, 139.6319999 35.4427217, 139.6320527 35.4427632)",,
26642983,True,1,,馬車道,unclassified,,,False,49.32,"LINESTRING (139.6362381 35.4482943, 139.6360062 35.447893)",,
26642966,True,,,太田町通り,unclassified,,,False,47.799,"LINESTRING (139.6362381 35.4482943, 139.6361875 35.4483251, 139.6358006 35.4485345)",,
26642966,True,,,太田町通り,unclassified,,,False,111.914,"LINESTRING (139.6405095 35.4460537, 139.6404518 35.4460856, 139.6395214 35.4465664, 139.6394676 35.4465945)",,
220875952,True,2,,みなと大通り,tertiary,50,,False,56.616,"LINESTRING (139.6405095 35.4460537, 139.6407984 35.4464297, 139.6408424 35.4464846)",,
220875952,True,2,,みなと大通り,tertiary,50,,False,30.208000000000002,"LINESTRING (139.6401422 35.4455734, 139.6401704 35.4456148, 139.6403138 35.4458063)",,
