osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,est_width
90138190,2,鷹番通り,tertiary,30,False,False,11.191,"LINESTRING (139.6867142 35.624203, 139.6867413 35.6241048)",,
90138190,2,鷹番通り,tertiary,30,False,True,62.587,"LINESTRING (139.6867142 35.624203, 139.6866755 35.6242637, 139.686621 35.6247562)",,
90140151,,,residential,,True,False,24.171,"LINESTRING (139.6867142 35.624203, 139.6866373 35.6242409, 139.6864694 35.6242877)",,
286167370,2,目黒通り,primary,50,True,False,49.759,"LINESTRING (139.6867142 35.624203, 139.6868166 35.6242592, 139.6871703 35.6244536)",312,
90138190,2,鷹番通り,tertiary,30,False,True,11.191,"LINESTRING (139.6867413 35.6241048, 139.6867142 35.624203)",,
90138190,2,鷹番通り,tertiary,30,False,False,72.86699999999999,"LINESTRING (139.6867413 35.6241048, 139.6867716 35.6240574, 139.6871354 35.623579, 139.6871592 35.6235446)",,
309394155,2,目黒通り,primary,50,True,False,44.378,"LINESTRING (139.6867413 35.6241048, 139.6866601 35.6240576, 139.6863359 35.6238797)",312,
90138190,2,鷹番通り,tertiary,30,False,True,72.86699999999999,"LINESTRING (139.6871592 35.6235446, 139.6871354 35.623579, 139.6867716 35.6240574, 139.6867413 35.6241048)",,
90140182,2,田向通り,tertiary,30,False,False,68.68299999999999,"LINESTRING (139.6871592 35.6235446, 139.6871137 35.6235229, 139.6864994 35.6232382)",,3.0m〜5.5m
90140182,2,田向通り,tertiary,30,False,True,136.357,"LINESTRING (139.6871592 35.6235446, 139.68721 35.6235713, 139.6884109 35.6242291)",,3.0m〜5.5m
113974880,2,,tertiary,30,False,True,70.06700000000001,"LINESTRING (139.6871592 35.6235446, 139.6871797 35.6235013, 139.6873792 35.6229873, 139.6873961 35.6229447)",,3.0m〜5.5m
113975336,,,residential,,False,True,76.204,"LINESTRING (139.6864694 35.6242877, 139.6856649 35.6244927)",,3.0m〜5.5m
90140182,2,田向通り,tertiary,30,False,False,123.363,"LINESTRING (139.6859815 35.6230045, 139.685921 35.6229845, 139.6856626 35.6228643, 139.6848844 35.6224371, 139.6848313 35.6224099)",,3.0m〜5.5m
90140182,2,田向通り,tertiary,30,False,True,53.547000000000004,"LINESTRING (139.6859815 35.6230045, 139.6860388 35.6230283, 139.6864586 35.6232183, 139.6864994 35.6232382)",,3.0m〜5.5m
113974588,,,unclassified,,False,False,62.994,"LINESTRING (139.6859815 35.6230045, 139.6859435 35.6230701, 139.68565 35.6234318, 139.6856064 35.6234811)",,3.0m〜5.5m
162540128,,,residential,,True,False,42.82,"LINESTRING (139.6859815 35.6230045, 139.6860037 35.6229502, 139.6861314 35.6226392)",,
90140409,2,碑さくら通り,tertiary,,False,False,72.983,"LINESTRING (139.6872853 35.6203135, 139.6867183 35.6199462, 139.6866539 35.6199044)",,
90140409,2,碑さくら通り,tertiary,,False,True,101.268,"LINESTRING (139.6872853 35.6203135, 139.6881065 35.62083, 139.6881714 35.6208708)",,
90140409,2,碑さくら通り,tertiary,,False,False,101.268,"LINESTRING (139.6881714 35.6208708, 139.6881065 35.62083, 139.6872853 35.6203135)",,
90141965,2,碑さくら通り,tertiary,,False,False,134.566,"LINESTRING (139.6881714 35.6208708, 139.6882539 35.6209239, 139.6893388 35.6216218)",,
230527791,2,,tertiary,30,False,False,23.727,"LINESTRING (139.6881714 35.6208708, 139.6881912 35.6208063, 139.6882351 35.6206638)",,
230527791,2,,tertiary,30,False,True,52.315999999999995,"LINESTRING (139.6881714 35.6208708, 139.6881637 35.6209444, 139.6880148 35.6213221)",,
90140409,2,碑さくら通り,tertiary,,False,True,72.983,"LINESTRING (139.6866539 35.6199044, 139.6867183 35.6199462, 139.6872853 35.6203135)",,
90140532,2,サレジオ通り,tertiary,,False,True,59.95399999999999,"LINESTRING (139.6866539 35.6199044, 139.6867192 35.6198392, 139.6870727 35.6194863)",,
90140585,2,サレジオ通り,tertiary,,False,False,77.906,"LINESTRING (139.6866539 35.6199044, 139.6865944 35.6199658, 139.6861206 35.6204548)",,
669618493,2,碑さくら通り,tertiary,,False,False,75.366,"LINESTRING (139.6866539 35.6199044, 139.6865825 35.6198654, 139.685962 35.6195262)",,
90140585,2,サレジオ通り,tertiary,,False,True,77.906,"LINESTRING (139.6861206 35.6204548, 139.6865944 35.6199658, 139.6866539 35.6199044)",,
113974448,2,サレジオ通り,tertiary,,False,False,67.407,"LINESTRING (139.6861206 35.6204548, 139.6860535 35.6205385, 139.6859845 35.6206041, 139.6856649 35.6209341)",,3.0m〜5.5m
113975262,,,unclassified,,False,False,45.61,"LINESTRING (139.6861206 35.6204548, 139.6860788 35.6204318, 139.6856842 35.6202491)",,3.0m〜5.5m
90141498,,,residential,,True,False,82.196,"LINESTRING (139.6868609 35.620884, 139.6861759 35.6204894, 139.6861206 35.6204548)",,
162540128,,,residential,,True,False,74.386,"LINESTRING (139.6868609 35.620884, 139.6869312 35.6207452, 139.6872853 35.6203135)",,
113975894,2,,tertiary,30,False,True,63.395,"LINESTRING (139.6880148 35.6213221, 139.6878073 35.6218667)",,3.0m〜5.5m
90141498,,,residential,,True,False,115.118,"LINESTRING (139.6880148 35.6213221, 139.6879654 35.6213048, 139.6868609 35.620884)",,
230527791,2,,tertiary,30,False,False,52.315999999999995,"LINESTRING (139.6880148 35.6213221, 139.6881637 35.6209444, 139.6881714 35.6208708)",,
113974647,2,,tertiary,30,False,True,61.115,"LINESTRING (139.6885541 35.6194309, 139.6886959 35.6188935)",,3.0m〜5.5m
90143214,,,residential,,True,False,144.088,"LINESTRING (139.6885541 35.6194309, 139.6886044 35.619458, 139.6892576 35.6198094, 139.6892979 35.6198486, 139.6892869 35.6199589, 139.6892423 35.6204057)",,
90143236,,,residential,30,False,False,42.456999999999994,"LINESTRING (139.6885541 35.6194309, 139.6885016 35.6194034, 139.6881594 35.6192239)",,
230527791,2,,tertiary,30,False,True,83.31099999999999,"LINESTRING (139.6885541 35.6194309, 139.6883792 35.6201301, 139.6883704 35.6201651)",,
90143197,,,residential,,True,False,13.993,"LINESTRING (139.6885191 35.6202001, 139.6883704 35.6201651)",,
92374540,,,residential,,False,True,69.252,"LINESTRING (139.6885191 35.6202001, 139.6892423 35.6204057)",,
230527791,2,,tertiary,30,False,True,56.786,"LINESTRING (139.6883704 35.6201651, 139.6882351 35.6206638)",,
230527791,2,,tertiary,30,False,False,83.31099999999999,"LINESTRING (139.6883704 35.6201651, 139.6883792 35.6201301, 139.6885541 35.6194309)",,
92374553,,,residential,,False,True,44.214,"LINESTRING (139.6881594 35.6192239, 139.6884341 35.6188949)",,
90143236,,,residential,30,False,False,61.419000000000004,"LINESTRING (139.6881594 35.6192239, 139.6876322 35.6189511, 139.6875862 35.6189273)",,
90143236,,,residential,30,False,True,42.456999999999994,"LINESTRING (139.6881594 35.6192239, 139.6885016 35.6194034, 139.6885541 35.6194309)",,
90140532,2,サレジオ通り,tertiary,,False,False,77.63,"LINESTRING (139.6875862 35.6189273, 139.6875484 35.6189744, 139.6874655 35.6190778, 139.6870727 35.6194863)",,
90143236,,,residential,30,False,True,61.419000000000004,"LINESTRING (139.6875862 35.6189273, 139.6876322 35.6189511, 139.6881594 35.6192239)",,
113974912,,,residential,,False,True,99.36500000000001,"LINESTRING (139.6875862 35.6189273, 139.6875203 35.6189045, 139.6865747 35.6185774)",,3.0m〜5.5m
90143513,,,residential,,True,False,31.911,"LINESTRING (139.6879385 35.6189088, 139.6875862 35.6189273)",,
113976074,,,unclassified,,False,True,44.825,"LINESTRING (139.6879385 35.6189088, 139.6884341 35.6188949)",,3.0m〜5.5m
90143495,,サレジオ通り (Salesian Dori),unclassified,,True,False,1.371,"LINESTRING (139.6882898 35.6177522, 139.6882832 35.6177633)",,
90145864,2,碑文谷八幡通り,tertiary,30,False,True,10.571,"LINESTRING (139.6882898 35.6177522, 139.6882986 35.6176574)",,5.5m〜13.0m
186764961,,,residential,,True,False,75.836,"LINESTRING (139.6882898 35.6177522, 139.6883492 35.6177795, 139.6884088 35.6177925, 139.6891168 35.6178233)",,
90144167,,,residential,,True,False,51.584,"LINESTRING (139.6869453 35.6175305, 139.6869427 35.6175972, 139.6869576 35.6176495, 139.6869401 35.6179927)",,
113974789,,,residential,,False,True,142.39499999999998,"LINESTRING (139.6869453 35.6175305, 139.6868766 35.6174788, 139.6855841 35.6168899)",,3.0m〜5.5m
90144167,,,residential,,True,False,48.376,"LINESTRING (139.6869539 35.6170955, 139.6869453 35.6175305)",,
90145864,2,碑文谷八幡通り,tertiary,30,False,False,101.75,"LINESTRING (139.6869539 35.6170955, 139.6876238 35.6173362, 139.6879724 35.6174841)",,5.5m〜13.0m
90145864,2,碑文谷八幡通り,tertiary,30,False,True,44.647999999999996,"LINESTRING (139.6869539 35.6170955, 139.686774 35.6170285, 139.6865054 35.6169273)",,5.5m〜13.0m
91213585,,,residential,,False,True,40.089,"LINESTRING (139.6882059 35.6251602, 139.6877626 35.6251721)",,
91213585,,,residential,,False,False,12.146,"LINESTRING (139.6882059 35.6251602, 139.6882319 35.6251227, 139.6882718 35.625065)",,
116483176,,,residential,,False,False,91.611,"LINESTRING (139.6840313 35.6252098, 139.6850228 35.6250388)",,
116483176,,,residential,,False,True,68.062,"LINESTRING (139.6840313 35.6252098, 139.6832967 35.6253444)",,
162540322,,,residential,,False,False,47.622,"LINESTRING (139.6840313 35.6252098, 139.6840922 35.6256352)",,
162540322,,,residential,,False,True,46.447,"LINESTRING (139.6840313 35.6252098, 139.6839879 35.6249195, 139.6839697 35.6247951)",,
91213585,,,residential,,False,False,44.265,"LINESTRING (139.687273 35.6251816, 139.6877626 35.6251721)",,
91213585,,,residential,,False,True,37.225,"LINESTRING (139.687273 35.6251816, 139.6868613 35.6251907)",,
91213585,,,residential,,False,False,95.954,"LINESTRING (139.6840922 35.6256352, 139.685106 35.6253791)",,
162540322,,,residential,,False,True,47.622,"LINESTRING (139.6840922 35.6256352, 139.6840313 35.6252098)",,
46922120,,,residential,,True,False,81.48,"LINESTRING (139.6871703 35.6244536, 139.6871792 35.6245166, 139.687273 35.6251816)",,
286167370,2,目黒通り,primary,50,True,False,120.571,"LINESTRING (139.6871703 35.6244536, 139.68805 35.62495, 139.6882718 35.625065)",312,
286167370,2,目黒通り,primary,50,True,False,81.78,"LINESTRING (139.688586 35.6252279, 139.6892248 35.6255591, 139.689349 35.6256232)",312,
286167370,2,目黒通り,primary,50,True,False,33.684,"LINESTRING (139.6882718 35.625065, 139.688586 35.6252279)",312,
91213585,,,residential,,False,True,12.146,"LINESTRING (139.6882718 35.625065, 139.6882319 35.6251227, 139.6882059 35.6251602)",,
92374540,,,residential,,False,False,45.135,"LINESTRING (139.6897136 35.6205398, 139.6892423 35.6204057)",,
113975658,,,unclassified,,False,True,51.357,"LINESTRING (139.6897136 35.6205398, 139.6895533 35.6209829)",,3.0m〜5.5m
92374540,,,residential,,False,True,42.312,"LINESTRING (139.6897136 35.6205398, 139.6900546 35.6205911, 139.6901739 35.620609)",,
92374543,,,residential,,False,True,40.507999999999996,"LINESTRING (139.6925027 35.6205879, 139.692415 35.6205589, 139.6920855 35.6204549)",,
