osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes
"[134620652, 134620653, 134620646]",263,田井大瀬線,secondary,False,"[False, True]",69.337,yes,"LINESTRING (133.5573214 33.7537037, 133.557355 33.7537094, 133.5579495 33.7538092, 133.5580552 33.753832)",
134620652,263,田井大瀬線,secondary,False,True,56.132000000000005,,"LINESTRING (133.5573214 33.7537037, 133.5571352 33.7536636, 133.5569532 33.753613, 133.5568067 33.7535298, 133.556776 33.7535019)",
"[134620652, 134620653, 134620646]",263,田井大瀬線,secondary,False,"[False, True]",69.337,yes,"LINESTRING (133.5580552 33.753832, 133.5579495 33.7538092, 133.557355 33.7537094, 133.5573214 33.7537037)",
134620646,263,田井大瀬線,secondary,False,True,64.496,,"LINESTRING (133.5580552 33.753832, 133.5582794 33.7538743, 133.5587385 33.7539486)",
134620646,263,田井大瀬線,secondary,False,True,45.77,,"LINESTRING (133.5587385 33.7539486, 133.5592044 33.7540878)",
134620646,263,田井大瀬線,secondary,False,False,64.496,,"LINESTRING (133.5587385 33.7539486, 133.5582794 33.7538743, 133.5580552 33.753832)",
134620646,263,田井大瀬線,secondary,False,False,45.77,,"LINESTRING (133.5592044 33.7540878, 133.5587385 33.7539486)",
139942844,,,residential,False,True,262.856,,"LINESTRING (133.555602 33.745472, 133.555643 33.745546, 133.555643 33.745608, 133.555616 33.745653, 133.555549 33.745692, 133.55538 33.745731, 133.5549587 33.7459133, 133.5549866 33.7459918, 133.5550307 33.7460203, 133.5551043 33.7460473, 133.5551539 33.7460982, 133.55521 33.7461713, 133.5552967 33.7461489, 133.55545 33.7461048, 133.555623 33.746036, 133.5557565 33.7460821, 133.5558382 33.7461187, 133.555997 33.7462102, 133.5560093 33.7462691, 133.5559969 33.7462922, 133.5559036 33.7463548, 133.5556346 33.7465568)",
703081751,439,国道439号,trunk,False,True,18.715,,"LINESTRING (133.563139 33.7463907, 133.5633391 33.7464161)",2
703081751,439,国道439号,trunk,False,False,136.271,,"LINESTRING (133.563139 33.7463907, 133.5628327 33.7463825, 133.5626444 33.7463887, 133.562465 33.7463998, 133.5623267 33.7464156, 133.5620114 33.7464701, 133.5616822 33.7465316)",2
139942886,,,unclassified,False,True,113.727,,"LINESTRING (133.5563856 33.7461308, 133.5565528 33.7460272, 133.5567808 33.7459266, 133.5570356 33.7458146, 133.5573632 33.745718, 133.557485 33.7456864)",
139943013,,,unclassified,False,False,84.141,,"LINESTRING (133.5563856 33.7461308, 133.5563506 33.7461517, 133.5557999 33.7464798, 133.5556346 33.7465568)",
139943079,,,residential,False,False,158.687,,"LINESTRING (133.5563856 33.7461308, 133.5564831 33.7462372, 133.5565754 33.7464704, 133.5565841 33.7465613, 133.5565828 33.7467119, 133.5565941 33.7468701, 133.5567388 33.7474355, 133.5567397 33.747505)",
703081751,439,国道439号,trunk,False,False,18.715,,"LINESTRING (133.5633391 33.7464161, 133.563139 33.7463907)",2
139942862,,,unclassified,False,False,59.238,,"LINESTRING (133.5553677 33.7467867, 133.5554826 33.7473108)",
139942876,,,unclassified,False,False,20.618,,"LINESTRING (133.5553677 33.7467867, 133.5551778 33.7468839)",
139943013,,,unclassified,False,True,35.799,,"LINESTRING (133.5553677 33.7467867, 133.555508 33.746638, 133.5556346 33.7465568)",
139942876,,,unclassified,False,True,20.618,,"LINESTRING (133.5551778 33.7468839, 133.5553677 33.7467867)",
139942979,,,unclassified,False,True,72.813,,"LINESTRING (133.5551778 33.7468839, 133.5551242 33.7469699, 133.5548709 33.7472386, 133.5547157 33.7474125)",
139943017,,,unclassified,False,False,100.527,,"LINESTRING (133.5551778 33.7468839, 133.5550511 33.7468883, 133.5548352 33.7469374, 133.5546282 33.7469957, 133.5544071 33.7470873, 133.5542746 33.7471505, 133.5541915 33.7472205)",
139942943,,,residential,False,True,75.051,,"LINESTRING (133.5579585 33.7472734, 133.557829 33.7466071)",
1219463204,439,国道439号,trunk,False,False,115.593,,"LINESTRING (133.5579585 33.7472734, 133.5567397 33.747505)",2
1219463204,439,国道439号,trunk,False,True,15.849,,"LINESTRING (133.5579585 33.7472734, 133.5581254 33.7472409)",2
139942764,17,本川大杉線,primary,False,False,142.653,,"LINESTRING (133.5581254 33.7472409, 133.5581951 33.7485225)",
1219463204,439,国道439号,trunk,False,False,15.849,,"LINESTRING (133.5581254 33.7472409, 133.5579585 33.7472734)",2
703081751,439,国道439号,trunk,False,True,92.044,,"LINESTRING (133.5581254 33.7472409, 133.5585565 33.747164, 133.5590945 33.747052)",2
139943016,,,unclassified,False,True,16.972,,"LINESTRING (133.5543631 33.7472747, 133.5541915 33.7472205)",
139943016,,,unclassified,False,False,36.03,,"LINESTRING (133.5543631 33.7472747, 133.5546642 33.747395, 133.5547157 33.7474125)",
139943016,,,unclassified,False,False,16.972,,"LINESTRING (133.5541915 33.7472205, 133.5543631 33.7472747)",
