osmid,oneway,highway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge
93599668,True,unclassified,False,13.027,,,,,"LINESTRING (135.6308411 34.7685856, 135.6309769 34.7685498)",
183421271,True,trunk,False,204.217,4,170,国道170号,50,"LINESTRING (135.6308411 34.7685856, 135.6310093 34.7695359, 135.6310618 34.7698972, 135.6311576 34.7703564, 135.6311642 34.7704026)",
669627789,True,trunk,False,97.969,3,170,国道170号,50,"LINESTRING (135.6299125 34.765546, 135.630238 34.7663855)",
1169280906,False,trunk,True,15.344,2,170,国道170号,40,"LINESTRING (135.6299125 34.765546, 135.6300803 34.7655523)",
93419332,True,primary,False,115.61800000000001,,18,枚方交野寝屋川線,30,"LINESTRING (135.6299125 34.765546, 135.6288877 34.7655294, 135.628647 34.7655318)",
93568537,False,trunk,True,49.222,1,170,国道170号,30,"LINESTRING (135.6313876 34.7655743, 135.6315332 34.7651481)",
196633566,False,trunk,True,31.282,2,170,国道170号,40,"LINESTRING (135.6313876 34.7655743, 135.6310452 34.7655694)",
30369544,False,primary,True,95.11800000000001,,18,枚方交野寝屋川線,,"LINESTRING (135.6313876 34.7655743, 135.6319156 34.7655756, 135.6320729 34.7655655, 135.6323116 34.7655395, 135.6324251 34.7655258)",
602998081,False,unclassified,False,87.703,1,,,30,"LINESTRING (135.6313876 34.7655743, 135.6311922 34.7661939, 135.6311296 34.7663334)",
99664847,False,residential,False,33.085,,,,,"LINESTRING (135.6353384 34.76722, 135.6354793 34.7674941)",
93599667,False,unclassified,False,29.188000000000002,,,,,"LINESTRING (135.6353384 34.76722, 135.6353377 34.767065, 135.6353377 34.7670161, 135.6353372 34.7669575)",yes
93599673,False,unclassified,True,74.015,,,,,"LINESTRING (135.6353384 34.76722, 135.635172 34.7672983, 135.6350644 34.7673353, 135.6346014 34.7674944)",
169885304,False,residential,True,118.123,,,,,"LINESTRING (135.6353384 34.76722, 135.6353897 34.7672203, 135.6357771 34.7672238, 135.635951 34.7672359, 135.6362384 34.7672946, 135.6364991 34.767388, 135.6365804 34.7674349)",
288302628,True,unclassified,False,54.448,,,,,"LINESTRING (135.6320438 34.76827, 135.6325942 34.768082)",
463029969,False,residential,False,24.919,,,,,"LINESTRING (135.6320438 34.76827, 135.632134 34.7684815)",
93599667,False,unclassified,True,29.188,,,,,"LINESTRING (135.6353372 34.7669575, 135.6353377 34.7670161, 135.6353377 34.767065, 135.6353384 34.76722)",yes
1065373642,False,primary,False,189.893,2,18,枚方交野寝屋川線,40,"LINESTRING (135.6353372 34.7669575, 135.6352204 34.7669554, 135.6346093 34.7669323, 135.6332599 34.7668922)",
183557748,True,trunk,False,23.18,3,170,国道170号,50,"LINESTRING (135.6308155 34.7683782, 135.6308411 34.7685856)",yes
93599673,False,unclassified,False,34.063,,,,,"LINESTRING (135.6325942 34.768082, 135.6329296 34.7679481)",
99681546,True,residential,False,31.265,,,,,"LINESTRING (135.6325942 34.768082, 135.6326876 34.7683525)",
99664849,False,unclassified,False,57.372,,,,,"LINESTRING (135.6325942 34.768082, 135.6328995 34.7682206, 135.6331021 34.7683785)",
94352087,False,unclassified,False,24.045,,,,,"LINESTRING (135.6328249 34.7677497, 135.6329296 34.7679481)",yes
93599674,True,unclassified,False,177.37300000000002,,,,,"LINESTRING (135.6328249 34.7677497, 135.6325048 34.7678894, 135.6321577 34.7680193, 135.6319325 34.768091, 135.6316935 34.7681596, 135.6312994 34.7682629, 135.6310223 34.768332)",
