osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,est_width,tunnel,bridge
215422781,74,小田原山北線,primary,40,False,False,73.741,"LINESTRING (139.1506799 35.2669939, 139.1506624 35.2663815, 139.1506613 35.2663309)",,,
215617093,,,unclassified,,False,False,119.021,"LINESTRING (139.1506799 35.2669939, 139.1508496 35.267002, 139.1512925 35.267024, 139.1519885 35.2670585)",,,
215422781,74,小田原山北線,primary,40,False,False,53.564,"LINESTRING (139.150563 35.2632659, 139.1506351 35.2627878)",,,
215422781,74,小田原山北線,primary,40,False,True,85.922,"LINESTRING (139.150563 35.2632659, 139.1505851 35.2640384)",,,
205871934,,,tertiary,40,False,False,154.251,"LINESTRING (139.150563 35.2632659, 139.1508342 35.2632507, 139.1510913 35.2632181, 139.1512973 35.2631582, 139.1514738 35.2630716, 139.1516064 35.2629933, 139.1517196 35.2629317, 139.1518604 35.2628367, 139.1520828 35.2627267)",,,
226038601,,,unclassified,30,False,False,68.018,"LINESTRING (139.150563 35.2632659, 139.1504701 35.2632717, 139.1502825 35.2632948, 139.1502129 35.2633178, 139.1501017 35.2633558, 139.1500312 35.2633704, 139.1499706 35.2633734, 139.1498347 35.263358)",3.0m〜5.5m,,
332249767,74,小田原山北線,primary,40,False,True,29.043,"LINESTRING (139.1519127 35.2594301, 139.1518205 35.2596802)",,,
242421290,,,unclassified,,False,False,85.13799999999999,"LINESTRING (139.1519127 35.2594301, 139.152105 35.2595693, 139.1522633 35.2597554, 139.152351 35.2599452, 139.1523923 35.260067)",,,
215422781,74,小田原山北線,primary,40,False,False,92.73,"LINESTRING (139.1506178 35.2650429, 139.1505934 35.2642092)",,,
215422781,74,小田原山北線,primary,40,False,True,41.474,"LINESTRING (139.1506178 35.2650429, 139.1506277 35.2654158)",,,
49577780,,,tertiary,,False,False,93.828,"LINESTRING (139.1506178 35.2650429, 139.15106 35.2651041, 139.1514853 35.2651837, 139.1516267 35.2652211)",,,
49577780,,,tertiary,,False,False,47.451,"LINESTRING (139.1520041 35.2652479, 139.1525259 35.2652722)",,,
320425683,,,residential,,False,False,133.636,"LINESTRING (139.1520041 35.2652479, 139.1519897 35.2656309, 139.1525158 35.2656602, 139.1525259 35.2652722)",,,
49577780,,,tertiary,,False,True,34.395,"LINESTRING (139.1520041 35.2652479, 139.1517 35.2652276, 139.1516267 35.2652211)",,,
49577780,,,tertiary,,False,True,47.451,"LINESTRING (139.1525259 35.2652722, 139.1520041 35.2652479)",,,
320425683,,,residential,,False,True,133.636,"LINESTRING (139.1525259 35.2652722, 139.1525158 35.2656602, 139.1519897 35.2656309, 139.1520041 35.2652479)",,,
49577780,,,tertiary,,False,False,137.719,"LINESTRING (139.1525259 35.2652722, 139.1528574 35.2652608, 139.1529372 35.2652488, 139.1530268 35.2652017, 139.1531416 35.2650864, 139.1532123 35.2650592, 139.1533289 35.2650544, 139.1539493 35.2650633)",,,
215422781,74,小田原山北線,primary,40,False,False,85.922,"LINESTRING (139.1505851 35.2640384, 139.150563 35.2632659)",,,
215422781,74,小田原山北線,primary,40,False,True,19.007,"LINESTRING (139.1505851 35.2640384, 139.1505934 35.2642092)",,,
49577778,,,tertiary,40,False,False,168.418,"LINESTRING (139.1505851 35.2640384, 139.1518689 35.2640482, 139.15244 35.2640552)",,,
49577781,,,unclassified,,False,False,26.778,"LINESTRING (139.1537006 35.2640424, 139.1539863 35.2641022)",,,
