osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,access,geometry,bridge,tunnel
32729218,24,都留道志線,primary,30,False,False,45.833,,,"LINESTRING (138.9053086 35.5483947, 138.9057285 35.5481641)",,
1185885527,139,富士みち,trunk,40,False,False,7.276,2,yes,"LINESTRING (138.9053086 35.5483947, 138.9053561 35.5484475)",,
1185885527,139,富士みち,trunk,40,False,True,113.876,2,yes,"LINESTRING (138.9053086 35.5483947, 138.904618 35.5475385)",,
32729218,24,都留道志線,primary,30,False,True,82.51800000000001,,,"LINESTRING (138.9067863 35.547383, 138.906721 35.5475236, 138.9066902 35.5475783, 138.9066445 35.5476221, 138.9065848 35.5476696, 138.906446 35.5477528, 138.9062883 35.5478443, 138.90618 35.5479074)",,
147902025,,,unclassified,,False,True,61.286,,,"LINESTRING (138.9093003 35.5561072, 138.9092575 35.5560809, 138.9089432 35.5556425)",,
1185885528,139,富士みち,trunk,40,False,True,75.384,2,yes,"LINESTRING (138.9093003 35.5561072, 138.9095907 35.5559211, 138.9099452 35.555678)",,
147897944,,,unclassified,,False,False,94.93,,,"LINESTRING (138.9034452 35.5471727, 138.9037572 35.5473724, 138.9038438 35.5475028, 138.9040195 35.5478576)",,
147908840,,,residential,,False,False,107.59,,,"LINESTRING (138.9034452 35.5471727, 138.902998 35.5474909, 138.9028734 35.5475639, 138.9025209 35.5473475)",,
147898142,,,unclassified,,False,False,64.737,,,"LINESTRING (138.904618 35.5475385, 138.9040195 35.5478576)",,
1185885527,139,富士みち,trunk,40,False,False,113.876,2,yes,"LINESTRING (138.904618 35.5475385, 138.9053086 35.5483947)",,
1185885527,139,富士みち,trunk,40,False,True,38.429,2,yes,"LINESTRING (138.904618 35.5475385, 138.9043781 35.5472533)",,
147898142,,,unclassified,,False,True,64.737,,,"LINESTRING (138.9040195 35.5478576, 138.904618 35.5475385)",,
147897944,,,unclassified,,False,True,94.93,,,"LINESTRING (138.9040195 35.5478576, 138.9038438 35.5475028, 138.9037572 35.5473724, 138.9034452 35.5471727)",,
147907376,,,unclassified,,False,True,130.052,,,"LINESTRING (138.9040195 35.5478576, 138.9041042 35.5479934, 138.9042185 35.5481596, 138.9043442 35.5483519, 138.9042888 35.54849, 138.9045889 35.5488843)",,
278073338,,,residential,,False,True,92.63300000000001,,,"LINESTRING (138.9040195 35.5478576, 138.9037543 35.5479593, 138.9036336 35.5480259, 138.903554 35.548049, 138.9034959 35.548074, 138.9034466 35.54809, 138.903382 35.5480865, 138.9033184 35.5480838, 138.9032669 35.5481034, 138.9031979 35.5481337, 138.9031618 35.5481498, 138.9030851 35.5481498)",,
32729218,24,都留道志線,primary,30,False,False,82.518,,,"LINESTRING (138.90618 35.5479074, 138.9062883 35.5478443, 138.906446 35.5477528, 138.9065848 35.5476696, 138.9066445 35.5476221, 138.9066902 35.5475783, 138.906721 35.5475236, 138.9067863 35.547383)",,
32729218,24,都留道志線,primary,30,False,True,49.838,,,"LINESTRING (138.90618 35.5479074, 138.9060199 35.5480023, 138.9057285 35.5481641)",,
147895984,,,unclassified,,False,False,269.394,,,"LINESTRING (138.90618 35.5479074, 138.9062765 35.5480057, 138.9063542 35.5481182, 138.906371 35.5481817, 138.9063703 35.5482891, 138.9065379 35.5485989, 138.9067659 35.5489302, 138.9073095 35.5496727, 138.9074723 35.5498847, 138.9074743 35.5499244, 138.9073487 35.5499935)",,
