osmid,highway,oneway,reversed,length,name,lanes,bridge,geometry,ref
38944748,tertiary,False,False,16.613,,,,"LINESTRING (140.3889489 35.2533089, 140.3889557 35.2531596)",
125730445,tertiary,False,True,51.875,国道465号旧道,,,"LINESTRING (140.3889489 35.2533089, 140.3890094 35.2537728)",
411548649,tertiary,False,True,68.34,国道465号旧道,2,,"LINESTRING (140.3889489 35.2533089, 140.3897012 35.2533269)",
"[125732137, 125733650, 125731618]",tertiary,False,"[False, True]",261.746,,2,yes,"LINESTRING (140.3889489 35.2533089, 140.3885583 35.253394, 140.3880201 35.2534992, 140.3876757 35.2535662, 140.3874244 35.2535816, 140.387202 35.2535705, 140.3865195 35.253396, 140.3861575 35.2532993)",
125733210,unclassified,False,False,113.10900000000001,,,,"LINESTRING (140.3836398 35.2495263, 140.3836297 35.2499419, 140.383578 35.2502705, 140.3836503 35.2505342)",
125733937,unclassified,False,False,80.986,,,,"LINESTRING (140.3836398 35.2495263, 140.3838117 35.2495605, 140.3838595 35.2495952, 140.384039 35.2501062)",
125732673,unclassified,False,True,44.576,,,,"LINESTRING (140.3858793 35.2496504, 140.3861293 35.2499954)",
125731438,unclassified,False,False,45.376,,,,"LINESTRING (140.3858793 35.2496504, 140.3857101 35.2497272, 140.3854158 35.249796)",
125731438,unclassified,False,False,35.576,,,,"LINESTRING (140.3854158 35.249796, 140.3850378 35.2498801)",
125731438,unclassified,False,True,45.376,,,,"LINESTRING (140.3854158 35.249796, 140.3857101 35.2497272, 140.3858793 35.2496504)",
125731438,unclassified,False,False,47.26,,,,"LINESTRING (140.3850378 35.2498801, 140.3845375 35.2499972)",
125731438,unclassified,False,True,35.576,,,,"LINESTRING (140.3850378 35.2498801, 140.3854158 35.249796)",
125731494,unclassified,False,True,42.207,,,,"LINESTRING (140.3850378 35.2498801, 140.385161 35.2502461)",
125732259,unclassified,False,True,46.017,,,,"LINESTRING (140.3861293 35.2499954, 140.3863773 35.2503563)",
125732673,unclassified,False,False,44.576,,,,"LINESTRING (140.3861293 35.2499954, 140.3858793 35.2496504)",
125732588,unclassified,False,True,92.532,,,,"LINESTRING (140.3861293 35.2499954, 140.3859553 35.2500676, 140.385161 35.2502461)",
125731424,tertiary,False,True,126.834,,2,,"LINESTRING (140.3845375 35.2499972, 140.384918 35.2510947)",
125731438,unclassified,False,True,47.26,,,,"LINESTRING (140.3845375 35.2499972, 140.3850378 35.2498801)",
125731708,unclassified,False,True,46.862,,,,"LINESTRING (140.3845375 35.2499972, 140.384039 35.2501062)",
125731656,unclassified,False,True,36.585,,,,"LINESTRING (140.384039 35.2501062, 140.3841469 35.2504232)",
125731708,unclassified,False,False,46.862,,,,"LINESTRING (140.384039 35.2501062, 140.3845375 35.2499972)",
125733937,unclassified,False,True,80.986,,,,"LINESTRING (140.384039 35.2501062, 140.3838595 35.2495952, 140.3838117 35.2495605, 140.3836398 35.2495263)",
125731494,unclassified,False,False,42.207,,,,"LINESTRING (140.385161 35.2502461, 140.3850378 35.2498801)",
125732686,unclassified,False,True,35.839,,,,"LINESTRING (140.385161 35.2502461, 140.3852605 35.250558)",
125732588,unclassified,False,False,92.532,,,,"LINESTRING (140.385161 35.2502461, 140.3859553 35.2500676, 140.3861293 35.2499954)",
125732174,unclassified,False,True,60.814,,,,"LINESTRING (140.3863773 35.2503563, 140.3866835 35.2508427)",
125732259,unclassified,False,False,46.017,,,,"LINESTRING (140.3863773 35.2503563, 140.3861293 35.2499954)",
125732096,unclassified,False,True,104.394,,,,"LINESTRING (140.3863773 35.2503563, 140.3861533 35.2504363, 140.3852605 35.250558)",
125731656,unclassified,False,False,36.585,,,,"LINESTRING (140.3841469 35.2504232, 140.384039 35.2501062)",
125731656,unclassified,False,True,43.299,,,,"LINESTRING (140.3841469 35.2504232, 140.3842745 35.2507984)",
125732201,unclassified,False,False,46.753,,,,"LINESTRING (140.3841469 35.2504232, 140.3836503 35.2505342)",
125732566,unclassified,False,False,44.891000000000005,,,,"LINESTRING (140.3887225 35.2505117, 140.388713 35.250702, 140.3886777 35.2509133)",
185206666,residential,False,False,88.90599999999999,,,,"LINESTRING (140.3887225 35.2505117, 140.3884318 35.2505542, 140.3882606 35.2505579, 140.3881962 35.2505733, 140.3881261 35.2506112, 140.3880648 35.2506959, 140.3880244 35.2508898)",
185206666,residential,False,True,103.18100000000001,,,,"LINESTRING (140.3887225 35.2505117, 140.3895075 35.2504015, 140.3898472 35.2503958)",
125732201,unclassified,False,True,46.753,,,,"LINESTRING (140.3836503 35.2505342, 140.3841469 35.2504232)",
125733210,unclassified,False,True,113.10900000000001,,,,"LINESTRING (140.3836503 35.2505342, 140.383578 35.2502705, 140.3836297 35.2499419, 140.3836398 35.2495263)",
125733863,unclassified,False,False,173.793,,,,"LINESTRING (140.3836503 35.2505342, 140.3825953 35.2507602, 140.3824485 35.2508231, 140.3821003 35.2511544, 140.3821258 35.2512525)",
125731359,unclassified,False,True,49.967,,,,"LINESTRING (140.3852605 35.250558, 140.3854063 35.2509913)",
125732686,unclassified,False,False,35.839,,,,"LINESTRING (140.3852605 35.250558, 140.385161 35.2502461)",
125732096,unclassified,False,False,104.394,,,,"LINESTRING (140.3852605 35.250558, 140.3861533 35.2504363, 140.3863773 35.2503563)",
125732174,unclassified,False,False,60.814,,,,"LINESTRING (140.3866835 35.2508427, 140.3863773 35.2503563)",
"[125731607, 125731366, 125732255]",tertiary,False,False,121.99000000000001,,2,yes,"LINESTRING (140.3866835 35.2508427, 140.386909 35.2508337, 140.387227 35.2508433, 140.3880244 35.2508898)",
125732255,tertiary,False,True,117.27799999999999,,2,,"LINESTRING (140.3866835 35.2508427, 140.3859528 35.2509028, 140.3854063 35.2509913)",
125732539,unclassified,False,True,59.843,,,,"LINESTRING (140.3866835 35.2508427, 140.3866235 35.2510463, 140.386472 35.2513509)",
125731656,unclassified,False,False,43.299,,,,"LINESTRING (140.3842745 35.2507984, 140.3841469 35.2504232)",
125732157,unclassified,False,True,46.718,,,,"LINESTRING (140.3842745 35.2507984, 140.3844288 35.2511992)",
