osmid,oneway,lanes,ref,name,highway,junction,reversed,length,geometry,bridge
328181704,True,1,228,国道228号,trunk,roundabout,False,9.324,"LINESTRING (140.1233317 41.8054391, 140.123369 41.8054421, 140.1234064 41.8054403, 140.1234428 41.8054336)",
110658018,False,,,,residential,,True,169.52399999999997,"LINESTRING (140.1157862 41.8034411, 140.1163961 41.8029238, 140.1164275 41.8028236, 140.1164233 41.8026711, 140.116376 41.802392, 140.1163916 41.8023386, 140.1164562 41.8022783, 140.1166536 41.8021987)",
221951577,False,2,5,江差木古内線,primary,,False,179.192,"LINESTRING (140.1259013 41.80222, 140.1258877 41.8022748, 140.1258276 41.8024155, 140.1257504 41.8025435, 140.1256559 41.8027034, 140.1254733 41.8029968, 140.1252658 41.8032394, 140.12489 41.8036315)",
221951577,False,2,5,江差木古内線,primary,,True,29.842,"LINESTRING (140.1259013 41.80222, 140.1259306 41.802102, 140.1259604 41.8019553)",
110658062,False,,,,unclassified,,False,90.894,"LINESTRING (140.1183874 41.8046515, 140.1178662 41.8039323)",
110658102,False,,,,unclassified,,True,86.149,"LINESTRING (140.1183874 41.8046515, 140.1188735 41.8053363)",
328181707,False,,,,residential,,False,33.419,"LINESTRING (140.1183874 41.8046515, 140.1187901 41.8046367)",
110657068,False,,,,unclassified,,True,73.74300000000001,"LINESTRING (140.1183874 41.8046515, 140.1180208 41.8047007, 140.1177802 41.8047519, 140.1175504 41.8048532)",
110658365,False,,,,unclassified,,True,39.332,"LINESTRING (140.1259064 41.8042111, 140.1258121 41.8042677, 140.1254587 41.8042723)",
110657860,False,,,,unclassified,,False,5.912,"LINESTRING (140.1168365 41.7997719, 140.1169043 41.7997554)",
110657860,False,,,,unclassified,,True,348.617,"LINESTRING (140.1168365 41.7997719, 140.1167223 41.7998594, 140.1164963 41.8000154, 140.1162783 41.8001954, 140.1159783 41.8005384, 140.1158723 41.8007184, 140.1157303 41.8010404, 140.1154894 41.8015622, 140.116125 41.8016112, 140.116335 41.8017292, 140.1165526 41.8020637)",
677234985,False,2,228,国道228号,trunk,,True,63.858999999999995,"LINESTRING (140.1168365 41.7997719, 140.1174002 41.8000372, 140.1174742 41.8000914)",
110657068,False,,,,unclassified,,True,13.607,"LINESTRING (140.1175504 41.8048532, 140.1175903 41.8049719)",
110657068,False,,,,unclassified,,False,73.743,"LINESTRING (140.1175504 41.8048532, 140.1177802 41.8047519, 140.1180208 41.8047007, 140.1183874 41.8046515)",
328367754,False,,,,residential,,True,147.22299999999998,"LINESTRING (140.1175504 41.8048532, 140.1174541 41.8047163, 140.1173518 41.8044743, 140.1173785 41.8043019, 140.1173474 41.8041594, 140.1173118 41.8039804, 140.1175475 41.8039473, 140.1178662 41.8039323)",
110657467,False,,,,residential,,False,20.968,"LINESTRING (140.1177389 41.8017372, 140.1175028 41.8018049)",
110657966,False,,,,residential,,True,33.124,"LINESTRING (140.1177389 41.8017372, 140.1180052 41.8019593)",
110658740,False,,,,residential,,True,11.294,"LINESTRING (140.1177389 41.8017372, 140.1178366 41.8016664)",
221951577,False,2,5,江差木古内線,primary,,False,122.886,"LINESTRING (140.1247575 41.8037881, 140.123907 41.8046933)",
221951577,False,2,5,江差木古内線,primary,,True,20.587,"LINESTRING (140.1247575 41.8037881, 140.12489 41.8036315)",
110657018,False,,,,tertiary,,True,82.214,"LINESTRING (140.1247575 41.8037881, 140.1248725 41.8038421, 140.125174 41.8039823, 140.1253199 41.8040651, 140.1254253 41.8041693, 140.1254587 41.8042723)",
221951577,False,2,5,江差木古内線,primary,,False,7.802,"LINESTRING (140.12597 41.8018855, 140.1259604 41.8019553)",
110657068,False,,,,unclassified,,False,13.607,"LINESTRING (140.1175903 41.8049719, 140.1175504 41.8048532)",
110657068,False,,,,unclassified,,True,107.80699999999999,"LINESTRING (140.1175903 41.8049719, 140.1167972 41.8052618, 140.1164645 41.8054496)",
328367753,False,,,,residential,,True,269.18399999999997,"LINESTRING (140.1175903 41.8049719, 140.117784 41.8052605, 140.1177462 41.8054996, 140.1175345 41.805597, 140.1175167 41.8060843, 140.1171965 41.8061903, 140.1170231 41.805955, 140.1164645 41.8054496)",
110657018,False,,,,tertiary,,False,82.214,"LINESTRING (140.1254587 41.8042723, 140.1254253 41.8041693, 140.1253199 41.8040651, 140.125174 41.8039823, 140.1248725 41.8038421, 140.1247575 41.8037881)",
110657018,False,,,,tertiary,,True,210.519,"LINESTRING (140.1254587 41.8042723, 140.1254497 41.8043882, 140.1253928 41.8044726, 140.1252873 41.8045611, 140.124926 41.8048188, 140.1247487 41.8049776, 140.1245413 41.8052288, 140.1242101 41.8057436, 140.1241432 41.8058517)",
110658365,False,,,,unclassified,,False,39.332,"LINESTRING (140.1254587 41.8042723, 140.1258121 41.8042677, 140.1259064 41.8042111)",
110658102,False,,,,unclassified,,False,86.149,"LINESTRING (140.1188735 41.8053363, 140.1183874 41.8046515)",
328181708,False,,,,residential,,False,40.024,"LINESTRING (140.1188735 41.8053363, 140.1193545 41.8053046)",
110657966,False,,,,residential,,False,99.75999999999999,"LINESTRING (140.1196058 41.8019664, 140.1193014 41.8021774, 140.1191655 41.8022683, 140.1188141 41.8023418, 140.1185756 41.8023636)",
677234985,False,2,228,国道228号,trunk,,False,143.33100000000002,"LINESTRING (140.1196058 41.8019664, 140.1187597 41.8012019, 140.1185054 41.8009721)",
"[677234985, 677234986, 772606583]",False,2,228,国道228号,trunk,,True,130.192,"LINESTRING (140.1196058 41.8019664, 140.1198136 41.8021321, 140.1201594 41.8024314, 140.1202059 41.8024716, 140.1203185 41.8025625, 140.1203688 41.8026126, 140.1204392 41.80267, 140.1206491 41.8028411)",yes
110657018,False,,,,tertiary,,False,210.519,"LINESTRING (140.1241432 41.8058517, 140.1242101 41.8057436, 140.1245413 41.8052288, 140.1247487 41.8049776, 140.124926 41.8048188, 140.1252873 41.8045611, 140.1253928 41.8044726, 140.1254497 41.8043882, 140.1254587 41.8042723)",
1237947637,False,,,,tertiary,,True,33.593,"LINESTRING (140.1241432 41.8058517, 140.1240747 41.8058393, 140.1239704 41.8057854, 140.1238152 41.8056823)",
110657860,False,,,,unclassified,,True,5.912,"LINESTRING (140.1169043 41.7997554, 140.1168365 41.7997719)",
110657966,False,,,,residential,,False,66.118,"LINESTRING (140.1185756 41.8023636, 140.1184283 41.8023124, 140.1180052 41.8019593)",
110657966,False,,,,residential,,True,99.76,"LINESTRING (140.1185756 41.8023636, 140.1188141 41.8023418, 140.1191655 41.8022683, 140.1193014 41.8021774, 140.1196058 41.8019664)",
328367739,False,,,,residential,,True,64.362,"LINESTRING (140.1185756 41.8023636, 140.1186107 41.8024185, 140.1189346 41.8026646, 140.1187903 41.8028004)",
110657273,False,,,,unclassified,,True,17.188,"LINESTRING (140.1165526 41.8020637, 140.1166536 41.8021987)",
110657467,False,,,,residential,,True,84.796,"LINESTRING (140.1165526 41.8020637, 140.1168711 41.8019268, 140.1172592 41.8018748, 140.1175028 41.8018049)",
110657860,False,,,,unclassified,,False,348.61699999999996,"LINESTRING (140.1165526 41.8020637, 140.116335 41.8017292, 140.116125 41.8016112, 140.1154894 41.8015622, 140.1157303 41.8010404, 140.1158723 41.8007184, 140.1159783 41.8005384, 140.1162783 41.8001954, 140.1164963 41.8000154, 140.1167223 41.7998594, 140.1168365 41.7997719)",
772606583,False,2,228,国道228号,trunk,,False,48.877,"LINESTRING (140.1220266 41.8040707, 140.1216453 41.8037354)",
