osmid,highway,oneway,reversed,length,lanes,geometry,ref,name,bridge
768714037,residential,False,False,12.672,,"LINESTRING (140.0512033 39.3822054, 140.0513504 39.3821977)",,,
41966356,residential,False,False,35.079,1,"LINESTRING (140.0512033 39.3822054, 140.0510326 39.3821376, 140.050946 39.3820872, 140.0508771 39.3820231)",,,
"[41966355, 41966356]",residential,False,True,314.456,"['1', '2']","LINESTRING (140.0512033 39.3822054, 140.0512115 39.382259, 140.0512137 39.3823331, 140.0512147 39.3823909, 140.0511488 39.382418, 140.0510083 39.382473, 140.0511653 39.382718, 140.0507251 39.3828805, 140.0506308 39.3828865, 140.0502986 39.3830097, 140.0500432 39.3831111, 140.0491579 39.3835015, 140.0486698 39.3837366)",,,
119118948,tertiary,False,True,30.808,,"LINESTRING (140.045492 39.3865884, 140.0454552 39.3863128)",,,
119118948,tertiary,False,False,92.734,,"LINESTRING (140.045492 39.3865884, 140.0455873 39.3872394, 140.0456193 39.3874165)",,,
119313280,residential,False,True,51.456,2,"LINESTRING (140.045492 39.3865884, 140.0455608 39.386584, 140.0460887 39.3865503)",,,
119121966,tertiary,False,True,9.423,,"LINESTRING (140.0462712 39.3872497, 140.0463767 39.3872266)",,,
119122045,tertiary,False,False,59.014,,"LINESTRING (140.0462712 39.3872497, 140.0456193 39.3874165)",,,
119121728,unclassified,False,False,79.805,,"LINESTRING (140.0462712 39.3872497, 140.0462318 39.3871765, 140.0462002 39.3871176, 140.0461368 39.3868966, 140.0460887 39.3865503)",,,
119121704,unclassified,False,True,102.566,,"LINESTRING (140.0498071 39.3851915, 140.0508671 39.3847677)",,,
119118985,tertiary,False,False,145.09199999999998,,"LINESTRING (140.0498071 39.3851915, 140.05029 39.385702, 140.0505399 39.3859702, 140.0506927 39.3861396, 140.0508062 39.3862428)",,,
"[119121705, 119121706]",tertiary,False,True,189.37900000000002,,"LINESTRING (140.0498071 39.3851915, 140.049712 39.385091, 140.0490819 39.3843462, 140.0489287 39.3841484, 140.0487813 39.3839345, 140.0486698 39.3837366)",,,
119119974,trunk,False,True,48.571,4,"LINESTRING (140.0508771 39.3820231, 140.0503733 39.382221)",105;107;108;398,国道105号,
119122138,trunk,False,False,33.074,4,"LINESTRING (140.0508771 39.3820231, 140.0512053 39.3818678)",105;107;108;398,国道105号,
41966356,residential,False,True,35.079,1,"LINESTRING (140.0508771 39.3820231, 140.050946 39.3820872, 140.0510326 39.3821376, 140.0512033 39.3822054)",,,
119121705,tertiary,False,False,83.185,,"LINESTRING (140.0483169 39.38304, 140.0486698 39.3837366)",,,
"[119120098, 119119956]",trunk,False,True,379.476,2,"LINESTRING (140.0483169 39.38304, 140.0477386 39.3832551, 140.047514 39.3833526, 140.0473068 39.3834643, 140.047118 39.3835819, 140.0470425 39.3836344, 140.0469931 39.3837009, 140.0468915 39.3838711, 140.0468239 39.3839926, 140.0466071 39.3843616, 140.046528 39.3844783, 140.046425 39.3846304, 140.0462632 39.3847867, 140.0460778 39.3848988, 140.0458848 39.3849896, 140.0455049 39.3851153, 140.045402 39.385151, 140.0451747 39.385218)",105;107;108;398,国道105号,
119119974,trunk,False,False,67.059,4,"LINESTRING (140.0483169 39.38304, 140.0486386 39.3829166, 140.0490136 39.3827685)",105;107;108;398,国道105号,
"[119121988, 119121598]",tertiary,False,True,115.721,,"LINESTRING (140.0483169 39.38304, 140.0480912 39.382616, 140.0477731 39.3821114, 140.047761 39.3820927)",,,
119122122,trunk,False,True,53.09,4,"LINESTRING (140.0521971 39.3814855, 140.0516426 39.3816959)",105;107;108;398,国道105号,
119121870,residential,False,True,47.819,,"LINESTRING (140.0521971 39.3814855, 140.0522958 39.3816049, 140.0526393 39.3814924)",,,
119119376,residential,False,True,21.525,,"LINESTRING (140.0438099 39.3856346, 140.0438029 39.3858281)",,,
119119365,unclassified,False,True,56.231,,"LINESTRING (140.0438099 39.3856346, 140.0438445 39.3854605, 140.0438995 39.3851337)",,,
119120729,trunk,False,False,118.06500000000001,2,"LINESTRING (140.0438099 39.3856346, 140.0444826 39.3854104, 140.0449915 39.3852608, 140.0450841 39.3852392)",105;107;108;398,国道105号,
119120729,trunk,False,True,8.135,2,"LINESTRING (140.0451747 39.385218, 140.0450841 39.3852392)",105;107;108;398,国道105号,
119118948,tertiary,False,False,124.782,,"LINESTRING (140.0451747 39.385218, 140.0452087 39.3852922, 140.0453193 39.3855324, 140.0453776 39.3857319, 140.0454552 39.3863128)",,,
"[119120098, 119119956]",trunk,False,False,379.476,2,"LINESTRING (140.0451747 39.385218, 140.045402 39.385151, 140.0455049 39.3851153, 140.0458848 39.3849896, 140.0460778 39.3848988, 140.0462632 39.3847867, 140.046425 39.3846304, 140.046528 39.3844783, 140.0466071 39.3843616, 140.0468239 39.3839926, 140.0468915 39.3838711, 140.0469931 39.3837009, 140.0470425 39.3836344, 140.047118 39.3835819, 140.0473068 39.3834643, 140.047514 39.3833526, 140.0477386 39.3832551, 140.0483169 39.38304)",105;107;108;398,国道105号,
119120088,trunk,False,True,42.166,4,"LINESTRING (140.0516426 39.3816959, 140.0512053 39.3818678)",105;107;108;398,国道105号,
119122122,trunk,False,False,53.09,4,"LINESTRING (140.0516426 39.3816959, 140.0521971 39.3814855)",105;107;108;398,国道105号,
119122029,tertiary,False,True,123.30199999999999,,"LINESTRING (140.0516426 39.3816959, 140.0520742 39.3823455, 140.0522403 39.382571, 140.0523289 39.3826685)",,,
119120088,trunk,False,False,42.166,4,"LINESTRING (140.0512053 39.3818678, 140.0516426 39.3816959)",105;107;108;398,国道105号,
119122138,trunk,False,True,33.074,4,"LINESTRING (140.0512053 39.3818678, 140.0508771 39.3820231)",105;107;108;398,国道105号,
119119570,unclassified,False,True,39.81,,"LINESTRING (140.0512053 39.3818678, 140.0512765 39.3819249, 140.0513504 39.3821977)",,,
119121886,residential,False,True,65.015,,"LINESTRING (140.0438551 39.3869879, 140.0438792 39.3870953, 140.0439114 39.3871888, 140.0440374 39.387555)",,,
119121893,residential,False,False,61.648,,"LINESTRING (140.0438551 39.3869879, 140.0438058 39.3868082, 140.0437562 39.3866277, 140.0437485 39.3864416)",,,
119121871,residential,False,True,101.547,,"LINESTRING (140.0526393 39.3814924, 140.0531641 39.3823106)",,,
119121870,residential,False,False,47.819,,"LINESTRING (140.0526393 39.3814924, 140.0522958 39.3816049, 140.0521971 39.3814855)",,,
"[119121666, 119121671]",unclassified,False,False,139.275,,"LINESTRING (140.0442258 39.3827845, 140.0443056 39.3831585, 140.044328 39.383223, 140.0443512 39.3835253, 140.0442546 39.3840236)",,,
119121666,unclassified,False,True,67.918,,"LINESTRING (140.0442258 39.3827845, 140.0441541 39.3824621, 140.0442053 39.3821812)",,,
119121705,tertiary,False,True,83.185,,"LINESTRING (140.0486698 39.3837366, 140.0483169 39.38304)",,,
"[41966355, 41966356]",residential,False,False,314.456,"['1', '2']","LINESTRING (140.0486698 39.3837366, 140.0491579 39.3835015, 140.0500432 39.3831111, 140.0502986 39.3830097, 140.0506308 39.3828865, 140.0507251 39.3828805, 140.0511653 39.382718, 140.0510083 39.382473, 140.0511488 39.382418, 140.0512147 39.3823909, 140.0512137 39.3823331, 140.0512115 39.382259, 140.0512033 39.3822054)",,,
"[119121705, 119121706]",tertiary,False,False,189.379,,"LINESTRING (140.0486698 39.3837366, 140.0487813 39.3839345, 140.0489287 39.3841484, 140.0490819 39.3843462, 140.049712 39.385091, 140.0498071 39.3851915)",,,
119117577,residential,False,True,19.122,,"LINESTRING (140.0537503 39.3820859, 140.0539448 39.3820024)",,,
119119633,residential,False,False,57.714,,"LINESTRING (140.0537503 39.3820859, 140.054052 39.3825496)",,,
119892618,residential,False,False,18.853,,"LINESTRING (140.0537503 39.3820859, 140.0535497 39.3821545)",,,
119117577,residential,False,False,39.197,,"LINESTRING (140.0543431 39.3818307, 140.0539448 39.3820024)",,,
119121865,residential,False,False,4.314,,"LINESTRING (140.0543431 39.3818307, 140.0543642 39.3818659)",,,
119121272,unclassified,False,False,59.073,,"LINESTRING (140.0448841 39.3820978, 140.0442053 39.3821812)",,,
"[119121260, 119119542]",unclassified,False,False,164.324,,"LINESTRING (140.0448841 39.3820978, 140.0451816 39.3821181, 140.0453458 39.3820469, 140.0456757 39.381947, 140.0459474 39.3819249, 140.0461763 39.3819349, 140.0464508 39.3819224, 140.0467419 39.381895)",,,
247837338,residential,False,True,7.032,,"LINESTRING (140.046758 39.381957, 140.0467419 39.381895)",,,
119121272,unclassified,False,True,59.073,,"LINESTRING (140.0442053 39.3821812, 140.0448841 39.3820978)",,,
119121666,unclassified,False,False,67.918,,"LINESTRING (140.0442053 39.3821812, 140.0441541 39.3824621, 140.0442258 39.3827845)",,,
119119535,unclassified,False,False,71.733,,"LINESTRING (140.0489348 39.3887844, 140.0491426 39.3894092)",,,
119117842,unclassified,True,False,157.483,,"LINESTRING (140.0489348 39.3887844, 140.0496469 39.3886253, 140.0506943 39.3883886)",,,
119119384,unclassified,False,False,102.42699999999999,,"LINESTRING (140.0489348 39.3887844, 140.0488082 39.3884092, 140.0486636 39.3879601, 140.0486415 39.3878916)",,,
119119535,unclassified,False,True,71.733,,"LINESTRING (140.0491426 39.3894092, 140.0489348 39.3887844)",,,
119119557,unclassified,False,True,70.937,,"LINESTRING (140.0491426 39.3894092, 140.0493506 39.3899851, 140.0493661 39.3900233)",,,
119119587,unclassified,True,False,153.622,,"LINESTRING (140.0491426 39.3894092, 140.0483284 39.3895919, 140.0474915 39.3897897, 140.0474297 39.3898043)",,,
119119269,tertiary,False,False,19.867,,"LINESTRING (140.049589 39.3899759, 140.0493661 39.3900233)",,,
119119269,tertiary,False,True,203.02499999999998,,"LINESTRING (140.049589 39.3899759, 140.0496501 39.389962, 140.0500992 39.3898584, 140.0506588 39.3897334, 140.0510392 39.3896523, 140.0514847 39.389551, 140.0518553 39.3894606)",,,
119117606,unclassified,False,True,83.699,,"LINESTRING (140.0508671 39.3847677, 140.0512488 39.3854602)",,,
119121704,unclassified,False,False,102.566,,"LINESTRING (140.0508671 39.3847677, 140.0498071 39.3851915)",,,
119119562,residential,False,False,166.618,,"LINESTRING (140.0508671 39.3847677, 140.0515081 39.3845352, 140.0520176 39.3843151, 140.0524468 39.3841058, 140.0525467 39.3840306)",,,
119121968,tertiary,False,True,69.47,,"LINESTRING (140.0515823 39.3860681, 140.0508062 39.3862428)",,,
119117606,unclassified,False,False,67.844,,"LINESTRING (140.0515823 39.3860681, 140.0514688 39.3858384, 140.0512755 39.3855062)",,,
119119275,tertiary,False,True,153.387,,"LINESTRING (140.0515823 39.3860681, 140.0520663 39.3859919, 140.0526251 39.3859176, 140.0531205 39.3858499, 140.0533385 39.3858231)",,,
119119438,unclassified,False,True,86.12200000000001,,"LINESTRING (140.0515823 39.3860681, 140.0515964 39.386117, 140.0517813 39.3866397, 140.0518324 39.3868179)",,,
119119579,unclassified,False,False,69.413,,"LINESTRING (140.0474297 39.3898043, 140.0472671 39.3892499, 140.0472511 39.3891955)",,,
119118068,unclassified,False,False,90.201,,"LINESTRING (140.0542913 39.3856316, 140.054242 39.3848213)",,,
119119350,unclassified,False,True,90.935,,"LINESTRING (140.0542913 39.3856316, 140.0543112 39.3859668, 140.0543458 39.3864483)",,,
119119561,unclassified,False,True,72.21600000000001,,"LINESTRING (140.0542913 39.3856316, 140.0541388 39.3856502, 140.0534633 39.3857422)",,,
"[948091818, 119117739, 948091819]",unclassified,False,False,205.719,,"LINESTRING (140.0534633 39.3857422, 140.0533948 39.3851693, 140.0532994 39.3846924, 140.0532789 39.3845831, 140.053132 39.3839109)",,,yes
119119561,unclassified,False,False,72.21600000000001,,"LINESTRING (140.0534633 39.3857422, 140.0541388 39.3856502, 140.0542913 39.3856316)",,,
