osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed
"[1058409227, 59254958]",False,2,tertiary,True,132.64,"LINESTRING (140.2393381 36.1519547, 140.2391834 36.1520096, 140.2391261 36.15203, 140.2388031 36.1521447, 140.2379877 36.1524384)",
59254958,False,2,tertiary,True,72.629,"LINESTRING (140.2379877 36.1524384, 140.2372485 36.1527037)",
"[1058409227, 59254958]",False,2,tertiary,False,132.64000000000001,"LINESTRING (140.2379877 36.1524384, 140.2388031 36.1521447, 140.2391261 36.15203, 140.2391834 36.1520096, 140.2393381 36.1519547)",
61513579,False,,unclassified,True,122.916,"LINESTRING (140.2379877 36.1524384, 140.2381399 36.152707, 140.2386428 36.1534079)",40
61513579,False,,unclassified,True,6.065,"LINESTRING (140.2404918 36.1548113, 140.2405365 36.1548522)",40
61513579,False,,unclassified,False,229.81700000000004,"LINESTRING (140.2404918 36.1548113, 140.2402649 36.1546466, 140.2395812 36.1542199, 140.2394545 36.1541564, 140.2392318 36.154014, 140.2389712 36.1537933, 140.2388223 36.1536302, 140.2386428 36.1534079)",40
59254958,False,2,tertiary,False,72.629,"LINESTRING (140.2372485 36.1527037, 140.2379877 36.1524384)",
59254958,False,2,tertiary,True,235.08,"LINESTRING (140.2372485 36.1527037, 140.2366671 36.1529194, 140.2364791 36.1530032, 140.2363359 36.1530882, 140.2361997 36.1531823, 140.2360709 36.1532943, 140.2359563 36.1534175, 140.2358649 36.1535457, 140.2357835 36.1536981, 140.2355411 36.1541745)",
198619512,False,,residential,False,592.573,"LINESTRING (140.23178 36.151649, 140.231711 36.151615, 140.231641 36.151582, 140.231489 36.151582, 140.2311 36.151733, 140.231037 36.151762, 140.230954 36.15179, 140.230586 36.151868, 140.230426 36.151868, 140.230308 36.151807, 140.229969 36.15153, 140.229885 36.151485, 140.229739 36.15144, 140.22933 36.151429, 140.229129 36.15144, 140.229018 36.151722, 140.228879 36.152195, 140.229101 36.152325, 140.229184 36.152388, 140.229274 36.152523, 140.229323 36.152664, 140.229351 36.152833, 140.229371 36.153216, 140.22942 36.153278, 140.229517 36.15334, 140.229642 36.153481, 140.229753 36.153656, 140.229788 36.153689, 140.229948 36.153763, 140.230024 36.153813, 140.2301761 36.153961)",
"[198620123, 198620918]",False,,"['unclassified', 'residential']",True,300.86600000000004,"LINESTRING (140.23178 36.151649, 140.231732 36.151677, 140.231489 36.151863, 140.23135 36.152015, 140.231093 36.152427, 140.231031 36.152579, 140.230968 36.152743, 140.230857 36.153166, 140.230808 36.153284, 140.230642 36.153475, 140.230489 36.153611, 140.2301761 36.153961)",
61513579,False,,unclassified,False,122.916,"LINESTRING (140.2386428 36.1534079, 140.2381399 36.152707, 140.2379877 36.1524384)",40
61513579,False,,unclassified,True,229.81699999999998,"LINESTRING (140.2386428 36.1534079, 140.2388223 36.1536302, 140.2389712 36.1537933, 140.2392318 36.154014, 140.2394545 36.1541564, 140.2395812 36.1542199, 140.2402649 36.1546466, 140.2404918 36.1548113)",40
