osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge,tunnel
"[93281993, 26405133, 48530822]",True,1,motorway_link,False,664.902,"LINESTRING (136.6809013 35.0192, 136.6809556 35.0195242, 136.6810705 35.0199531, 136.6811655 35.0202952, 136.6812542 35.0205043, 136.6814643 35.0209651, 136.6816273 35.0213117, 136.6817028 35.0214548, 136.6817754 35.0215692, 136.681864 35.0216748, 136.6819473 35.0217554, 136.6820446 35.0218237, 136.6821446 35.0218822, 136.6822452 35.0219244, 136.682351 35.0219554, 136.6824663 35.021982, 136.6825863 35.0219937, 136.6827009 35.0219921, 136.6828365 35.0219792, 136.6829492 35.0219554, 136.6830635 35.0219224, 136.6831616 35.0218816, 136.6832578 35.0218295, 136.6833554 35.021762, 136.6834264 35.0216949, 136.6834839 35.02163, 136.6835476 35.0215378, 136.6835911 35.0214545, 136.6836253 35.0213693, 136.6836461 35.0212776, 136.6836528 35.021179, 136.6836488 35.0210958, 136.6836337 35.0210065, 136.6836106 35.0209085, 136.6835384 35.0207018, 136.6835018 35.0206002, 136.6834812 35.0205118, 136.6834771 35.02042, 136.6834905 35.0203349, 136.6835136 35.0202696, 136.6835435 35.020201, 136.6835978 35.0201187, 136.6837682 35.0199244)",,,,yes,
126227254,False,2,tertiary,False,8.059,"LINESTRING (136.6786625 35.0137686, 136.6786134 35.0138289)",,,,,
126227254,False,2,tertiary,True,8.059,"LINESTRING (136.6786134 35.0138289, 136.6786625 35.0137686)",,,,,
126227254,False,2,tertiary,False,439.288,"LINESTRING (136.6786134 35.0138289, 136.6783989 35.0142729, 136.6780967 35.0146905, 136.6776237 35.0152326, 136.6772973 35.0156301, 136.6768652 35.0161007, 136.6763509 35.0166483, 136.6758699 35.0170501)",,,,,
"[126226170, 126227308, 165010502]",True,2,trunk,False,122.113,"LINESTRING (136.6786134 35.0138289, 136.6786631 35.0138746, 136.6794882 35.0145978, 136.6795232 35.0146353)",23,国道23号,50,yes,
48530822,True,1,motorway_link,False,133.87,"LINESTRING (136.6837682 35.0199244, 136.6842095 35.0195953, 136.684905 35.0191629)",,,,,
126226197,False,2,secondary,True,89.538,"LINESTRING (136.684087 35.0213699, 136.6848393 35.0208514)",401,桑名四日市線,,,
187914104,True,1,secondary,False,20.792,"LINESTRING (136.684087 35.0213699, 136.6840512 35.0213788, 136.6838981 35.0214722)",401,桑名四日市線,,,
187914105,True,1,secondary,False,12.723,"LINESTRING (136.6833388 35.0220477, 136.6834212 35.0219553)",401,桑名四日市線,,,
640711034,False,2,tertiary,False,75.031,"LINESTRING (136.6845828 35.0134141, 136.6848232 35.0140595)",,,,,
126227074,False,,unclassified,True,153.35799999999998,"LINESTRING (136.6845828 35.0134141, 136.6844371 35.0134499, 136.683816 35.0138, 136.683515 35.013992, 136.6832 35.014189)",,,,,
126226946,False,,unclassified,True,116.69399999999999,"LINESTRING (136.682413 35.013361, 136.682686 35.013654, 136.683001 35.013992, 136.6832 35.014189)",,,,,
126227168,False,,unclassified,True,162.16700000000003,"LINESTRING (136.682413 35.013361, 136.681844 35.013721, 136.681296 35.01407, 136.68105 35.014233, 136.681023 35.0142685)",,,,,
126227280,False,,unclassified,True,175.567,"LINESTRING (136.6832 35.014189, 136.6816938 35.0151745)",,,,,
126226946,False,,unclassified,False,116.69399999999999,"LINESTRING (136.6832 35.014189, 136.683001 35.013992, 136.682686 35.013654, 136.682413 35.013361)",,,,,
126226950,False,,unclassified,True,117.666,"LINESTRING (136.6832 35.014189, 136.68335 35.014358, 136.683672 35.014707, 136.683987 35.015028)",,,,,
126227074,False,,unclassified,False,153.358,"LINESTRING (136.6832 35.014189, 136.683515 35.013992, 136.683816 35.0138, 136.6844371 35.0134499, 136.6845828 35.0134141)",,,,,
126227168,False,,unclassified,True,105.507,"LINESTRING (136.681023 35.0142685, 136.6801896 35.0149276)",,,,,
126227168,False,,unclassified,False,162.16700000000003,"LINESTRING (136.681023 35.0142685, 136.68105 35.014233, 136.681296 35.01407, 136.681844 35.013721, 136.682413 35.013361)",,,,,
934902037,False,,residential,True,119.564,"LINESTRING (136.681023 35.0142685, 136.6813029 35.0147144, 136.6813788 35.0147373, 136.6816938 35.0151745)",,,,,
640711034,False,2,tertiary,True,75.031,"LINESTRING (136.6848232 35.0140595, 136.6845828 35.0134141)",,,,,
126226837,False,,unclassified,False,49.915,"LINESTRING (136.6848232 35.0140595, 136.6848028 35.0142043, 136.6848524 35.0145047)",,,,,
126226837,False,,unclassified,True,97.965,"LINESTRING (136.683987 35.015028, 136.6843181 35.0148278, 136.6848524 35.0145047)",,,,,
126226950,False,,unclassified,False,117.666,"LINESTRING (136.683987 35.015028, 136.683672 35.014707, 136.68335 35.014358, 136.6832 35.014189)",,,,,
126227172,False,,unclassified,False,171.494,"LINESTRING (136.683987 35.015028, 136.683796 35.015146, 136.683364 35.015422, 136.682933 35.015692, 136.682645 35.015878, 136.682496 35.01597)",,,,,
126227280,False,,unclassified,False,175.567,"LINESTRING (136.6816938 35.0151745, 136.6832 35.014189)",,,,,
126227280,False,,unclassified,True,109.707,"LINESTRING (136.6816938 35.0151745, 136.6807442 35.0157816)",,,,,
934902037,False,,residential,False,119.564,"LINESTRING (136.6816938 35.0151745, 136.6813788 35.0147373, 136.6813029 35.0147144, 136.681023 35.0142685)",,,,,
934902037,False,,residential,True,115.978,"LINESTRING (136.6816938 35.0151745, 136.6818626 35.0154021, 136.6819746 35.0155134, 136.6820905 35.015592, 136.6822125 35.0156591, 136.6823145 35.0157508, 136.682496 35.01597)",,,,,
126226498,False,,residential,False,90.275,"LINESTRING (136.6793554 35.0156058, 136.6799482 35.0162565)",,,,,
"[126227168, 126226485, 126226719]",False,,"['residential', 'unclassified']","[False, True]",107.20000000000002,"LINESTRING (136.6793554 35.0156058, 136.679519 35.0154668, 136.6796086 35.0153969, 136.679633 35.0153635, 136.6797681 35.0152576, 136.6799425 35.015124, 136.680153 35.0149565, 136.6801896 35.0149276)",,,,,yes
126226961,False,,residential,False,100.304,"LINESTRING (136.6793554 35.0156058, 136.6791069 35.015422, 136.6790597 35.0154059, 136.6790022 35.0154542, 136.678681 35.015744, 136.6786172 35.015793, 136.6785533 35.0158114)",,,,,
126226961,False,,residential,True,100.304,"LINESTRING (136.6785533 35.0158114, 136.6786172 35.015793, 136.678681 35.015744, 136.6790022 35.0154542, 136.6790597 35.0154059, 136.6791069 35.015422, 136.6793554 35.0156058)",,,,,
126227059,False,1,unclassified,False,157.854,"LINESTRING (136.6785533 35.0158114, 136.6787946 35.0155154, 136.6789759 35.0152869, 136.6792125 35.0150031, 136.6794248 35.0147385, 136.6795232 35.0146353)",,,,,
126227059,False,1,unclassified,True,280.764,"LINESTRING (136.6785533 35.0158114, 136.6781572 35.0162981, 136.6779121 35.0166113, 136.6778699 35.0166952, 136.6777596 35.0168492, 136.6776017 35.0170179, 136.6773424 35.0172892, 136.6770299 35.0176133, 136.6767615 35.0178577)",,,,,
126226930,False,,residential,False,60.437,"LINESTRING (136.682496 35.01597, 136.682809 35.016301, 136.682905 35.016398)",,,,,
126227102,False,,unclassified,False,171.042,"LINESTRING (136.682496 35.01597, 136.681858 35.016381, 136.681426 35.016663, 136.681331 35.016719, 136.681018 35.016919)",,,,,
126227172,False,,unclassified,True,171.49400000000003,"LINESTRING (136.682496 35.01597, 136.682645 35.015878, 136.682933 35.015692, 136.683364 35.015422, 136.683796 35.015146, 136.683987 35.015028)",,,,,
934902037,False,,residential,False,115.978,"LINESTRING (136.682496 35.01597, 136.6823145 35.0157508, 136.6822125 35.0156591, 136.6820905 35.015592, 136.6819746 35.0155134, 136.6818626 35.0154021, 136.6816938 35.0151745)",,,,,
126226498,False,,residential,True,90.275,"LINESTRING (136.6799482 35.0162565, 136.6793554 35.0156058)",,,,,
126227122,False,,residential,True,2.212,"LINESTRING (136.6799482 35.0162565, 136.6799628 35.0162724)",,,,,
126226251,False,,residential,False,304.68899999999996,"LINESTRING (136.6799482 35.0162565, 136.6798482 35.0163177, 136.6795 35.0165179, 136.6792126 35.0166776, 136.6785346 35.0170642, 136.6782942 35.0171973, 136.677777 35.0174651, 136.677317 35.0179187)",,,,,
164990394,False,2,secondary,True,28.671,"LINESTRING (136.6748113 35.0163804, 136.6750577 35.0165409)",401,桑名四日市線,,,
126226967,False,,unclassified,True,74.723,"LINESTRING (136.6748113 35.0163804, 136.674784 35.016397, 136.674729 35.016459, 136.6742731 35.0168864)",,,,,
126226930,False,,residential,False,73.264,"LINESTRING (136.682905 35.016398, 136.6834312 35.0168964)",,,,,
934902025,False,,residential,False,173.588,"LINESTRING (136.682905 35.016398, 136.6813943 35.01735)",,,,,
126226930,False,,residential,True,60.437,"LINESTRING (136.682905 35.016398, 136.682809 35.016301, 136.682496 35.01597)",,,,,
126226553,False,,residential,True,2.413,"LINESTRING (136.6803557 35.0166625, 136.6803705 35.0166805)",,,,,
126227004,False,,residential,False,222.62499999999997,"LINESTRING (136.6803557 35.0166625, 136.679651 35.0172396, 136.679111 35.0176729, 136.6786374 35.0180606, 136.6786224 35.0180743)",,,,,
126227122,False,,residential,False,56.382000000000005,"LINESTRING (136.6803557 35.0166625, 136.6802496 35.0165819, 136.6799628 35.0162724)",,,,,
164990394,False,2,secondary,False,28.671,"LINESTRING (136.6750577 35.0165409, 136.6748113 35.0163804)",401,桑名四日市線,,,
164990394,False,2,secondary,True,93.157,"LINESTRING (136.6750577 35.0165409, 136.6753819 35.0167512, 136.6758699 35.0170501)",401,桑名四日市線,,,
126226930,False,,residential,True,73.264,"LINESTRING (136.6834312 35.0168964, 136.682905 35.016398)",,,,,
126226856,False,2,tertiary,False,178.375,"LINESTRING (136.6834312 35.0168964, 136.6829227 35.0172209, 136.6824085 35.0175614, 136.6818999 35.0178966)",,,,,
126226967,False,,unclassified,False,74.72300000000001,"LINESTRING (136.6742731 35.0168864, 136.674729 35.016459, 136.674784 35.016397, 136.6748113 35.0163804)",,,,,
126226563,False,,residential,True,58.916,"LINESTRING (136.681018 35.016919, 136.6813943 35.01735)",,,,,
126226637,False,,unclassified,False,10.154,"LINESTRING (136.681018 35.016919, 136.680923 35.0169668)",,,,,
126227102,False,,unclassified,True,171.042,"LINESTRING (136.681018 35.016919, 136.681331 35.016719, 136.681426 35.016663, 136.681858 35.016381, 136.682496 35.01597)",,,,,
934902038,False,,unclassified,True,129.707,"LINESTRING (136.681018 35.016919, 136.6810027 35.01667, 136.6809567 35.0163538, 136.6808724 35.0160791, 136.6807442 35.0157816)",,,,,
126226637,False,,unclassified,True,10.154,"LINESTRING (136.680923 35.0169668, 136.681018 35.016919)",,,,,
211096311,True,2,trunk,False,301.15500000000003,"LINESTRING (136.680923 35.0169668, 136.6809057 35.0167905, 136.68088 35.0166027, 136.6808474 35.0164256, 136.6807992 35.0162508, 136.6807347 35.0160654, 136.6806673 35.0158991, 136.680575 35.0157152, 136.6804927 35.015569, 136.6803802 35.0154058, 136.6802692 35.0152573, 136.680155 35.0151238, 136.6800334 35.0149939, 136.6798938 35.0148542, 136.6795727 35.0145694)",23,国道23号,50,,
"[126226194, 126226196, 126226198]",False,2,secondary,False,121.239,"LINESTRING (136.6758699 35.0170501, 136.675969 35.0171158, 136.6767113 35.0178036, 136.6767615 35.0178577)",401,桑名四日市線,,yes,
126227254,False,2,tertiary,True,439.288,"LINESTRING (136.6758699 35.0170501, 136.6763509 35.0166483, 136.6768652 35.0161007, 136.6772973 35.0156301, 136.6776237 35.0152326, 136.6780967 35.0146905, 136.6783989 35.0142729, 136.6786134 35.0138289)",,,,,
164990394,False,2,secondary,False,93.157,"LINESTRING (136.6758699 35.0170501, 136.6753819 35.0167512, 136.6750577 35.0165409)",401,桑名四日市線,,,
126226198,False,2,secondary,False,15.292,"LINESTRING (136.6767615 35.0178577, 136.6766482 35.0179592)",401,桑名四日市線,,,
"[126226194, 126226196, 126226198]",False,2,secondary,True,121.239,"LINESTRING (136.6767615 35.0178577, 136.6767113 35.0178036, 136.675969 35.0171158, 136.6758699 35.0170501)",401,桑名四日市線,,yes,
126227059,False,1,unclassified,False,280.764,"LINESTRING (136.6767615 35.0178577, 136.6770299 35.0176133, 136.6773424 35.0172892, 136.6776017 35.0170179, 136.6777596 35.0168492, 136.6778699 35.0166952, 136.6779121 35.0166113, 136.6781572 35.0162981, 136.6785533 35.0158114)",,,,,
126226563,False,,residential,False,76.25,"LINESTRING (136.6818999 35.0178966, 136.6813943 35.01735)",,,,,
126226775,False,,unclassified,False,102.908,"LINESTRING (136.6818999 35.0178966, 136.682597 35.018625)",,,,,
126226856,False,2,tertiary,False,107.049,"LINESTRING (136.6818999 35.0178966, 136.6814882 35.0181635, 136.6812259 35.0183378, 136.6809946 35.0185101)",,,,,
126226856,False,2,tertiary,True,178.375,"LINESTRING (136.6818999 35.0178966, 136.6824085 35.0175614, 136.6829227 35.0172209, 136.6834312 35.0168964)",,,,,
126227053,False,,residential,True,10.317,"LINESTRING (136.6808546 35.0178766, 136.6807489 35.01791)",,,,,
126227308,True,2,trunk,False,63.744,"LINESTRING (136.6808546 35.0178766, 136.6808651 35.0184498)",23,国道23号,50,,
1112272651,False,,residential,False,1.081,"LINESTRING (136.677317 35.0179187, 136.6773096 35.0179263)",,,,,
126226251,False,,residential,True,304.68899999999996,"LINESTRING (136.677317 35.0179187, 136.677777 35.0174651, 136.6782942 35.0171973, 136.6785346 35.0170642, 136.6792126 35.0166776, 136.6795 35.0165179, 136.6798482 35.0163177, 136.6799482 35.0162565)",,,,,
934902033,False,,residential,False,82.695,"LINESTRING (136.677317 35.0179187, 136.6770896 35.0176916, 136.6770075 35.0177378, 136.6767192 35.017958, 136.676676 35.0179867)",,,,,
126227004,False,,residential,True,1.267,"LINESTRING (136.678613 35.0180827, 136.6786224 35.0180743)",,,,,
"[126226401, 126226858]",False,,residential,True,167.32000000000002,"LINESTRING (136.678613 35.0180827, 136.6785976 35.0181002, 136.678325 35.0183135, 136.6779746 35.0185671, 136.6775635 35.0188993, 136.677278 35.0191155)",,,,,
126227199,False,,residential,True,105.02799999999999,"LINESTRING (136.678613 35.0180827, 136.678433 35.0179025, 136.6782395 35.0180393, 136.6777703 35.0183629)",,,,,
126226198,False,2,secondary,False,3.97,"LINESTRING (136.6766482 35.0179592, 136.676676 35.0179867)",401,桑名四日市線,,,
126226198,False,2,secondary,True,15.292,"LINESTRING (136.6766482 35.0179592, 136.6767615 35.0178577)",401,桑名四日市線,,,
126226347,False,,residential,False,139.21699999999998,"LINESTRING (136.6766482 35.0179592, 136.6762279 35.0183716, 136.676119 35.0184717, 136.6760286 35.0185395, 136.6759069 35.018625, 136.6755764 35.0188454)",,,,,
126227053,False,,residential,True,39.726,"LINESTRING (136.6803929 35.0181717, 136.6800596 35.0184022)",,,,,
126227053,False,,residential,False,43.612,"LINESTRING (136.6803929 35.0181717, 136.6806967 35.0179575, 136.6807489 35.01791)",,,,,
934902030,False,,residential,False,57.555,"LINESTRING (136.6803929 35.0181717, 136.680674 35.0184499, 136.6808651 35.0184498)",,,,,
1112272653,False,,residential,False,26.633,"LINESTRING (136.6777703 35.0183629, 136.6775806 35.0181806)",,,,,
126227199,False,,residential,False,105.028,"LINESTRING (136.6777703 35.0183629, 136.6782395 35.0180393, 136.678433 35.0179025, 136.678613 35.0180827)",,,,,
126227199,False,,residential,True,99.14699999999999,"LINESTRING (136.6777703 35.0183629, 136.6774751 35.0185743, 136.6769384 35.018938)",,,,,
126226856,False,2,tertiary,False,14.993,"LINESTRING (136.6809946 35.0185101, 136.680873 35.018601)",,,,,
126226856,False,2,tertiary,True,107.049,"LINESTRING (136.6809946 35.0185101, 136.6812259 35.0183378, 136.6814882 35.0181635, 136.6818999 35.0178966)",,,,,
211096311,True,2,trunk,False,171.736,"LINESTRING (136.6809946 35.0185101, 136.6809708 35.0178876, 136.6809353 35.0171482, 136.680923 35.0169668)",23,国道23号,50,,
126227053,False,,residential,False,39.726,"LINESTRING (136.6800596 35.0184022, 136.6803929 35.0181717)",,,,,
126227053,False,,residential,True,38.014,"LINESTRING (136.6800596 35.0184022, 136.6797407 35.0186228)",,,,,
1112534912,False,,residential,True,64.119,"LINESTRING (136.6800596 35.0184022, 136.6805093 35.0188459)",,,,,
126226198,False,2,secondary,False,0.788,"LINESTRING (136.676644 35.0186155, 136.6766493 35.0186211)",401,桑名四日市線,,,
126226198,False,2,secondary,True,81.12299999999999,"LINESTRING (136.676644 35.0186155, 136.6764567 35.018384, 136.6764436 35.0183493, 136.6764433 35.0183176, 136.6764521 35.018289, 136.676496 35.018229, 136.6765614 35.0181594, 136.676676 35.0179867)",401,桑名四日市線,,,
1112272651,False,,residential,True,97.711,"LINESTRING (136.676644 35.0186155, 136.6768711 35.0183821, 136.677064 35.018178, 136.6773096 35.0179263)",,,,,
126226775,False,,unclassified,True,102.908,"LINESTRING (136.682597 35.018625, 136.6818999 35.0178966)",,,,,
"[126226836, 126226566, 126226775]",False,,unclassified,False,24.703,"LINESTRING (136.682597 35.018625, 136.682622 35.0186436, 136.68275 35.018778, 136.682768 35.018797)",,,,yes,
934902026,False,,unclassified,True,153.368,"LINESTRING (136.682597 35.018625, 136.6815189 35.0194472, 136.6814224 35.0194911, 136.6813226 35.0195016)",,,,,
126226793,False,,residential,True,34.508,"LINESTRING (136.6793978 35.0188593, 136.6791096 35.0190608)",,,,,
126227044,False,,residential,True,64.367,"LINESTRING (136.6793978 35.0188593, 136.6798548 35.0193009)",,,,,
126227053,False,,residential,False,1.811,"LINESTRING (136.6793978 35.0188593, 136.679413 35.0188488)",,,,,
"[126226836, 126226670]",False,,unclassified,False,164.82600000000002,"LINESTRING (136.682768 35.018797, 136.682624 35.018894, 136.6814268 35.0197921)",,,,,
"[126226836, 126226566, 126226775]",False,,unclassified,True,24.703,"LINESTRING (136.682768 35.018797, 136.68275 35.018778, 136.682622 35.0186436, 136.682597 35.018625)",,,,yes,
126226895,False,,residential,False,14.204,"LINESTRING (136.6759003 35.0188053, 136.6759721 35.0189187)",,,,,
126226198,False,2,secondary,False,31.060000000000002,"LINESTRING (136.6769384 35.018938, 136.6770313 35.0190459, 136.6770813 35.0190928, 136.6771314 35.0191193, 136.6771727 35.0191322)",401,桑名四日市線,,,
126226198,False,2,secondary,True,27.994,"LINESTRING (136.6769384 35.018938, 136.6768211 35.0187982, 136.6767643 35.0187475, 136.6767546 35.0187368)",401,桑名四日市線,,,
126227045,False,,residential,False,75.997,"LINESTRING (136.6769384 35.018938, 136.6765078 35.0192286, 136.6762901 35.0193683)",,,,,
126227199,False,,residential,False,99.14699999999999,"LINESTRING (136.6769384 35.018938, 136.6774751 35.0185743, 136.6777703 35.0183629)",,,,,
126226347,False,,residential,True,139.217,"LINESTRING (136.6755764 35.0188454, 136.6759069 35.018625, 136.6760286 35.0185395, 136.676119 35.0184717, 136.6762279 35.0183716, 136.6766482 35.0179592)",,,,,
934902052,False,,residential,True,77.013,"LINESTRING (136.6755764 35.0188454, 136.6755682 35.0188796, 136.6754824 35.0189648, 136.6752468 35.0191926, 136.6754085 35.0194032)",,,,,
126226198,False,2,secondary,False,102.99000000000001,"LINESTRING (136.677278 35.0191155, 136.6775679 35.0194037, 136.6780119 35.0198201)",401,桑名四日市線,,,
126226198,False,2,secondary,True,10.153,"LINESTRING (136.677278 35.0191155, 136.6772414 35.0191325, 136.6772061 35.0191364, 136.6771727 35.0191322)",401,桑名四日市線,,,
"[126226401, 126226858]",False,,residential,False,167.32,"LINESTRING (136.677278 35.0191155, 136.6775635 35.0188993, 136.6779746 35.0185671, 136.678325 35.0183135, 136.6785976 35.0181002, 136.678613 35.0180827)",,,,,
126226198,False,2,secondary,False,10.152999999999999,"LINESTRING (136.6771727 35.0191322, 136.6772061 35.0191364, 136.6772414 35.0191325, 136.677278 35.0191155)",401,桑名四日市線,,,
126226198,False,2,secondary,True,31.059999999999995,"LINESTRING (136.6771727 35.0191322, 136.6771314 35.0191193, 136.6770813 35.0190928, 136.6770313 35.0190459, 136.6769384 35.018938)",401,桑名四日市線,,,
126226811,False,,residential,True,80.375,"LINESTRING (136.6771727 35.0191322, 136.6771606 35.0192074, 136.6771449 35.0192478, 136.6771268 35.0192854, 136.6771056 35.0193226, 136.6770752 35.0193627, 136.6770379 35.0194037, 136.6770089 35.0194329, 136.6768468 35.0195909, 136.6768353 35.0195976, 136.6767066 35.01973)",,,,,
126226820,False,,residential,False,59.214,"LINESTRING (136.6809417 35.0196525, 136.6805234 35.0196882, 136.6803 35.0197319)",,,,,
126227308,True,2,trunk,False,109.31,"LINESTRING (136.6809417 35.0196525, 136.6809759 35.0199119, 136.6810305 35.0201599, 136.6810913 35.0203922, 136.6811698 35.0206157)",23,国道23号,50,,
126226895,False,,residential,True,21.913,"LINESTRING (136.6761734 35.0192384, 136.6760649 35.0190625)",,,,,
126226895,False,,residential,False,17.945999999999998,"LINESTRING (136.6761734 35.0192384, 136.676207 35.0192806, 136.6762901 35.0193683)",,,,,
934902035,False,,residential,True,158.745,"LINESTRING (136.6761734 35.0192384, 136.6758547 35.0194875, 136.6758567 35.0195038, 136.6758379 35.0195188, 136.6756556 35.0196868, 136.6756437 35.0196966, 136.6751097 35.0201227, 136.6749554 35.0202506)",,,,,
126226801,False,,residential,True,55.285,"LINESTRING (136.6762901 35.0193683, 136.6764179 35.01948, 136.6765143 35.0195658, 136.6767066 35.01973)",,,,,
126226895,False,,residential,True,17.945999999999998,"LINESTRING (136.6762901 35.0193683, 136.676207 35.0192806, 136.6761734 35.0192384)",,,,,
126227045,False,,residential,True,75.997,"LINESTRING (136.6762901 35.0193683, 136.6765078 35.0192286, 136.6769384 35.018938)",,,,,
126227110,False,,residential,True,153.23,"LINESTRING (136.6762901 35.0193683, 136.6758524 35.0198641, 136.6757089 35.0200344, 136.6755571 35.0202022, 136.6755246 35.0202356, 136.6754278 35.0203244, 136.6752742 35.0204651)",,,,,
126226823,False,,residential,True,31.924,"LINESTRING (136.6803 35.0197319, 136.6800311 35.0199161)",,,,,
126227044,False,,residential,False,62.773,"LINESTRING (136.6803 35.0197319, 136.6798548 35.0193009)",,,,,
126226820,False,,residential,True,59.214,"LINESTRING (136.6803 35.0197319, 136.6805234 35.0196882, 136.6809417 35.0196525)",,,,,
126226489,False,2,tertiary,False,38.608,"LINESTRING (136.6814268 35.0197921, 136.6815355 35.0201277)",,,,,
"[126226489, 126226782, 126226414]",False,2,tertiary,True,33.682,"LINESTRING (136.6814268 35.0197921, 136.6814137 35.0197485, 136.6813775 35.0196391, 136.6813226 35.0195016)",,,,yes,
"[126226836, 126226670]",False,,unclassified,True,164.82600000000002,"LINESTRING (136.6814268 35.0197921, 136.682624 35.018894, 136.682768 35.018797)",,,,,
126226801,False,,residential,False,55.285,"LINESTRING (136.6767066 35.01973, 136.6765143 35.0195658, 136.6764179 35.01948, 136.6762901 35.0193683)",,,,,
126226811,False,,residential,False,80.375,"LINESTRING (136.6767066 35.01973, 136.6768353 35.0195976, 136.6768468 35.0195909, 136.6770089 35.0194329, 136.6770379 35.0194037, 136.6770752 35.0193627, 136.6771056 35.0193226, 136.6771268 35.0192854, 136.6771449 35.0192478, 136.6771606 35.0192074, 136.6771727 35.0191322)",,,,,
126227072,False,,residential,False,151.141,"LINESTRING (136.6767066 35.01973, 136.6766965 35.0197517, 136.6765851 35.0198825, 136.6763955 35.0200919, 136.6761278 35.0203731, 136.67607 35.020426, 136.6758528 35.0206156, 136.675696 35.0207477, 136.6756741 35.020788)",,,,,
126226198,False,2,secondary,False,127.322,"LINESTRING (136.6780119 35.0198201, 136.6789066 35.0207)",401,桑名四日市線,,,
126226793,False,,residential,False,95.995,"LINESTRING (136.6780119 35.0198201, 136.6788219 35.0192676)",,,,,
126226883,False,,residential,True,45.926,"LINESTRING (136.6780119 35.0198201, 136.6776291 35.020089)",,,,,
126226198,False,2,secondary,True,102.99000000000001,"LINESTRING (136.6780119 35.0198201, 136.6775679 35.0194037, 136.677278 35.0191155)",401,桑名四日市線,,,
126227084,False,,residential,True,12.292,"LINESTRING (136.6747925 35.0201097, 136.6747131 35.0200203)",,,,,
126227084,False,,residential,False,21.95,"LINESTRING (136.6747925 35.0201097, 136.6748514 35.0201682, 136.6749372 35.0202482, 136.6749554 35.0202506)",,,,,
