osmid,highway,maxspeed,oneway,reversed,length,geometry,ref,name,lanes,bridge
134489346,residential,,False,True,52.566,"LINESTRING (130.6867958 33.0140046, 130.6869436 33.0135484)",,,,
134487543,unclassified,,False,True,19.32,"LINESTRING (130.6893265 33.0138985, 130.6893956 33.0140623)",,,,
134489636,tertiary,,False,False,73.678,"LINESTRING (130.6893265 33.0138985, 130.688614 33.014185)",,,,
134489636,tertiary,,False,True,5.675,"LINESTRING (130.6893265 33.0138985, 130.6893825 33.0138785)",,,,
134486520,unclassified,30,False,False,181.257,"LINESTRING (130.6940533 33.014002, 130.694077 33.013949, 130.694219 33.013797, 130.694339 33.013701, 130.694459 33.013622, 130.69468 33.013543, 130.694867 33.013498, 130.694995 33.013482, 130.6957585 33.0134738)",,,,
134487540,unclassified,30,False,False,90.709,"LINESTRING (130.6940533 33.014002, 130.6941557 33.0143705, 130.6942554 33.0146374, 130.6943498 33.0147738)",,,,
134490529,unclassified,30,False,True,168.051,"LINESTRING (130.6940533 33.014002, 130.6935434 33.0141786, 130.6930389 33.0143822, 130.6923948 33.0145915)",,,,
134486198,secondary,,False,False,11.517,"LINESTRING (130.6911729 33.0141616, 130.6911681 33.0142651)",301,方保田山鹿線,,
134486198,secondary,,False,True,31.27,"LINESTRING (130.6911729 33.0141616, 130.6911825 33.0138805)",301,方保田山鹿線,,
134487513,unclassified,,False,False,172.136,"LINESTRING (130.6911729 33.0141616, 130.6904232 33.0141589, 130.6896633 33.0140652, 130.6895244 33.0138157)",,,,
134486198,secondary,,False,False,31.27,"LINESTRING (130.6911825 33.0138805, 130.6911729 33.0141616)",301,方保田山鹿線,,
134487213,unclassified,30,False,False,99.473,"LINESTRING (130.6911825 33.0138805, 130.6922471 33.0138227)",,,,
134487543,unclassified,,False,False,19.32,"LINESTRING (130.6893956 33.0140623, 130.6893265 33.0138985)",,,,
134487672,unclassified,,False,False,83.326,"LINESTRING (130.688614 33.014185, 130.6882708 33.0134931)",,,,
134489636,tertiary,,False,True,73.678,"LINESTRING (130.688614 33.014185, 130.6893265 33.0138985)",,,,
134489367,tertiary,,False,True,60.962,"LINESTRING (130.688614 33.014185, 130.688648 33.0143049, 130.6886482 33.0143311, 130.6886493 33.0144934, 130.6886221 33.0147288)",,,,
134486198,secondary,,False,False,68.034,"LINESTRING (130.6911681 33.0142651, 130.6911235 33.0148758)",301,方保田山鹿線,,
134486198,secondary,,False,True,11.517,"LINESTRING (130.6911681 33.0142651, 130.6911729 33.0141616)",301,方保田山鹿線,,
134490010,unclassified,,False,False,106.59,"LINESTRING (130.6911681 33.0142651, 130.6922928 33.0140935)",,,,
134487627,tertiary,,False,False,25.707,"LINESTRING (130.68737 33.0144305, 130.6874405 33.014654)",,,,
833429713,tertiary_link,,False,True,27.057,"LINESTRING (130.68737 33.0144305, 130.687223 33.0146403)",,,,
134487627,tertiary,,False,True,106.608,"LINESTRING (130.68737 33.0144305, 130.6872527 33.0139707, 130.6871713 33.0137349, 130.6870414 33.0135176)",,,,
134486001,trunk,,False,False,75.082,"LINESTRING (130.696453 33.0143732, 130.6956721 33.014538)",325;443,国道325号,2,
134486001,trunk,,False,True,55.513,"LINESTRING (130.6866482 33.0145102, 130.687223 33.0146403)",325;443,国道325号,2,
134489258,residential,,False,True,56.287,"LINESTRING (130.6866482 33.0145102, 130.6865082 33.0150026)",,,,
134489346,residential,,False,True,57.88,"LINESTRING (130.6866482 33.0145102, 130.6867958 33.0140046)",,,,
134489143,unclassified,30,False,False,30.412,"LINESTRING (130.6922928 33.0140935, 130.6922471 33.0138227)",,,,
134490010,unclassified,,False,True,106.59,"LINESTRING (130.6922928 33.0140935, 130.6911681 33.0142651)",,,,
134490246,unclassified,30,False,True,56.186,"LINESTRING (130.6922928 33.0140935, 130.6923948 33.0145915)",,,,
134486001,trunk,,False,True,75.082,"LINESTRING (130.6956721 33.014538, 130.696453 33.0143732)",325;443,国道325号,2,
833462329,tertiary,,False,False,118.608,"LINESTRING (130.6956721 33.014538, 130.6957585 33.0134738)",,,,
134486001,trunk,,False,False,126.07,"LINESTRING (130.6956721 33.014538, 130.6948605 33.014693, 130.6943498 33.0147738)",325;443,国道325号,2,
833414146,tertiary,,False,True,39.513999999999996,"LINESTRING (130.6956721 33.014538, 130.6956706 33.0146485, 130.6957134 33.0148907)",,,,
134486001,trunk,,False,False,55.513,"LINESTRING (130.687223 33.0146403, 130.6866482 33.0145102)",325;443,国道325号,2,
134486001,trunk,,False,True,20.337,"LINESTRING (130.687223 33.0146403, 130.6874405 33.014654)",325;443,国道325号,2,
833429713,tertiary_link,,False,False,27.057,"LINESTRING (130.687223 33.0146403, 130.68737 33.0144305)",,,,
134489576,unclassified,,False,True,57.525999999999996,"LINESTRING (130.687223 33.0146403, 130.6870638 33.0149327, 130.6869702 33.0151122)",,,,
134489517,unclassified,30,False,False,41.489,"LINESTRING (130.6923948 33.0145915, 130.6924957 33.0149549)",,,,
134490246,unclassified,30,False,False,56.186,"LINESTRING (130.6923948 33.0145915, 130.6922928 33.0140935)",,,,
134489454,unclassified,30,False,True,81.059,"LINESTRING (130.6923948 33.0145915, 130.6916459 33.014846, 130.6916406 33.0148972)",,,,
134490529,unclassified,30,False,False,168.051,"LINESTRING (130.6923948 33.0145915, 130.6930389 33.0143822, 130.6935434 33.0141786, 130.6940533 33.014002)",,,,
134486001,trunk,,False,False,20.337,"LINESTRING (130.6874405 33.014654, 130.687223 33.0146403)",325;443,国道325号,2,
134486001,trunk,,False,True,110.486,"LINESTRING (130.6874405 33.014654, 130.6886221 33.0147288)",325;443,国道325号,2,
134487627,tertiary,,False,True,25.707,"LINESTRING (130.6874405 33.014654, 130.68737 33.0144305)",,,,
134486001,trunk,,False,False,110.486,"LINESTRING (130.6886221 33.0147288, 130.6874405 33.014654)",325;443,国道325号,2,
134486001,trunk,,False,True,233.804,"LINESTRING (130.6886221 33.0147288, 130.6911235 33.0148758)",325;443,国道325号,2,
134489367,tertiary,,False,False,60.961999999999996,"LINESTRING (130.6886221 33.0147288, 130.6886493 33.0144934, 130.6886482 33.0143311, 130.688648 33.0143049, 130.688614 33.014185)",,,,
134490898,unclassified,,False,False,172.554,"LINESTRING (130.6886221 33.0147288, 130.6885846 33.015077, 130.6885442 33.0154514, 130.6886217 33.0162751)",,,,
134490526,unclassified,,False,True,54.026,"LINESTRING (130.6943498 33.0147738, 130.6945986 33.0152126)",,,,
134486001,trunk,,False,False,174.45499999999998,"LINESTRING (130.6943498 33.0147738, 130.6937837 33.0148677, 130.6932401 33.0149326, 130.6924957 33.0149549)",325;443,国道325号,2,
134486001,trunk,,False,True,126.07,"LINESTRING (130.6943498 33.0147738, 130.6948605 33.014693, 130.6956721 33.014538)",325;443,国道325号,2,
134487540,unclassified,30,False,True,90.709,"LINESTRING (130.6943498 33.0147738, 130.6942554 33.0146374, 130.6941557 33.0143705, 130.6940533 33.014002)",,,,
134489247,unclassified,,False,True,109.934,"LINESTRING (130.6957134 33.0148907, 130.6945986 33.0152126)",,,,
833414146,tertiary,,False,False,39.513999999999996,"LINESTRING (130.6957134 33.0148907, 130.6956706 33.0146485, 130.6956721 33.014538)",,,,
833414146,tertiary,,False,True,197.334,"LINESTRING (130.6957134 33.0148907, 130.6957659 33.0151252, 130.6958067 33.0153864, 130.6959186 33.0160532, 130.6960209 33.0166463)",,,,
134489517,unclassified,30,False,True,41.489,"LINESTRING (130.6924957 33.0149549, 130.6923948 33.0145915)",,,,
134490356,unclassified,,False,True,74.411,"LINESTRING (130.6924957 33.0149549, 130.692614 33.0156167)",,,,
134486001,trunk,,False,False,79.987,"LINESTRING (130.6924957 33.0149549, 130.6923044 33.0149427, 130.6916406 33.0148972)",325;443,国道325号,2,
134486001,trunk,,False,True,174.45499999999998,"LINESTRING (130.6924957 33.0149549, 130.6932401 33.0149326, 130.6937837 33.0148677, 130.6943498 33.0147738)",325;443,国道325号,2,
134486001,trunk,,False,False,48.273,"LINESTRING (130.6916406 33.0148972, 130.6911235 33.0148758)",325;443,国道325号,2,
134486001,trunk,,False,True,79.987,"LINESTRING (130.6916406 33.0148972, 130.6923044 33.0149427, 130.6924957 33.0149549)",325;443,国道325号,2,
134489454,unclassified,30,False,False,81.059,"LINESTRING (130.6916406 33.0148972, 130.6916459 33.014846, 130.6923948 33.0145915)",,,,
134489258,residential,,False,False,56.287,"LINESTRING (130.6865082 33.0150026, 130.6866482 33.0145102)",,,,
134489258,residential,,False,True,61.506,"LINESTRING (130.6865082 33.0150026, 130.686334 33.0155361)",,,,
134490681,residential,,False,False,35.069,"LINESTRING (130.6865082 33.0150026, 130.6861463 33.0149167)",,,,
134490681,residential,,False,True,44.768,"LINESTRING (130.6865082 33.0150026, 130.6869702 33.0151122)",,,,
134486001,trunk,,False,False,233.804,"LINESTRING (130.6911235 33.0148758, 130.6886221 33.0147288)",325;443,国道325号,2,
134486001,trunk,,False,True,48.273,"LINESTRING (130.6911235 33.0148758, 130.6916406 33.0148972)",325;443,国道325号,2,
134486198,secondary,,False,True,68.034,"LINESTRING (130.6911235 33.0148758, 130.6911681 33.0142651)",301,方保田山鹿線,,
134490751,tertiary,,False,False,87.947,"LINESTRING (130.6911235 33.0148758, 130.6910733 33.0156656)",,,,
134490681,residential,,False,False,44.768,"LINESTRING (130.6869702 33.0151122, 130.6865082 33.0150026)",,,,
134489576,unclassified,,False,False,57.525999999999996,"LINESTRING (130.6869702 33.0151122, 130.6870638 33.0149327, 130.687223 33.0146403)",,,,
134490982,unclassified,,False,True,58.532,"LINESTRING (130.6869702 33.0151122, 130.6868601 33.0153242, 130.686811 33.0155067, 130.6867967 33.0156141)",,,,
134489247,unclassified,,False,False,109.934,"LINESTRING (130.6945986 33.0152126, 130.6957134 33.0148907)",,,,
134490526,unclassified,,False,False,54.026,"LINESTRING (130.6945986 33.0152126, 130.6943498 33.0147738)",,,,
"[134487473, 134488801]",unclassified,,False,"[False, True]",126.24,"LINESTRING (130.6945986 33.0152126, 130.6946598 33.0153387, 130.694175 33.0155235, 130.6938985 33.0157102, 130.6936194 33.0158113)",,,,
134487307,unclassified,,False,False,21.683,"LINESTRING (130.6923396 33.0156132, 130.6923267 33.0158079)",,,,
134487858,unclassified,,False,False,25.588,"LINESTRING (130.6923396 33.0156132, 130.692614 33.0156167)",,,,
134491337,unclassified,,False,False,118.21600000000001,"LINESTRING (130.6923396 33.0156132, 130.6919865 33.0156313, 130.6910733 33.0156656)",,,,
134487858,unclassified,,False,True,25.588,"LINESTRING (130.692614 33.0156167, 130.6923396 33.0156132)",,,,
134490356,unclassified,,False,False,74.411,"LINESTRING (130.692614 33.0156167, 130.6924957 33.0149549)",,,,
134491184,unclassified,,False,True,96.374,"LINESTRING (130.692614 33.0156167, 130.6934788 33.0157657, 130.6936194 33.0158113)",,,,
134490751,tertiary,,False,True,87.947,"LINESTRING (130.6910733 33.0156656, 130.6911235 33.0148758)",,,,
134490751,tertiary,,False,False,73.045,"LINESTRING (130.6910733 33.0156656, 130.691034 33.016209, 130.6910058 33.016319)",,,,
134491337,unclassified,,False,True,118.21600000000001,"LINESTRING (130.6910733 33.0156656, 130.6919865 33.0156313, 130.6923396 33.0156132)",,,,
134487307,unclassified,,False,False,41.027,"LINESTRING (130.6923267 33.0158079, 130.6922966 33.016176)",,,,
134487307,unclassified,,False,True,21.683,"LINESTRING (130.6923267 33.0158079, 130.6923396 33.0156132)",,,,
134487027,unclassified,,False,False,44.639,"LINESTRING (130.6923267 33.0158079, 130.692084 33.01586, 130.692017 33.015888, 130.6919293 33.0159935)",,,,
"[134488801, 134487473]",unclassified,,False,"[False, True]",126.24000000000001,"LINESTRING (130.6936194 33.0158113, 130.6938985 33.0157102, 130.694175 33.0155235, 130.6946598 33.0153387, 130.6945986 33.0152126)",,,,
134489432,unclassified,,False,False,53.554,"LINESTRING (130.6936194 33.0158113, 130.694025 33.016046, 130.694092 33.016085)",,,,
134491184,unclassified,,False,False,96.374,"LINESTRING (130.6936194 33.0158113, 130.6934788 33.0157657, 130.692614 33.0156167)",,,,
134487027,unclassified,,False,True,44.639,"LINESTRING (130.6919293 33.0159935, 130.692017 33.015888, 130.692084 33.01586, 130.6923267 33.0158079)",,,,
134490487,unclassified,,False,False,126.768,"LINESTRING (130.694092 33.016085, 130.6952914 33.0166219)",,,,
134489432,unclassified,,False,True,53.554,"LINESTRING (130.694092 33.016085, 130.694025 33.016046, 130.6936194 33.0158113)",,,,
134490479,unclassified,,False,True,106.55099999999999,"LINESTRING (130.694092 33.016085, 130.693984 33.016232, 130.6938622 33.0164346, 130.6937721 33.016671, 130.6937824 33.0169814)",,,,
134487307,unclassified,,False,True,41.027,"LINESTRING (130.6922966 33.016176, 130.6923267 33.0158079)",,,,
134488641,unclassified,,False,True,62.519,"LINESTRING (130.6922966 33.016176, 130.6921563 33.0167258)",,,,
134489951,unclassified,,False,True,95.801,"LINESTRING (130.6922966 33.016176, 130.6932957 33.0163771)",,,,
833406773,unclassified,,False,False,206.93099999999998,"LINESTRING (130.6917194 33.0163915, 130.6918055 33.0164456, 130.6917848 33.0165967, 130.6919009 33.016688, 130.6918986 33.0167367, 130.691757 33.017297, 130.6915858 33.0181487)",,,,
134489951,unclassified,,False,False,95.801,"LINESTRING (130.6932957 33.0163771, 130.6922966 33.016176)",,,,
134487756,unclassified,,False,True,38.074,"LINESTRING (130.6886217 33.0162751, 130.6885995 33.016617)",,,,
134489038,unclassified,,False,False,105.821,"LINESTRING (130.6886217 33.0162751, 130.6896119 33.0163654, 130.68975 33.016378)",,,,
134490898,unclassified,,False,True,172.554,"LINESTRING (130.6886217 33.0162751, 130.6885442 33.0154514, 130.6885846 33.015077, 130.6886221 33.0147288)",,,,
134488557,unclassified,,False,True,66.298,"LINESTRING (130.68975 33.016378, 130.690461 33.0163854)",,,,
134491129,unclassified,,False,False,33.633,"LINESTRING (130.68975 33.016378, 130.6897425 33.0166804)",,,,
134489038,unclassified,,False,True,105.821,"LINESTRING (130.68975 33.016378, 130.6896119 33.0163654, 130.6886217 33.0162751)",,,,
134488557,unclassified,,False,False,66.298,"LINESTRING (130.690461 33.0163854, 130.68975 33.016378)",,,,
134488557,unclassified,,False,True,51.33,"LINESTRING (130.690461 33.0163854, 130.6910058 33.016319)",,,,
134489298,unclassified,,False,True,79.948,"LINESTRING (130.690461 33.0163854, 130.690413 33.016994, 130.690534 33.017034)",,,,
134487404,unclassified,,False,True,72.576,"LINESTRING (130.6860553 33.0163901, 130.6858604 33.017022)",,,,
134489258,residential,,False,False,98.452,"LINESTRING (130.6860553 33.0163901, 130.686334 33.0155361)",,,,
134490215,tertiary,,False,False,49.871,"LINESTRING (130.6860553 33.0163901, 130.6865698 33.0165127)",,,,
134488557,unclassified,,False,False,51.33,"LINESTRING (130.6910058 33.016319, 130.690461 33.0163854)",,,,
134490751,tertiary,,False,False,91.409,"LINESTRING (130.6910058 33.016319, 130.69088 33.016587, 130.690773 33.016756, 130.690534 33.017034)",,,,
134490751,tertiary,,False,True,73.045,"LINESTRING (130.6910058 33.016319, 130.691034 33.016209, 130.6910733 33.0156656)",,,,
134486562,tertiary,,False,True,16.975,"LINESTRING (130.6865698 33.0165127, 130.6867359 33.0165752)",,,,
134490215,tertiary,,False,True,49.871,"LINESTRING (130.6865698 33.0165127, 130.6860553 33.0163901)",,,,
134490448,unclassified,,False,False,90.463,"LINESTRING (130.6865698 33.0165127, 130.6865047 33.0166472, 130.6864506 33.0167263, 130.686265 33.016835, 130.6858604 33.017022)",,,,
134490982,unclassified,,False,False,102.31,"LINESTRING (130.6865698 33.0165127, 130.6867218 33.0160273, 130.6867708 33.0158089, 130.6867967 33.0156141)",,,,
134491129,unclassified,,False,False,106.804,"LINESTRING (130.6897425 33.0166804, 130.6885995 33.016617)",,,,
134491129,unclassified,,False,True,33.633,"LINESTRING (130.6897425 33.0166804, 130.68975 33.016378)",,,,
833429706,unclassified,,False,False,108.097,"LINESTRING (130.6897425 33.0166804, 130.6897372 33.0167763, 130.689777 33.017015, 130.690379 33.017026, 130.690534 33.017034)",,,,
134486562,tertiary,,False,False,16.975,"LINESTRING (130.6867359 33.0165752, 130.6865698 33.0165127)",,,,
134486562,tertiary,,False,True,178.69100000000003,"LINESTRING (130.6867359 33.0165752, 130.6868969 33.0166678, 130.6869886 33.0167451, 130.687077 33.0168343, 130.6872609 33.0170788, 130.6873649 33.0171509, 130.687463 33.017201, 130.6877354 33.0173009, 130.687771 33.017314, 130.6882621 33.0174628)",,,,
939983137,residential,,False,False,76.304,"LINESTRING (130.6867359 33.0165752, 130.6868427 33.016444, 130.6868945 33.0164672, 130.687024 33.0165572, 130.6871738 33.0165975, 130.6874162 33.0166255)",,,,
134490487,unclassified,,False,True,126.768,"LINESTRING (130.6952914 33.0166219, 130.694092 33.016085)",,,,
"[134487932, 134488780]",unclassified,,False,True,68.142,"LINESTRING (130.6952914 33.0166219, 130.6954561 33.0166391, 130.695633 33.0166408, 130.6960209 33.0166463)",,,,
134490687,unclassified,,False,True,148.59699999999998,"LINESTRING (130.6952914 33.0166219, 130.694921 33.016801, 130.694787 33.016852, 130.6942663 33.01695, 130.6937824 33.0169814)",,,,
134488641,unclassified,,False,False,62.519,"LINESTRING (130.6921563 33.0167258, 130.6922966 33.016176)",,,,
134490646,unclassified,,False,False,177.809,"LINESTRING (130.6921563 33.0167258, 130.6922491 33.0174748, 130.6921884 33.0179879, 130.6921278 33.0183144)",,,,
134491574,unclassified,,False,True,157.644,"LINESTRING (130.6921563 33.0167258, 130.6932791 33.0169144, 130.6934143 33.017009, 130.6937824 33.0169814)",,,,
833414146,tertiary,,False,True,107.276,"LINESTRING (130.6960209 33.0166463, 130.6961665 33.0176033)",,,,
"[134488780, 134487932]",unclassified,,False,False,68.142,"LINESTRING (130.6960209 33.0166463, 130.695633 33.0166408, 130.6954561 33.0166391, 130.6952914 33.0166219)",,,,
833414146,tertiary,,False,False,197.334,"LINESTRING (130.6960209 33.0166463, 130.6959186 33.0160532, 130.6958067 33.0153864, 130.6957659 33.0151252, 130.6957134 33.0148907)",,,,
134490479,unclassified,,False,False,106.55099999999999,"LINESTRING (130.6937824 33.0169814, 130.6937721 33.016671, 130.6938622 33.0164346, 130.693984 33.016232, 130.694092 33.016085)",,,,
134490687,unclassified,,False,False,148.59699999999998,"LINESTRING (130.6937824 33.0169814, 130.6942663 33.01695, 130.694787 33.016852, 130.694921 33.016801, 130.6952914 33.0166219)",,,,
134491186,unclassified,,False,False,276.459,"LINESTRING (130.6937824 33.0169814, 130.6938316 33.0172767, 130.6938671 33.0175377, 130.6939289 33.0185017, 130.6939679 33.0190216, 130.6939968 33.01946)",,,,
134491574,unclassified,,False,False,157.644,"LINESTRING (130.6937824 33.0169814, 130.6934143 33.017009, 130.6932791 33.0169144, 130.6921563 33.0167258)",,,,
134487404,unclassified,,False,False,72.576,"LINESTRING (130.6858604 33.017022, 130.6860553 33.0163901)",,,,
134490448,unclassified,,False,True,90.463,"LINESTRING (130.6858604 33.017022, 130.686265 33.016835, 130.6864506 33.0167263, 130.6865047 33.0166472, 130.6865698 33.0165127)",,,,
134489298,unclassified,,False,False,79.948,"LINESTRING (130.690534 33.017034, 130.690413 33.016994, 130.690461 33.0163854)",,,,
134490751,tertiary,,False,False,87.72800000000001,"LINESTRING (130.690534 33.017034, 130.690338 33.017303, 130.690258 33.017438, 130.690191 33.017618, 130.690164 33.0177505)",,,,
134490751,tertiary,,False,True,91.40899999999999,"LINESTRING (130.690534 33.017034, 130.690773 33.016756, 130.69088 33.016587, 130.6910058 33.016319)",,,,
833429706,unclassified,,False,True,108.097,"LINESTRING (130.690534 33.017034, 130.690379 33.017026, 130.689777 33.017015, 130.6897372 33.0167763, 130.6897425 33.0166804)",,,,
134486562,tertiary,,False,False,178.69099999999997,"LINESTRING (130.6882621 33.0174628, 130.687771 33.017314, 130.6877354 33.0173009, 130.687463 33.017201, 130.6873649 33.0171509, 130.6872609 33.0170788, 130.687077 33.0168343, 130.6869886 33.0167451, 130.6868969 33.0166678, 130.6867359 33.0165752)",,,,
134486801,unclassified,,False,True,83.62899999999999,"LINESTRING (130.6882621 33.0174628, 130.6881495 33.0175776, 130.6880621 33.017634, 130.687887 33.0177395, 130.687759 33.0177929, 130.6875082 33.0177931)",,,,
134490802,tertiary,,False,False,181.85600000000002,"LINESTRING (130.6882621 33.0174628, 130.6884551 33.0175294, 130.6887013 33.0175841, 130.6889919 33.0176254, 130.6895061 33.0176291, 130.6898124 33.0176524, 130.690164 33.0177505)",,,,
"[134487756, 134490956]",unclassified,,False,"[False, True]",100.73200000000001,"LINESTRING (130.6882621 33.0174628, 130.6883486 33.0173373, 130.6884756 33.0171513, 130.6885086 33.0170613, 130.6885889 33.0167792, 130.6885995 33.016617)",,,,
833414146,tertiary,,False,False,107.276,"LINESTRING (130.6961665 33.0176033, 130.6960209 33.0166463)",,,,
134490108,unclassified,,False,False,27.478,"LINESTRING (130.6961665 33.0176033, 130.696279 33.017697, 130.696332 33.017748, 130.696378 33.017774)",,,,
833414146,tertiary,,False,True,196.034,"LINESTRING (130.6961665 33.0176033, 130.696247 33.0181959, 130.6963407 33.0193598)",,,,
134490045,unclassified,,False,False,139.766,"LINESTRING (130.690164 33.0177505, 130.6913164 33.0180706, 130.6915858 33.0181487)",,,,
134490751,tertiary,,False,False,130.039,"LINESTRING (130.690164 33.0177505, 130.6900095 33.0182131, 130.6898126 33.0188821)",,,,
134490751,tertiary,,False,True,87.72800000000001,"LINESTRING (130.690164 33.0177505, 130.690191 33.017618, 130.690258 33.017438, 130.690338 33.017303, 130.690534 33.017034)",,,,
134490802,tertiary,,False,True,181.856,"LINESTRING (130.690164 33.0177505, 130.6898124 33.0176524, 130.6895061 33.0176291, 130.6889919 33.0176254, 130.6887013 33.0175841, 130.6884551 33.0175294, 130.6882621 33.0174628)",,,,
134489039,unclassified,,False,True,49.641,"LINESTRING (130.6875082 33.0177931, 130.6875406 33.0182387)",,,,
134486801,unclassified,,False,False,83.62899999999999,"LINESTRING (130.6875082 33.0177931, 130.687759 33.0177929, 130.687887 33.0177395, 130.6880621 33.017634, 130.6881495 33.0175776, 130.6882621 33.0174628)",,,,
134486801,unclassified,,False,True,69.472,"LINESTRING (130.6875082 33.0177931, 130.687195 33.017731, 130.6870827 33.0177185, 130.6869567 33.017725, 130.6867775 33.0177591)",,,,
134490108,unclassified,,False,True,27.478,"LINESTRING (130.696378 33.017774, 130.696332 33.017748, 130.696279 33.017697, 130.6961665 33.0176033)",,,,
833408496,residential,,False,True,65.392,"LINESTRING (130.6867775 33.0177591, 130.6868722 33.0183418)",,,,
134486801,unclassified,,False,False,69.472,"LINESTRING (130.6867775 33.0177591, 130.6869567 33.017725, 130.6870827 33.0177185, 130.687195 33.017731, 130.6875082 33.0177931)",,,,
134490045,unclassified,,False,False,53.788,"LINESTRING (130.6915858 33.0181487, 130.6921278 33.0183144)",,,,
134490045,unclassified,,False,True,139.766,"LINESTRING (130.6915858 33.0181487, 130.6913164 33.0180706, 130.690164 33.0177505)",,,,
833406773,unclassified,,False,True,206.93100000000004,"LINESTRING (130.6915858 33.0181487, 130.691757 33.017297, 130.6918986 33.0167367, 130.6919009 33.016688, 130.6917848 33.0165967, 130.6918055 33.0164456, 130.6917194 33.0163915)",,,,
134489039,unclassified,,False,False,49.641,"LINESTRING (130.6875406 33.0182387, 130.6875082 33.0177931)",,,,
134490931,residential,,False,True,63.365,"LINESTRING (130.6875406 33.0182387, 130.6868722 33.0183418)",,,,
134489039,unclassified,,False,True,157.011,"LINESTRING (130.6875406 33.0182387, 130.6877232 33.0188044, 130.6879011 33.0196168)",,,,
134490045,unclassified,,False,True,53.788,"LINESTRING (130.6921278 33.0183144, 130.6915858 33.0181487)",,,,
134490646,unclassified,,False,True,177.809,"LINESTRING (130.6921278 33.0183144, 130.6921884 33.0179879, 130.6922491 33.0174748, 130.6921563 33.0167258)",,,,
134491231,unclassified,,False,False,186.021,"LINESTRING (130.6921278 33.0183144, 130.6920734 33.0184744, 130.6919014 33.0187606, 130.691777 33.018925, 130.6914823 33.0192688, 130.69104 33.019466, 130.6909271 33.0195797)",,,,
134490931,residential,,False,False,29.042,"LINESTRING (130.6866533 33.0185113, 130.6867016 33.0184241, 130.6868722 33.0183418)",,,,
134491050,residential,,False,False,111.987,"LINESTRING (130.6866533 33.0185113, 130.686712 33.0187962, 130.6866513 33.0189505, 130.6865773 33.0191102, 130.6865367 33.0192148, 130.6864784 33.0194846)",,,,
134491414,residential,,False,True,123.24199999999999,"LINESTRING (130.6866533 33.0185113, 130.6864686 33.0186558, 130.6862433 33.0189237, 130.6860802 33.0192009, 130.6860893 33.0192943, 130.6861113 33.0193733, 130.6861346 33.0194558)",,,,
"[134490009, 134490523]",unclassified,,False,True,133.474,"LINESTRING (130.6885052 33.0186212, 130.688643 33.0186291, 130.6887065 33.0186935, 130.6887293 33.0187704, 130.6888956 33.0188132, 130.6890273 33.0188462, 130.6895378 33.0188884, 130.6898126 33.0188821)",,,,
"[134490009, 134490523]",unclassified,,False,False,133.474,"LINESTRING (130.6898126 33.0188821, 130.6895378 33.0188884, 130.6890273 33.0188462, 130.6888956 33.0188132, 130.6887293 33.0187704, 130.6887065 33.0186935, 130.688643 33.0186291, 130.6885052 33.0186212)",,,,
134490751,tertiary,,False,False,102.39500000000001,"LINESTRING (130.6898126 33.0188821, 130.689468 33.019578, 130.6893896 33.0197319)",,,,
