osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,bridge
273461107,unclassified,False,False,83.66,"LINESTRING (140.370222 37.2873684, 140.3705586 37.2880715)",,,,
116499062,unclassified,False,False,22.431,"LINESTRING (140.370222 37.2873684, 140.3701955 37.2873149, 140.3702114 37.2872755, 140.37033 37.2872346)",,,,
"[273461108, 116499062]",unclassified,False,"[False, True]",115.28200000000001,"LINESTRING (140.370222 37.2873684, 140.3700999 37.2874106, 140.3699623 37.287458, 140.3699483 37.2875731, 140.3698456 37.2882642)",,,,
116499405,unclassified,False,False,113.50199999999998,"LINESTRING (140.3673715 37.2893306, 140.3677058 37.2895977, 140.3677149 37.2896402, 140.3677039 37.2897994, 140.3676918 37.2899857, 140.3676678 37.2902397)",,,,
116499285,unclassified,False,False,84.466,"LINESTRING (140.3691043 37.2911147, 140.3690003 37.2903596)",,,,
116499584,unclassified,False,False,32.48,"LINESTRING (140.3691043 37.2911147, 140.3694679 37.2911553)",,,,
"[116499584, 116825481]",unclassified,False,True,129.803,"LINESTRING (140.3691043 37.2911147, 140.3684966 37.2910464, 140.3680026 37.2910297, 140.3676443 37.2910103)",,,,
274776897,unclassified,False,True,50.8,"LINESTRING (140.3758248 37.2903266, 140.3752654 37.2904298)",,,,
774992347,primary,False,False,10.055,"LINESTRING (140.3758248 37.2903266, 140.3758168 37.2902364)",54;355,須賀川三春線,,
774992347,primary,False,True,47.019,"LINESTRING (140.3758248 37.2903266, 140.3758656 37.2907482)",54;355,須賀川三春線,,
116499088,tertiary,False,True,37.362,"LINESTRING (140.3726501 37.2841132, 140.3730463 37.2839969)",,,,
116499455,unclassified,False,True,74.47,"LINESTRING (140.3726501 37.2841132, 140.3728726 37.2847591)",,,,
116499088,tertiary,False,False,149.868,"LINESTRING (140.3726501 37.2841132, 140.3724963 37.2841352, 140.370961 37.2840668)",,,,
116499455,unclassified,False,False,64.17699999999999,"LINESTRING (140.3726501 37.2841132, 140.3726492 37.283802, 140.3725604 37.2835456)",,,,
278516401,residential,False,False,50.844,"LINESTRING (140.3758168 37.2902364, 140.3763871 37.2901797)",,,,
774992347,primary,False,False,101.728,"LINESTRING (140.3758168 37.2902364, 140.3757292 37.2893242)",54;355,須賀川三春線,,
774992347,primary,False,True,10.055,"LINESTRING (140.3758168 37.2902364, 140.3758248 37.2903266)",54;355,須賀川三春線,,
116500110,unclassified,True,False,54.012,"LINESTRING (140.3755441 37.2880028, 140.3761288 37.287863)",,,,
774992347,primary,False,False,58.947,"LINESTRING (140.3755441 37.2880028, 140.3754391 37.2874793)",54;355,須賀川三春線,,
116500221,unclassified,False,True,46.129,"LINESTRING (140.3755441 37.2880028, 140.3753053 37.2880455, 140.3750398 37.2881074)",,,,
774992347,primary,False,True,71.167,"LINESTRING (140.3755441 37.2880028, 140.3756099 37.2883766, 140.3756513 37.2886371)",54;355,須賀川三春線,,
116499070,residential,False,True,40.371,"LINESTRING (140.3766235 37.2870413, 140.3766489 37.2874038)",,,,
116621074,primary,False,False,61.312,"LINESTRING (140.3766235 37.2870413, 140.3759424 37.2871432)",63,石川街道,2,
116621074,primary,False,True,2.42,"LINESTRING (140.3766235 37.2870413, 140.3766499 37.2870356)",63,石川街道,2,
774992347,primary,False,True,76.712,"LINESTRING (140.3756513 37.2886371, 140.3757292 37.2893242)",54;355,須賀川三春線,,
774992347,primary,False,False,71.167,"LINESTRING (140.3756513 37.2886371, 140.3756099 37.2883766, 140.3755441 37.2880028)",54;355,須賀川三春線,,
116499468,unclassified,False,False,60.313,"LINESTRING (140.3758552 37.2865858, 140.376515 37.2864493)",,,,
116499468,unclassified,False,True,8.522,"LINESTRING (140.3758552 37.2865858, 140.3757613 37.2866029)",,,,
116499320,residential,False,False,139.55599999999998,"LINESTRING (140.3758552 37.2865858, 140.3757667 37.2862657, 140.3756835 37.2859499, 140.3754851 37.2859883, 140.3753183 37.2855665)",,,,
116499805,unclassified,False,False,42.34,"LINESTRING (140.3728723 37.2832568, 140.3725604 37.2835456)",,,,
116499805,unclassified,False,True,51.627,"LINESTRING (140.3728723 37.2832568, 140.3733819 37.2830306)",,,,
116499225,unclassified,False,False,83.304,"LINESTRING (140.3728723 37.2832568, 140.3726094 37.2830007, 140.3724383 37.282827, 140.3723558 37.2826404)",,,,
116499455,unclassified,False,True,37.09,"LINESTRING (140.3735421 37.2871307, 140.3736183 37.2874587)",,,,
116500104,unclassified,False,True,140.127,"LINESTRING (140.3735421 37.2871307, 140.3720146 37.2874641)",,,,
116499455,unclassified,False,False,33.369,"LINESTRING (140.3735421 37.2871307, 140.3734993 37.2869954, 140.3734216 37.2868472)",,,,
116499405,unclassified,False,False,85.712,"LINESTRING (140.3676678 37.2902397, 140.3676443 37.2910103)",,,,
116499405,unclassified,False,True,113.502,"LINESTRING (140.3676678 37.2902397, 140.3676918 37.2899857, 140.3677039 37.2897994, 140.3677149 37.2896402, 140.3677058 37.2895977, 140.3673715 37.2893306)",,,,
116500062,unclassified,False,False,54.331,"LINESTRING (140.3676678 37.2902397, 140.3679709 37.2902494, 140.368281 37.2902661)",,,,
274776897,unclassified,False,False,39.086,"LINESTRING (140.3741123 37.2907536, 140.3745227 37.2906234)",,,,
116499455,unclassified,False,False,84.437,"LINESTRING (140.3731757 37.28576, 140.3729316 37.2850259)",,,,
116499455,unclassified,False,True,32.933,"LINESTRING (140.3731757 37.28576, 140.3732525 37.2860498)",,,,
"[116500017, 116499415]",unclassified,False,True,156.951,"LINESTRING (140.3731757 37.28576, 140.3716554 37.2860717, 140.3714554 37.2861041)",,,,
285706759,unclassified,False,False,53.723,"LINESTRING (140.3738338 37.2879104, 140.3736183 37.2874587)",,,,
116499265,unclassified,False,True,52.613,"LINESTRING (140.3738338 37.2879104, 140.3738618 37.2880261, 140.3739464 37.288375)",,,,
116499356,unclassified,False,True,99.86,"LINESTRING (140.3738338 37.2879104, 140.3739203 37.2878949, 140.3749252 37.2876814)",,,,
116499060,residential,False,False,50.573,"LINESTRING (140.3767546 37.2843395, 140.3772777 37.2841561)",,,,
116499060,residential,False,True,96.686,"LINESTRING (140.3767546 37.2843395, 140.3765003 37.2844272, 140.376423 37.2845, 140.3763153 37.2845793, 140.3760409 37.2846278, 140.3757757 37.284659)",,,,
116499143,residential,False,False,52.925,"LINESTRING (140.3767546 37.2843395, 140.3769021 37.2846596, 140.3769558 37.2847877)",,,,
116499706,unclassified,False,True,130.464,"LINESTRING (140.3782376 37.2885894, 140.378205 37.288512, 140.378017 37.2876819, 140.3780386 37.2874343)",,,,
280903257,unclassified,False,False,53.419000000000004,"LINESTRING (140.3782376 37.2885894, 140.3778402 37.2886261, 140.3776368 37.2886359)",,,,
116499310,secondary,False,False,45.37,"LINESTRING (140.3740295 37.2840706, 140.3737905 37.2837096)",355,須賀川二本松線,,
116499310,secondary,False,True,65.136,"LINESTRING (140.3740295 37.2840706, 140.3743591 37.2845944)",355,須賀川二本松線,,
116499765,unclassified,False,False,77.841,"LINESTRING (140.3740295 37.2840706, 140.3732346 37.2843707)",,,,
273536815,tertiary,False,False,94.991,"LINESTRING (140.370961 37.2840668, 140.3709047 37.2849199)",,,,
273536815,tertiary,False,True,75.046,"LINESTRING (140.370961 37.2840668, 140.370961 37.2833919)",,,,
116499088,tertiary,False,True,149.868,"LINESTRING (140.370961 37.2840668, 140.3724963 37.2841352, 140.3726501 37.2841132)",,,,
116499186,unclassified,False,False,94.515,"LINESTRING (140.375123 37.288754, 140.3740597 37.2888368)",,,,
116500069,unclassified,False,False,66.495,"LINESTRING (140.375123 37.288754, 140.3751214 37.289352)",,,,
116500069,unclassified,False,True,72.275,"LINESTRING (140.375123 37.288754, 140.3750398 37.2881074)",,,,
116499070,residential,False,False,73.216,"LINESTRING (140.3775237 37.2905359, 140.3771666 37.2899419)",,,,
116499307,unclassified,False,False,41.125,"LINESTRING (140.3775237 37.2905359, 140.377778 37.2908455)",,,,
116499939,tertiary,False,False,81.425,"LINESTRING (140.3775237 37.2905359, 140.3778507 37.2904019, 140.3779827 37.2903679, 140.3780658 37.2903811, 140.3781227 37.2904165, 140.3781496 37.2904899, 140.3781512 37.2906178)",,,,
116499640,unclassified,True,False,40.922,"LINESTRING (140.3764453 37.2907028, 140.3764646 37.2910705)",,,,
116500018,tertiary,False,True,51.53,"LINESTRING (140.3764453 37.2907028, 140.3758656 37.2907482)",,,,
"[116500018, 116499068, 116499927]",tertiary,False,False,151.22,"LINESTRING (140.3764453 37.2907028, 140.3770654 37.2906662, 140.3777849 37.2906398, 140.3781512 37.2906178)",,,,yes
274772667,residential,False,False,103.467,"LINESTRING (140.3702433 37.288727, 140.3713139 37.2883524)",,,,
116499929,unclassified,False,False,95.201,"LINESTRING (140.3702433 37.288727, 140.3703229 37.2888875, 140.3703742 37.2889889, 140.3704043 37.2890241, 140.3704662 37.2890564, 140.3705254 37.289073, 140.3709069 37.2891522, 140.371038 37.2891846)",,,,
116499929,unclassified,False,True,60.144999999999996,"LINESTRING (140.3702433 37.288727, 140.3701229 37.288482, 140.3699998 37.288222)",,,,
116499666,unclassified,False,False,86.21,"LINESTRING (140.3761288 37.287863, 140.37633 37.2886216)",,,,
116499666,unclassified,False,True,37.436,"LINESTRING (140.3761288 37.287863, 140.3760549 37.2875315)",,,,
774992345,unclassified,False,False,54.945,"LINESTRING (140.3761288 37.287863, 140.3767168 37.2877039)",,,,
116499155,unclassified,False,False,62.178,"LINESTRING (140.3757613 37.2866029, 140.3759424 37.2871432)",,,,
116499468,unclassified,False,False,8.522,"LINESTRING (140.3757613 37.2866029, 140.3758552 37.2865858)",,,,
116499468,unclassified,False,True,43.879,"LINESTRING (140.3757613 37.2866029, 140.3752759 37.286684)",,,,
116499088,tertiary,False,False,37.362,"LINESTRING (140.3730463 37.2839969, 140.3726501 37.2841132)",,,,
116499088,tertiary,False,True,73.182,"LINESTRING (140.3730463 37.2839969, 140.3737905 37.2837096)",,,,
285666719,unclassified,False,True,44.779,"LINESTRING (140.3730463 37.2839969, 140.3732346 37.2843707)",,,,
774992346,unclassified,True,False,30.442,"LINESTRING (140.3766652 37.2886835, 140.37633 37.2886216)",,,,
116621074,primary,False,True,56.648,"LINESTRING (140.3714823 37.2877926, 140.3721093 37.2876892)",63,石川街道,2,
273536815,tertiary,False,False,64.005,"LINESTRING (140.3714823 37.2877926, 140.3713139 37.2883524)",,,,
116621074,primary,False,False,87.41,"LINESTRING (140.3714823 37.2877926, 140.3710134 37.2879391, 140.3705586 37.2880715)",63,石川街道,2,
273536815,tertiary,False,True,95.486,"LINESTRING (140.3714823 37.2877926, 140.3713305 37.2873404, 140.3711954 37.2869648)",,,,
116499164,unclassified,False,False,16.692,"LINESTRING (140.3714554 37.2861041, 140.3713439 37.285983)",,,,
116499164,unclassified,False,True,87.97300000000001,"LINESTRING (140.3714554 37.2861041, 140.3715068 37.2861759, 140.3716908 37.2867334, 140.3717315 37.2868615)",,,,
"[116500017, 116499415]",unclassified,False,False,156.951,"LINESTRING (140.3714554 37.2861041, 140.3716554 37.2860717, 140.3731757 37.28576)",,,,
116499307,unclassified,False,True,41.125,"LINESTRING (140.377778 37.2908455, 140.3775237 37.2905359)",,,,
116499555,unclassified,False,False,48.08,"LINESTRING (140.3749057 37.2875622, 140.3754391 37.2874793)",,,,
116500069,unclassified,False,False,13.366,"LINESTRING (140.3749057 37.2875622, 140.3749252 37.2876814)",,,,
116500069,unclassified,False,True,30.754,"LINESTRING (140.3749057 37.2875622, 140.3748441 37.28729)",,,,
116499916,unclassified,False,False,51.155,"LINESTRING (140.3764646 37.2910705, 140.375892 37.2911347)",,,,
