osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,est_width,tunnel
"[192580814, 189320591]",,,unclassified,30,False,"[False, True]",146.56799999999998,"LINESTRING (139.5470561 35.327751, 139.5467466 35.327836, 139.5465508 35.3279168, 139.5464348 35.32798, 139.546275 35.3280911, 139.5457894 35.3284785, 139.5457596 35.3285015)",,
403991555,,,residential,,False,True,127.77399999999999,"LINESTRING (139.5470561 35.327751, 139.5470764 35.3278986, 139.5470317 35.3280064, 139.5469128 35.3282119, 139.5469049 35.3282582, 139.5468435 35.3283761, 139.5467311 35.328642, 139.5466983 35.3287877, 139.5467018 35.3288429)",1.5m〜3.0m,
"[192580814, 189320591]",,,unclassified,30,False,"[False, True]",146.56799999999998,"LINESTRING (139.5457596 35.3285015, 139.5457894 35.3284785, 139.546275 35.3280911, 139.5464348 35.32798, 139.5465508 35.3279168, 139.5467466 35.327836, 139.5470561 35.327751)",,
24537251,,,unclassified,,False,True,92.194,"LINESTRING (139.546928 35.3272156, 139.5469518 35.3271613, 139.5469599 35.3271179, 139.5469625 35.3270654, 139.5469223 35.3270097, 139.5468177 35.3269342, 139.5466315 35.3268065, 139.5465749 35.3267645, 139.5465669 35.326734, 139.5465508 35.3266202, 139.5465132 35.3265358)",,
189320589,,,residential,,False,True,63.103,"LINESTRING (139.546928 35.3272156, 139.5469753 35.3272499, 139.5470282 35.3272778, 139.5470832 35.3273057, 139.5471067 35.3273198, 139.5471268 35.3273615, 139.5471638 35.327432, 139.5472907 35.3276774)",,
192580811,,,residential,,False,False,145.316,"LINESTRING (139.546928 35.3272156, 139.5468573 35.3271788, 139.5467164 35.3271342, 139.5466544 35.3271034, 139.5466018 35.3270727, 139.5465548 35.3270458, 139.5465332 35.3270369, 139.5464741 35.3270228, 139.5464241 35.3270177, 139.5463942 35.3270185, 139.54636 35.327022, 139.5462918 35.3270226, 139.5462424 35.3270196, 139.5461058 35.3269896, 139.5459782 35.3270019, 139.5458033 35.3270048, 139.5456317 35.3269392, 139.5454339 35.3268616)",,
192580811,,,residential,,False,False,24.171,"LINESTRING (139.5454339 35.3268616, 139.5453428 35.3267817, 139.5452929 35.3266814)",,
192580811,,,residential,,False,True,145.316,"LINESTRING (139.5454339 35.3268616, 139.5456317 35.3269392, 139.5458033 35.3270048, 139.5459782 35.3270019, 139.5461058 35.3269896, 139.5462424 35.3270196, 139.5462918 35.3270226, 139.54636 35.327022, 139.5463942 35.3270185, 139.5464241 35.3270177, 139.5464741 35.3270228, 139.5465332 35.3270369, 139.5465548 35.3270458, 139.5466018 35.3270727, 139.5466544 35.3271034, 139.5467164 35.3271342, 139.5468573 35.3271788, 139.546928 35.3272156)",,
331060370,,,residential,,False,True,40.714999999999996,"LINESTRING (139.5454339 35.3268616, 139.5451409 35.326904, 139.5449898 35.3268991)",,
192580811,,,residential,,False,False,32.724,"LINESTRING (139.5451457 35.3263865, 139.545097 35.3260949)",,
192580811,,,residential,,False,True,35.714999999999996,"LINESTRING (139.5451457 35.3263865, 139.5451969 35.3264639, 139.5452406 35.3265216, 139.5452696 35.326607, 139.5452929 35.3266814)",,
"[331060368, 331060371]",,,residential,,False,False,85.047,"LINESTRING (139.5451457 35.3263865, 139.5448961 35.3264432, 139.5450298 35.326752, 139.5452929 35.3266814)",,
192580811,,,residential,,False,True,32.724,"LINESTRING (139.545097 35.3260949, 139.5451457 35.3263865)",,
24535543,,,residential,,False,True,133.89999999999998,"LINESTRING (139.5483767 35.328406, 139.5483921 35.3281827, 139.5484225 35.327964, 139.5482151 35.3279823, 139.5482157 35.3279518, 139.5482192 35.3277668, 139.5482171 35.3276776, 139.5482131 35.3276082, 139.5482185 35.3275333, 139.5482145 35.3274534, 139.548199 35.3273937)",,
24535732,,,residential,,False,True,115.719,"LINESTRING (139.5482687 35.3255839, 139.5483667 35.3256945, 139.5484421 35.3257502, 139.5485866 35.3257996, 139.5486988 35.3258301, 139.5487998 35.325862, 139.548875 35.3259154, 139.5492419 35.3262202)",,
24535735,,,residential,,False,True,114.27400000000002,"LINESTRING (139.5476483 35.3266646, 139.5479994 35.3267694, 139.5481315 35.3268061, 139.5482021 35.3268141, 139.5482612 35.3267967, 139.5484148 35.3267336, 139.54849 35.3267067, 139.5485692 35.3267034, 139.5486137 35.3267208, 139.5488089 35.3268191)",,
24537209,2,今小路,tertiary,30,False,True,50.678,"LINESTRING (139.5486056 35.3272436, 139.5488089 35.3268191)",,
24535814,,,unclassified,,False,False,55.443,"LINESTRING (139.5486056 35.3272436, 139.5488159 35.3272405, 139.5489996 35.3271692, 139.5491754 35.327096)",,no
192580814,,,unclassified,30,False,False,42.287,"LINESTRING (139.5486056 35.3272436, 139.5485223 35.3273282, 139.548199 35.3273937)",,
24537251,,,unclassified,,False,False,55.230999999999995,"LINESTRING (139.5459356 35.3253676, 139.5462035 35.3253466, 139.5462345 35.3253511, 139.5462762 35.3254004, 139.5463164 35.3255891)",,
24537251,,,unclassified,,False,False,92.19400000000002,"LINESTRING (139.5465132 35.3265358, 139.5465508 35.3266202, 139.5465669 35.326734, 139.5465749 35.3267645, 139.5466315 35.3268065, 139.5468177 35.3269342, 139.5469223 35.3270097, 139.5469625 35.3270654, 139.5469599 35.3271179, 139.5469518 35.3271613, 139.546928 35.3272156)",,
24537251,,,unclassified,,False,True,35.107,"LINESTRING (139.5465132 35.3265358, 139.5464851 35.326515, 139.5463336 35.3263084, 139.5463376 35.3262645)",,
"[24537258, 24537253]",,,residential,,False,"[False, True]",83.753,"LINESTRING (139.5465132 35.3265358, 139.5469827 35.3264264, 139.5468861 35.3261627, 139.5468619 35.3261563, 139.5467922 35.3261715)",,
24537251,,,unclassified,,False,False,35.107,"LINESTRING (139.5463376 35.3262645, 139.5463336 35.3263084, 139.5464851 35.326515, 139.5465132 35.3265358)",,
24537251,,,unclassified,,False,True,38.476,"LINESTRING (139.5463376 35.3262645, 139.5462873 35.3261951, 139.5462544 35.3261058, 139.5462451 35.3260719, 139.5462577 35.3260431, 139.5463228 35.3260075, 139.546351 35.3259713)",,
24537258,,,residential,,False,True,42.542,"LINESTRING (139.5463376 35.3262645, 139.5464154 35.3262535, 139.5467922 35.3261715)",,
192580813,,,unclassified,,False,True,12.642,"LINESTRING (139.5496523 35.3267271, 139.5497281 35.3266317)",,
192580813,,,unclassified,,False,False,60.083,"LINESTRING (139.5496523 35.3267271, 139.5494078 35.3269619, 139.5491754 35.327096)",,
24535814,,,unclassified,,False,True,55.443,"LINESTRING (139.5491754 35.327096, 139.5489996 35.3271692, 139.5488159 35.3272405, 139.5486056 35.3272436)",,no
192580813,,,unclassified,,False,False,61.995000000000005,"LINESTRING (139.5491754 35.327096, 139.5492826 35.3272034, 139.5493551 35.327257, 139.5494222 35.3273204, 139.5495965 35.3275326)",,
192580813,,,unclassified,,False,True,60.083,"LINESTRING (139.5491754 35.327096, 139.5494078 35.3269619, 139.5496523 35.3267271)",,
53624963,,,unclassified,,False,False,64.688,"LINESTRING (139.5495965 35.3275326, 139.5494637 35.3277219, 139.549271 35.3280498)",,
192580813,,,unclassified,,False,True,61.995000000000005,"LINESTRING (139.5495965 35.3275326, 139.5494222 35.3273204, 139.5493551 35.327257, 139.5492826 35.3272034, 139.5491754 35.327096)",,
192580813,,,unclassified,,False,False,12.642,"LINESTRING (139.5497281 35.3266317, 139.5496523 35.3267271)",,
331056360,,,residential,,False,True,43.038,"LINESTRING (139.5497281 35.3266317, 139.5493414 35.3264075)",,
189320584,,,residential,,False,True,96.291,"LINESTRING (139.5467018 35.3288429, 139.5465247 35.3288233, 139.5464734 35.3288158, 139.5464611 35.3291347, 139.5464472 35.3294931)",,
403991555,,,residential,,False,False,127.77400000000002,"LINESTRING (139.5467018 35.3288429, 139.5466983 35.3287877, 139.5467311 35.328642, 139.5468435 35.3283761, 139.5469049 35.3282582, 139.5469128 35.3282119, 139.5470317 35.3280064, 139.5470764 35.3278986, 139.5470561 35.327751)",1.5m〜3.0m,
403991555,,,residential,,False,True,71.703,"LINESTRING (139.5467018 35.3288429, 139.5467104 35.3288884, 139.5467261 35.3290108, 139.5467392 35.3291849, 139.5467386 35.3292845, 139.546734 35.3293586, 139.5467225 35.3294366, 139.5467062 35.3294837)",1.5m〜3.0m,
403991555,,,residential,,False,False,71.703,"LINESTRING (139.5467062 35.3294837, 139.5467225 35.3294366, 139.546734 35.3293586, 139.5467386 35.3292845, 139.5467392 35.3291849, 139.5467261 35.3290108, 139.5467104 35.3288884, 139.5467018 35.3288429)",1.5m〜3.0m,
189320584,,,residential,,False,False,96.291,"LINESTRING (139.5464472 35.3294931, 139.5464611 35.3291347, 139.5464734 35.3288158, 139.5465247 35.3288233, 139.5467018 35.3288429)",,
53624963,,,unclassified,,False,True,64.688,"LINESTRING (139.549271 35.3280498, 139.5494637 35.3277219, 139.5495965 35.3275326)",,
331056360,,,residential,,False,False,43.038,"LINESTRING (139.5493414 35.3264075, 139.5497281 35.3266317)",,
24537251,,,unclassified,,False,False,2.087,"LINESTRING (139.5463164 35.3255891, 139.546322 35.3256073)",,
331058777,,,residential,,False,True,31.996,"LINESTRING (139.5463164 35.3255891, 139.5459661 35.3256225)",,
24537251,,,unclassified,,False,True,55.230999999999995,"LINESTRING (139.5463164 35.3255891, 139.5462762 35.3254004, 139.5462345 35.3253511, 139.5462035 35.3253466, 139.5459356 35.3253676)",,
331058777,,,residential,,False,False,31.996,"LINESTRING (139.5459661 35.3256225, 139.5463164 35.3255891)",,
24537251,,,unclassified,,False,False,38.476,"LINESTRING (139.546351 35.3259713, 139.5463228 35.3260075, 139.5462577 35.3260431, 139.5462451 35.3260719, 139.5462544 35.3261058, 139.5462873 35.3261951, 139.5463376 35.3262645)",,
24537251,,,unclassified,,False,True,40.561,"LINESTRING (139.546351 35.3259713, 139.5463437 35.3258841, 139.5463272 35.3256606, 139.546322 35.3256073)",,
331058780,,,residential,,False,False,65.85,"LINESTRING (139.546351 35.3259713, 139.54641 35.3259386, 139.5465374 35.3259072, 139.5466896 35.3258843, 139.5467922 35.3261715)",,
24537258,,,residential,,False,False,42.542,"LINESTRING (139.5467922 35.3261715, 139.5464154 35.3262535, 139.5463376 35.3262645)",,
"[24537258, 24537253]",,,residential,,False,"[False, True]",83.753,"LINESTRING (139.5467922 35.3261715, 139.5468619 35.3261563, 139.5468861 35.3261627, 139.5469827 35.3264264, 139.5465132 35.3265358)",,
331058780,,,residential,,False,True,65.85000000000001,"LINESTRING (139.5467922 35.3261715, 139.5466896 35.3258843, 139.5465374 35.3259072, 139.54641 35.3259386, 139.546351 35.3259713)",,
192580811,,,residential,,False,False,35.715,"LINESTRING (139.5452929 35.3266814, 139.5452696 35.326607, 139.5452406 35.3265216, 139.5451969 35.3264639, 139.5451457 35.3263865)",,
"[331060368, 331060371]",,,residential,,False,True,85.047,"LINESTRING (139.5452929 35.3266814, 139.5450298 35.326752, 139.5448961 35.3264432, 139.5451457 35.3263865)",,
192580811,,,residential,,False,True,24.171,"LINESTRING (139.5452929 35.3266814, 139.5453428 35.3267817, 139.5454339 35.3268616)",,
331060370,,,residential,,False,False,40.714999999999996,"LINESTRING (139.5449898 35.3268991, 139.5451409 35.326904, 139.5454339 35.3268616)",,
696723332,,,residential,,False,True,38.691,"LINESTRING (139.5467433 35.3256048, 139.5464985 35.3255796, 139.546322 35.3256073)",,
24537251,,,unclassified,,False,True,2.087,"LINESTRING (139.546322 35.3256073, 139.5463164 35.3255891)",,
24537251,,,unclassified,,False,False,40.561,"LINESTRING (139.546322 35.3256073, 139.5463272 35.3256606, 139.5463437 35.3258841, 139.546351 35.3259713)",,
696723332,,,residential,,False,False,38.691,"LINESTRING (139.546322 35.3256073, 139.5464985 35.3255796, 139.5467433 35.3256048)",,
