osmid,highway,oneway,reversed,length,bridge,geometry,ref,name
112976009,unclassified,False,True,87.92,,"LINESTRING (132.0735643 33.9370563, 132.0729175 33.9364756)",,
"[112975433, 112975723, 112975988]",unclassified,False,True,22.302,yes,"LINESTRING (132.0735643 33.9370563, 132.0735467 33.9370659, 132.0734097 33.9371639, 132.0733796 33.9371855)",,
112975827,unclassified,False,False,200.03900000000002,,"LINESTRING (132.0735643 33.9370563, 132.0742096 33.9376461, 132.0748526 33.9382398, 132.0750257 33.9383851)",,
112975021,unclassified,False,True,101.235,,"LINESTRING (132.0723465 33.9380253, 132.0722983 33.9379244, 132.0720591 33.9374042, 132.0719597 33.9372918, 132.071917 33.9371922)",,
"[112975600, 112975219, 112975284]",unclassified,False,True,31.118000000000002,yes,"LINESTRING (132.0723465 33.9380253, 132.0722759 33.9380424, 132.0720663 33.9381343, 132.0720437 33.9381461)",,
112975667,unclassified,False,False,133.886,,"LINESTRING (132.0723465 33.9380253, 132.0724006 33.938008, 132.0728004 33.9376683, 132.0733796 33.9371855)",,
112975943,unclassified,False,False,159.042,,"LINESTRING (132.0723465 33.9380253, 132.072407 33.9380988, 132.0730109 33.939343)",,
"[112975288, 112975737]",residential,False,True,23.903,yes,"LINESTRING (132.0690189 33.9338183, 132.0690865 33.9336527, 132.0691118 33.9336185)",,
112975626,unclassified,False,False,65.568,,"LINESTRING (132.0739824 33.9389212, 132.0735002 33.938488)",,
112976081,tertiary,False,True,91.637,,"LINESTRING (132.0739824 33.9389212, 132.0748639 33.9385413)",,
112976081,tertiary,False,False,101.166,,"LINESTRING (132.0739824 33.9389212, 132.0732306 33.9392407, 132.0730389 33.93933, 132.0730109 33.939343)",,
112975234,unclassified,False,False,165.675,,"LINESTRING (132.0720437 33.9381461, 132.0725331 33.9390355, 132.072771 33.9395082)",,
"[112975600, 112975219, 112975284]",unclassified,False,False,31.118000000000002,yes,"LINESTRING (132.0720437 33.9381461, 132.0720663 33.9381343, 132.0722759 33.9380424, 132.0723465 33.9380253)",,
112976023,unclassified,False,True,83.15200000000002,,"LINESTRING (132.0720437 33.9381461, 132.0719671 33.9380285, 132.0718819 33.9378831, 132.0717952 33.9377862, 132.0716572 33.9376974, 132.0714788 33.9375833)",,
112975662,tertiary,False,False,91.368,,"LINESTRING (132.0759477 33.9375844, 132.0766432 33.9369994)",,
112974984,tertiary,False,True,279.3790000000001,,"LINESTRING (132.0759477 33.9375844, 132.0757481 33.9374017, 132.075477 33.9371745, 132.0748926 33.936684, 132.0744365 33.9363062, 132.0742614 33.9361618, 132.0741255 33.9360446, 132.073939 33.9359088, 132.0737859 33.9358319)",,
112975183,tertiary,False,True,123.14099999999999,,"LINESTRING (132.0759477 33.9375844, 132.0756582 33.9378444, 132.0750257 33.9383851)",,
"[112976081, 112975172, 112975005]",tertiary,False,"[False, True]",28.775,yes,"LINESTRING (132.072771 33.9395082, 132.0728142 33.9394755, 132.072978 33.939363, 132.0730109 33.939343)",,
112975005,tertiary,False,True,52.92,,"LINESTRING (132.072771 33.9395082, 132.0726156 33.939665, 132.0724188 33.9398837)",,
112975234,unclassified,False,True,165.675,,"LINESTRING (132.072771 33.9395082, 132.0725331 33.9390355, 132.0720437 33.9381461)",,
"[112975139, 112975727]",unclassified,False,False,128.016,,"LINESTRING (132.072771 33.9395082, 132.0729298 33.9397169, 132.0733613 33.9404016, 132.0733801 33.940475, 132.0733842 33.9405317)",,
