osmid,highway,oneway,reversed,length,name,bridge,geometry,ref,lanes
108079855,unclassified,False,False,46.501,,,"LINESTRING (139.3235307 37.9467122, 139.3240068 37.946528)",,
108079855,unclassified,False,True,36.751,,,"LINESTRING (139.3235307 37.9467122, 139.3231482 37.9468473)",,
362881300,unclassified,False,False,45.416,,,"LINESTRING (139.3235307 37.9467122, 139.3233068 37.9463439)",,
108077429,unclassified,False,False,135.035,四之町通り,,"LINESTRING (139.322021 37.94869, 139.323329 37.948049)",,
108085292,unclassified,False,True,55.73,,,"LINESTRING (139.322021 37.94869, 139.3216807 37.9482667)",,
"[108085292, 583911463]",unclassified,False,False,73.396,,yes,"LINESTRING (139.322021 37.94869, 139.3224066 37.9492104, 139.3224454 37.9492589)",,
108075886,unclassified,False,False,41.259,,,"LINESTRING (139.3323733 37.9450001, 139.3326567 37.9449653, 139.3327171 37.9449495, 139.3328206 37.9449015)",,
108075886,unclassified,False,True,68.60300000000001,,,"LINESTRING (139.3323733 37.9450001, 139.3321404 37.9450341, 139.331907 37.9451092, 139.3316153 37.9451341)",,
108084215,unclassified,False,False,102.673,,,"LINESTRING (139.3323733 37.9450001, 139.3323958 37.9453793, 139.3323617 37.9455153, 139.3323294 37.9457439, 139.3323221 37.9457952, 139.3322674 37.9459109)",,
494968331,primary,False,True,19.74,新発田津川線,,"LINESTRING (139.331019 37.944531, 139.3311269 37.9443752)",14,
108080643,primary,False,True,60.525999999999996,新発田津川線,,"LINESTRING (139.331019 37.944531, 139.3307993 37.9445292, 139.3303288 37.9445252)",14,
108085767,tertiary,False,False,37.577,,,"LINESTRING (139.331019 37.944531, 139.3310266 37.9445808, 139.3310704 37.9448665)",,
108087896,primary,False,True,6.217,新発田停車場線,,"LINESTRING (139.3319007 37.9468596, 139.3319684 37.946843)",32,
108087896,primary,False,False,45.172000000000004,新発田停車場線,,"LINESTRING (139.3319007 37.9468596, 139.3318372 37.9468799, 139.3315237 37.9469267, 139.3313978 37.9469429)",32,
108103142,unclassified,False,False,187.793,,,"LINESTRING (139.3319007 37.9468596, 139.3319144 37.9469323, 139.3320756 37.9481073, 139.3322581 37.9483534, 139.3323463 37.9484845)",,
108103755,unclassified,False,False,54.41,,,"LINESTRING (139.3319007 37.9468596, 139.3318909 37.9468022, 139.33185 37.9465718, 139.3318113 37.9463754)",,
363662524,unclassified,False,False,62.441,,,"LINESTRING (139.3308509 37.9500613, 139.3303908 37.9504899)",,
108074836,unclassified,False,True,324.166,,,"LINESTRING (139.3308509 37.9500613, 139.3311626 37.9497701, 139.3311669 37.949693, 139.3311164 37.9494495, 139.3310782 37.9492719, 139.3310259 37.949054, 139.33098 37.9488284, 139.3309067 37.9483938, 139.3307805 37.9478409, 139.3307081 37.9474517, 139.330696 37.9472656)",,
108080724,unclassified,False,True,47.431,,,"LINESTRING (139.3308509 37.9500613, 139.331081 37.9501966, 139.3312948 37.9503046)",,
656112917,unclassified,False,False,121.02,,,"LINESTRING (139.3308509 37.9500613, 139.3304436 37.9497013, 139.3298782 37.949291)",,
108074428,unclassified,False,False,120.622,,,"LINESTRING (139.3228352 37.9447996, 139.321914 37.943994)",,
108074428,unclassified,False,True,50.314,,,"LINESTRING (139.3228352 37.9447996, 139.3231973 37.9451506)",,
362881117,unclassified,False,False,75.139,,,"LINESTRING (139.3228352 37.9447996, 139.3221814 37.9452364)",,
108076823,primary,False,False,66.06,新発田紫雲寺線,,"LINESTRING (139.3264291 37.9517761, 139.3266002 37.9512743, 139.326631 37.9512039)",21,
108076823,primary,False,True,47.596999999999994,新発田紫雲寺線,,"LINESTRING (139.3264291 37.9517761, 139.3263594 37.9520967, 139.3264032 37.9521935)",21,
362880998,unclassified,False,True,115.508,,,"LINESTRING (139.3264291 37.9517761, 139.3263781 37.9517667, 139.325157 37.9515062)",,
362674048,tertiary,False,False,94.317,,,"LINESTRING (139.3278899 37.9489374, 139.3275548 37.9481314)",,
108075902,unclassified,False,True,74.872,,,"LINESTRING (139.3278899 37.9489374, 139.3278066 37.9489557, 139.3273512 37.9490556, 139.3270569 37.9490679)",,
108084206,unclassified,False,False,74.063,,,"LINESTRING (139.3278899 37.9489374, 139.3279408 37.9489259, 139.3284018 37.9488214, 139.3287015 37.9487529)",,
362674048,tertiary,False,True,97.099,,,"LINESTRING (139.3278899 37.9489374, 139.3280874 37.9493649, 139.3282828 37.9496537, 139.3283371 37.9497339)",,
108103755,unclassified,False,False,32.071,,,"LINESTRING (139.3318113 37.9463754, 139.331766 37.9460892)",,
108103755,unclassified,False,True,54.41,,,"LINESTRING (139.3318113 37.9463754, 139.33185 37.9465718, 139.3318909 37.9468022, 139.3319007 37.9468596)",,
583911350,unclassified,False,False,78.681,,,"LINESTRING (139.3318113 37.9463754, 139.3320532 37.9463931, 139.33208 37.9463783, 139.3322674 37.9459109)",,
108103112,unclassified,False,True,94.79,,,"LINESTRING (139.3234153 37.9511128, 139.3228147 37.950404)",,
108081077,unclassified,False,False,48.678,,,"LINESTRING (139.3234153 37.9511128, 139.3231124 37.9512096, 139.3229035 37.9512823)",,
108081077,unclassified,False,True,45.888999999999996,,,"LINESTRING (139.3234153 37.9511128, 139.3235767 37.9510356, 139.32385 37.9508834)",,
108103112,unclassified,False,False,102.80799999999999,,,"LINESTRING (139.3234153 37.9511128, 139.3237738 37.9515233, 139.3240986 37.9518639)",,
108073738,unclassified,False,True,76.787,,,"LINESTRING (139.326122 37.94387, 139.3269546 37.9436561)",,
494968317,trunk,False,False,71.181,国道290号,,"LINESTRING (139.326122 37.94387, 139.3263613 37.9444817)",290,2
494968317,trunk,False,True,55.703,国道290号,,"LINESTRING (139.326122 37.94387, 139.3259256 37.9433936)",290,2
108080647,unclassified,False,True,63.465999999999994,,,"LINESTRING (139.3323463 37.9484845, 139.3320235 37.9485663, 139.3319505 37.9485375, 139.3317176 37.9485867, 139.3316556 37.9485876)",,
108081714,unclassified,False,True,88.175,,,"LINESTRING (139.3323463 37.9484845, 139.3324137 37.948628, 139.3324209 37.9487117, 139.3323655 37.9487926, 139.3321507 37.9489078, 139.3319975 37.9489329, 139.3319056 37.9489499, 139.3318406 37.9489838)",,
108103142,unclassified,False,True,187.793,,,"LINESTRING (139.3323463 37.9484845, 139.3322581 37.9483534, 139.3320756 37.9481073, 139.3319144 37.9469323, 139.3319007 37.9468596)",,
108085096,unclassified,False,True,74.104,,,"LINESTRING (139.3262051 37.9505228, 139.325539 37.9508556, 139.3254917 37.9508801)",,
108087795,unclassified,False,True,91.705,,,"LINESTRING (139.3262051 37.9505228, 139.325885 37.9500045, 139.325731 37.949788)",,
108104414,unclassified,False,True,78.099,,,"LINESTRING (139.3262051 37.9505228, 139.3263786 37.9507734, 139.3267661 37.9510029, 139.3268034 37.9510213)",,
108103615,tertiary,False,False,55.274,,,"LINESTRING (139.3276648 37.9502743, 139.3272154 37.9506229)",,
108103615,tertiary,False,True,84.209,,,"LINESTRING (139.3276648 37.9502743, 139.3280712 37.9499332, 139.3282409 37.9498069, 139.3283371 37.9497339)",,
362880973,unclassified,False,True,147.196,,,"LINESTRING (139.3276648 37.9502743, 139.3276967 37.9502956, 139.3289492 37.9511267)",,
