osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,tunnel
35210428,32,藤枝黒俣線,primary,False,True,42.318,,,"LINESTRING (138.2590418 34.8665052, 138.2587647 34.8668104)",,
345701020,381,島田岡部線,secondary,False,False,54.732,2,50,"LINESTRING (138.2590418 34.8665052, 138.2585918 34.8661797)",,
318567567,215,伊久美藤枝線,secondary,False,True,106.99199999999999,,,"LINESTRING (138.2590418 34.8665052, 138.2593522 34.8662276, 138.2595401 34.8660965, 138.2597017 34.8660045, 138.2599438 34.865906)",,
1184341436,215;381,伊久美藤枝線,secondary,False,True,98.415,2,50,"LINESTRING (138.2590418 34.8665052, 138.2596603 34.8669179, 138.2598564 34.8670836)",,
35210428,32,藤枝黒俣線,primary,False,False,30.128,,,"LINESTRING (138.2584823 34.8671255, 138.2586779 34.8669072)",,
35210428,32,藤枝黒俣線,primary,False,True,48.999,,,"LINESTRING (138.2584823 34.8671255, 138.258175 34.8674869)",,
386006576,,,residential,False,False,131.109,,,"LINESTRING (138.2584823 34.8671255, 138.2573148 34.866438)",,
35210429,,,tertiary,False,True,94.486,,,"LINESTRING (138.2624836 34.8705372, 138.2619931 34.8712856)",,
386006567,,,tertiary,False,True,47.192,,,"LINESTRING (138.2624836 34.8705372, 138.262092 34.8702599)",,
386006629,,,residential,False,False,54.259,,,"LINESTRING (138.2624836 34.8705372, 138.2625928 34.8705803, 138.263037 34.8704456)",,
386027146,,,residential,False,False,13.901,,,"LINESTRING (138.2567542 34.8630376, 138.2568148 34.8631523)",,
126645474,,,residential,False,True,154.031,,,"LINESTRING (138.2567542 34.8630376, 138.2560111 34.863448, 138.2556524 34.8637263, 138.2554597 34.8639137)",,
126650822,,,unclassified,False,False,39.169,,,"LINESTRING (138.2600582 34.8632288, 138.2602734 34.8635336)",,
126655656,,,unclassified,False,False,196.081,,,"LINESTRING (138.2600582 34.8632288, 138.2581984 34.8641125)",,
126657047,,,unclassified,False,True,105.079,,,"LINESTRING (138.2576352 34.8632882, 138.2581984 34.8641125)",,
126655829,,,unclassified,False,True,147.468,,,"LINESTRING (138.2576352 34.8632882, 138.2571636 34.8643179, 138.2570053 34.8645031)",,
126658579,,,unclassified,False,True,64.647,,,"LINESTRING (138.2576352 34.8632882, 138.257363 34.8633403, 138.2569373 34.8633842)",,
386027156,,,residential,False,True,84.812,,,"LINESTRING (138.2576352 34.8632882, 138.2575283 34.8631356, 138.2571822 34.8631612, 138.2568148 34.8631523)",,
"[126654848, 126653865]",,,unclassified,False,"[False, True]",133.506,,,"LINESTRING (138.2622543 34.8636473, 138.2622789 34.8637591, 138.2625321 34.8648261)",yes,
386006621,,,residential,False,True,150.92000000000002,,,"LINESTRING (138.2622543 34.8636473, 138.2620625 34.8636853, 138.261842 34.8637667, 138.2607815 34.8642533)",,
126655656,,,unclassified,False,True,196.081,,,"LINESTRING (138.2581984 34.8641125, 138.2600582 34.8632288)",,
126657047,,,unclassified,False,False,105.079,,,"LINESTRING (138.2581984 34.8641125, 138.2576352 34.8632882)",,
126652718,,,unclassified,False,False,131.714,,,"LINESTRING (138.2581984 34.8641125, 138.2584108 34.8644093, 138.2589293 34.865134)",,
126657414,,,unclassified,False,True,120.76700000000001,,,"LINESTRING (138.2581984 34.8641125, 138.2573898 34.8645027, 138.2572609 34.8645141, 138.2570053 34.8645031)",,
126650822,,,unclassified,False,True,92.484,,,"LINESTRING (138.2607815 34.8642533, 138.2602734 34.8635336)",,
386006621,,,residential,False,True,195.312,,,"LINESTRING (138.2607815 34.8642533, 138.2589293 34.865134)",,
"[126654587, 126647319]",,,unclassified,False,True,93.163,,,"LINESTRING (138.2607815 34.8642533, 138.2608376 34.8643717, 138.2610129 34.8650678)",yes,
386006621,,,residential,False,False,150.92000000000002,,,"LINESTRING (138.2607815 34.8642533, 138.261842 34.8637667, 138.2620625 34.8636853, 138.2622543 34.8636473)",,
126654947,,,unclassified,False,True,48.254000000000005,,,"LINESTRING (138.2570053 34.8645031, 138.2569414 34.8645709, 138.2568758 34.8647029, 138.2568266 34.8649046)",,
126655829,,,unclassified,False,False,147.468,,,"LINESTRING (138.2570053 34.8645031, 138.2571636 34.8643179, 138.2576352 34.8632882)",,
126657414,,,unclassified,False,False,120.767,,,"LINESTRING (138.2570053 34.8645031, 138.2572609 34.8645141, 138.2573898 34.8645027, 138.2581984 34.8641125)",,
126653564,,,unclassified,False,False,75.85,,,"LINESTRING (138.2549724 34.8648947, 138.2555035 34.8643699)",,
386006624,,,residential,False,False,57.083,,,"LINESTRING (138.2549724 34.8648947, 138.255422 34.8652517)",,
386006624,,,residential,False,True,42.381,,,"LINESTRING (138.2549724 34.8648947, 138.2548871 34.8648417, 138.2546242 34.8646429)",,
345701020,381,島田岡部線,secondary,False,False,166.413,2,50,"LINESTRING (138.2568266 34.8649046, 138.2554597 34.8639137)",,
345701020,381,島田岡部線,secondary,False,True,5.036,2,50,"LINESTRING (138.2568266 34.8649046, 138.256869 34.8649336)",,
126654947,,,unclassified,False,False,48.254000000000005,,,"LINESTRING (138.2568266 34.8649046, 138.2568758 34.8647029, 138.2569414 34.8645709, 138.2570053 34.8645031)",,
386006621,,,residential,False,False,195.312,,,"LINESTRING (138.2589293 34.865134, 138.2607815 34.8642533)",,
"[364859348, 126648478]",,,unclassified,False,"[False, True]",30.029,,,"LINESTRING (138.2589293 34.865134, 138.2590125 34.8652688, 138.2590869 34.8653709)",yes,
126652718,,,unclassified,False,True,131.714,,,"LINESTRING (138.2589293 34.865134, 138.2584108 34.8644093, 138.2581984 34.8641125)",,
386006621,,,residential,False,True,114.781,,,"LINESTRING (138.2589293 34.865134, 138.2585127 34.8653153, 138.2578207 34.865622)",,
386006591,,,residential,False,True,84.691,,,"LINESTRING (138.255422 34.8652517, 138.2558791 34.8659146)",,
386006624,,,residential,False,True,57.083,,,"LINESTRING (138.255422 34.8652517, 138.2549724 34.8648947)",,
386006641,,,residential,False,True,159.946,,,"LINESTRING (138.255422 34.8652517, 138.2539596 34.866045)",,
386006641,,,residential,False,False,63.858000000000004,,,"LINESTRING (138.255422 34.8652517, 138.2558155 34.8651363, 138.256097 34.8651218)",,
126647453,,,residential,False,True,107.792,,,"LINESTRING (138.2626664 34.865392, 138.2629361 34.8663358)",,
126654848,,,unclassified,False,True,64.107,,,"LINESTRING (138.2626664 34.865392, 138.2625321 34.8648261)",,
318567567,215,伊久美藤枝線,secondary,False,False,140.454,,,"LINESTRING (138.2626664 34.865392, 138.2611615 34.8656582)",,
126654587,,,unclassified,False,False,67.035,,,"LINESTRING (138.2611615 34.8656582, 138.2610129 34.8650678)",,
318567567,215,伊久美藤枝線,secondary,False,True,140.454,,,"LINESTRING (138.2611615 34.8656582, 138.2626664 34.865392)",,
318567567,215,伊久美藤枝線,secondary,False,False,114.523,,,"LINESTRING (138.2611615 34.8656582, 138.2602363 34.8658318, 138.2599438 34.865906)",,
126647453,,,residential,False,False,107.792,,,"LINESTRING (138.2629361 34.8663358, 138.2626664 34.865392)",,
126648245,,,residential,False,True,107.935,,,"LINESTRING (138.2629361 34.8663358, 138.2617836 34.866555)",,
126648245,,,residential,False,False,107.935,,,"LINESTRING (138.2617836 34.866555, 138.2629361 34.8663358)",,
386006631,,,residential,False,True,55.995,,,"LINESTRING (138.2598564 34.8670836, 138.2594928 34.8674893)",,
1184341436,215;381,伊久美藤枝線,secondary,False,True,104.062,2,50,"LINESTRING (138.2598564 34.8670836, 138.2607297 34.8676856)",,
1184341436,215;381,伊久美藤枝線,secondary,False,False,98.415,2,50,"LINESTRING (138.2598564 34.8670836, 138.2596603 34.8669179, 138.2590418 34.8665052)",,
35210428,32,藤枝黒俣線,primary,False,False,48.999,,,"LINESTRING (138.258175 34.8674869, 138.2584823 34.8671255)",,
35210428,32,藤枝黒俣線,primary,False,True,89.604,,,"LINESTRING (138.258175 34.8674869, 138.257598 34.868139)",,
386006567,,,tertiary,False,False,52.632,,,"LINESTRING (138.258175 34.8674869, 138.2586118 34.8677961)",,
386006567,,,tertiary,False,True,133.716,,,"LINESTRING (138.258175 34.8674869, 138.2569887 34.8667807)",,
