osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes,bridge
138115811,unclassified,False,False,41.148,"LINESTRING (139.9075807 35.3317412, 139.9071312 35.3316916)",,,,,
926645926,tertiary,False,True,27.89,"LINESTRING (139.9075807 35.3317412, 139.907455 35.3319701)",,,,,
926645926,tertiary,False,False,17.491,"LINESTRING (139.9075807 35.3317412, 139.9076038 35.3317003, 139.907625 35.3316626, 139.9076613 35.3315983)",,,,,
926645926,tertiary,False,False,27.89,"LINESTRING (139.907455 35.3319701, 139.9075807 35.3317412)",,,,,
926645926,tertiary,False,True,46.78,"LINESTRING (139.907455 35.3319701, 139.9072379 35.3323517)",,,,,
138123740,unclassified,False,True,39.548,"LINESTRING (139.9072379 35.3323517, 139.9068755 35.332154)",,,,,
926645926,tertiary,False,False,46.78,"LINESTRING (139.9072379 35.3323517, 139.907455 35.3319701)",,,,,
926645926,tertiary,False,True,43.29900000000001,"LINESTRING (139.9072379 35.3323517, 139.9071761 35.3324538, 139.90709 35.3326298, 139.9070506 35.3327096)",,,,,
189161553,tertiary,False,False,99.239,"LINESTRING (139.9070506 35.3327096, 139.9079287 35.3332419)",,,,,
138116603,unclassified,False,False,246.14699999999996,"LINESTRING (139.9070506 35.3327096, 139.9070228 35.3327756, 139.9070482 35.3329017, 139.9071386 35.3331225, 139.9072386 35.3332838, 139.9075061 35.3334393, 139.9077032 35.3335602, 139.9078885 35.3337572, 139.907984 35.3338588, 139.9080256 35.3339514, 139.9080058 35.3340023, 139.9079756 35.3340457, 139.9079194 35.3340711, 139.9078289 35.3340745, 139.9076373 35.334055, 139.9073053 35.3340396)",,,,,
"[189161553, 950268732]",tertiary,False,True,290.812,"LINESTRING (139.9070506 35.3327096, 139.9069714 35.3326636, 139.9065622 35.3324268, 139.9062643 35.3323062, 139.9060229 35.3322296, 139.9057175 35.3321586, 139.9056475 35.3321423, 139.9053497 35.3321115, 139.9051136 35.3321005, 139.9048616 35.3321051, 139.9047439 35.3321159, 139.9045531 35.3321334, 139.9041802 35.3321903, 139.9040383 35.3322197)",,,,,
926645926,tertiary,False,False,43.299,"LINESTRING (139.9070506 35.3327096, 139.90709 35.3326298, 139.9071761 35.3324538, 139.9072379 35.3323517)",,,,,
138128333,unclassified,False,False,56.699,"LINESTRING (139.9041379 35.3331794, 139.9036174 35.3334617)",,,,,
370768329,residential,False,True,36.7,"LINESTRING (139.9041379 35.3331794, 139.9044793 35.3330023)",,,,,
138128333,unclassified,False,True,113.497,"LINESTRING (139.9041379 35.3331794, 139.9041848 35.3331961, 139.9043175 35.3334455, 139.904389 35.33358, 139.904655 35.334015, 139.9047078 35.3340756)",,,,,
138128333,unclassified,False,False,23.181,"LINESTRING (139.9036174 35.3334617, 139.9034093 35.3335827)",,,,,
138128333,unclassified,False,True,56.699,"LINESTRING (139.9036174 35.3334617, 139.9041379 35.3331794)",,,,,
370768325,residential,True,False,125.975,"LINESTRING (139.9036174 35.3334617, 139.9035644 35.3332912, 139.9034834 35.3329597, 139.9034602 35.3324891, 139.9034529 35.3323412)",,,,,
189161549,tertiary,True,False,44.984,"LINESTRING (139.8998643 35.3334562, 139.9003221 35.3333007)",,,,,
138120753,residential,False,True,116.39800000000001,"LINESTRING (139.8998643 35.3334562, 139.8998679 35.3335017, 139.8999193 35.3341562, 139.8999699 35.3343966, 139.9000482 35.3344754)",,,,,
138117009,unclassified,False,True,209.72299999999998,"LINESTRING (139.9056169 35.3337669, 139.905644 35.334078, 139.9056773 35.3341652, 139.905743 35.334236, 139.9059032 35.3343316, 139.90605 35.3343622, 139.906255 35.33435, 139.9065372 35.3342951, 139.9066871 35.3342442, 139.906915 35.334108, 139.9070431 35.3340395, 139.9071579 35.3340236, 139.9073053 35.3340396)",,,,,
138117293,unclassified,False,True,47.818,"LINESTRING (139.9029356 35.3338337, 139.9031488 35.334227)",,,,,
138129179,unclassified,False,False,89.839,"LINESTRING (139.9029356 35.3338337, 139.9021026 35.3342707)",,,,,
370765639,unclassified,False,True,196.289,"LINESTRING (139.9029356 35.3338337, 139.9026608 35.3334156, 139.9026262 35.3333862, 139.9025714 35.3333744, 139.9018692 35.3338944, 139.9018605 35.3339308, 139.9021026 35.3342707)",,,,,
"[138128333, 138118487]",unclassified,False,True,51.239000000000004,"LINESTRING (139.9029356 35.3338337, 139.9033967 35.3335899, 139.9034093 35.3335827)",,,,,
918226686,unclassified,False,False,8.843,"LINESTRING (139.898708 35.3338561, 139.8986591 35.3337873)",,,,,
370751494,unclassified,False,True,91.119,"LINESTRING (139.898708 35.3338561, 139.8987318 35.3339039, 139.8989082 35.3342583, 139.8989163 35.3342896, 139.8990055 35.3346354)",,,,,
918226685,secondary,True,False,58.998999999999995,"LINESTRING (139.898708 35.3338561, 139.8989421 35.3337638, 139.8991605 35.3336926, 139.8993046 35.3336456)",159,君津大貫線,,,
138124789,unclassified,False,True,64.359,"LINESTRING (139.9073053 35.3340396, 139.9068747 35.3344996)",,,,,
138116603,unclassified,False,True,246.14699999999996,"LINESTRING (139.9073053 35.3340396, 139.9076373 35.334055, 139.9078289 35.3340745, 139.9079194 35.3340711, 139.9079756 35.3340457, 139.9080058 35.3340023, 139.9080256 35.3339514, 139.907984 35.3338588, 139.9078885 35.3337572, 139.9077032 35.3335602, 139.9075061 35.3334393, 139.9072386 35.3332838, 139.9071386 35.3331225, 139.9070482 35.3329017, 139.9070228 35.3327756, 139.9070506 35.3327096)",,,,,
138117009,unclassified,False,False,209.72299999999998,"LINESTRING (139.9073053 35.3340396, 139.9071579 35.3340236, 139.9070431 35.3340395, 139.906915 35.334108, 139.9066871 35.3342442, 139.9065372 35.3342951, 139.906255 35.33435, 139.90605 35.3343622, 139.9059032 35.3343316, 139.905743 35.334236, 139.9056773 35.3341652, 139.905644 35.334078, 139.9056169 35.3337669)",,,,,
138124789,unclassified,False,False,64.359,"LINESTRING (139.9068747 35.3344996, 139.9073053 35.3340396)",,,,,
