osmid,highway,oneway,reversed,length,lanes,geometry,bridge,ref,name
503886096,unclassified,False,False,46.904,,"LINESTRING (135.5994891 34.7307881, 135.6000015 34.7308125)",,,
530840230,tertiary,False,False,32.665,2,"LINESTRING (135.5994891 34.7307881, 135.5994468 34.7304964)",,,
530840230,tertiary,False,True,30.702,2,"LINESTRING (135.5994891 34.7307881, 135.5995315 34.731062)",,,
148320556,unclassified,False,False,116.564,,"LINESTRING (135.593948 34.7243647, 135.5940932 34.7245065, 135.5942033 34.7246233, 135.5944609 34.7247399, 135.594631 34.724849, 135.5947411 34.7249585, 135.5948079 34.7251025)",,,
148320794,unclassified,False,False,33.069,,"LINESTRING (135.5985648 34.7243722, 135.598205 34.7244037)",,,
530840234,tertiary,False,True,80.302,2,"LINESTRING (135.5985648 34.7243722, 135.5986708 34.7250891)",,,
148320794,unclassified,False,True,36.138,,"LINESTRING (135.59781 34.7244187, 135.598205 34.7244037)",,,
148320581,unclassified,False,False,242.513,,"LINESTRING (135.59781 34.7244187, 135.5978098 34.7246331, 135.5975839 34.7246381, 135.5975834 34.7247623, 135.5969553 34.7248054, 135.5969237 34.7249635, 135.5969792 34.72533, 135.596728 34.7256736, 135.5967281 34.7258818)",,,
148321927,unclassified,False,True,91.273,,"LINESTRING (135.59781 34.7244187, 135.5977665 34.7244103, 135.5973748 34.7244191, 135.5968596 34.724604)",,,
148321666,unclassified,False,False,20.394,,"LINESTRING (135.5959627 34.7249539, 135.5960108 34.725133)",,,
148321716,unclassified,False,False,17.612,,"LINESTRING (135.5959627 34.7249539, 135.5958947 34.7248057)",,,
148321927,unclassified,False,False,90.73400000000001,,"LINESTRING (135.5959627 34.7249539, 135.596244 34.724845, 135.5968596 34.724604)",,,
148320556,unclassified,False,False,19.983,,"LINESTRING (135.5948079 34.7251025, 135.5948471 34.7252793)",,,
521288130,residential,False,False,31.374,,"LINESTRING (135.5948079 34.7251025, 135.5950421 34.7248962)",,,
148320556,unclassified,False,True,116.56400000000001,,"LINESTRING (135.5948079 34.7251025, 135.5947411 34.7249585, 135.594631 34.724849, 135.5944609 34.7247399, 135.5942033 34.7246233, 135.5940932 34.7245065, 135.593948 34.7243647)",,,
148320581,unclassified,False,True,14.589,,"LINESTRING (135.5967282 34.726013, 135.5967281 34.7258818)",,,
148320581,unclassified,False,False,105.65,,"LINESTRING (135.5967282 34.726013, 135.5977711 34.7259967, 135.5978282 34.7260768)",,,
264247712,residential,False,False,47.107,,"LINESTRING (135.5967282 34.726013, 135.5967284 34.7260395, 135.5962476 34.7260791)",,,
